"TABSCHEMA","TABNAME","INDNAME","UNIQUERULE","INDEXTYPE"
MAXIMO  ,EMAIL,EMAIL_NDX3,D,REG 
MAXIMO  ,EMAIL,SQL251206163638540,P,REG 
MAXIMO  ,ESCALATION,ESCALATION_NDX,U,REG 
MAXIMO  ,ESCALATION,SQL251206163638670,P,REG 
MAXIMO  ,ESCNOTIFICATION,ESCNOTIFICATI_NDX1,U,REG 
MAXIMO  ,ESCNOTIFICATION,SQL251206163638790,P,REG 
MAXIMO  ,ESCREFPOINT,ESCREFPOINT_NDX,U,REG 
MAXIMO  ,ESCREFPOINT,ESCREFPOINT_NDX2,U,REG 
MAXIMO  ,ESCREFPOINT,SQL251206163638920,P,REG 
MAXIMO  ,ESCREPEATTRACK,ESCREPEATTRACK_NDX,U,REG 
MAXIMO  ,ESCSTATUS,SQL251206163639110,P,REG 
MAXIMO  ,EVENTRESPONSE,EVENTRESPONSE_NDX2,D,REG 
MAXIMO  ,EVENTRESPONSE,EVENTRESPONSE_NDX3,D,REG 
MAXIMO  ,EVENTRESPONSE,SQL251206163639240,P,REG 
MAXIMO  ,EXCHANGE,EXCHANGE_NDX,U,REG 
MAXIMO  ,EXCHANGE,SQL251206163639370,P,REG 
MAXIMO  ,EXCLUDEDACTIONS,EXCLACTIONS_IDX1,U,REG 
MAXIMO  ,EXCLUDEDACTIONS,SQL251206163639490,P,REG 
MAXIMO  ,EXCLUDEDMAPAPPS,EXCLUDEDMAPAP_NDX1,U,REG 
MAXIMO  ,EXCLUDEDMAPAPPS,SQL251206163639620,P,REG 
MAXIMO  ,EXCLUDEPASSWORD,EXCLUDEPSWD_NDX1,U,REG 
MAXIMO  ,EXCLUDEPASSWORD,SQL251206163639760,P,REG 
MAXIMO  ,EXPCONDITION,EXPCONDITION_NDX1,U,REG 
MAXIMO  ,EXPCONDITION,SQL251206163639880,P,REG 
MAXIMO  ,EXPEXCEPTION,EXPEXCEPTION_NDX1,U,REG 
MAXIMO  ,EXPEXCEPTION,SQL251206163640020,P,REG 
MAXIMO  ,EXPFUNCTIONS,EXPFUNCTIONS_NDX1,U,REG 
MAXIMO  ,EXPFUNCTIONS,SQL251206163640140,P,REG 
MAXIMO  ,EXPGROUP,EXPGROUP_NDX1,U,REG 
MAXIMO  ,EXPGROUP,SQL251206163640260,P,REG 
MAXIMO  ,EXPORTDATATS,EXPORTDATATS_NDX1,U,REG 
MAXIMO  ,EXPORTDATATS,SQL251206163640380,P,REG 
MAXIMO  ,FACONFIG,FACONFIG_NDX2,D,REG 
MAXIMO  ,FACONFIG,SQL251206163640500,P,REG 
MAXIMO  ,FAILURECODE,FAILURECODE_NDX,U,REG 
MAXIMO  ,FAILURECODE,SQL251206163640620,P,REG 
MAXIMO  ,FAILURELIST,FAILLIST_NDX,U,REG 
MAXIMO  ,FAILURELIST,FAILLIST_NDX2,D,REG 
MAXIMO  ,FAILURELIST,FAILLIST_NDX3,D,REG 
MAXIMO  ,FAILURELIST,SQL251206163640740,P,REG 
MAXIMO  ,FAILUREREMARK,FAILREMARK_NDX,D,REG 
MAXIMO  ,FAILUREREMARK,FAILREMARK_NDX1,D,REG 
MAXIMO  ,FAILUREREMARK,FAILUREREMARK_NDX,U,REG 
MAXIMO  ,FAILUREREMARK,SQL251206163640870,P,REG 
MAXIMO  ,FAILUREREPORT,FAILREPORT_NDX1,D,REG 
MAXIMO  ,FAILUREREPORT,FAILUREREPOR_NDX1,D,REG 
MAXIMO  ,FAILUREREPORT,FAIREPORT_NDX2,D,REG 
MAXIMO  ,FAILUREREPORT,SQL251206163641010,P,REG 
MAXIMO  ,FAVITEM,FAVITEM_NDX1,U,REG 
MAXIMO  ,FAVITEM,SQL251206163641140,P,REG 
MAXIMO  ,FEATURES,FEATURES_NDX1,U,REG 
MAXIMO  ,FEATURES,SQL251206163641270,P,REG 
MAXIMO  ,FEATURESPEC,FEATURESPEC_NDX1,U,REG 
MAXIMO  ,FEATURESPEC,FEATURESPEC_NDX2,D,REG 
MAXIMO  ,FEATURESPEC,SQL251206163641410,P,REG 
MAXIMO  ,FEATURESTATUS,SQL251206163641530,P,REG 
MAXIMO  ,FILEEXPORTREQQUEUE,FILEEXPORTREQ_NDX1,U,REG 
MAXIMO  ,FILEEXPORTREQQUEUE,SQL251206163641730,P,REG 
MAXIMO  ,FILEIMPORTREQQUEUE,FILEIMPORTREQ_NDX1,U,REG 
MAXIMO  ,FILEIMPORTREQQUEUE,SQL251206163641930,P,REG 
MAXIMO  ,FINANCIALPERIODS,FPERIOD_NDX1,U,REG 
MAXIMO  ,FINANCIALPERIODS,FPERIOD_NDX2,D,REG 
MAXIMO  ,FINANCIALPERIODS,SQL251206163642050,P,REG 
MAXIMO  ,FINCNTRL,FINCNTRL_NDX1,U,REG 
MAXIMO  ,FINCNTRL,FINCNTRL_NDX2,D,REG 
MAXIMO  ,FINCNTRL,FINCNTRL_NDX3,D,REG 
MAXIMO  ,FINCNTRL,SQL251206163642180,P,REG 
MAXIMO  ,FSNCLASS,FSNCLASS_NDX1,U,REG 
MAXIMO  ,FSNCLASS,FSNCLASS_NDX2,D,REG 
MAXIMO  ,FSNCLASS,FSNCLASS_NDX3,D,REG 
MAXIMO  ,FSNCLASSQUAL,FSNCLASSQUAL_NDX1,U,REG 
MAXIMO  ,FSNCLASSQUAL,FSNCLASSQUAL_NDX2,D,REG 
MAXIMO  ,FSNCLASSQUAL,FSNCLASSQUAL_NDX3,D,REG 
MAXIMO  ,FSNCLASSRELATION,CLASSRELATION_NDX1,U,REG 
MAXIMO  ,FSNCLASSRELATION,CLASSRELATION_NDX2,D,REG 
MAXIMO  ,FSNCLASSRELATION,CLASSRELATION_NDX3,D,REG 
MAXIMO  ,FSNCLASSRELATION,CLASSRELATION_NDX4,D,REG 
MAXIMO  ,FSNCLASSRELATION,CLASSRELATION_NDX5,D,REG 
MAXIMO  ,FSNCLASSRELATION,CLASSRELATION_NDX6,D,REG 
MAXIMO  ,FSNLASTSCAN,FSNLASTSCAN_NDX1,U,REG 
MAXIMO  ,FSNMETHOD,FSNMETHOD_NDX1,U,REG 
MAXIMO  ,FSNMETHOD,FSNMETHOD_NDX2,D,REG 
MAXIMO  ,FSNMETHOD,FSNMETHOD_NDX3,D,REG 
MAXIMO  ,FSNMETHODPARAM,METHODPARAM_NDX1,U,REG 
MAXIMO  ,FSNMETHODPARAM,METHODPARAM_NDX2,D,REG 
MAXIMO  ,FSNMETHODPARAM,METHODPARAM_NDX3,D,REG 
MAXIMO  ,FSNMETHODPARAM,METHODPARAM_NDX4,D,REG 
MAXIMO  ,FSNMTHDPARAMQUAL,MTHDPARAMQUAL_NDX1,U,REG 
MAXIMO  ,FSNMTHDPARAMQUAL,MTHDPARAMQUAL_NDX2,D,REG 
MAXIMO  ,FSNMTHDPARAMQUAL,MTHDPARAMQUAL_NDX3,D,REG 
MAXIMO  ,FSNMTHDQUAL,FSNMTHDQUAL_NDX1,U,REG 
MAXIMO  ,FSNMTHDQUAL,FSNMTHDQUAL_NDX2,D,REG 
MAXIMO  ,FSNMTHDQUAL,FSNMTHDQUAL_NDX3,D,REG 
MAXIMO  ,FSNOBJECT,FSNOBJECT_NDX1,U,REG 
MAXIMO  ,FSNOBJECT,FSNOBJECT_NDX2,D,REG 
MAXIMO  ,FSNOBJECT,FSNOBJECT_NDX3,D,REG 
MAXIMO  ,FSNOBJPROPERTY,OBJPROPERTY_NDX1,U,REG 
MAXIMO  ,FSNOBJPROPERTY,OBJPROPERTY_NDX2,D,REG 
MAXIMO  ,FSNOBJRELATION,OBJRELATION_NDX1,U,REG 
MAXIMO  ,FSNOBJRELATION,OBJRELATION_NDX2,D,REG 
MAXIMO  ,FSNOBJRELATION,OBJRELATION_NDX3,D,REG 
MAXIMO  ,FSNPROPERTY,FSNPROPERTY_NDX1,U,REG 
MAXIMO  ,FSNPROPERTY,FSNPROPERTY_NDX2,D,REG 
MAXIMO  ,FSNPROPERTY,FSNPROPERTY_NDX3,D,REG 
MAXIMO  ,FSNPROPERTYQUAL,PROPERTYQUAL_NDX1,U,REG 
MAXIMO  ,FSNPROPERTYQUAL,PROPERTYQUAL_NDX2,D,REG 
MAXIMO  ,FSNPROPERTYQUAL,PROPERTYQUAL_NDX3,D,REG 
MAXIMO  ,FSNPROVIDER,FSNPROVIDER_NDX1,U,REG 
MAXIMO  ,FSNPROVIDER,FSNPROVIDER_NDX2,U,REG 
MAXIMO  ,FSNQUALIFIER,FSNQUALIFIER_NDX1,U,REG 
MAXIMO  ,FSNQUALIFIER,FSNQUALIFIER_NDX2,D,REG 
MAXIMO  ,FSNREFPROPERTY,REFPROPERTY_NDX1,U,REG 
MAXIMO  ,FSNREFPROPERTY,REFPROPERTY_NDX2,D,REG 
MAXIMO  ,FSNREFPROPERTY,REFPROPERTY_NDX3,D,REG 
MAXIMO  ,FSNREFPROPERTY,REFPROPERTY_NDX4,D,REG 
MAXIMO  ,FSNSCHEMA,FSNSCHEMA_NDX1,U,REG 
MAXIMO  ,FSNSCHEMA,FSNSCHEMA_NDX2,D,REG 
MAXIMO  ,FSNSCHEMA,FSNSCHEMA_NDX3,U,REG 
MAXIMO  ,FSNSQLCOLUMN,FSNSQLCOLUMN_NDX1,U,REG 
MAXIMO  ,FSNSQLTABLE,FSNSQLTABLE_NDX1,U,REG 
MAXIMO  ,FSNTABLEQUAL,FSNTABLEQUAL_NDX1,U,REG 
MAXIMO  ,FSNTABLEQUAL,FSNTABLEQUAL_NDX2,D,REG 
MAXIMO  ,FSNTABLEQUAL,FSNTABLEQUAL_NDX3,D,REG 
MAXIMO  ,GBTEMPLATE,GBTEMPLATE_NDX1,U,REG 
MAXIMO  ,GBTEMPLATE,SQL251206163643710,P,REG 
MAXIMO  ,GBTEMPLATECFG,GBTEMPLATECFG_NDX1,U,REG 
MAXIMO  ,GBTEMPLATECFG,SQL251206163643840,P,REG 
MAXIMO  ,GBTEMPLATECOND,GBTEMPLATECON_NDX1,U,REG 
MAXIMO  ,GBTEMPLATECOND,SQL251206163643970,P,REG 
MAXIMO  ,GEOMETRYCONFIG,GEOMETRYCONFI_NDX1,U,REG 
MAXIMO  ,GEOMETRYCONFIG,SQL251206163644090,P,REG 
MAXIMO  ,GLAUTH,GLAUTH_NDX1,U,REG 
MAXIMO  ,GLAUTH,SQL251206163644220,P,REG 
MAXIMO  ,GLCOMPONENTS,GLCOMPONENTS_NDX1,D,REG 
MAXIMO  ,GLCOMPONENTS,GLCOMP_NDX1,U,REG 
MAXIMO  ,GLCOMPONENTS,SQL251206163644340,P,REG 
MAXIMO  ,GLCONFIGURE,GLCONFIGURE_NDX1,U,REG 
MAXIMO  ,GLCONFIGURE,SQL251206163644470,P,REG 
MAXIMO  ,GROUPUSER,GROUPUSER_NDX1,U,REG 
MAXIMO  ,GROUPUSER,GROUPUSER_NDX2,D,REG 
MAXIMO  ,GROUPUSER,GROUPUSER_NDX3,U,REG 
MAXIMO  ,GROUPUSER,SQL251206163644610,P,REG 
MAXIMO  ,GRPREASSIGNAUTH,GRPREASSIGN_NDX1,U,REG 
MAXIMO  ,GRPREASSIGNAUTH,SQL251206163644730,P,REG 
MAXIMO  ,GUESTTRUSTDOMAIN,GUESTTRUSTDOM_NDX1,U,REG 
MAXIMO  ,GUESTTRUSTDOMAIN,SQL251206163644860,P,REG 
MAXIMO  ,GUESTTRUSTEMAIL,GUESTTRUSTEMA_NDX1,U,REG 
MAXIMO  ,GUESTTRUSTEMAIL,SQL251206163644980,P,REG 
MAXIMO  ,GUESTTRUSTPOLICY,GUESTTRUSTPOL_NDX1,U,REG 
MAXIMO  ,GUESTTRUSTPOLICY,SQL251206163645180,P,REG 
MAXIMO  ,HAZARD,HAZARD_NDX1,U,REG 
MAXIMO  ,HAZARD,HAZARD_NDX2,D,REG 
MAXIMO  ,HAZARD,HAZARD_NDX3,D,REG 
MAXIMO  ,HAZARD,SQL251206163645310,P,REG 
MAXIMO  ,HAZARDPREC,HAZARDPREC_NDX1,U,REG 
MAXIMO  ,HAZARDPREC,SQL251206163645440,P,REG 
MAXIMO  ,IBMCONTENTCATALOG,SQL251206163645640,P,REG 
MAXIMO  ,IBMCONTENTRECEIPTS,SQL251206163645830,P,REG 
MAXIMO  ,IMAGEINFERENCE,IMAGEINFERENCE_DOCINFOID,D,REG 
MAXIMO  ,IMAGEINFERENCE,SQL251206163646020,P,REG 
MAXIMO  ,IMGLIB,IMGLIB_NDX1,U,REG 
MAXIMO  ,IMGLIB,SQL251206163646230,P,REG 
MAXIMO  ,IMPROFILE,SQL251206163646440,P,REG 
MAXIMO  ,INBCOMMSECURITY,INBCOMMSECURI_NDX1,U,REG 
MAXIMO  ,INBCOMMSECURITY,SQL251206163646570,P,REG 
MAXIMO  ,INBOUNDCOMM,INBOUNDCOMM_MEI,D,REG 
MAXIMO  ,INBOUNDCOMM,INBOUNDCOMM_NDX1,D,REG 
MAXIMO  ,INBOUNDCOMM,SQL251206163646770,P,REG 
MAXIMO  ,INBOUNDCOMMCFG,INBOUNDCFG_IDX1,U,REG 
MAXIMO  ,INBOUNDCOMMCFG,SQL251206163646910,P,REG 
MAXIMO  ,INBXCONFIG,INBXCONFIG_NDX,U,REG 
MAXIMO  ,INBXCONFIG,INBXCONFIG_NDX2,D,REG 
MAXIMO  ,INBXCONFIG,SQL251206163647030,P,REG 
MAXIMO  ,INSIGHT,INSIGHT_NDX1,U,REG 
MAXIMO  ,INSIGHT,INSIGHT_NDX3,D,REG 
MAXIMO  ,INSIGHT,SQL251206163647150,P,REG 
MAXIMO  ,INSIGHTFACTOR,INSIGHTFACTOR_NDX1,U,REG 
MAXIMO  ,INSIGHTFACTOR,INSIGHTFACTOR_NDX2,U,REG 
MAXIMO  ,INSIGHTFACTOR,SQL251206163647270,P,REG 
MAXIMO  ,INSPCASCADEOPTION,IDX08,D,REG 
MAXIMO  ,INSPCASCADEOPTION,SQL251206163647400,P,REG 
MAXIMO  ,INSPECTIONFORM,INSPECTIONFOR_NDX1,U,REG 
MAXIMO  ,INSPECTIONFORM,SQL251206163647590,P,REG 
MAXIMO  ,INSPECTIONFORMSTATUS,SQL251206163647720,P,REG 
MAXIMO  ,INSPECTIONIMAGEINFERENCE,INSPECTIONIMAGEINFERENCE_IDX1,D,REG 
MAXIMO  ,INSPECTIONIMAGEINFERENCE,SQL251206163647930,P,REG 
MAXIMO  ,INSPECTIONMVIMODEL,INSPECTIONMVI_NDX1,U,REG 
MAXIMO  ,INSPECTIONMVIMODEL,SQL251206163648060,P,REG 
MAXIMO  ,INSPECTIONRESULT,IDX01,D,REG 
MAXIMO  ,INSPECTIONRESULT,IDX02,D,REG 
MAXIMO  ,INSPECTIONRESULT,IDX03,D,REG 
MAXIMO  ,INSPECTIONRESULT,INSPECTIONRES_NDX1,U,REG 
MAXIMO  ,INSPECTIONRESULT,INSPECTIONRES_NDX2,D,REG 
MAXIMO  ,INSPECTIONRESULT,INSPECTIONRES_NDX3,D,REG 
MAXIMO  ,INSPECTIONRESULT,INSPFIELDRESULT_RDX03,D,REG 
MAXIMO  ,INSPECTIONRESULT,SQL251206163648200,P,REG 
MAXIMO  ,INSPFIELD,IDX09,D,REG 
MAXIMO  ,INSPFIELD,IDX10,D,REG 
MAXIMO  ,INSPFIELD,INSPFIELD_NDX1,U,REG 
MAXIMO  ,INSPFIELD,SQL251206163648410,P,REG 
MAXIMO  ,INSPFIELDOPTION,IDX07,D,REG 
MAXIMO  ,INSPFIELDOPTION,SQL251206163648610,P,REG 
MAXIMO  ,INSPFIELDRESULT,INSPFIELDRESULT_RDX02,D,REG 
MAXIMO  ,INSPFIELDRESULT,INSPFIELDRESULT_RDX1,D,REG 
MAXIMO  ,INSPFIELDRESULT,INSPFIELDRESU_NDX1,U,REG 
MAXIMO  ,INSPFIELDRESULT,SQL251206163648820,P,REG 
MAXIMO  ,INSPFIELDRESULTSELECTION,INSPFIELDRESULTSELECTION_RDX01,D,REG 
MAXIMO  ,INSPFIELDRESULTSELECTION,SQL251206163648950,P,REG 
MAXIMO  ,INSPFORMSCRIPT,INSPFORMSCRIPT_RDX01,D,REG 
MAXIMO  ,INSPFORMSCRIPT,SQL251206163649070,P,REG 
MAXIMO  ,INSPFORMUSEWITH,INSPFORMUSEWI_NDX1,U,REG 
MAXIMO  ,INSPFORMUSEWITH,SQL251206163649200,P,REG 
MAXIMO  ,INSPQUESTION,IDX04,D,REG 
MAXIMO  ,INSPQUESTION,IDX05,D,REG 
MAXIMO  ,INSPQUESTION,IDX06,D,REG 
MAXIMO  ,INSPQUESTION,INSPQUESTION_NDX1,U,REG 
MAXIMO  ,INSPQUESTION,SQL251206163649410,P,REG 
MAXIMO  ,INSPRESULTSTATUS,INSPRESULTSTA_NDX1,U,REG 
MAXIMO  ,INSPRESULTSTATUS,SQL251206163649530,P,REG 
MAXIMO  ,INVBALANCES,INVBALANCES_NDX1,D,REG 
MAXIMO  ,INVBALANCES,INVBAL_NDX1,U,REG 
MAXIMO  ,INVBALANCES,SQL251206163649660,P,REG 
MAXIMO  ,INVCOST,INVCOST_NDX1,U,REG 
MAXIMO  ,INVCOST,SQL251206163649800,P,REG 
MAXIMO  ,INVENTORY,INVENTORY_NDX1,U,REG 
MAXIMO  ,INVENTORY,INVENTORY_NDX2,D,REG 
MAXIMO  ,INVENTORY,INVENTORY_NDX3,D,REG 
MAXIMO  ,INVENTORY,INVENTORY_NDX4,D,REG 
MAXIMO  ,INVENTORY,INVENTORY_NDX5,D,REG 
MAXIMO  ,INVENTORY,INVENTORY_OOG_NDX6,D,REG 
MAXIMO  ,INVENTORY,INVENTORY_OOG_NDX7,D,REG 
MAXIMO  ,INVENTORY,SQL251206163649960,P,REG 
MAXIMO  ,INVLIFOFIFOCOST,INVLIFOFIFOCO_NDX1,U,REG 
MAXIMO  ,INVLIFOFIFOCOST,INVLIFOFIFOCO_NDX2,D,REG 
MAXIMO  ,INVLIFOFIFOCOST,SQL251206163650090,P,REG 
MAXIMO  ,INVLOT,INVLOT_NDX1,U,REG 
MAXIMO  ,INVLOT,SQL251206163650210,P,REG 
MAXIMO  ,INVOICE,INVOICE_NDX1,U,REG 
MAXIMO  ,INVOICE,INVOICE_NDX11,D,REG 
MAXIMO  ,INVOICE,INVOICE_NDX12,D,REG 
MAXIMO  ,INVOICE,INVOICE_NDX13,D,REG 
MAXIMO  ,INVOICE,INVOICE_NDX2,D,REG 
MAXIMO  ,INVOICE,INVOICE_NDX3,D,REG 
MAXIMO  ,INVOICE,INVOICE_NDX4,D,REG 
MAXIMO  ,INVOICE,INVOICE_NDX5,D,REG 
MAXIMO  ,INVOICE,INVOICE_NDX8,D,REG 
MAXIMO  ,INVOICE,INVOICE_NDX9,D,REG 
MAXIMO  ,INVOICE,SQL251206163650350,P,REG 
MAXIMO  ,INVOICECOST,INVOICECOST_NDX1,U,REG 
MAXIMO  ,INVOICECOST,SQL251206163650480,P,REG 
MAXIMO  ,INVOICELINE,INVOICELINE_NDX1,U,REG 
MAXIMO  ,INVOICELINE,INVOICELINE_NDX2,D,REG 
MAXIMO  ,INVOICELINE,INVOICELINE_NDX3,D,REG 
MAXIMO  ,INVOICELINE,INVOICELINE_NDX4,D,REG 
MAXIMO  ,INVOICELINE,SQL251206163650620,P,REG 
MAXIMO  ,INVOICEMATCH,INVOICEMATCH_NDX3,D,REG 
MAXIMO  ,INVOICEMATCH,INVOICEMATCH_NDX4,D,REG 
MAXIMO  ,INVOICEMATCH,INVOICEMTCH_NDX1,D,REG 
MAXIMO  ,INVOICEMATCH,INVOICEMTCH_NDX2,D,REG 
MAXIMO  ,INVOICEMATCH,SQL251206163650750,P,REG 
MAXIMO  ,INVOICESTATUS,INVOICESTATUS_NDX1,D,REG 
MAXIMO  ,INVOICESTATUS,INVOICESTATUS_NDX2,D,REG 
MAXIMO  ,INVOICESTATUS,SQL251206163650870,P,REG 
MAXIMO  ,INVOICETERM,INVOICETERM_NDX1,D,REG 
MAXIMO  ,INVOICETERM,SQL251206163650990,P,REG 
MAXIMO  ,INVOICETRANS,INVOICETRANS_NDX1,D,REG 
MAXIMO  ,INVOICETRANS,SQL251206163651120,P,REG 
MAXIMO  ,INVPICKLIST,INVPICKLIST_NDX1,U,REG 
MAXIMO  ,INVPICKLIST,SQL251206163651250,P,REG 
MAXIMO  ,INVPICKLISTSTATUS,SQL251206163651410,P,REG 
MAXIMO  ,INVRESERVE,INVRESERVE_NDX1,U,REG 
MAXIMO  ,INVRESERVE,INVRESERVE_NDX2,D,REG 
MAXIMO  ,INVRESERVE,INVRESERVE_NDX3,D,REG 
MAXIMO  ,INVRESERVE,INVRESERVE_NDX4,D,REG 
MAXIMO  ,INVRESERVE,INVRESERVE_NDX5,D,REG 
MAXIMO  ,INVRESERVE,INVRESERVE_NDX6,D,REG 
MAXIMO  ,INVRESERVE,INVRESERVE_NDX7,D,REG 
MAXIMO  ,INVRESERVE,INVRESERVE_NDX8,D,REG 
MAXIMO  ,INVRESERVE,SQL251206163651550,P,REG 
MAXIMO  ,INVSTATUS,INVSTATUS_NDX1,D,REG 
MAXIMO  ,INVSTATUS,SQL251206163651680,P,REG 
MAXIMO  ,INVTRANS,INVTRANS_NDX1,U,REG 
MAXIMO  ,INVTRANS,INVTRANS_NDX2,D,REG 
MAXIMO  ,INVTRANS,INVTRANS_NDX3,D,REG 
MAXIMO  ,INVTRANS,SQL251206163651820,P,REG 
MAXIMO  ,INVUSE,INVUSE_NDX1,U,REG 
MAXIMO  ,INVUSE,INVUSE_NDX2,D,REG 
MAXIMO  ,INVUSE,INVUSE_NDX3,D,REG 
MAXIMO  ,INVUSE,INVUSE_NDX4,U,REG 
MAXIMO  ,INVUSE,INVUSE_NDX5,D,REG 
MAXIMO  ,INVUSE,SQL251206163651950,P,REG 
MAXIMO  ,INVUSELINE,INVUSELINE_NDX1,U,REG 
MAXIMO  ,INVUSELINE,INVUSELINE_NDX2,D,REG 
MAXIMO  ,INVUSELINE,INVUSELINE_NDX3,D,REG 
MAXIMO  ,INVUSELINE,INVUSELINE_NDX4,D,REG 
MAXIMO  ,INVUSELINE,INVUSELINE_NDX5,D,REG 
MAXIMO  ,INVUSELINE,INVUSELINE_NDX6,D,REG 
MAXIMO  ,INVUSELINE,INVUSELINE_NDX7,D,REG 
MAXIMO  ,INVUSELINE,INVUSELINE_NDX8,D,REG 
MAXIMO  ,INVUSELINE,SQL251206163652100,P,REG 
MAXIMO  ,INVUSELINESPLIT,INVUSELINESPL_NDX1,U,REG 
MAXIMO  ,INVUSELINESPLIT,INVUSELINESPL_NDX2,D,REG 
MAXIMO  ,INVUSELINESPLIT,INVUSELINESPL_NDX3,D,REG 
MAXIMO  ,INVUSELINESPLIT,INVUSELINESPL_NDX4,D,REG 
MAXIMO  ,INVUSELINESPLIT,INVUSELINESPL_NDX5,D,REG 
MAXIMO  ,INVUSELINESPLIT,SQL251206163652230,P,REG 
MAXIMO  ,INVUSESTATUS,INVUSESTATUS_NDX1,D,REG 
MAXIMO  ,INVUSESTATUS,SQL251206163652360,P,REG 
MAXIMO  ,INVVENDOR,INVVEND_NDX1,U,REG 
MAXIMO  ,INVVENDOR,INVVEND_NDX3,D,REG 
MAXIMO  ,INVVENDOR,OOG_INVVEND_NDX1,D,REG 
MAXIMO  ,INVVENDOR,SQL251206163652490,P,REG 
MAXIMO  ,IOTENDPTDTLS,IOTENDPTDTLS_NDX1,U,REG 
MAXIMO  ,IOTENDPTDTLS,SQL251206163652800,P,REG 
MAXIMO  ,IOTFCFG,IOTFCFG_NDX1,U,REG 
MAXIMO  ,IOTFCFG,SQL251206163652930,P,REG 
MAXIMO  ,IOTFDEVICEMAPPING,IOTFDEVICEMAP_NDX1,U,REG 
MAXIMO  ,IOTFDEVICEMAPPING,SQL251206163653150,P,REG 
MAXIMO  ,IOTFDEVICETYPECFG,IOTFDEVICETYP_NDX1,U,REG 
MAXIMO  ,IOTFDEVICETYPECFG,SQL251206163653350,P,REG 
MAXIMO  ,IOTFHISTORIAN,IOTFHISTORIAN_NDX1,U,REG 
MAXIMO  ,IOTFHISTORIAN,SQL251206163653470,P,REG 
MAXIMO  ,IOTPAYLOADPROPS,IOTPAYLOADPRO_NDX1,U,REG 
MAXIMO  ,IOTPAYLOADPROPS,SQL251206163653600,P,REG 
MAXIMO  ,IOTRESTDTLS,IOTRESTDTLS_NDX1,U,REG 
MAXIMO  ,IOTRESTDTLS,SQL251206163653730,P,REG 
MAXIMO  ,IOTRESTENDPOINTS,IOTRESTENDPOI_NDX1,U,REG 
MAXIMO  ,IOTRESTENDPOINTS,SQL251206163653860,P,REG 
MAXIMO  ,IOTSERVICE,IOTSERVICE_NDX1,U,REG 
MAXIMO  ,IOTSERVICE,SQL251206163654070,P,REG 
MAXIMO  ,ITEM,ITEM_NDX1,U,REG 
MAXIMO  ,ITEM,ITEM_NDX3,D,REG 
MAXIMO  ,ITEM,ITEM_NDX4,D,REG 
MAXIMO  ,ITEM,ITEM_NDX5,D,REG 
MAXIMO  ,ITEM,ITEM_NDX6,D,REG 
MAXIMO  ,ITEM,ITEM_NDX7,D,REG 
MAXIMO  ,ITEM,ITEM_NDX8,D,REG 
MAXIMO  ,ITEM,SQL251206163654240,P,REG 
MAXIMO  ,ITEMCONDITION,ITEMCONDITION_NDX1,U,REG 
MAXIMO  ,ITEMCONDITION,SQL251206163654380,P,REG 
MAXIMO  ,ITEMORGINFO,ITEMORGINFO_NDX1,U,REG 
MAXIMO  ,ITEMORGINFO,ITEMORGINFO_NDX2,U,REG 
MAXIMO  ,ITEMORGINFO,ITEMORGINFO_NDX3,D,REG 
MAXIMO  ,ITEMORGINFO,ITEMORGINFO_NDX4,U,REG 
MAXIMO  ,ITEMORGINFO,SQL251206163654520,P,REG 
MAXIMO  ,ITEMORGSTATUS,ITEMORGSTATUS_NDX1,D,REG 
MAXIMO  ,ITEMORGSTATUS,SQL251206163654650,P,REG 
MAXIMO  ,ITEMSPEC,ITEMSPEC_NDX1,U,REG 
MAXIMO  ,ITEMSPEC,ITEMSPEC_NDX2,D,REG 
MAXIMO  ,ITEMSPEC,ITEMSPEC_NDX3,D,REG 
MAXIMO  ,ITEMSPEC,SQL251206163654790,P,REG 
MAXIMO  ,ITEMSTATUS,ITEMSTATUS_NDX1,D,REG 
MAXIMO  ,ITEMSTATUS,SQL251206163654920,P,REG 
MAXIMO  ,ITEMSTRUCT,ITEMSTRUCT_NDX1,U,REG 
MAXIMO  ,ITEMSTRUCT,SQL251206163655040,P,REG 
MAXIMO  ,JOBITEM,JOBITEM_NDX1,D,REG 
MAXIMO  ,JOBITEM,JOBITEM_NDX2,D,REG 
MAXIMO  ,JOBITEM,JOBITEM_NDX3,D,REG 
MAXIMO  ,JOBITEM,SQL251206163655190,P,REG 
MAXIMO  ,JOBLABOR,JOBLABOR_NDX1,D,REG 
MAXIMO  ,JOBLABOR,JOBLABOR_NDX2,D,REG 
MAXIMO  ,JOBLABOR,JOBLABOR_NDX3,D,REG 
MAXIMO  ,JOBLABOR,SQL251206163655320,P,REG 
MAXIMO  ,JOBPLAN,JOBPLAN_NDX1,U,REG 
MAXIMO  ,JOBPLAN,JOBPLAN_NDX3,D,REG 
MAXIMO  ,JOBPLAN,JOBPLAN_NDX4,D,REG 
MAXIMO  ,JOBPLAN,JOBPLAN_NDX5,D,REG 
MAXIMO  ,JOBPLAN,JOBPLAN_NDX6,D,REG 
MAXIMO  ,JOBPLAN,JOBPLAN_NDX7,D,REG 
MAXIMO  ,JOBPLAN,JOBPLAN_NDX8,D,REG 
MAXIMO  ,JOBPLAN,SQL251206163655470,P,REG 
MAXIMO  ,JOBPLANCLASS,JOBPLANCLASS_NDX1,U,REG 
MAXIMO  ,JOBPLANCLASS,SQL251206163655600,P,REG 
