"TABSCHEMA","TABNAME","INDNAME","UNIQUERULE","INDEXTYPE"
MAXIMO  ,CHARTOFACCOUNTS,CHARTOFACCOUNTS_NDX7,D,REG 
MAXIMO  ,CHARTOFACCOUNTS,CHARTOFACCOUNTS_NDX8,D,REG 
MAXIMO  ,CHARTOFACCOUNTS,CHARTOFACCOUNTS_NDX9,D,REG 
MAXIMO  ,CHARTOFACCOUNTS,CHARTOFACCOUN_NDX1,D,REG 
MAXIMO  ,CHARTOFACCOUNTS,CHARTOFACCOUN_NDX2,D,REG 
MAXIMO  ,CHARTOFACCOUNTS,CHARTOFACCOUN_NDX3,D,REG 
MAXIMO  ,CHARTOFACCOUNTS,CHARTOFACCOUN_NDX4,D,REG 
MAXIMO  ,CHARTOFACCOUNTS,CHARTOFACCOUN_NDX5,U,REG 
MAXIMO  ,CHARTOFACCOUNTS,COA_NDX1,U,REG 
MAXIMO  ,CHARTOFACCOUNTS,COA_NDX2,D,REG 
MAXIMO  ,CHARTOFACCOUNTS,COA_NDX3,D,REG 
MAXIMO  ,CHARTOFACCOUNTS,SQL251206163618110,P,REG 
MAXIMO  ,CI,CI_NDX1,U,REG 
MAXIMO  ,CI,CI_NDX2,D,REG 
MAXIMO  ,CI,CI_NDX3,D,REG 
MAXIMO  ,CI,CI_NDX4,D,REG 
MAXIMO  ,CI,SQL251206163618220,P,REG 
MAXIMO  ,CIRELATION,CIRELATION_NDX1,U,REG 
MAXIMO  ,CIRELATION,CIRELATION_NDX2,D,REG 
MAXIMO  ,CIRELATION,SQL251206163618340,P,REG 
MAXIMO  ,CIRELATIONHIS,CIRELATIONHIS_NDX1,U,REG 
MAXIMO  ,CIRELATIONHIS,SQL251206163618450,P,REG 
MAXIMO  ,CISPEC,CISPEC_NDX1,D,REG 
MAXIMO  ,CISPEC,CISPEC_NDX2,D,REG 
MAXIMO  ,CISPEC,CISPEC_NDX3,D,REG 
MAXIMO  ,CISPEC,CISPEC_NDX4,U,REG 
MAXIMO  ,CISPEC,SQL251206163618580,P,REG 
MAXIMO  ,CISPECHIS,CISPECHIS_NDX1,U,REG 
MAXIMO  ,CISPECHIS,CISPECHIS_NDX2,D,REG 
MAXIMO  ,CISPECHIS,SQL251206163618700,P,REG 
MAXIMO  ,CISTATUS,CISTATUS_NDX1,D,REG 
MAXIMO  ,CISTATUS,SQL251206163618820,P,REG 
MAXIMO  ,CITEMPLATE,CITEMPLATE_NDX1,U,REG 
MAXIMO  ,CITEMPLATE,SQL251206163618940,P,REG 
MAXIMO  ,CITYPESTATUS,SQL251206163619060,P,REG 
MAXIMO  ,CLASSANCESTOR,CLASSANCESTOR_NDX1,U,REG 
MAXIMO  ,CLASSANCESTOR,CLASSANCESTOR_NDX2,D,REG 
MAXIMO  ,CLASSANCESTOR,SQL251206163619180,P,REG 
MAXIMO  ,CLASSIFICATION,CLASSIFIC_NDX1,U,REG 
MAXIMO  ,CLASSIFICATION,SQL251206163619300,P,REG 
MAXIMO  ,CLASSSPEC,CLASSSPEC_NDX1,U,REG 
MAXIMO  ,CLASSSPEC,SQL251206163619430,P,REG 
MAXIMO  ,CLASSSPECUSEWITH,CLASSSPECUSEW_NDX1,D,REG 
MAXIMO  ,CLASSSPECUSEWITH,CLASSSPECUSE_NDX1,U,REG 
MAXIMO  ,CLASSSPECUSEWITH,SQL251206163619560,P,REG 
MAXIMO  ,CLASSSTRUCTURE,CLASSSTRUCT_NDX1,U,REG 
MAXIMO  ,CLASSSTRUCTURE,CLASSSTRUCT_NDX2,D,REG 
MAXIMO  ,CLASSSTRUCTURE,SQL251206163619690,P,REG 
MAXIMO  ,CLASSUSEWITH,CLASSUSEWITH_NDX1,U,REG 
MAXIMO  ,CLASSUSEWITH,CLASSUSEWITH_NDX2,D,REG 
MAXIMO  ,CLASSUSEWITH,SQL251206163619810,P,REG 
MAXIMO  ,COLLECTDETAILS,COLLECTDETAILSNDX1,U,REG 
MAXIMO  ,COLLECTDETAILS,SQL251206163619940,P,REG 
MAXIMO  ,COLLECTION,COLLECTION_NDX1,U,REG 
MAXIMO  ,COLLECTION,SQL251206163620060,P,REG 
MAXIMO  ,COLLECTIONAUTH,COLLECTAUTH_NDX1,U,REG 
MAXIMO  ,COLLECTIONAUTH,COLLECTAUTH_NDX2,U,REG 
MAXIMO  ,COLLECTIONAUTH,SQL251206163620180,P,REG 
MAXIMO  ,COMMITGROUP,COMMITGROUP_NDX1,U,REG 
MAXIMO  ,COMMITGROUP,SQL251206163620300,P,REG 
MAXIMO  ,COMMITPERSON,COMMITPERSON_NDX1,U,REG 
MAXIMO  ,COMMITPERSON,SQL251206163620430,P,REG 
MAXIMO  ,COMMLOG,COMMLOG_NDX1,U,REG 
MAXIMO  ,COMMLOG,COMMLOG_NDX2,D,REG 
MAXIMO  ,COMMLOG,COMMLOG_NDX3,D,REG 
MAXIMO  ,COMMLOG,SQL251206163620630,P,REG 
MAXIMO  ,COMMLOGDOCS,SQL251206163620760,P,REG 
MAXIMO  ,COMMODITIES,COMMODITIES_NDX,U,REG 
MAXIMO  ,COMMODITIES,SQL251206163620890,P,REG 
MAXIMO  ,COMMTEMPLATE,COMMTEMPLATE_NDX1,U,REG 
MAXIMO  ,COMMTEMPLATE,SQL251206163621080,P,REG 
MAXIMO  ,COMMTEMPLATEDOCS,COMMTEMPLATED_NDX1,U,REG 
MAXIMO  ,COMMTEMPLATEDOCS,SQL251206163621210,P,REG 
MAXIMO  ,COMMTMPLTSENDTO,COMMTMPLTSENDTO_1,U,REG 
MAXIMO  ,COMMTMPLTSENDTO,COMMTMPLTSENDTO_2,D,REG 
MAXIMO  ,COMMTMPLTSENDTO,SQL251206163621330,P,REG 
MAXIMO  ,COMPANIES,COMPANIES_NDX1,D,REG 
MAXIMO  ,COMPANIES,COMPANIES_NDX2,D,REG 
MAXIMO  ,COMPANIES,COMPANIES_NDX3,D,REG 
MAXIMO  ,COMPANIES,COMPANIES_NDX4,D,REG 
MAXIMO  ,COMPANIES,COMPANY_NDX,U,REG 
MAXIMO  ,COMPANIES,SQL251206163621490,P,REG 
MAXIMO  ,COMPANYACCDEF,CPNYACCTDFLT_NDX1,U,REG 
MAXIMO  ,COMPANYACCDEF,SQL251206163621620,P,REG 
MAXIMO  ,COMPCOMMODITY,SQL251206163621740,P,REG 
MAXIMO  ,COMPCONTACT,COMPCONTACT_NDX1,U,REG 
MAXIMO  ,COMPCONTACT,SQL251206163621870,P,REG 
MAXIMO  ,COMPCONTACTMSTR,COMPCONTMSTR_NDX,U,REG 
MAXIMO  ,COMPCONTACTMSTR,SQL251206163622000,P,REG 
MAXIMO  ,COMPMASTER,COMPMASTER_NDX,U,REG 
MAXIMO  ,COMPMASTER,COMPMASTER_NDX2,D,REG 
MAXIMO  ,COMPMASTER,SQL251206163622140,P,REG 
MAXIMO  ,CONDITION,CONDITION_NDX3,D,REG 
MAXIMO  ,CONDITION,CONDITION_NDX4,U,REG 
MAXIMO  ,CONDITION,SQL251206163622260,P,REG 
MAXIMO  ,CONTASSETMETER,SQL251206163622380,P,REG 
MAXIMO  ,CONTCOMMODITY,SQL251206163622500,P,REG 
MAXIMO  ,CONTLINEASSET,CONTLINEASSET_NDX1,D,REG 
MAXIMO  ,CONTLINEASSET,SQL251206163622630,P,REG 
MAXIMO  ,CONTLINEMETER,SQL251206163622750,P,REG 
MAXIMO  ,CONTRACT,CONTRACT_NDX1,U,REG 
MAXIMO  ,CONTRACT,SQL251206163622920,P,REG 
MAXIMO  ,CONTRACTASSET,CONTASSET_NDX1,U,REG 
MAXIMO  ,CONTRACTASSET,SQL251206163623040,P,REG 
MAXIMO  ,CONTRACTAUTH,CONTAUTH_NDX1,U,REG 
MAXIMO  ,CONTRACTAUTH,SQL251206163623170,P,REG 
MAXIMO  ,CONTRACTDEFAULT,CONTRACTDFLT_NDX1,U,REG 
MAXIMO  ,CONTRACTDEFAULT,SQL251206163623290,P,REG 
MAXIMO  ,CONTRACTLEASE,CONTLEASE_NDX1,U,REG 
MAXIMO  ,CONTRACTLEASE,SQL251206163623420,P,REG 
MAXIMO  ,CONTRACTLINE,CONTLINE_NDX1,U,REG 
MAXIMO  ,CONTRACTLINE,CONTRACTLINE_NDX1,D,REG 
MAXIMO  ,CONTRACTLINE,SQL251206163623570,P,REG 
MAXIMO  ,CONTRACTMASTER,CONTMAST_NDX1,U,REG 
MAXIMO  ,CONTRACTMASTER,SQL251206163623710,P,REG 
MAXIMO  ,CONTRACTPROPERTY,PROPERTY_NDX1,U,REG 
MAXIMO  ,CONTRACTPROPERTY,SQL251206163623830,P,REG 
MAXIMO  ,CONTRACTPURCH,CONTPURCH_NDX1,U,REG 
MAXIMO  ,CONTRACTPURCH,SQL251206163623970,P,REG 
MAXIMO  ,CONTRACTSFW,CONTSFW_NDX1,U,REG 
MAXIMO  ,CONTRACTSFW,SQL251206163624110,P,REG 
MAXIMO  ,CONTRACTSTATUS,SQL251206163624230,P,REG 
MAXIMO  ,CONTRACTSWLIC,CONTSW_NDX1,U,REG 
MAXIMO  ,CONTRACTSWLIC,SQL251206163624360,P,REG 
MAXIMO  ,CONTRACTTERM,CONTRACTTERM_NDX2,D,REG 
MAXIMO  ,CONTRACTTERM,SQL251206163624480,P,REG 
MAXIMO  ,CONTRACTTYPE,CONTRACTTYPE_NDX1,U,REG 
MAXIMO  ,CONTRACTTYPE,CONTRACTTYPE_NDX3,U,REG 
MAXIMO  ,CONTRACTTYPE,SQL251206163624600,P,REG 
MAXIMO  ,CONTRACTTYPETERM,CONTRACTTERM_NDX1,D,REG 
MAXIMO  ,CONTRACTTYPETERM,SQL251206163624720,P,REG 
MAXIMO  ,CONTSFWLIC,SQL251206163624840,P,REG 
MAXIMO  ,CONVERSION,CONVERSION_NDX1,U,REG 
MAXIMO  ,CONVERSION,CONVERSION_NDX2,U,REG 
MAXIMO  ,CONVERSION,SQL251206163624970,P,REG 
MAXIMO  ,COSTTYPE,COSTTYPE_NDX1,U,REG 
MAXIMO  ,COSTTYPE,SQL251206163625090,P,REG 
MAXIMO  ,COUNTBOOK,COUNTBOOK_NDX1,U,REG 
MAXIMO  ,COUNTBOOK,SQL251206163625220,P,REG 
MAXIMO  ,COUNTBOOKCHNGSTAT,SQL251206163625340,P,REG 
MAXIMO  ,COUNTBOOKLINE,COUNTBOOKLINE_NDX1,U,REG 
MAXIMO  ,COUNTBOOKLINE,SQL251206163625470,P,REG 
MAXIMO  ,COUNTBOOKSEL,SQL251206163625610,P,REG 
MAXIMO  ,COUNTBOOKSTATUS,SQL251206163625730,P,REG 
MAXIMO  ,CRAFT,CRAFT_NDX1,U,REG 
MAXIMO  ,CRAFT,SQL251206163625860,P,REG 
MAXIMO  ,CRAFTRATE,CRAFTRATE_NDX1,U,REG 
MAXIMO  ,CRAFTRATE,SQL251206163625980,P,REG 
MAXIMO  ,CRAFTSKILL,CRAFTSKILL_NDX1,U,REG 
MAXIMO  ,CRAFTSKILL,SQL251206163626110,P,REG 
MAXIMO  ,CRONTASKDEF,CRONTASKDEF_NDX1,U,REG 
MAXIMO  ,CRONTASKDEF,SQL251206163626250,P,REG 
MAXIMO  ,CRONTASKHISTORY,CRONTASKHISTO_NDX1,U,REG 
MAXIMO  ,CRONTASKHISTORY,CRONTASKHISTO_NDX2,U,REG 
MAXIMO  ,CRONTASKHISTORY,CRONTASKHISTO_NDX3,D,REG 
MAXIMO  ,CRONTASKHISTORY,SQL251206163626390,P,REG 
MAXIMO  ,CRONTASKINSTANCE,CRONTASKINST_NDX1,U,REG 
MAXIMO  ,CRONTASKINSTANCE,SQL251206163626520,P,REG 
MAXIMO  ,CRONTASKPARAM,CRONTASKPARAM_NDX1,U,REG 
MAXIMO  ,CRONTASKPARAM,SQL251206163626640,P,REG 
MAXIMO  ,CROSSOVERDOMAIN,CROSSOVER_NDX1,U,REG 
MAXIMO  ,CROSSOVERDOMAIN,SQL251206163626770,P,REG 
MAXIMO  ,CTRLCONDITION,CTRLCONDITION_NDX1,U,REG 
MAXIMO  ,CTRLCONDITION,SQL251206163626890,P,REG 
MAXIMO  ,CTRLCONDPROP,CTRLCONDPROP_NDX1,U,REG 
MAXIMO  ,CTRLCONDPROP,SQL251206163627010,P,REG 
MAXIMO  ,CTRLGROUP,CTRLGROUP_NDX1,U,REG 
MAXIMO  ,CTRLGROUP,SQL251206163627140,P,REG 
MAXIMO  ,CURRENCY,CURRENCY_NDX,U,REG 
MAXIMO  ,CURRENCY,SQL251206163627260,P,REG 
MAXIMO  ,DDUSERAUTH,DDUSERAUTH_NDX1,U,REG 
MAXIMO  ,DDUSERAUTH,SQL251206163627390,P,REG 
MAXIMO  ,DEFAULTOSQUERY,DEFAULTOSQUER_NDX1,U,REG 
MAXIMO  ,DEFAULTOSQUERY,SQL251206163627520,P,REG 
MAXIMO  ,DEFAULTQUERY,DEFAULTQUERY_NDX1,U,REG 
MAXIMO  ,DEFAULTQUERY,SQL251206163627650,P,REG 
MAXIMO  ,DEPHISTORY,DEPHISTORY_NDX1,U,REG 
MAXIMO  ,DEPHISTORY,SQL251206163627790,P,REG 
MAXIMO  ,DEPLOYEDASSET,DEPLOYEDASSET_NDX2,U,REG 
MAXIMO  ,DEPLOYEDASSET,DEPLOYEDASSET_NDX3,D,REG 
MAXIMO  ,DEPLOYEDASSET,SQL251206163627940,P,REG 
MAXIMO  ,DEPRECIATION,DEPRECIATION_NDX1,U,REG 
MAXIMO  ,DEPRECIATION,SQL251206163628070,P,REG 
MAXIMO  ,DEPSCHED,DEPSCHED_NDX1,U,REG 
MAXIMO  ,DEPSCHED,SQL251206163628200,P,REG 
MAXIMO  ,DEPSCHEDHISTORY,DEPSCHEDHISTO_NDX1,U,REG 
MAXIMO  ,DEPSCHEDHISTORY,SQL251206163628330,P,REG 
MAXIMO  ,DEPSCHEDPERIODS,DEPSCHEDPERIO_NDX1,U,REG 
MAXIMO  ,DEPSCHEDPERIODS,SQL251206163628440,P,REG 
MAXIMO  ,DEPTRANS,DEPTRANS_NDX1,U,REG 
MAXIMO  ,DEPTRANS,SQL251206163628580,P,REG 
MAXIMO  ,DMCFGGROUP,DMCFGGROUP_NDX1,U,REG 
MAXIMO  ,DMCFGGROUP,DMCFGGROUP_NDX2,U,REG 
MAXIMO  ,DMCFGGROUP,SQL251206163628710,P,REG 
MAXIMO  ,DMCFGOBJECT,DMCFGOBJECT_NDX1,U,REG 
MAXIMO  ,DMCFGOBJECT,SQL251206163628840,P,REG 
MAXIMO  ,DMCOLLAPPTOOLBAR,SQL251206163628960,P,REG 
MAXIMO  ,DMCOLLECTION,DMCOLLECTION_NDX1,U,REG 
MAXIMO  ,DMCOLLECTION,SQL251206163629160,P,REG 
MAXIMO  ,DMCOLLECTIONEXPORT,DMCOLLECTIONE_NDX1,U,REG 
MAXIMO  ,DMCOLLECTIONEXPORT,SQL251206163629280,P,REG 
MAXIMO  ,DMCOLLECTIONOBJECT,DMCOLLECTIONO_NDX1,U,REG 
MAXIMO  ,DMCOLLECTIONOBJECT,SQL251206163629400,P,REG 
MAXIMO  ,DMCOLLECTIONRELOBJ,DMCOLLECTIONR_NDX1,U,REG 
MAXIMO  ,DMCOLLECTIONRELOBJ,SQL251206163629530,P,REG 
MAXIMO  ,DMCOLLEVENTTRK,DMCOLLEVENTTR_NDX1,U,REG 
MAXIMO  ,DMCOLLEVENTTRK,SQL251206163629650,P,REG 
MAXIMO  ,DMCOLLLOOKUPRULE,DMCOLLLOOKUPR_NDX1,U,REG 
MAXIMO  ,DMCOLLLOOKUPRULE,SQL251206163629770,P,REG 
MAXIMO  ,DMCOLLPACKAGEMAP,SQL251206163629890,P,REG 
MAXIMO  ,DMCOLLPKGEXCEPTION,DMCOLLPKGEXCEPTION_NDX1,U,REG 
MAXIMO  ,DMCOLLPKGEXCEPTION,SQL251206163630100,P,REG 
MAXIMO  ,DMCOLLRELRULE,DMCOLLRELRULE_NDX1,U,REG 
MAXIMO  ,DMCOLLRELRULE,SQL251206163630230,P,REG 
MAXIMO  ,DMCOLLRELRULECOLS,SQL251206163630360,P,REG 
MAXIMO  ,DMCOMPJOB,DMCOMPJOB_NDX1,U,REG 
MAXIMO  ,DMCOMPJOB,SQL251206163630490,P,REG 
MAXIMO  ,DMCOMPRESRECORD,DMCOMPRESRECO_NDX1,D,REG 
MAXIMO  ,DMCOMPRESRECORD,SQL251206163630620,P,REG 
MAXIMO  ,DMCOMPRESULT,DMCOMPRESULT_NDX1,U,REG 
MAXIMO  ,DMCOMPRESULT,SQL251206163630740,P,REG 
MAXIMO  ,DMDEPENDENCY,DMDEPENDENCY_NDX1,U,REG 
MAXIMO  ,DMDEPENDENCY,SQL251206163630860,P,REG 
MAXIMO  ,DMERROR,DMERROR_NDX1,U,REG 
MAXIMO  ,DMERROR,SQL251206163631070,P,REG 
MAXIMO  ,DMMAPDEF,DMMAPDEF_NDX1,U,REG 
MAXIMO  ,DMMAPDEF,SQL251206163631200,P,REG 
MAXIMO  ,DMMESSAGE,SQL251206163631320,P,REG 
MAXIMO  ,DMPACKAGE,DMPACKAGE_NDX1,U,REG 
MAXIMO  ,DMPACKAGE,SQL251206163631450,P,REG 
MAXIMO  ,DMPACKAGEDEF,DMPACKAGEDEF_NDX1,U,REG 
MAXIMO  ,DMPACKAGEDEF,SQL251206163631570,P,REG 
MAXIMO  ,DMPKGCFGGRPDEF,DMPKGCFGGRP_NDX1,U,REG 
MAXIMO  ,DMPKGCFGGRPDEF,SQL251206163631690,P,REG 
MAXIMO  ,DMPKGCFGOBJDEF,DMPKGCFGOBJ_NDX1,U,REG 
MAXIMO  ,DMPKGCFGOBJDEF,SQL251206163631810,P,REG 
MAXIMO  ,DMPKGCMPSRC,DMPKGCMPSRC_NDX1,U,REG 
MAXIMO  ,DMPKGCMPSRC,SQL251206163632060,P,REG 
MAXIMO  ,DMPKGCMPSRCDEF,DMCMPSRCDEF_NDX1,U,REG 
MAXIMO  ,DMPKGCMPSRCDEF,SQL251206163632190,P,REG 
MAXIMO  ,DMPKGDEFSTATUS,DMPKGDEFSTATU_NDX1,U,REG 
MAXIMO  ,DMPKGDEFSTATUS,SQL251206163632300,P,REG 
MAXIMO  ,DMPKGDIST,DMPKGDIST_NDX1,U,REG 
MAXIMO  ,DMPKGDIST,SQL251206163632430,P,REG 
MAXIMO  ,DMPKGDISTTRACK,DMDISTTRACK_NDX1,U,REG 
MAXIMO  ,DMPKGDISTTRACK,SQL251206163632550,P,REG 
MAXIMO  ,DMPKGDSTTRGT,DMPKGDSTTRGT_NDX1,U,REG 
MAXIMO  ,DMPKGDSTTRGT,SQL251206163632680,P,REG 
MAXIMO  ,DMPKGEVENTTRK,DMPKGEVENTTRK_NDX1,U,REG 
MAXIMO  ,DMPKGEVENTTRK,SQL251206163632800,P,REG 
MAXIMO  ,DMPKGSTAGING,DMPKGSTAGING_NDX1,U,REG 
MAXIMO  ,DMPKGSTATUS,DMPKGSTATUS_NDX1,U,REG 
MAXIMO  ,DMPKGSTATUS,SQL251206163633070,P,REG 
MAXIMO  ,DMPKGTRACKHIST,DMPKGTRKHIST_NDX1,U,REG 
MAXIMO  ,DMPKGTRACKHIST,SQL251206163633200,P,REG 
MAXIMO  ,DMRESTRICTION,DMRESTRICTION_NDX1,U,REG 
MAXIMO  ,DMRESTRICTION,SQL251206163633320,P,REG 
MAXIMO  ,DMSAPISETTING,DMSAPISETTING_NDX1,U,REG 
MAXIMO  ,DMSAPISETTING,SQL251206163633450,P,REG 
MAXIMO  ,DOCINFO,DOCINFO_NDX1,U,REG 
MAXIMO  ,DOCINFO,SQL251206163633640,P,REG 
MAXIMO  ,DOCLINKS,DOCLINKS_NDX1,U,REG 
MAXIMO  ,DOCLINKS,DOCLINKS_NDX2,D,REG 
MAXIMO  ,DOCLINKS,DOCLINKS_NDX3,D,REG 
MAXIMO  ,DOCLINKS,SQL251206163633780,P,REG 
MAXIMO  ,DOCTYPES,DOCTYPES_NDX1,U,REG 
MAXIMO  ,DOCTYPES,SQL251206163633900,P,REG 
MAXIMO  ,DOMAINMETA,DOMAINMETA_NDX1,U,REG 
MAXIMO  ,DOMAINMETA,SQL251206163634020,P,REG 
MAXIMO  ,DPACOMMDEVICE,COMMDEVICE_NDX1,U,REG 
MAXIMO  ,DPACOMMDEVICE,COMMDEVICE_NDX2,D,REG 
MAXIMO  ,DPACOMMDEVICE,COMMDEVICE_NDX4,D,REG 
MAXIMO  ,DPACOMMDEVICE,COMMDEVICE_NDX5,D,REG 
MAXIMO  ,DPACOMMDEVICE,SQL251206163634150,P,REG 
MAXIMO  ,DPACOMPUTER,DPACOMPUTER_NDX2,D,REG 
MAXIMO  ,DPACOMPUTER,SQL251206163634290,P,REG 
MAXIMO  ,DPACPU,DPACPU_NDX1,U,REG 
MAXIMO  ,DPACPU,DPACPU_NDX2,D,REG 
MAXIMO  ,DPACPU,DPACPU_NDX4,D,REG 
MAXIMO  ,DPACPU,DPACPU_NDX5,D,REG 
MAXIMO  ,DPACPU,SQL251206163634420,P,REG 
MAXIMO  ,DPADISK,DPADISK_NDX1,U,REG 
MAXIMO  ,DPADISK,DPADISK_NDX2,D,REG 
MAXIMO  ,DPADISK,DPADISK_NDX4,D,REG 
MAXIMO  ,DPADISK,DPADISK_NDX5,D,REG 
MAXIMO  ,DPADISK,SQL251206163634540,P,REG 
MAXIMO  ,DPADISPLAY,DPADISPLAY_NDX1,U,REG 
MAXIMO  ,DPADISPLAY,DPADISPLAY_NDX2,D,REG 
MAXIMO  ,DPADISPLAY,DPADISPLAY_NDX4,D,REG 
MAXIMO  ,DPADISPLAY,DPADISPLAY_NDX5,D,REG 
MAXIMO  ,DPADISPLAY,SQL251206163634680,P,REG 
MAXIMO  ,DPAFILE,DPAFILE_NDX1,U,REG 
MAXIMO  ,DPAFILE,DPAFILE_NDX4,D,REG 
MAXIMO  ,DPAFILE,SQL251206163634800,P,REG 
MAXIMO  ,DPAIMAGEDEVICE,IMAGEDEVICE_NDX1,U,REG 
MAXIMO  ,DPAIMAGEDEVICE,IMAGEDEVICE_NDX2,D,REG 
MAXIMO  ,DPAIMAGEDEVICE,IMAGEDEVICE_NDX4,D,REG 
MAXIMO  ,DPAIMAGEDEVICE,SQL251206163634940,P,REG 
MAXIMO  ,DPAIPX,DPAIPX_NDX1,U,REG 
MAXIMO  ,DPAIPX,DPAIPX_NDX3,D,REG 
MAXIMO  ,DPAIPX,SQL251206163635060,P,REG 
MAXIMO  ,DPALOGICALDRIVE,LOGICALDRIVE_NDX1,U,REG 
MAXIMO  ,DPALOGICALDRIVE,LOGICALDRIVE_NDX4,D,REG 
MAXIMO  ,DPALOGICALDRIVE,SQL251206163635180,P,REG 
MAXIMO  ,DPAMADAPTER,DPAMADAPTER_NDX1,U,REG 
MAXIMO  ,DPAMADAPTER,SQL251206163635300,P,REG 
MAXIMO  ,DPAMADPTVARIANT,ADPTVARIANT_NDX1,U,REG 
MAXIMO  ,DPAMADPTVARIANT,SQL251206163635430,P,REG 
MAXIMO  ,DPAMEDIAADAPTER,MEDIAADAPTER_NDX1,U,REG 
MAXIMO  ,DPAMEDIAADAPTER,MEDIAADAPTER_NDX2,D,REG 
MAXIMO  ,DPAMEDIAADAPTER,MEDIAADAPTER_NDX4,D,REG 
MAXIMO  ,DPAMEDIAADAPTER,MEDIAADAPTER_NDX5,D,REG 
MAXIMO  ,DPAMEDIAADAPTER,SQL251206163635560,P,REG 
MAXIMO  ,DPAMMANUFACTURER,MANUFACTURER_NDX1,U,REG 
MAXIMO  ,DPAMMANUFACTURER,SQL251206163635690,P,REG 
MAXIMO  ,DPAMMANUVARIANT,MANUVARIANT_NDX1,U,REG 
MAXIMO  ,DPAMMANUVARIANT,SQL251206163635870,P,REG 
MAXIMO  ,DPAMOS,DPAMOS_NDX1,U,REG 
MAXIMO  ,DPAMOS,SQL251206163635990,P,REG 
MAXIMO  ,DPAMOSVARIANT,DPAMOSVARIANT_NDX1,U,REG 
MAXIMO  ,DPAMOSVARIANT,SQL251206163636130,P,REG 
MAXIMO  ,DPAMPROCESSOR,PROCESSOR_NDX1,U,REG 
MAXIMO  ,DPAMPROCESSOR,SQL251206163636250,P,REG 
MAXIMO  ,DPAMPROCVARIANT,PROCVARIANT_NDX1,U,REG 
MAXIMO  ,DPAMPROCVARIANT,SQL251206163636380,P,REG 
MAXIMO  ,DPAMSOFTWARE,SOFTWARE_NDX1,U,REG 
MAXIMO  ,DPAMSOFTWARE,SQL251206163636500,P,REG 
MAXIMO  ,DPAMSWSUITE,DPAMSWSUITE_NDX1,U,REG 
MAXIMO  ,DPAMSWSUITE,SQL251206163636620,P,REG 
MAXIMO  ,DPAMSWSUITECOMP,SQL251206163636740,P,REG 
MAXIMO  ,DPAMSWUSAGE,DPAMSWUSAGE_NDX3,U,REG 
MAXIMO  ,DPAMSWUSAGE,SQL251206163636870,P,REG 
MAXIMO  ,DPAMSWUSAGERANGE,SQL251206163636980,P,REG 
MAXIMO  ,DPAMSWVARIANT,DPAMSWVARIANT_NDX1,U,REG 
MAXIMO  ,DPAMSWVARIANT,SQL251206163637100,P,REG 
MAXIMO  ,DPANETADAPTER,NETADAPTER_NDX1,U,REG 
MAXIMO  ,DPANETADAPTER,NETADAPTER_NDX2,D,REG 
MAXIMO  ,DPANETADAPTER,NETADAPTER_NDX4,D,REG 
MAXIMO  ,DPANETADAPTER,NETADAPTER_NDX5,D,REG 
MAXIMO  ,DPANETADAPTER,SQL251206163637230,P,REG 
MAXIMO  ,DPANETDEVCARD,NETDEVCARD_NDX1,U,REG 
MAXIMO  ,DPANETDEVCARD,NETDEVCARD_NDX3,D,REG 
MAXIMO  ,DPANETDEVCARD,SQL251206163637370,P,REG 
MAXIMO  ,DPANETDEVICE,SQL251206163637490,P,REG 
MAXIMO  ,DPANETPRINTER,SQL251206163637610,P,REG 
MAXIMO  ,DPAOS,DPAOS_NDX1,U,REG 
MAXIMO  ,DPAOS,DPAOS_NDX2,D,REG 
MAXIMO  ,DPAOS,DPAOS_NDX4,D,REG 
MAXIMO  ,DPAOS,DPAOS_NDX5,D,REG 
MAXIMO  ,DPAOS,SQL251206163637740,P,REG 
MAXIMO  ,DPASOFTWARE,DPASOFTWARE_NDX1,U,REG 
MAXIMO  ,DPASOFTWARE,DPASOFTWARE_NDX2,U,REG 
MAXIMO  ,DPASOFTWARE,DPASOFTWARE_NDX3,D,REG 
MAXIMO  ,DPASOFTWARE,DPASOFTWARE_NDX5,D,REG 
MAXIMO  ,DPASOFTWARE,DPASOFTWARE_NDX6,D,REG 
MAXIMO  ,DPASOFTWARE,DPASOFTWARE_NDX7,D,REG 
MAXIMO  ,DPASOFTWARE,DPASOFTWARE_NDX8,D,REG 
MAXIMO  ,DPASOFTWARE,SQL251206163637880,P,REG 
MAXIMO  ,DPASWSUITE,DPASWSUITE_NDX1,U,REG 
MAXIMO  ,DPASWSUITE,DPASWSUITE_NDX2,D,REG 
MAXIMO  ,DPASWSUITE,DPASWSUITE_NDX3,D,REG 
MAXIMO  ,DPASWSUITE,SQL251206163638010,P,REG 
MAXIMO  ,DPATCPIP,DPATCPIP_NDX1,U,REG 
MAXIMO  ,DPATCPIP,DPATCPIP_NDX3,D,REG 
MAXIMO  ,DPATCPIP,SQL251206163638140,P,REG 
MAXIMO  ,DPAUSERINFO,DPAUSERINFO_NDX,D,REG 
MAXIMO  ,DPAUSERINFO,DPAUSERINFO_NDX1,U,REG 
MAXIMO  ,DPAUSERINFO,DPAUSERINFO_NDX2,U,REG 
MAXIMO  ,DUMMY_TABLE,DUMMY_TABLE_NDX1,U,REG 
MAXIMO  ,DUMMY_TABLE,SQL251206163638420,P,REG 
MAXIMO  ,EMAIL,EMAIL_NDX2,U,REG 
