"USERID","PERSONID","STATUS","DEFSITE","TYPE","GROUPNAME"
ALANBARROSO,ALANBARROSO,INACTIVE,ODN2,TYPE 1,OOG_ALL_DRILLING
ALANBARROSO,ALANBARROSO,INACTIVE,ODN2,TYPE 1,OOG_BASE_READ_ONLY
ALANESILVA,ALANESILVA,INACTIVE,OP-BASE,TYPE 4,MAXDEFLTREG
ALANESILVA,ALANESILVA,INACTIVE,OP-BASE,TYPE 4,MAXEVERYONE
ALANESILVA,ALANESILVA,INACTIVE,OP-BASE,TYPE 4,OOG_BASE_READ_ONLY
ALANOSILVA,ALANOSILVA,INACTIVE,ODN1,TYPE 3,MAXEVERYONE
ALANOSILVA,ALANOSILVA,INACTIVE,ODN1,TYPE 3,OOG_ALL_DRILLING
ALANOSILVA,ALANOSILVA,INACTIVE,ODN1,TYPE 3,OOG_DEFSITE_DATA_RESTRICTIONS
ALANOSILVA,ALANOSILVA,INACTIVE,ODN1,TYPE 3,OOG_MATERIALS_COORDINATOR
ALANSILVA,ALANSILVA,INACTIVE,ODN1,TYPE 5,MAXDEFLTREG
ALANSILVA,ALANSILVA,INACTIVE,ODN1,TYPE 5,MAXEVERYONE
ALANSILVA,ALANSILVA,INACTIVE,ODN1,TYPE 5,OOG_ALL_DRILLING
ALANSILVA,ALANSILVA,INACTIVE,ODN1,TYPE 5,OOG_DEFSITE_DATA_RESTRICTIONS
ALANSILVA,ALANSILVA,INACTIVE,ODN1,TYPE 5,OOG_DEPARTMENT_LEADER
ALASDAIRKELMAN,ALASDAIRKELMAN,INACTIVE,N08,TYPE 1,MAXEVERYONE
ALASDAIRKELMAN,ALASDAIRKELMAN,INACTIVE,N08,TYPE 1,OOG_ALL_DRILLING
ALASDAIRKELMAN,ALASDAIRKELMAN,INACTIVE,N08,TYPE 1,OOG_ENGINEER_COORDINATOR
ALASDAIRKELMAN,ALASDAIRKELMAN,INACTIVE,N08,TYPE 1,OOG_MOC_APPROVERS
ALECURY,ALECURY,INACTIVE,OP-BASE,TYPE 4,MAXDEFLTREG
ALECURY,ALECURY,INACTIVE,OP-BASE,TYPE 4,MAXEVERYONE
ALECURY,ALECURY,INACTIVE,OP-BASE,TYPE 4,OOG_BASE_READ_ONLY
ALEILTONMEIRELES,ALEILTONMEIRELES,INACTIVE,POL,TYPE 1,MAXDEFLTREG
ALEILTONMEIRELES,ALEILTONMEIRELES,INACTIVE,POL,TYPE 1,MAXEVERYONE
ALEILTONMEIRELES,ALEILTONMEIRELES,INACTIVE,POL,TYPE 1,OOG_ALL_DRILLING
ALEILTONMEIRELES,ALEILTONMEIRELES,INACTIVE,POL,TYPE 1,OOG_DEFSITE_DATA_RESTRICTIONS
ALEILTONMEIRELES,ALEILTONMEIRELES,INACTIVE,POL,TYPE 1,OOG_DEPARTMENT_TEAM
ALESSANDROCORREA,ALESSANDROCORREA,INACTIVE,HTQ,TYPE 1,MAXEVERYONE
ALESSANDROCORREA,ALESSANDROCORREA,INACTIVE,HTQ,TYPE 1,OOG_ALL_DRILLING
ALESSANDROCORREA,ALESSANDROCORREA,INACTIVE,HTQ,TYPE 1,OOG_DEFSITE_DATA_RESTRICTIONS
ALESSANDROCORREA,ALESSANDROCORREA,INACTIVE,HTQ,TYPE 1,OOG_DEPARTMENT_LEADER
ALESSANDROCORREA,ALESSANDROCORREA,INACTIVE,HTQ,TYPE 1,OOG_ISOLATION_APPROVER
ALESSANDROCORREA,ALESSANDROCORREA,INACTIVE,HTQ,TYPE 1,OOG_MOC_OPENERS
ALESSANDROPASINI,ALESSANDROPASINI,INACTIVE,OP-BASE,TYPE 5,MAXEVERYONE
ALESSANDROPASINI,ALESSANDROPASINI,INACTIVE,OP-BASE,TYPE 5,OOG_ALL_DRILLING
ALESSANDROPASINI,ALESSANDROPASINI,INACTIVE,OP-BASE,TYPE 5,OOG_BASE_READ_ONLY
ALESSANDROPASINI,ALESSANDROPASINI,INACTIVE,OP-BASE,TYPE 5,OOG_MOC_APPROVERS
ALESSANDROTINOCO,ALESSANDROTINOCO,INACTIVE,N09,TYPE 1,MAXEVERYONE
ALESSANDROTINOCO,ALESSANDROTINOCO,INACTIVE,N09,TYPE 1,OOG_ALL_DRILLING
ALESSANDROTINOCO,ALESSANDROTINOCO,INACTIVE,N09,TYPE 1,OOG_BASE_READ_ONLY
ALESSANDROTINOCO,ALESSANDROTINOCO,INACTIVE,N09,TYPE 1,OOG_MATERIALS_COORDINATOR_YARD
ALEXANDERRIBEIRO,ALEXANDERRIBEIRO,INACTIVE,N06,TYPE 3,MAXEVERYONE
ALEXANDERRIBEIRO,ALEXANDERRIBEIRO,INACTIVE,N06,TYPE 3,OOG_DEFSITE_DATA_RESTRICTIONS
ALEXANDERRIBEIRO,ALEXANDERRIBEIRO,INACTIVE,N06,TYPE 3,OOG_ISOLATION_APPROVER
ALEXANDERRIBEIRO,ALEXANDERRIBEIRO,INACTIVE,N06,TYPE 3,OOG_MOC_APPROVERS
ALEXANDREANDRADE,ALEXANDREANDRADE,INACTIVE,N06,TYPE 4,MAXEVERYONE
ALEXANDREANDRADE,ALEXANDREANDRADE,INACTIVE,N06,TYPE 4,OOG_ALL_DRILLING
ALEXANDREANDRADE,ALEXANDREANDRADE,INACTIVE,N06,TYPE 4,OOG_BASE_READ_ONLY
ALEXANDREBONAVITA,ALEXANDREBONAVITA,ACTIVE,OP-BASE,TYPE 5,MAXEVERYONE
ALEXANDREBONAVITA,ALEXANDREBONAVITA,ACTIVE,OP-BASE,TYPE 5,OOG_ALL_DRILLING
ALEXANDREBONAVITA,ALEXANDREBONAVITA,ACTIVE,OP-BASE,TYPE 5,OOG_BASE_READ_ONLY
ALEXANDREBONAVITA,ALEXANDREBONAVITA,ACTIVE,OP-BASE,TYPE 5,OOG_MOCDOC_APROVADOR
ALEXANDREBONAVITA,ALEXANDREBONAVITA,ACTIVE,OP-BASE,TYPE 5,OOG_MOCDOC_EMISSOR
ALEXANDREBONAVITA,ALEXANDREBONAVITA,ACTIVE,OP-BASE,TYPE 5,OOG_MOC_OPENERS
ALEXANDRECURY,ALEXANDRECURY,ACTIVE,OP-BASE,TYPE 4,MAXEVERYONE
ALEXANDRECURY,ALEXANDRECURY,ACTIVE,OP-BASE,TYPE 4,OCY_SST
ALEXANDRECURY,ALEXANDRECURY,ACTIVE,OP-BASE,TYPE 4,OOG_ALL_DRILLING
ALEXANDRECURY,ALEXANDRECURY,ACTIVE,OP-BASE,TYPE 4,OOG_BASE_READ_ONLY
ALEXANDRECURY,ALEXANDRECURY,ACTIVE,OP-BASE,TYPE 4,OOG_MOCDOC_EMISSOR
ALEXANDREFALCAO,ALEXANDREFALCAO,ACTIVE,POL,TYPE 1,MAXDEFLTREG
ALEXANDREFALCAO,ALEXANDREFALCAO,ACTIVE,POL,TYPE 1,MAXEVERYONE
ALEXANDREFALCAO,ALEXANDREFALCAO,ACTIVE,POL,TYPE 1,OOG_ALL_DRILLING
ALEXANDREFALCAO,ALEXANDREFALCAO,ACTIVE,POL,TYPE 1,OOG_DEFSITE_DATA_RESTRICTIONS
ALEXANDREFALCAO,ALEXANDREFALCAO,ACTIVE,POL,TYPE 1,OOG_DEPARTMENT_TEAM
ALEXANDREFALCAO,ALEXANDREFALCAO,ACTIVE,POL,TYPE 1,OOG_ISOLATION_MANAGER
ALEXANDREFALCAO,ALEXANDREFALCAO,ACTIVE,POL,TYPE 1,OOG_PTW_ISSUER
ALEXANDREFALCAO,ALEXANDREFALCAO,ACTIVE,POL,TYPE 1,TUTOR_GROUP
ALEXANDRELEITE,ALEXANDRELEITE,INACTIVE,OP-BASE,TYPE 1,MAXEVERYONE
ALEXANDRELEITE,ALEXANDRELEITE,INACTIVE,OP-BASE,TYPE 1,OOG_ALL_DRILLING
ALEXANDRELEITE,ALEXANDRELEITE,INACTIVE,OP-BASE,TYPE 1,OOG_BASE_READ_ONLY
ALEXANDRELEITE,ALEXANDRELEITE,INACTIVE,OP-BASE,TYPE 1,OOG_MOCDOC_APROVADOR
ALEXANDREMELLO,ALEXANDREMELLO,ACTIVE,N06,TYPE 1,MAXEVERYONE
ALEXANDREMELLO,ALEXANDREMELLO,ACTIVE,N06,TYPE 1,OOG_ALL_DRILLING
ALEXANDREMELLO,ALEXANDREMELLO,ACTIVE,N06,TYPE 1,OOG_DEPARTMENT_LEADER
ALEXANDREMELLO,ALEXANDREMELLO,ACTIVE,N06,TYPE 1,OOG_MATERIALS_COORDINATOR_YARD
ALEXANDREMELLO,ALEXANDREMELLO,ACTIVE,N06,TYPE 1,OOG_MATERIAL_ENGINEER
ALEXANDREPECANHA,ALEXANDREPECANHA,INACTIVE,OP-BASE,TYPE 5,MAXEVERYONE
ALEXANDRERIBEIRO,ALEXANDRERIBEIRO,INACTIVE,HTQ,TYPE 2,MAXEVERYONE
ALEXANDRERIBEIRO,ALEXANDRERIBEIRO,INACTIVE,HTQ,TYPE 2,OOG_ALL_DRILLING
ALEXANDRERIBEIRO,ALEXANDRERIBEIRO,INACTIVE,HTQ,TYPE 2,OOG_BASE_READ_ONLY
ALEXANDRERIBEIRO,ALEXANDRERIBEIRO,INACTIVE,HTQ,TYPE 2,OOG_MOC_OPENERS
ALEXANDRERIBEIRO,ALEXANDRERIBEIRO,INACTIVE,HTQ,TYPE 2,OOG_SQP_OPENERS
ALEXANDRESOUSA,ALEXANDRESOUSA,INACTIVE,BASE-UNP,TYPE 1,MAXDEFLTREG
ALEXANDRESOUSA,ALEXANDRESOUSA,INACTIVE,BASE-UNP,TYPE 1,MAXEVERYONE
ALEXANDRESOUSA,ALEXANDRESOUSA,INACTIVE,BASE-UNP,TYPE 1,OOG_ALL_DRILLING
ALEXANDRESOUSA,ALEXANDRESOUSA,INACTIVE,BASE-UNP,TYPE 1,OOG_DEPARTMENT_LEADER
ALEXANDRESOUSA,ALEXANDRESOUSA,INACTIVE,BASE-UNP,TYPE 1,OOG_MOCDOC_EMISSOR
ALEXEIKERKIS,ALEXEIKERKIS,ACTIVE,ODN2,TYPE 3,MAXEVERYONE
ALEXEIKERKIS,ALEXEIKERKIS,ACTIVE,ODN2,TYPE 3,MOBILE
ALEXEIKERKIS,ALEXEIKERKIS,ACTIVE,ODN2,TYPE 3,OOG_ALL_DRILLING
ALEXEIKERKIS,ALEXEIKERKIS,ACTIVE,ODN2,TYPE 3,OOG_BASE_READ_ONLY
ALEXEIKERKIS,ALEXEIKERKIS,ACTIVE,ODN2,TYPE 3,OOG_MACRO_ACTIONS
ALEXEIKERKIS,ALEXEIKERKIS,ACTIVE,ODN2,TYPE 3,OOG_MOCPEO_APROVADOR
ALEXEIKERKIS,ALEXEIKERKIS,ACTIVE,ODN2,TYPE 3,OOG_MOC_APPROVERS
ALEXEIKERKIS,ALEXEIKERKIS,ACTIVE,ODN2,TYPE 3,OOG_RIGMGR
ALEXEIKERKIS,ALEXEIKERKIS,ACTIVE,ODN2,TYPE 3,TUTOR_GROUP
ALEXSALDANHA,ALEXSALDANHA,INACTIVE,HTQ,TYPE 1,MAXEVERYONE
ALEXSALDANHA,ALEXSALDANHA,INACTIVE,HTQ,TYPE 1,OOG_ALL_DRILLING
ALEXSALDANHA,ALEXSALDANHA,INACTIVE,HTQ,TYPE 1,OOG_DEFSITE_DATA_RESTRICTIONS
ALEXSALDANHA,ALEXSALDANHA,INACTIVE,HTQ,TYPE 1,OOG_DEPARTMENT_TEAM
ALEXSALDANHA,ALEXSALDANHA,INACTIVE,HTQ,TYPE 1,OOG_ISOLATION_MANAGER
ALEXSANDROHENRIQUE,ALEXSANDROHENRIQUE,INACTIVE,N08,TYPE 1,MAXEVERYONE
ALEXSANDROHENRIQUE,ALEXSANDROHENRIQUE,INACTIVE,N08,TYPE 1,OOG_ALL_DRILLING
ALEXSANDROHENRIQUE,ALEXSANDROHENRIQUE,INACTIVE,N08,TYPE 1,OOG_DEFSITE_DATA_RESTRICTIONS
ALEXSILVA,ALEXSILVA,INACTIVE,OP-BASE,TYPE 5,MAXEVERYONE
ALEXSILVA,ALEXSILVA,INACTIVE,OP-BASE,TYPE 5,OOG_ALL_DRILLING
ALEXSILVA,ALEXSILVA,INACTIVE,OP-BASE,TYPE 5,OOG_MACRO_ACTIONS
ALINEAMANCIO,ALINEAMANCIO,INACTIVE,ODN1,TYPE 5,MAXEVERYONE
ALINEAMANCIO,ALINEAMANCIO,INACTIVE,ODN1,TYPE 5,OOG_ALL_DRILLING
ALINEAMANCIO,ALINEAMANCIO,INACTIVE,ODN1,TYPE 5,OOG_ASSET_ENGINEER
ALINEAMANCIO,ALINEAMANCIO,INACTIVE,ODN1,TYPE 5,OOG_BASE_READ_ONLY
ALINEAMANCIO,ALINEAMANCIO,INACTIVE,ODN1,TYPE 5,OOG_MOCDOC_EMISSOR
ALINEGOMES,ALINEGOMES,INACTIVE,OP-BASE,TYPE 3,MAXEVERYONE
ALINEGOMES,ALINEGOMES,INACTIVE,OP-BASE,TYPE 3,OOG_ALL_DRILLING
ALINEGOMES,ALINEGOMES,INACTIVE,OP-BASE,TYPE 3,OOG_MACRO_ACTIONS
ALISSONBARROS,ALISSONBARROS,INACTIVE,N09,TYPE 1,MAXEVERYONE
ALISSONBARROS,ALISSONBARROS,INACTIVE,N09,TYPE 1,OOG_ALL_DRILLING
ALISSONBARROS,ALISSONBARROS,INACTIVE,N09,TYPE 1,OOG_DEFSITE_DATA_RESTRICTIONS
ALISSONBARROS,ALISSONBARROS,INACTIVE,N09,TYPE 1,OOG_DEPARTMENT_TEAM
ALISSONBARROS,ALISSONBARROS,INACTIVE,N09,TYPE 1,OOG_ISOLATION_MANAGER
ALISSONBARROS,ALISSONBARROS,INACTIVE,N09,TYPE 1,OOG_PTW_ISSUER
ALLANCAMPINHO,ALLANCAMPINHO,ACTIVE,N06,TYPE 2,MAXEVERYONE
ALLANCAMPINHO,ALLANCAMPINHO,ACTIVE,N06,TYPE 2,OOG_ALL_DRILLING
ALLANCAMPINHO,ALLANCAMPINHO,ACTIVE,N06,TYPE 2,OOG_ASSET_COORDINATOR
ALLANCAMPINHO,ALLANCAMPINHO,ACTIVE,N06,TYPE 2,OOG_DEPARTMENT_LEADER
ALLANCAMPINHO,ALLANCAMPINHO,ACTIVE,N06,TYPE 2,OOG_REPAIR_RETURN
ALLANCAMPINHO,ALLANCAMPINHO,ACTIVE,N06,TYPE 2,OOG_REQUISITANTET
ALLANCAMPINHO,ALLANCAMPINHO,ACTIVE,N06,TYPE 2,OOG_SUP_REPAIR_RETURN
ALLANMARQUES,ALLANMARQUES,ACTIVE,OP-BASE,TYPE 4,MAXEVERYONE
ALLANMARQUES,ALLANMARQUES,ACTIVE,OP-BASE,TYPE 4,MOBILE
ALLANMARQUES,ALLANMARQUES,ACTIVE,OP-BASE,TYPE 4,OOG_AB_SST
ALLANMARQUES,ALLANMARQUES,ACTIVE,OP-BASE,TYPE 4,OOG_ALL_DRILLING
ALLANMARQUES,ALLANMARQUES,ACTIVE,OP-BASE,TYPE 4,OOG_ENGINEER_COORDINATOR
ALLANMARQUES,ALLANMARQUES,ACTIVE,OP-BASE,TYPE 4,OOG_MACRO_ACTIONS
ALLANMARQUES,ALLANMARQUES,ACTIVE,OP-BASE,TYPE 4,OOG_MOCDOC_EMISSOR
ALLANMARQUES,ALLANMARQUES,ACTIVE,OP-BASE,TYPE 4,OOG_MOCPEO_APROVADOR
ALLANMARQUES,ALLANMARQUES,ACTIVE,OP-BASE,TYPE 4,OOG_MOC_APPROVERS
ALMIRFILHO,ALMIRFILHO,INACTIVE,N09,TYPE 1,MAXEVERYONE
ALMIRFILHO,ALMIRFILHO,INACTIVE,N09,TYPE 1,OOG_ALL_DRILLING
ALMIRFILHO,ALMIRFILHO,INACTIVE,N09,TYPE 1,OOG_DEFSITE_DATA_RESTRICTIONS
ALMIRFILHO,ALMIRFILHO,INACTIVE,N09,TYPE 1,OOG_DEPARTMENT_TEAM
ALMIRFILHO,ALMIRFILHO,INACTIVE,N09,TYPE 1,OOG_ISOLATION_MANAGER
ALMIRFILHO,ALMIRFILHO,INACTIVE,N09,TYPE 1,OOG_PTW_ISSUER
ALVAROCAMPOS,ALVAROCAMPOS,ACTIVE,BASE-UNP,TYPE 3,MAXDEFLTREG
ALVAROCAMPOS,ALVAROCAMPOS,ACTIVE,BASE-UNP,TYPE 3,MAXEVERYONE
ALVAROCAMPOS,ALVAROCAMPOS,ACTIVE,BASE-UNP,TYPE 3,MOBILE
ALVAROCAMPOS,ALVAROCAMPOS,ACTIVE,BASE-UNP,TYPE 3,OOG_AB_SST
ALVAROCAMPOS,ALVAROCAMPOS,ACTIVE,BASE-UNP,TYPE 3,OOG_ALL_DRILLING
ALVAROCAMPOS,ALVAROCAMPOS,ACTIVE,BASE-UNP,TYPE 3,OOG_DEFSITE_DATA_RESTRICTIONS
ALVAROCAMPOS,ALVAROCAMPOS,ACTIVE,BASE-UNP,TYPE 3,OOG_MOCDOC_EMISSOR
ALVAROCAMPOS,ALVAROCAMPOS,ACTIVE,BASE-UNP,TYPE 3,OOG_MOCPEO_APROVADOR
ALVAROCAMPOS,ALVAROCAMPOS,ACTIVE,BASE-UNP,TYPE 3,TUTOR_GROUP
ALVIMARFERREIRA,ALVIMARFERREIRA,ACTIVE,N06,TYPE 1,MAXEVERYONE
ALVIMARFERREIRA,ALVIMARFERREIRA,ACTIVE,N06,TYPE 1,OOG_ALL_DRILLING
ALVIMARFERREIRA,ALVIMARFERREIRA,ACTIVE,N06,TYPE 1,OOG_ASSET_MANAGER
ALVIMARFERREIRA,ALVIMARFERREIRA,ACTIVE,N06,TYPE 1,OOG_MOCDOC_EMISSOR
ALVIMARFERREIRA,ALVIMARFERREIRA,ACTIVE,N06,TYPE 1,OOG_PROJECT_ENGINEER
ALVIMARFERREIRA,ALVIMARFERREIRA,ACTIVE,N06,TYPE 1,OOG_QUALIFIED_PROFESSIONAL
AMABILAMAGDALON,AMABILAMAGDALON,ACTIVE,OP-BASE,TYPE 5,MAXEVERYONE
AMABILAMAGDALON,AMABILAMAGDALON,ACTIVE,OP-BASE,TYPE 5,OOG_ALL_DRILLING
AMABILAMAGDALON,AMABILAMAGDALON,ACTIVE,OP-BASE,TYPE 5,OOG_DEPARTMENT_LEADER
AMABILAMAGDALON,AMABILAMAGDALON,ACTIVE,OP-BASE,TYPE 5,OOG_ISOLATION_MANAGER
AMABILAMAGDALON,AMABILAMAGDALON,ACTIVE,OP-BASE,TYPE 5,OOG_LOGISTICA
AMABILAMAGDALON,AMABILAMAGDALON,ACTIVE,OP-BASE,TYPE 5,OOG_MOCDOC_EMISSOR
AMABILAMAGDALON,AMABILAMAGDALON,ACTIVE,OP-BASE,TYPE 5,OOG_TRANSPORTADOR
AMANDAROSA,AMANDAROSA,INACTIVE,ODN1,TYPE 1,MAXEVERYONE
AMANDAROSA,AMANDAROSA,INACTIVE,ODN1,TYPE 1,OOG_ALL_DRILLING
AMILASAMPAIO,AMILASAMPAIO,DELETED,ODN1,TYPE 1,
ANA.FREITAS,ANA.FREITAS,INACTIVE,BASE-UNP,TYPE 4,MAXEVERYONE
ANA.FREITAS,ANA.FREITAS,INACTIVE,BASE-UNP,TYPE 4,OOG_TRANSPORTADOR
ANABARCELOS,ANABARCELOS,INACTIVE,OP-BASE,TYPE 4,MAXDEFLTREG
ANABARCELOS,ANABARCELOS,INACTIVE,OP-BASE,TYPE 4,MAXEVERYONE
ANABARCELOS,ANABARCELOS,INACTIVE,OP-BASE,TYPE 4,OOG_BASE_READ_ONLY
ANACAMPOS,ANACAMPOS,INACTIVE,BASE-UNP,TYPE 1,MAXEVERYONE
ANACAMPOS,ANACAMPOS,INACTIVE,BASE-UNP,TYPE 1,OOG_ALL_DRILLING
ANACAMPOS,ANACAMPOS,INACTIVE,BASE-UNP,TYPE 1,OOG_DEPARTMENT_LEADER
ANACAMPOS,ANACAMPOS,INACTIVE,BASE-UNP,TYPE 1,OOG_MOCDOC_EMISSOR
ANACARNEIRO,ANACARNEIRO,INACTIVE,OP-BASE,TYPE 5,MAXEVERYONE
ANACARNEIRO,ANACARNEIRO,INACTIVE,OP-BASE,TYPE 5,OOG_ALL_DRILLING
ANACARNEIRO,ANACARNEIRO,INACTIVE,OP-BASE,TYPE 5,OOG_MOCDOC_EMISSOR
ANACAROLINA,ANACAROLINA,ACTIVE,OP-BASE,TYPE 1,MAXDEFLTREG
ANACAROLINA,ANACAROLINA,ACTIVE,OP-BASE,TYPE 1,MAXEVERYONE
ANACAROLINA,ANACAROLINA,ACTIVE,OP-BASE,TYPE 1,OOG_ALL_DRILLING
ANACAROLINA,ANACAROLINA,ACTIVE,OP-BASE,TYPE 1,OOG_DEFSITE_DATA_RESTRICTIONS
ANACAROLINA,ANACAROLINA,ACTIVE,OP-BASE,TYPE 1,OOG_DEPARTMENT_TEAM
ANACAROLINA,ANACAROLINA,ACTIVE,OP-BASE,TYPE 1,OOG_ISOLATION_MANAGER
ANACAROLINA,ANACAROLINA,ACTIVE,OP-BASE,TYPE 1,OOG_MOCDOC_EMISSOR
ANDERSON CHAVES,ANDERSON CHAVES,DELETED,,TYPE 1,
ANDERSONDONIZETE,ANDERSONDONIZETE,INACTIVE,OP-BASE,TYPE 1,MAXEVERYONE
ANDERSONDONIZETE,ANDERSONDONIZETE,INACTIVE,OP-BASE,TYPE 1,OOG_ALL_DRILLING
ANDERSONDONIZETE,ANDERSONDONIZETE,INACTIVE,OP-BASE,TYPE 1,OOG_BASE_READ_ONLY
ANDERSONECKHARDT,ANDERSONECKHARDT,ACTIVE,OP-BASE,TYPE 1,MAXDEFLTREG
ANDERSONECKHARDT,ANDERSONECKHARDT,ACTIVE,OP-BASE,TYPE 1,MAXEVERYONE
ANDERSONECKHARDT,ANDERSONECKHARDT,ACTIVE,OP-BASE,TYPE 1,OOG_ALL_DRILLING
ANDERSONECKHARDT,ANDERSONECKHARDT,ACTIVE,OP-BASE,TYPE 1,OOG_DEFSITE_DATA_RESTRICTIONS
ANDERSONECKHARDT,ANDERSONECKHARDT,ACTIVE,OP-BASE,TYPE 1,OOG_DEPARTMENT_TEAM
ANDERSONECKHARDT,ANDERSONECKHARDT,ACTIVE,OP-BASE,TYPE 1,OOG_ISOLATION_MANAGER
ANDERSONECKHARDT,ANDERSONECKHARDT,ACTIVE,OP-BASE,TYPE 1,OOG_MOCDOC_EMISSOR
ANDERSONECKHARDT,ANDERSONECKHARDT,ACTIVE,OP-BASE,TYPE 1,OOG_PTW_ISSUER
ANDERSONECKHARDT,ANDERSONECKHARDT,ACTIVE,OP-BASE,TYPE 1,TUTOR_GROUP
ANDERSONLOPES,ANDERSONLOPES,INACTIVE,N09,TYPE 4,MAXEVERYONE
ANDERSONLOPES,ANDERSONLOPES,INACTIVE,N09,TYPE 4,OOG_ALL_DRILLING
ANDERSONLOPES,ANDERSONLOPES,INACTIVE,N09,TYPE 4,OOG_BASE_READ_ONLY
ANDERSONOLIVEIR,ANDERSONOLIVEIR,INACTIVE,BASE-UNP,TYPE 4,MAXEVERYONE
ANDERSONOLIVEIR,ANDERSONOLIVEIR,INACTIVE,BASE-UNP,TYPE 4,OOG_TRANSPORTADOR
ANDERSONPAZ,ANDERSONPAZ,INACTIVE,POL,TYPE 1,MAXEVERYONE
ANDERSONPAZ,ANDERSONPAZ,INACTIVE,POL,TYPE 1,OOG_ALL_DRILLING
ANDERSONPAZ,ANDERSONPAZ,INACTIVE,POL,TYPE 1,OOG_DEFSITE_DATA_RESTRICTIONS
ANDERSONPAZ,ANDERSONPAZ,INACTIVE,POL,TYPE 1,OOG_DEPARTMENT_LEADER
ANDREBARRANCO,ANDREBARRANCO,INACTIVE,N06,TYPE 1,MAXEVERYONE
ANDREBARRANCO,ANDREBARRANCO,INACTIVE,N06,TYPE 1,OOG_ALL_DRILLING
ANDREJKUEHN,ANDREJKUEHN,INACTIVE,OP-BASE,TYPE 2,MAXEVERYONE
ANDREJKUEHN,ANDREJKUEHN,INACTIVE,OP-BASE,TYPE 2,OOG_ALL_DRILLING
ANDREJKUEHN,ANDREJKUEHN,INACTIVE,OP-BASE,TYPE 2,OOG_MOCDOC_EMISSOR
ANDREJKUEHN,ANDREJKUEHN,INACTIVE,OP-BASE,TYPE 2,OOG_MOC_OPENERS
ANDREJKUEHN,ANDREJKUEHN,INACTIVE,OP-BASE,TYPE 2,OOG_PROJECT_ENGINEER
ANDRELUISSILVA,ANDRELUISSILVA,INACTIVE,N09,TYPE 1,MAXEVERYONE
ANDRELUISSILVA,ANDRELUISSILVA,INACTIVE,N09,TYPE 1,OOG_ALL_DRILLING
ANDRELUISSILVA,ANDRELUISSILVA,INACTIVE,N09,TYPE 1,OOG_DEFSITE_DATA_RESTRICTIONS
ANDRELUISSILVA,ANDRELUISSILVA,INACTIVE,N09,TYPE 1,OOG_DEPARTMENT_TEAM
ANDRELUISSILVA,ANDRELUISSILVA,INACTIVE,N09,TYPE 1,OOG_ISOLATION_MANAGER
ANDRELUISSILVA,ANDRELUISSILVA,INACTIVE,N09,TYPE 1,OOG_PTW_ISSUER
ANDREPONCHIO,ANDREPONCHIO,ACTIVE,BASE-UNP,TYPE 3,MAXEVERYONE
ANDREPONCHIO,ANDREPONCHIO,ACTIVE,BASE-UNP,TYPE 3,OOG_ALL_DRILLING
ANDREPONCHIO,ANDREPONCHIO,ACTIVE,BASE-UNP,TYPE 3,OOG_MOC_OPENERS
ANDREPONCHIO,ANDREPONCHIO,ACTIVE,BASE-UNP,TYPE 3,OOG_PROJECT_ENGINEER
ANDRERAFAEL,ANDRERAFAEL,INACTIVE,BASE-UNP,TYPE 4,MAXEVERYONE
ANDRERAFAEL,ANDRERAFAEL,INACTIVE,BASE-UNP,TYPE 4,OOG_ALL_DRILLING
ANDRERAFAEL,ANDRERAFAEL,INACTIVE,BASE-UNP,TYPE 4,OOG_BASE_READ_ONLY
ANDRERIBEIRO,ANDRERIBEIRO,INACTIVE,N09,TYPE 1,MAXEVERYONE
ANDRERIBEIRO,ANDRERIBEIRO,INACTIVE,N09,TYPE 1,OOG_ALL_DRILLING
ANDRERIBEIRO,ANDRERIBEIRO,INACTIVE,N09,TYPE 1,OOG_DEFSITE_DATA_RESTRICTIONS
ANDRERIBEIRO,ANDRERIBEIRO,INACTIVE,N09,TYPE 1,OOG_DEPARTMENT_TEAM
ANDRERIBEIRO,ANDRERIBEIRO,INACTIVE,N09,TYPE 1,OOG_ISOLATION_MANAGER
ANDRERIBEIRO,ANDRERIBEIRO,INACTIVE,N09,TYPE 1,OOG_PTW_ISSUER
ANDRESILVA,ANDRESILVA,ACTIVE,POL,TYPE 4,MAXEVERYONE
ANDRESILVA,ANDRESILVA,ACTIVE,POL,TYPE 4,OOG_ALL_DRILLING
ANDRESILVA,ANDRESILVA,ACTIVE,POL,TYPE 4,OOG_BASE_READ_ONLY
ANDRESILVA,ANDRESILVA,ACTIVE,POL,TYPE 4,OOG_DEFSITE_DATA_RESTRICTIONS
ANDRESILVA,ANDRESILVA,ACTIVE,POL,TYPE 4,OOG_MOC_OPENERS
ANDRESSA,ANDRESSA,INACTIVE,N09,TYPE 1,MAXEVERYONE
ANDRESSA,ANDRESSA,INACTIVE,N09,TYPE 1,OOG_ALL_DRILLING
ANDRESSA,ANDRESSA,INACTIVE,N09,TYPE 1,OOG_BASE_READ_ONLY
ANDRESSAPRADO,ANDRESSAPRADO,INACTIVE,ODN1,TYPE 1,MAXEVERYONE
ANDRESSAPRADO,ANDRESSAPRADO,INACTIVE,ODN1,TYPE 1,OOG_ALL_DRILLING
ANDRESSAPRADO,ANDRESSAPRADO,INACTIVE,ODN1,TYPE 1,OOG_BASE_READ_ONLY
ANDRESSASILVA,ANDRESSASILVA,ACTIVE,OP-BASE,TYPE 4,MAXEVERYONE
