IBM Db2 Interactive CLI Sample Program
(C) COPYRIGHT International Business Machines Corp. 1993,1996
All Rights Reserved
Licensed Materials - Property of IBM
US Government Users Restricted Rights - Use, duplication or
disclosure restricted by GSA ADP Schedule Contract with IBM Corp.
> SELECT GROUPNAME, APP, OPTIONNAME FROM APPLICATIONAUTH;
  MAXADMIN, DPLDASSET, CREATEREPT
  MAXADMIN, FAILURE, CREATEREPT
  MAXADMIN, FEATURE, CREATEREPT
  MAXADMIN, HAZARDS, CREATEREPT
  MAXADMIN, INCIDENT, CREATEREPT
  MAXADMIN, INVENTOR, CREATEREPT
  MAXADMIN, INVISSUE, CREATEREPT
  MAXADMIN, INVOICE, CREATEREPT
  MAXADMIN, ITEM, CREATEREPT
  MAXADMIN, JOBPLAN, CREATEREPT
  MAXADMIN, LABOR, CREATEREPT
  MAXADMIN, LABREP, CREATEREPT
  MAXADMIN, LOCATION, CREATEREPT
  MAXADMIN, METER, CREATEREPT
  MAXADMIN, METERGRP, CREATEREPT
  MAXADMIN, MULTISITE, CREATEREPT
  MAXADMIN, NDASSET, CREATEREPT
  MAXADMIN, NPASSET, CREATEREPT
  MAXADMIN, PERSON, CREATEREPT
  MAXADMIN, PERSONGR, CREATEREPT
  MAXADMIN, PM, CREATEREPT
  MAXADMIN, PO, CREATEREPT
  MAXADMIN, PR, CREATEREPT
  MAXADMIN, PROBLEM, CREATEREPT
  MAXADMIN, QUAL, CREATEREPT
  MAXADMIN, QUICKREP, CREATEREPT
  MAXADMIN, RCNASTLINK, CREATEREPT
  MAXADMIN, RECEIPTS, CREATEREPT
  MAXADMIN, RELATION, CREATEREPT
  MAXADMIN, RELEASE, CREATEREPT
  MAXADMIN, REPORT, CREATEREPT
  MAXADMIN, RFQ, CREATEREPT
  MAXADMIN, ROUTES, CREATEREPT
  MAXADMIN, SAFEPLAN, CREATEREPT
  MAXADMIN, SECURGROUP, CREATEREPT
  MAXADMIN, SFWLICVIEW, CREATEREPT
  MAXADMIN, SLA, CREATEREPT
  MAXADMIN, SOLUTION, CREATEREPT
  MAXADMIN, SR, CREATEREPT
  MAXADMIN, SRVCOMMOD, CREATEREPT
  MAXADMIN, SRVITEM, CREATEREPT
  MAXADMIN, TAGLOCKS, CREATEREPT
  MAXADMIN, TOOL, CREATEREPT
  MAXADMIN, TOOLINV, CREATEREPT
  MAXADMIN, USER, CREATEREPT
  MAXADMIN, WFDESIGN, CREATEREPT
  MAXADMIN, WOTRACK, CREATEREPT
  MAXEVERYONE, ACTIVITY, DELETEREPT
  MAXEVERYONE, ACTUALCI, DELETEREPT
  MAXEVERYONE, ASSET, DELETEREPT
  MAXEVERYONE, ASSETCAT, DELETEREPT
  MAXEVERYONE, CALENDR, DELETEREPT
  MAXEVERYONE, CHANGE, DELETEREPT
  MAXEVERYONE, CHRTACCT, DELETEREPT
  MAXEVERYONE, CI, DELETEREPT
  MAXEVERYONE, COLLECTION, DELETEREPT
  MAXEVERYONE, COMPANY, DELETEREPT
  MAXEVERYONE, COND, DELETEREPT
  MAXEVERYONE, CONFIGUR, DELETEREPT
  MAXEVERYONE, CONTLABOR, DELETEREPT
  MAXEVERYONE, CONTLEASE, DELETEREPT
  MAXEVERYONE, CONTMASTER, DELETEREPT
  MAXEVERYONE, CONTPURCH, DELETEREPT
  MAXEVERYONE, CONTSFW, DELETEREPT
  MAXEVERYONE, CONTWARRTY, DELETEREPT
  MAXEVERYONE, CRAFT, DELETEREPT
  MAXEVERYONE, DM, DELETEREPT
  MAXEVERYONE, DPLDASSET, DELETEREPT
  MAXEVERYONE, FAILURE, DELETEREPT
  MAXEVERYONE, FEATURE, DELETEREPT
  MAXEVERYONE, HAZARDS, DELETEREPT
  MAXEVERYONE, INCIDENT, DELETEREPT
  MAXEVERYONE, INVISSUE, DELETEREPT
  MAXEVERYONE, INVOICE, DELETEREPT
  MAXEVERYONE, ITEM, DELETEREPT
  MAXEVERYONE, JOBPLAN, DELETEREPT
  MAXEVERYONE, LABOR, DELETEREPT
  MAXEVERYONE, LABREP, DELETEREPT
  MAXEVERYONE, LOCATION, DELETEREPT
  MAXEVERYONE, METER, DELETEREPT
  MAXEVERYONE, METERGRP, DELETEREPT
  MAXEVERYONE, MULTISITE, DELETEREPT
  MAXEVERYONE, NDASSET, DELETEREPT
  MAXEVERYONE, NPASSET, DELETEREPT
  MAXEVERYONE, PERSON, DELETEREPT
  MAXEVERYONE, PERSONGR, DELETEREPT
  MAXEVERYONE, PM, DELETEREPT
  MAXEVERYONE, PO, DELETEREPT
  MAXEVERYONE, PR, DELETEREPT
  MAXEVERYONE, PROBLEM, DELETEREPT
  MAXEVERYONE, QUAL, DELETEREPT
  MAXEVERYONE, QUICKREP, DELETEREPT
  MAXEVERYONE, RCNASTLINK, DELETEREPT
  MAXEVERYONE, RECEIPTS, DELETEREPT
  MAXEVERYONE, RELATION, DELETEREPT
  MAXEVERYONE, RELEASE, DELETEREPT
  MAXEVERYONE, REPORT, DELETEREPT
  MAXEVERYONE, RFQ, DELETEREPT
  MAXEVERYONE, ROUTES, DELETEREPT
  MAXEVERYONE, SAFEPLAN, DELETEREPT
  MAXEVERYONE, SECURGROUP, DELETEREPT
  MAXEVERYONE, SFWLICVIEW, DELETEREPT
  MAXEVERYONE, SLA, DELETEREPT
  MAXEVERYONE, SOLUTION, DELETEREPT
  MAXEVERYONE, SR, DELETEREPT
  MAXEVERYONE, SRVCOMMOD, DELETEREPT
  MAXEVERYONE, SRVITEM, DELETEREPT
  MAXEVERYONE, STARTCNTR, DELETEREPT
  MAXEVERYONE, TAGLOCKS, DELETEREPT
  MAXEVERYONE, TOOL, DELETEREPT
  MAXEVERYONE, TOOLINV, DELETEREPT
  MAXEVERYONE, USER, DELETEREPT
  MAXEVERYONE, WFDESIGN, DELETEREPT
  MAXEVERYONE, WORKMAN, DELETEREPT
  MAXEVERYONE, WOTRACK, DELETEREPT
  MAXEVERYONE, REPORT, RPTAPPSECURITY
  MAXEVERYONE, CRONTASK, CLEARTEXT
  MAXEVERYONE, CRONTASK, PASSWORD
  MAXADMIN, REPORT, ALLAPPSEC
  MAXADMIN, DM, DMDOWNLOADPRE
  MAXADMIN, DM, DMDOWNLOADSCR
  MAXEVERYONE, REPORT, RPTCOGPKG
  MAXADMIN, REPORT, REPOSSEC
  MAXEVERYONE, INTOBJECT, SHOWRELATION
  MAXADMIN, REPORT, COGNOSADM
  MAXEVERYONE, RCNCIRSLT, ATTRFIELD
  MAXEVERYONE, RCNCIRSLT, VALUEFIELD
  MAXEVERYONE, RCNCIRSLT, UNITFIELD
  MAXEVERYONE, RCNCIRSLT, ACTATTRFIELD
  MAXADMIN, REPORT, SEARCHWHER
  MAXADMIN, REPORT, SEARCHVMQR
  MAXADMIN, REPORT, SEARCHBOOK
  MAXADMIN, REPORT, SEARCHMORE
  MAXADMIN, REPORT, SEARCHSQRY
  MAXADMIN, REPORT, SEARCHTIPS
  MAXEVERYONE, REPORT, SEARCHWHER
  MAXEVERYONE, REPORT, SEARCHVMQR
  MAXEVERYONE, REPORT, SEARCHBOOK
  MAXEVERYONE, REPORT, SEARCHMORE
  MAXEVERYONE, REPORT, SEARCHSQRY
  MAXEVERYONE, REPORT, SEARCHTIPS
  MAXADMIN, MULTISITE, PUBLICREPT
  MAXADMIN, PR, PUBLICREPT
  MAXADMIN, PROBLEM, PUBLICREPT
  MAXADMIN, RECEIPTS, PUBLICREPT
  MAXADMIN, RELATION, PUBLICREPT
  MAXADMIN, RELEASE, PUBLICREPT
  MAXADMIN, REPORT, PUBLICREPT
  MAXADMIN, RFQ, PUBLICREPT
  MAXADMIN, ROUTES, PUBLICREPT
  MAXADMIN, SAFEPLAN, PUBLICREPT
  MAXADMIN, SECURGROUP, PUBLICREPT
  MAXADMIN, SFWLICVIEW, PUBLICREPT
  MAXADMIN, SLA, PUBLICREPT
  MAXADMIN, SOLUTION, PUBLICREPT
  MAXADMIN, TAGLOCKS, PUBLICREPT
  MAXADMIN, TOOL, PUBLICREPT
  MAXADMIN, TOOLINV, PUBLICREPT
  MAXADMIN, USER, PUBLICREPT
  MAXADMIN, WFDESIGN, PUBLICREPT
  MAXADMIN, WOTRACK, PUBLICREPT
  MAXADMIN, ASSETCAT, PUBLICREPT
  MAXADMIN, CALENDR, PUBLICREPT
  MAXADMIN, CHANGE, PUBLICREPT
  MAXADMIN, INCIDENT, PUBLICREPT
  MAXADMIN, INVENTOR, PUBLICREPT
  MAXADMIN, NDASSET, PUBLICREPT
  MAXADMIN, NPASSET, PUBLICREPT
  MAXADMIN, PERSON, PUBLICREPT
  MAXADMIN, PERSONGR, PUBLICREPT
  MAXADMIN, PM, PUBLICREPT
  MAXADMIN, PO, PUBLICREPT
  MAXADMIN, QUAL, PUBLICREPT
  MAXADMIN, QUICKREP, PUBLICREPT
  MAXADMIN, RCNASTLINK, PUBLICREPT
  MAXADMIN, SR, PUBLICREPT
  MAXADMIN, SRVCOMMOD, PUBLICREPT
  MAXADMIN, SRVITEM, PUBLICREPT
  MAXEVERYONE, RCNCIRSLT, ACTVALUEFIELD
  MAXEVERYONE, RCNCIRSLT, ACTUNITFIELD
  MAXEVERYONE, WFDESIGN, SHOWRELATION
  MAXADMIN, INVUSAGE, PUBLICREPT
  MAXADMIN, INVUSAGE, CREATEREPT
  MAXEVERYONE, INVUSAGE, DELETEREPT
  MAXEVERYONE, DEPLCOLLS, USERDEFINED
  MAXEVERYONE, DM, VIEWDEPERR
  MAXEVERYONE, WOTRACK, REPFACILITY
  MAXEVERYONE, ASSET, REPFACILITY
  MAXEVERYONE, CHANGE, REPFACILITY
  MAXEVERYONE, RELEASE, REPFACILITY
  MAXEVERYONE, QUICKREP, REPFACILITY
  MAXDEFLTREG, PLUSGCON, RUNREPORTS
  OOG_MAINTENANCE_COORDINATOR, PLUSGAL, SAVE
  MAXADMIN, PLUSGCON, RUNREPORTS
  MAXDEFLTREG, PLUSGCON, REPORTRUN
  OOG_MAINTENANCE_COORDINATOR, PLUSGAL, ASSOCFOLD
  MAXADMIN, PLUSGCON, REPORTRUN
  MAXDEFLTREG, PLUSGCON, PUBLICREPT
  OOG_MAINTENANCE_COORDINATOR, PLUSGAL, SEARCHBOOK
  MAXADMIN, PLUSGCON, PUBLICREPT
  OOG_MAINTENANCE_COORDINATOR, PLUSGAL, COGNOSHOME
  MAXDEFLTREG, PLUSGSTAG, INSERT
  OOG_MAINTENANCE_COORDINATOR, PLUSGAL, CREATEKPI
  MAXADMIN, PLUSGSTAG, INSERT
  MAXDEFLTREG, PLUSGSTAG, SAVE
  OOG_MAINTENANCE_COORDINATOR, PLUSGAL, CREATEREPT
  MAXADMIN, PLUSGSTAG, SAVE
  MAXDEFLTREG, PLUSGSTAG, CLEAR
  OOG_MAINTENANCE_COORDINATOR, PLUSGAL, DELETEREPT
  MAXADMIN, PLUSGSTAG, CLEAR
  MAXDEFLTREG, PLUSGSTAG, PREVIOUS
  OOG_MAINTENANCE_COORDINATOR, PLUSGAL, DUPLICATE
  MAXADMIN, PLUSGSTAG, PREVIOUS
  MAXDEFLTREG, PLUSGSTAG, NEXT
  OOG_MAINTENANCE_COORDINATOR, PLUSGAL, PUBLICREPT
  MAXADMIN, PLUSGSTAG, NEXT
  MAXDEFLTREG, PLUSGSTAG, STATUS
  OOG_MAINTENANCE_COORDINATOR, PLUSGAL, MANAGEFOLD
  MAXADMIN, PLUSGSTAG, STATUS
  MAXDEFLTREG, PLUSGSTAG, SEARCHMORE
  OOG_MAINTENANCE_COORDINATOR, PLUSGAL, MANAGELIB
  MAXADMIN, PLUSGSTAG, SEARCHMORE
  MAXDEFLTREG, PLUSGSTAG, SEARCHWHER
  OOG_MAINTENANCE_COORDINATOR, PLUSGAL, SEARCHMORE
  MAXADMIN, PLUSGSTAG, SEARCHWHER
  MAXDEFLTREG, PLUSGSTAG, SEARCHTIPS
  OOG_MAINTENANCE_COORDINATOR, PLUSGAL, RUNREPORTS
  MAXADMIN, PLUSGSTAG, SEARCHTIPS
  MAXDEFLTREG, PLUSGSTAG, SEARCHSQRY
  OOG_MAINTENANCE_COORDINATOR, PLUSGAL, SEARCHSQRY
  MAXADMIN, PLUSGSTAG, SEARCHSQRY
  MAXDEFLTREG, PLUSGSTAG, SEARCHVMQR
  OOG_MAINTENANCE_COORDINATOR, PLUSGAL, BMXVIEWMANAGEWHERRO
  MAXADMIN, PLUSGSTAG, SEARCHVMQR
  MAXDEFLTREG, PLUSGSTAG, SEARCHBOOK
  OOG_MAINTENANCE_COORDINATOR, PLUSGAL, BMXVIEWMANAGEWHER
  MAXADMIN, PLUSGSTAG, SEARCHBOOK
  MAXDEFLTREG, PLUSGSTAG, MANAGELIB
  OOG_MAINTENANCE_COORDINATOR, PLUSGAL, SEARCHTIPS
  MAXADMIN, PLUSGSTAG, MANAGELIB
  MAXDEFLTREG, PLUSGSTAG, MANAGEFOLD
  OOG_MAINTENANCE_COORDINATOR, OOG_CMISS, SAVE
  MAXADMIN, PLUSGSTAG, MANAGEFOLD
  MAXDEFLTREG, PLUSGSTAG, ASSOCFOLD
  OOG_MAINTENANCE_COORDINATOR, OOG_CMISS, INSERT
  MAXADMIN, PLUSGSTAG, ASSOCFOLD
  MAXDEFLTREG, PLUSGSTAG, DELETE
  OOG_MAINTENANCE_COORDINATOR, OOG_CMISS, DELETE
  MAXADMIN, PLUSGSTAG, DELETE
  MAXDEFLTREG, PLUSGSTAG, BOOKMARK
  OOG_MAINTENANCE_COORDINATOR, OOG_CMISS, PREVIOUS
  MAXADMIN, PLUSGSTAG, BOOKMARK
  MAXDEFLTREG, PLUSGSTAG, CREATEREPT
  OOG_MAINTENANCE_COORDINATOR, OOG_CMRCV, DELETE
  MAXADMIN, PLUSGSTAG, CREATEREPT
  MAXDEFLTREG, PLUSGSTAG, DELETEREPT
  OOG_MAINTENANCE_COORDINATOR, OOG_CMRCV, INSERT
  MAXADMIN, PLUSGSTAG, DELETEREPT
  MAXDEFLTREG, PLUSGSTAG, RUNREPORTS
  OOG_MAINTENANCE_COORDINATOR, OOG_CMRCV, READ
  MAXADMIN, PLUSGSTAG, RUNREPORTS
  MAXDEFLTREG, PLUSGSTAG, PUBLICREPT
  OOG_MAINTENANCE_COORDINATOR, OOG_CMRCV, SAVE
  MAXADMIN, PLUSGSTAG, PUBLICREPT
  MAXDEFLTREG, PLUSGSTAG, PLUSGCRCOM
  OOG_MAINTENANCE_COORDINATOR, OOG_CMISS, SEARCHBOOK
  MAXADMIN, PLUSGSTAG, PLUSGCRCOM
  MAXDEFLTREG, PLUSGSTAG, PLUSGMODWL
  OOG_MAINTENANCE_COORDINATOR, OOG_CMISS, DUPLICATE
  MAXADMIN, PLUSGSTAG, PLUSGMODWL
  MAXEVERYONE, PLUSGHAZ, EDITREPT
  MAXADMIN, PLUSGHAZ, PUBLICREPT
  MAXEVERYONE, PLUSGHAZ, DELETEREPT
  MAXADMIN, PLUSGHAZ, CREATEREPT
  OOG_MAINTENANCE_COORDINATOR, OOG_CMISS, SEARCHMORE
  MAXDEFLTREG, PLUSGRSK, INSERT
  OOG_MAINTENANCE_COORDINATOR, OOG_CMISS, SEARCHSQRY
  MAXADMIN, PLUSGRSK, INSERT
  MAXDEFLTREG, PLUSGRSK, SAVE
  OOG_MAINTENANCE_COORDINATOR, OOG_CMISS, BMXVIEWMANAGEWHERRO
  MAXADMIN, PLUSGRSK, SAVE
  MAXDEFLTREG, PLUSGRSK, CLEAR
  OOG_MAINTENANCE_COORDINATOR, OOG_CMISS, BMXVIEWMANAGEWHER
  MAXADMIN, PLUSGRSK, CLEAR
  MAXDEFLTREG, PLUSGRSK, PREVIOUS
  OOG_MAINTENANCE_COORDINATOR, OOG_CMISS, SEARCHTIPS
  MAXADMIN, PLUSGRSK, PREVIOUS
  MAXDEFLTREG, PLUSGRSK, NEXT
  OOG_MAINTENANCE_COORDINATOR, OOG_CMISS, SEARCHVMQR
  MAXADMIN, PLUSGRSK, NEXT
  MAXDEFLTREG, PLUSGRSK, STATUS
  OOG_MAINTENANCE_COORDINATOR, OOG_CMISS, SEARCHWHER
  MAXADMIN, PLUSGRSK, STATUS
  MAXDEFLTREG, PLUSGRSK, SEARCHMORE
  OOG_MAINTENANCE_COORDINATOR, OOG_CMRCV, SEARCHBOOK
  MAXADMIN, PLUSGRSK, SEARCHMORE
  MAXDEFLTREG, PLUSGRSK, SEARCHWHER
  OOG_MAINTENANCE_COORDINATOR, OOG_CMRCV, DUPLICATE
  MAXADMIN, PLUSGRSK, SEARCHWHER
  MAXDEFLTREG, PLUSGRSK, SEARCHTIPS
  MAXADMIN, PLUSGRSK, SEARCHTIPS
  MAXDEFLTREG, PLUSGRSK, SEARCHSQRY
  MAXADMIN, PLUSGRSK, SEARCHSQRY
  MAXDEFLTREG, PLUSGRSK, SEARCHVMQR
  MAXADMIN, PLUSGRSK, SEARCHVMQR
  MAXDEFLTREG, PLUSGRSK, SEARCHBOOK
  MAXADMIN, PLUSGRSK, SEARCHBOOK
  MAXDEFLTREG, PLUSGRSK, MANAGELIB
  MAXADMIN, PLUSGRSK, MANAGELIB
  MAXDEFLTREG, PLUSGRSK, MANAGEFOLD
  MAXADMIN, PLUSGRSK, MANAGEFOLD
  MAXDEFLTREG, PLUSGRSK, ASSOCFOLD
  MAXADMIN, PLUSGRSK, ASSOCFOLD
  MAXDEFLTREG, PLUSGRSK, DUPLICATE
  MAXADMIN, PLUSGRSK, DUPLICATE
  MAXDEFLTREG, PLUSGRSK, DELETE
  MAXADMIN, PLUSGRSK, DELETE
  MAXDEFLTREG, PLUSGRSK, BOOKMARK
  MAXADMIN, PLUSGRSK, BOOKMARK
  MAXDEFLTREG, PLUSGRSK, CREATEREPT
  MAXADMIN, PLUSGRSK, CREATEREPT
  MAXDEFLTREG, PLUSGRSK, DELETEREPT
  MAXADMIN, PLUSGRSK, DELETEREPT
  MAXDEFLTREG, PLUSGRSK, RUNREPORTS
  MAXADMIN, PLUSGRSK, RUNREPORTS
  MAXDEFLTREG, PLUSGRSK, PUBLICREPT
  MAXEVERYONE, DOMAINADM, NOCACHE
  MAXEVERYONE, JOBPLAN, USECONDITIONALJP
  MAXEVERYONE, AUTOSCRIPT, ATTRVAL
  MAXEVERYONE, AUTOSCRIPT, HIDEATTR
  MAXEVERYONE, AUTOSCRIPT, HIDEBUT
  MAXEVERYONE, AUTOSCRIPT, HIDEIMP
  MAXEVERYONE, AUTOSCRIPT, HIDEDEL
  MAXEVERYONE, AUTOSCRIPT, LPATTRVAL
  MAXEVERYONE, AUTOSCRIPT, HIDELPATTR
  MAXEVERYONE, DEPLCOLLS, BMXVIEWMANAGEWHER
  MAXADMIN, IBMCONTENT, BMXVIEWMANAGEWHER
  MAXADMIN, TLOAMSWCTG, BMXVIEWMANAGEWHER
  MAXDEFLTREG, TLOAMSWCTG, BMXVIEWMANAGEWHER
  MAXEVERYONE, TLOAMSWCTG, BMXVIEWMANAGEWHER
  REPORTADMIN, PLUSGCFW, BMXVIEWMANAGEWHER
  MAXADMIN, PLUSGCFW, BMXVIEWMANAGEWHER
  SYSADMIN, PLUSGCFW, BMXVIEWMANAGEWHER
  REPORTADMIN, PLUSGREG, BMXVIEWMANAGEWHER
  MAXADMIN, PLUSGREG, BMXVIEWMANAGEWHER
  SYSADMIN, PLUSGREG, BMXVIEWMANAGEWHER
  REPORTADMIN, PLUSGRFW, BMXVIEWMANAGEWHER
  MAXADMIN, PLUSGRFW, BMXVIEWMANAGEWHER
  SYSADMIN, PLUSGRFW, BMXVIEWMANAGEWHER
  MAXADMIN, SECURGROUP, BMXVIEWMANAGEWHER
  MAXADMIN, USER, BMXVIEWMANAGEWHER
  MAXADMIN, REPORT, BMXVIEWMANAGEWHER
  MAXEVERYONE, REPORT, BMXVIEWMANAGEWHER
  MAXDEFLTREG, PLUSGSTAG, BMXVIEWMANAGEWHER
  MAXEVERYONE, OOG_CMRCV, RUNREPORTS
  MAXADMIN, PLUSGSTAG, BMXVIEWMANAGEWHER
  MAXDEFLTREG, PLUSGRSK, BMXVIEWMANAGEWHER
  MAXEVERYONE, INVENTOR, RUNREPORTS
  MAXADMIN, PLUSGRSK, BMXVIEWMANAGEWHER
  MAXDEFLTREG, PLUSGLOG, BMXVIEWMANAGEWHER
  OOG_BASE_READ_ONLY, PLUSGWO, SEARCHMORE
  MAXADMIN, PLUSGLOG, BMXVIEWMANAGEWHER
  MAXDEFLTREG, PLUSGPOL, BMXVIEWMANAGEWHER
  MAXADMIN, PLUSGPOL, BMXVIEWMANAGEWHER
  MAXDEFLTREG, PLUSGPROC, BMXVIEWMANAGEWHER
  MAXADMIN, PLUSGPROC, BMXVIEWMANAGEWHER
  OOG_BASE_READ_ONLY, TOOL, PREVIOUS
  MAXADMIN, PLUSGRLOG, BMXVIEWMANAGEWHER
  OOG_ASSET_MANAGER, PLUSGPM, OOG_APPMMU
  MAXDEFLTREG, PLUSGRLOG, BMXVIEWMANAGEWHER
  REPORTADMIN, PLUSGBEN, BMXVIEWMANAGEWHER
  MAXADMIN, PLUSGBEN, BMXVIEWMANAGEWHER
  SYSADMIN, PLUSGBEN, BMXVIEWMANAGEWHER
  MAXDEFLTREG, PLUSGPCT, BMXVIEWMANAGEWHER
  OOG_BASE_READ_ONLY, TOOL, NEXT
  MAXADMIN, PLUSGPCT, BMXVIEWMANAGEWHER
  MAXDEFLTREG, PLUSGCON, BMXVIEWMANAGEWHER
  OOG_BASE_READ_ONLY, TOOL, CLEAR
  MAXADMIN, PLUSGCON, BMXVIEWMANAGEWHER
  MAXEVERYONE, DEPLCOLLS, BMXVIEWMANAGEWHERRO
  MAXADMIN, IBMCONTENT, BMXVIEWMANAGEWHERRO
  MAXADMIN, TLOAMSWCTG, BMXVIEWMANAGEWHERRO
  MAXDEFLTREG, TLOAMSWCTG, BMXVIEWMANAGEWHERRO
  MAXEVERYONE, TLOAMSWCTG, BMXVIEWMANAGEWHERRO
  REPORTADMIN, PLUSGCFW, BMXVIEWMANAGEWHERRO
  MAXADMIN, PLUSGCFW, BMXVIEWMANAGEWHERRO
  SYSADMIN, PLUSGCFW, BMXVIEWMANAGEWHERRO
  REPORTADMIN, PLUSGREG, BMXVIEWMANAGEWHERRO
  MAXADMIN, PLUSGREG, BMXVIEWMANAGEWHERRO
  SYSADMIN, PLUSGREG, BMXVIEWMANAGEWHERRO
  REPORTADMIN, PLUSGRFW, BMXVIEWMANAGEWHERRO
  MAXADMIN, PLUSGRFW, BMXVIEWMANAGEWHERRO
  SYSADMIN, PLUSGRFW, BMXVIEWMANAGEWHERRO
  MAXADMIN, SECURGROUP, BMXVIEWMANAGEWHERRO
  MAXADMIN, USER, BMXVIEWMANAGEWHERRO
  MAXADMIN, REPORT, BMXVIEWMANAGEWHERRO
  MAXEVERYONE, REPORT, BMXVIEWMANAGEWHERRO
  MAXDEFLTREG, PLUSGSTAG, BMXVIEWMANAGEWHERRO
  OOG_BASE_READ_ONLY, TOOL, BOOKMARK
  MAXADMIN, PLUSGSTAG, BMXVIEWMANAGEWHERRO
  MAXDEFLTREG, PLUSGRSK, BMXVIEWMANAGEWHERRO
  OOG_BASE_READ_ONLY, TOOL, READ
  MAXADMIN, PLUSGRSK, BMXVIEWMANAGEWHERRO
  MAXDEFLTREG, PLUSGLOG, BMXVIEWMANAGEWHERRO
  OOG_BASE_READ_ONLY, PLUSGWO, CLEAR
  MAXADMIN, PLUSGLOG, BMXVIEWMANAGEWHERRO
  MAXDEFLTREG, PLUSGPOL, BMXVIEWMANAGEWHERRO
  MAXADMIN, PLUSGPOL, BMXVIEWMANAGEWHERRO
  OOG_BASE_READ_ONLY, PLUSGWO, PREVIOUS
  MAXDEFLTREG, PLUSGPROC, BMXVIEWMANAGEWHERRO
  MAXADMIN, PLUSGPROC, BMXVIEWMANAGEWHERRO
  OOG_BASE_READ_ONLY, PLUSGWO, NEXT
  MAXADMIN, PLUSGRLOG, BMXVIEWMANAGEWHERRO
  OOG_BASE_READ_ONLY, PLUSGWO, BOOKMARK
  MAXDEFLTREG, PLUSGRLOG, BMXVIEWMANAGEWHERRO
  REPORTADMIN, PLUSGBEN, BMXVIEWMANAGEWHERRO
  MAXADMIN, PLUSGBEN, BMXVIEWMANAGEWHERRO
  SYSADMIN, PLUSGBEN, BMXVIEWMANAGEWHERRO
  MAXDEFLTREG, PLUSGPCT, BMXVIEWMANAGEWHERRO
  OOG_BASE_READ_ONLY, PLUSGWO, VIEWHIST
  MAXADMIN, PLUSGPCT, BMXVIEWMANAGEWHERRO
  MAXDEFLTREG, PLUSGCON, BMXVIEWMANAGEWHERRO
  OOG_BASE_READ_ONLY, PLUSGWO, READ
  MAXADMIN, PLUSGCON, BMXVIEWMANAGEWHERRO
  MAXEVERYONE, RELATION, USEWITHCI
  MAXEVERYONE, RELATION, USEWITHASSET
  MAXEVERYONE, INTOBJECT, APPEXPORT
  MAXEVERYONE, INTOBJECT, APPIMPORT
  MAXEVERYONE, INTOBJECT, AUTHAPP
  MAXEVERYONE, INTOBJECT, PUBLISH
  MAXEVERYONE, DM, ACTIVATE
  MAXEVERYONE, DM, ERRORDATA
  OOG_MAINTENANCE_COORDINATOR, TOOLINV, SEARCHMORE
  MAXEVERYONE, ITEM, CONSIGNMENT
  MAXEVERYONE, ITEM, NOTASSETCOST
  MAXEVERYONE, ITEM, STDAVG
  MAXEVERYONE, INVUSAGE, INVASSETCOST
  MAXEVERYONE, INVUSAGE, INVNOTASSET
  MAXEVERYONE, INVUSAGE, ISSUERETURN
  MAXEVERYONE, INVUSAGE, NEWINVUSAGE
  MAXEVERYONE, INVUSAGE, NONROTITEM
  MAXEVERYONE, INVUSAGE, RESITEMS
  MAXEVERYONE, INVUSAGE, RETURNS
  MAXEVERYONE, INVUSAGE, ROTITEM
  MAXEVERYONE, INVUSAGE, SELITEMS
  MAXEVERYONE, MASTERPM, RUNREPORTS
  MAXEVERYONE, PLUSGWO, RUNREPORTS
  MAXEVERYONE, PLUSGPO, RUNREPORTS
  MAXEVERYONE, PLUSGPR, RUNREPORTS
  MAXEVERYONE, PLUSGPM, RUNREPORTS
  MAXEVERYONE, PLUSGASS, RUNREPORTS
  OOG_MAINTENANCE_COORDINATOR, CONTPURCH, CLEAR
  MAXADMIN, PLUSGRSK, PUBLICREPT
  MAXDEFLTREG, PLUSGRSK, PLUSGOWNER
  OOG_MAINTENANCE_COORDINATOR, INVENTOR, CREATEKPI
  MAXADMIN, PLUSGRSK, PLUSGOWNER
  MAXDEFLTREG, PLUSGRSK, PLUSGOWSHP
  OOG_MAINTENANCE_COORDINATOR, INVENTOR, READ
  MAXADMIN, PLUSGRSK, PLUSGOWSHP
  MAXDEFLTREG, PLUSGRSK, PLUSGCRCOM
  OOG_MAINTENANCE_COORDINATOR, INVENTOR, RUNREPORTS
  MAXADMIN, PLUSGRSK, PLUSGCRCOM
  MAXDEFLTREG, PLUSGRSK, PLUSGMODWL
  OOG_MAINTENANCE_COORDINATOR, INVENTOR, PUBLICREPT
  MAXADMIN, PLUSGRSK, PLUSGMODWL
  MAXADMIN, PLUSGINV, PLUSGCRRSK
  MAXDEFLTREG, PLUSGINV, PLUSGCRRSK
  MAXEVERYONE, PLUSGINV, PLUSGCRRSK
  MAXADMIN, PLUSGINC, PLUSGCRRSK
  MAXDEFLTREG, PLUSGINC, PLUSGCRRSK
  MAXEVERYONE, PLUSGINC, PLUSGCRRSK
  MAXADMIN, PLUSGJP, PLUSGCRRSK
  MAXDEFLTREG, PLUSGJP, PLUSGCRRSK
  MAXEVERYONE, PLUSGJP, PLUSGCRRSK
  MAXADMIN, PLUSGMOC, PLUSGCRRSK
  MAXDEFLTREG, PLUSGMOC, PLUSGCRRSK
  MAXEVERYONE, PLUSGMOC, PLUSGCRRSK
