IBM Db2 Interactive CLI Sample Program
(C) COPYRIGHT International Business Machines Corp. 1993,1996
All Rights Reserved
Licensed Materials - Property of IBM
US Government Users Restricted Rights - Use, duplication or
disclosure restricted by GSA ADP Schedule Contract with IBM Corp.
> SELECT LICENSENUM, APPNAME, ACCESSLEVEL, MODULE, MAXPRODID FROM MAXLICAPPS;
  O&G_AUTHORIZED, CHANGEPSWD, FULLACCESS, -, MAXIMO
  O&G_AUTHORIZED, CHRTACCT, FULLACCESS, FINANCIAL, MAXIMO
  O&G_AUTHORIZED, CITYPE, FULLACCESS, SETUP, MAXIMO
  O&G_AUTHORIZED, ASSETCAT, FULLACCESS, SETUP, MAXIMO
  O&G_AUTHORIZED, COGNOSHOME, FULLACCESS, ANALYTICS, MAXIMO
  O&G_AUTHORIZED, COMMTMPLT, FULLACCESS, UTIL, MAXIMO
  O&G_AUTHORIZED, CRONTASK, FULLACCESS, UTIL, MAXIMO
  O&G_AUTHORIZED, CURRENCY, FULLACCESS, FINANCIAL, MAXIMO
  O&G_AUTHORIZED, CONFIGUR, FULLACCESS, UTIL, MAXIMO
  O&G_AUTHORIZED, DOMAINADM, FULLACCESS, UTIL, MAXIMO
  O&G_AUTHORIZED, EMAILSTNER, FULLACCESS, UTIL, MAXIMO
  O&G_AUTHORIZED, ESCALATION, FULLACCESS, UTIL, MAXIMO
  O&G_AUTHORIZED, EXCHANGE, FULLACCESS, FINANCIAL, MAXIMO
  O&G_AUTHORIZED, FACONFIG, FULLACCESS, -, MAXIMO
  O&G_AUTHORIZED, FORGOTPSWD, FULLACCESS, -, MAXIMO
  O&G_AUTHORIZED, INBXCONFIG, FULLACCESS, -, MAXIMO
  O&G_AUTHORIZED, INVISSUE, FULLACCESS, INVENTOR, MAXIMO
  O&G_AUTHORIZED, KPIGCONFIG, FULLACCESS, -, MAXIMO
  O&G_AUTHORIZED, KPILCONFIG, FULLACCESS, -, MAXIMO
  O&G_AUTHORIZED, KPI, FULLACCESS, SETUP, MAXIMO
  O&G_AUTHORIZED, KPITPL, FULLACCESS, SETUP, MAXIMO
  O&G_AUTHORIZED, KPIVIEWER, FULLACCESS, ANALYTICS, MAXIMO
  O&G_AUTHORIZED, SCCONFIG, FULLACCESS, -, MAXIMO
  O&G_AUTHORIZED, LOGGING, FULLACCESS, UTIL, MAXIMO
  O&G_AUTHORIZED, INTOBJECT, FULLACCESS, INT, MAXIMO
  O&G_AUTHORIZED, MULTISITE, FULLACCESS, SETUP, MAXIMO
  O&G_AUTHORIZED, PERSON, FULLACCESS, SETUP, MAXIMO
  O&G_AUTHORIZED, PERSONGR, FULLACCESS, SETUP, MAXIMO
  O&G_AUTHORIZED, ACTIONSCFG, FULLACCESS, -, MAXIMO
