IBM Db2 Interactive CLI Sample Program
(C) COPYRIGHT International Business Machines Corp. 1993,1996
All Rights Reserved
Licensed Materials - Property of IBM
US Government Users Restricted Rights - Use, duplication or
disclosure restricted by GSA ADP Schedule Contract with IBM Corp.
> SELECT LICENSENUM, APPNAME, ACCESSLEVEL, MODULE, MAXPRODID FROM MAXLICAPPS;
  CONCURRENT, PLUSGCFW, FULLACCESS, PLANS, OILGAS
  CONCURRENT, RELEASE, NOACCESS, RELEASE, OILGAS
  CONCURRENT, CHANGE, NOACCESS, CHANGE, OILGAS
  CONCURRENT, PLUSGVWINC, FULLACCESS, SSDR, OILGAS
  CONCURRENT, PLUSGTKTMP, FULLACCESS, PLUSGSD, OILGAS
  CONCURRENT, PLUSGLPROF, FULLACCESS, ASSET, OILGAS
  CONCURRENT, PLUSGPREC, FULLACCESS, PLANS, OILGAS
  CONCURRENT, PLUSGQUAL, FULLACCESS, SETUP, OILGAS
  CONCURRENT, PLUSGOPTSK, FULLACCESS, PLUSGOP, OILGAS
  CONCURRENT, PLUSGPROC, FULLACCESS, PLUSGOP, OILGAS
  CONCURRENT, PLUSGHAZ, FULLACCESS, PLANS, OILGAS
  CONCURRENT, PLUSGRSK, FULLACCESS, PLANS, OILGAS
  CONCURRENT, PLUSGCON, FULLACCESS, PLANS, OILGAS
  CONCURRENT, PLUSGSOL, FULLACCESS, PLUSGSD, OILGAS
  CONCURRENT, PLUSGPRS, FULLACCESS, SETUP, OILGAS
  CONCURRENT, PLUSGLOC, FULLACCESS, ASSET, OILGAS
  CONCURRENT, PLUSGASS, FULLACCESS, ASSET, OILGAS
  CONCURRENT, PLUSGMCR, FULLACCESS, PLUSGCHG, OILGAS
  CONCURRENT, PLUSGCRINC, FULLACCESS, SSDR, OILGAS
  CONCURRENT, PLUSGISO, FULLACCESS, PLANS, OILGAS
  CONCURRENT, PLUSGBYP, FULLACCESS, PLUSGOP, OILGAS
  CONCURRENT, PLUSGAUDIT, FULLACCESS, PLUSGSD, OILGAS
  CONCURRENT, PLUSGPTW, FULLACCESS, PLANS, OILGAS
  CONCURRENT, PLUSGPO, FULLACCESS, PURCHASE, OILGAS
  CONCURRENT, PLUSGRLOG, FULLACCESS, PLUSGOP, OILGAS
  CONCURRENT, PLUSGDRL, FULLACCESS, WO, OILGAS
  CONCURRENT, PLUSGSTAG, FULLACCESS, PLANS, OILGAS
  CONCURRENT, PLUSGLOG, FULLACCESS, PLUSGOP, OILGAS
  CONCURRENT, PLUSGWO, FULLACCESS, WO, OILGAS
  CONCURRENT, PLUSGQRP, FULLACCESS, WO, OILGAS
  CONCURRENT, PLUSGORG, FULLACCESS, SETUP, OILGAS
  CONCURRENT, PLUSGINC, FULLACCESS, PLUSGSD, OILGAS
  CONCURRENT, PLUSGMOC, FULLACCESS, PLUSGCHG, OILGAS
  CONCURRENT, PLUSGREG, FULLACCESS, PLANS, OILGAS
  CONCURRENT, PLUSGDEF, FULLACCESS, PLUSGSD, OILGAS
  CONCURRENT, INCIDENT, NOACCESS, SD, OILGAS
  CONCURRENT, PLUSGOPACT, FULLACCESS, PLUSGOP, OILGAS
  CONCURRENT, PLUSGLOGBK, FULLACCESS, PLUSGOP, OILGAS
  CONCURRENT, PLUSGCERT, FULLACCESS, PLUSGSD, OILGAS
  CONCURRENT, PLUSGTGLCK, FULLACCESS, PLANS, OILGAS
  CONCURRENT, PLUSGPR, FULLACCESS, PURCHASE, OILGAS
  CONCURRENT, PLUSGITEM, FULLACCESS, INVENTOR, OILGAS
  CONCURRENT, PLUSGPOL, FULLACCESS, PLUSGOP, OILGAS
  CONCURRENT, PLUSGSR, FULLACCESS, PLUSGSD, OILGAS
  CONCURRENT, PLUSGPCT, FULLACCESS, PLANS, OILGAS
  CONCURRENT, PLUSGSTA, FULLACCESS, PLANS, OILGAS
  CONCURRENT, PLUSGROU, FULLACCESS, PLANS, OILGAS
  CONCURRENT, PLUSGPM, FULLACCESS, PM, OILGAS
  CONCURRENT, PLUSGJP, FULLACCESS, PLANS, OILGAS
  CONCURRENT, PLUSGAL, FULLACCESS, PLANS, OILGAS
  CONCURRENT, PLUSGACT, FULLACCESS, WO, OILGAS
  CONCURRENT, PLUSGRFW, FULLACCESS, PLANS, OILGAS
  CONCURRENT, PLUSGIMP, FULLACCESS, PLUSGCHG, OILGAS
  CONCURRENT, PLUSGBEN, FULLACCESS, PLANS, OILGAS
  CONCURRENT, PROBLEM, NOACCESS, SD, OILGAS
  CONCURRENT, ACTIVITY, FULLACCESS, WO, MAXIMO
  CONCURRENT, ASSET, FULLACCESS, ASSET, MAXIMO
  CONCURRENT, PLUSCTMPLT, FULLACCESS, ASSET, MAXIMO
  CONCURRENT, WORKMAN, FULLACCESS, WO, MAXIMO
  CONCURRENT, AUTOSCRIPT, FULLACCESS, UTIL, MAXIMO
  CONCURRENT, COLLECTION, FULLACCESS, CI, MAXIMO
  CONCURRENT, COMPANY, FULLACCESS, PURCHASE, MAXIMO
  CONCURRENT, COMPMASTER, FULLACCESS, PURCHASE, MAXIMO
  CONCURRENT, CONDCODE, FULLACCESS, INVENTOR, MAXIMO
  CONCURRENT, COND, FULLACCESS, ASSET, MAXIMO
  CONCURRENT, CONDEXPMGR, FULLACCESS, SETUP, MAXIMO
  CONCURRENT, FINCNTRL, FULLACCESS, FINANCIAL, MAXIMO
  CONCURRENT, CREATEINT, FULLACCESS, INT, MAXIMO
  CONCURRENT, CRAFT, FULLACCESS, SETUP, MAXIMO
  CONCURRENT, CREATEDR, FULLACCESS, SSDR, MAXIMO
  CONCURRENT, CREATESR, FULLACCESS, SSDR, MAXIMO
  CONCURRENT, ENDPOINT, FULLACCESS, INT, MAXIMO
  CONCURRENT, INTSRV, FULLACCESS, INT, MAXIMO
  CONCURRENT, EXTSYSTEM, FULLACCESS, INT, MAXIMO
  CONCURRENT, FAILURE, FULLACCESS, ASSET, MAXIMO
  CONCURRENT, HAZARDS, FULLACCESS, PLANS, MAXIMO
  CONCURRENT, IM, FULLACCESS, INT, MAXIMO
  CONCURRENT, INVENTOR, FULLACCESS, INVENTOR, MAXIMO
  CONCURRENT, INVUSAGE, FULLACCESS, INVENTOR, MAXIMO
  CONCURRENT, INVOKE, FULLACCESS, INT, MAXIMO
  CONCURRENT, INVOICE, FULLACCESS, PURCHASE, MAXIMO
  CONCURRENT, ITEM, FULLACCESS, INVENTOR, MAXIMO
  CONCURRENT, JOBPLAN, FULLACCESS, PLANS, MAXIMO
  CONCURRENT, LABOR, FULLACCESS, SETUP, MAXIMO
  CONCURRENT, CONTLABOR, FULLACCESS, CONTRACT, MAXIMO
  CONCURRENT, LABREP, FULLACCESS, WO, MAXIMO
  CONCURRENT, LAUNCH, FULLACCESS, INT, MAXIMO
  CONCURRENT, CONTLEASE, FULLACCESS, CONTRACT, MAXIMO
  CONCURRENT, LOCATION, FULLACCESS, ASSET, MAXIMO
  CONCURRENT, TAGLOCKS, FULLACCESS, PLANS, MAXIMO
  CONCURRENT, LMO, FULLACCESS, INT, MAXIMO
  CONCURRENT, MANAGEINT, FULLACCESS, INT, MAXIMO
  CONCURRENT, CONTMASTER, FULLACCESS, CONTRACT, MAXIMO
  CONCURRENT, MASTERPM, FULLACCESS, PM, MAXIMO
  CONCURRENT, INTERROR, FULLACCESS, INT, MAXIMO
  CONCURRENT, INTMSGTRK, FULLACCESS, INT, MAXIMO
  CONCURRENT, METERGRP, FULLACCESS, ASSET, MAXIMO
  CONCURRENT, METER, FULLACCESS, ASSET, MAXIMO
  CONCURRENT, DEPLGROUPS, FULLACCESS, UTIL, MAXIMO
  CONCURRENT, DM, FULLACCESS, UTIL, MAXIMO
  CONCURRENT, DEPLCOLLS, FULLACCESS, UTIL, MAXIMO
  CONCURRENT, PRECAUTN, FULLACCESS, PLANS, MAXIMO
  CONCURRENT, PM, FULLACCESS, PM, MAXIMO
  CONCURRENT, PUBLISH, FULLACCESS, INT, MAXIMO
  CONCURRENT, CONTPURCH, FULLACCESS, CONTRACT, MAXIMO
  CONCURRENT, PO, FULLACCESS, PURCHASE, MAXIMO
  CONCURRENT, PR, FULLACCESS, PURCHASE, MAXIMO
  CONCURRENT, QUAL, FULLACCESS, SETUP, MAXIMO
  CONCURRENT, QUICKREP, FULLACCESS, WO, MAXIMO
  CONCURRENT, RECEIPTS, FULLACCESS, PURCHASE, MAXIMO
  CONCURRENT, RELATION, FULLACCESS, ASSET, MAXIMO
  CONCURRENT, RPTOUTPUT, FULLACCESS, ANALYTICS, MAXIMO
  CONCURRENT, RFQ, FULLACCESS, PURCHASE, MAXIMO
  CONCURRENT, ROUTES, FULLACCESS, PLANS, MAXIMO
  CONCURRENT, SAFEPLAN, FULLACCESS, PLANS, MAXIMO
  CONCURRENT, ECOMMADAPT, FULLACCESS, -, MAXIMO
  CONCURRENT, SRVCOMMOD, FULLACCESS, SLA, MAXIMO
  CONCURRENT, SRVITEM, FULLACCESS, INVENTOR, MAXIMO
  CONCURRENT, SLA, FULLACCESS, SLA, MAXIMO
  CONCURRENT, SHIPREC, FULLACCESS, INVENTOR, MAXIMO
  CONCURRENT, TOOLINV, FULLACCESS, INVENTOR, MAXIMO
  CONCURRENT, STOREROOM, FULLACCESS, INVENTOR, MAXIMO
  CONCURRENT, TERMCOND, FULLACCESS, PURCHASE, MAXIMO
  CONCURRENT, TKTEMPLATE, FULLACCESS, SD, MAXIMO
  CONCURRENT, TOOL, FULLACCESS, INVENTOR, MAXIMO
  CONCURRENT, VIEWDRFT, FULLACCESS, SSDR, MAXIMO
  CONCURRENT, VIEWDR, FULLACCESS, SSDR, MAXIMO
  CONCURRENT, VIEWSR, FULLACCESS, SSDR, MAXIMO
  CONCURRENT, VIEWTMPL, FULLACCESS, SSDR, MAXIMO
  CONCURRENT, CONTWARRTY, FULLACCESS, CONTRACT, MAXIMO
  CONCURRENT, WSREGISTRY, FULLACCESS, INT, MAXIMO
  CONCURRENT, WOTRACK, FULLACCESS, WO, MAXIMO
  CONCURRENT, AMCREW, FULLACCESS, SETUP, MAXIMO
  CONCURRENT, AMCREWT, FULLACCESS, SETUP, MAXIMO
  CONCURRENT, SEARCHSOL, FULLACCESS, SSDR, MAXIMO
  CONCURRENT, SOLUTION, FULLACCESS, SD, MAXIMO
  CONCURRENT, CI, FULLACCESS, CI, MAXIMO
  CONCURRENT, JSONRES, FULLACCESS, INT, MAXIMO
  CONCURRENT, BIMPROJECT, FULLACCESS, -, MAXIMO
  CONCURRENT, PRODUCT, FULLACCESS, -, MAXIMO
  CONCURRENT, DESIGNSPEC, FULLACCESS, -, MAXIMO
  CONCURRENT, BIMMODELS, FULLACCESS, -, MAXIMO
  CONCURRENT, LICTRACK, FULLACCESS, SETUP, MAXIMO
  CONCURRENT, MFMAILCFG, FULLACCESS, UTIL, MAXIMO
  CONCURRENT, ACTION, FULLACCESS, UTIL, MAXIMO
  CONCURRENT, DESIGNER, FULLACCESS, UTIL, MAXIMO
  CONCURRENT, BBOARD, FULLACCESS, SETUP, MAXIMO
  CONCURRENT, CALENDR, FULLACCESS, SETUP, MAXIMO
  CONCURRENT, CHANGEPSWD, FULLACCESS, -, MAXIMO
  CONCURRENT, CHRTACCT, FULLACCESS, FINANCIAL, MAXIMO
  CONCURRENT, CITYPE, FULLACCESS, SETUP, MAXIMO
  CONCURRENT, ASSETCAT, FULLACCESS, SETUP, MAXIMO
  CONCURRENT, COGNOSHOME, FULLACCESS, ANALYTICS, MAXIMO
  CONCURRENT, COMMTMPLT, FULLACCESS, UTIL, MAXIMO
  CONCURRENT, CRONTASK, FULLACCESS, UTIL, MAXIMO
  CONCURRENT, CURRENCY, FULLACCESS, FINANCIAL, MAXIMO
  CONCURRENT, CONFIGUR, FULLACCESS, UTIL, MAXIMO
  CONCURRENT, DOMAINADM, FULLACCESS, UTIL, MAXIMO
  CONCURRENT, EMAILSTNER, FULLACCESS, UTIL, MAXIMO
  CONCURRENT, ESCALATION, FULLACCESS, UTIL, MAXIMO
  CONCURRENT, EXCHANGE, FULLACCESS, FINANCIAL, MAXIMO
  CONCURRENT, FACONFIG, FULLACCESS, -, MAXIMO
  CONCURRENT, FORGOTPSWD, FULLACCESS, -, MAXIMO
  CONCURRENT, INBXCONFIG, FULLACCESS, -, MAXIMO
  CONCURRENT, INVISSUE, FULLACCESS, INVENTOR, MAXIMO
  CONCURRENT, KPIGCONFIG, FULLACCESS, -, MAXIMO
  CONCURRENT, KPILCONFIG, FULLACCESS, -, MAXIMO
  CONCURRENT, KPI, FULLACCESS, SETUP, MAXIMO
  CONCURRENT, KPITPL, FULLACCESS, SETUP, MAXIMO
  CONCURRENT, KPIVIEWER, FULLACCESS, ANALYTICS, MAXIMO
  CONCURRENT, SCCONFIG, FULLACCESS, -, MAXIMO
  CONCURRENT, LOGGING, FULLACCESS, UTIL, MAXIMO
  CONCURRENT, INTOBJECT, FULLACCESS, INT, MAXIMO
  CONCURRENT, MULTISITE, FULLACCESS, SETUP, MAXIMO
  CONCURRENT, PERSON, FULLACCESS, SETUP, MAXIMO
  CONCURRENT, PERSONGR, FULLACCESS, SETUP, MAXIMO
  CONCURRENT, ACTIONSCFG, FULLACCESS, -, MAXIMO
  CONCURRENT, RLADMIN, FULLACCESS, SETUP, MAXIMO
  CONCURRENT, REPORT, FULLACCESS, SETUP, MAXIMO
  CONCURRENT, REPLISTCFG, FULLACCESS, -, MAXIMO
  CONCURRENT, RSCONFIG, FULLACCESS, -, MAXIMO
  CONCURRENT, ROLE, FULLACCESS, UTIL, MAXIMO
  CONCURRENT, SECURGROUP, FULLACCESS, SECURITY, MAXIMO
  CONCURRENT, SR, FULLACCESS, SD, MAXIMO
  CONCURRENT, SETS, FULLACCESS, SETUP, MAXIMO
  CONCURRENT, STARTCNTR, FULLACCESS, -, MAXIMO
  CONCURRENT, PROPMAINT, FULLACCESS, UTIL, MAXIMO
  CONCURRENT, SELFREG, FULLACCESS, -, MAXIMO
  CONCURRENT, USER, FULLACCESS, SECURITY, MAXIMO
  CONCURRENT, WORKVIEW, FULLACCESS, SETUP, MAXIMO
  CONCURRENT, WFADMIN, FULLACCESS, UTIL, MAXIMO
  CONCURRENT, WFDESIGN, FULLACCESS, UTIL, MAXIMO
  CONCURRENT, SRVAD, FULLACCESS, SETUP, MAXIMO
  CONCURRENT, MPMAN, FULLACCESS, SETUP, MAXIMO
  CONCURRENT, TECHTABLET, FULLACCESS, WO, MAXIMO
  CONCURRENT, TECHPHONE, FULLACCESS, WO, MAXIMO
  CONCURRENT, TECHLITE, FULLACCESS, WO, MAXIMO
  CONCURRENT, SCHSUPER, FULLACCESS, WO, MAXIMO
  CONCURRENT, OSLCPROV, FULLACCESS, INT, MAXIMO
  CONCURRENT, OSLCRES, FULLACCESS, INT, MAXIMO
  O&G_AUTHOCONCUR, PLUSGINV, FULLACCESS, PLUSGSD, OILGAS
  O&G_AUTHOCONCUR, PLUSGCFW, FULLACCESS, PLANS, OILGAS
  O&G_AUTHOCONCUR, RELEASE, NOACCESS, RELEASE, OILGAS
  O&G_AUTHOCONCUR, CHANGE, NOACCESS, CHANGE, OILGAS
  O&G_AUTHOCONCUR, PLUSGVWINC, FULLACCESS, SSDR, OILGAS
  OCY_EXPRESSCUR, PERSONGR, READONLY, SETUP, MAXIMO
  OCY_EXPRESSCUR, ACTIONSCFG, FULLACCESS, -, MAXIMO
  OCY_EXPRESSCUR, RLADMIN, READONLY, SETUP, MAXIMO
  OCY_EXPRESSCUR, REPORT, READONLY, SETUP, MAXIMO
  OCY_EXPRESSCUR, REPLISTCFG, FULLACCESS, -, MAXIMO
  OCY_EXPRESSCUR, RSCONFIG, FULLACCESS, -, MAXIMO
  OCY_EXPRESSCUR, ROLE, READONLY, UTIL, MAXIMO
  OCY_EXPRESSCUR, SECURGROUP, READONLY, SECURITY, MAXIMO
  OCY_EXPRESSCUR, SR, READSAVE, SD, MAXIMO
  OCY_EXPRESSCUR, SETS, READONLY, SETUP, MAXIMO
  OCY_EXPRESSCUR, STARTCNTR, FULLACCESS, -, MAXIMO
  OCY_EXPRESSCUR, PROPMAINT, READONLY, UTIL, MAXIMO
  OCY_EXPRESSCUR, SELFREG, FULLACCESS, -, MAXIMO
  OCY_EXPRESSCUR, USER, READSAVE, SECURITY, MAXIMO
  OCY_EXPRESSCUR, WORKVIEW, FULLACCESS, SETUP, MAXIMO
  OCY_EXPRESSCUR, WFADMIN, READONLY, UTIL, MAXIMO
  OCY_EXPRESSCUR, WFDESIGN, READONLY, UTIL, MAXIMO
  OCY_EXPRESSCUR, SRVAD, READONLY, SETUP, MAXIMO
  OCY_EXPRESSCUR, MPMAN, READONLY, SETUP, MAXIMO
  OCY_EXPRESSCUR, TECHTABLET, FULLACCESS, WO, MAXIMO
  OCY_EXPRESSCUR, TECHPHONE, FULLACCESS, WO, MAXIMO
  OCY_EXPRESSCUR, TECHLITE, FULLACCESS, WO, MAXIMO
  OCY_EXPRESSCUR, SCHSUPER, READONLY, WO, MAXIMO
  OCY_EXPRESSCUR, OSLCPROV, READONLY, INT, MAXIMO
  OCY_EXPRESSCUR, OSLCRES, READONLY, INT, MAXIMO
  O&G_AUTHOCONCUR, PLUSGTKTMP, FULLACCESS, PLUSGSD, OILGAS
  O&G_AUTHOCONCUR, PLUSGLPROF, FULLACCESS, ASSET, OILGAS
  O&G_AUTHOCONCUR, PLUSGPREC, FULLACCESS, PLANS, OILGAS
  O&G_AUTHOCONCUR, PLUSGQUAL, FULLACCESS, SETUP, OILGAS
  O&G_AUTHOCONCUR, PLUSGOPTSK, FULLACCESS, PLUSGOP, OILGAS
  O&G_AUTHOCONCUR, PLUSGPROC, FULLACCESS, PLUSGOP, OILGAS
  O&G_AUTHOCONCUR, PLUSGHAZ, FULLACCESS, PLANS, OILGAS
  O&G_AUTHOCONCUR, PLUSGRSK, FULLACCESS, PLANS, OILGAS
  O&G_AUTHOCONCUR, PLUSGCON, FULLACCESS, PLANS, OILGAS
  O&G_AUTHOCONCUR, PLUSGSOL, FULLACCESS, PLUSGSD, OILGAS
  O&G_AUTHOCONCUR, PLUSGPRS, FULLACCESS, SETUP, OILGAS
  O&G_AUTHOCONCUR, PLUSGLOC, FULLACCESS, ASSET, OILGAS
  O&G_AUTHOCONCUR, PLUSGASS, FULLACCESS, ASSET, OILGAS
  O&G_AUTHOCONCUR, PLUSGMCR, FULLACCESS, PLUSGCHG, OILGAS
  O&G_AUTHOCONCUR, PLUSGCRINC, FULLACCESS, SSDR, OILGAS
  O&G_AUTHOCONCUR, PLUSGISO, FULLACCESS, PLANS, OILGAS
  O&G_AUTHOCONCUR, PLUSGBYP, FULLACCESS, PLUSGOP, OILGAS
  O&G_AUTHOCONCUR, PLUSGAUDIT, FULLACCESS, PLUSGSD, OILGAS
  O&G_AUTHOCONCUR, PLUSGPTW, FULLACCESS, PLANS, OILGAS
  O&G_AUTHOCONCUR, PLUSGPO, FULLACCESS, PURCHASE, OILGAS
  O&G_AUTHOCONCUR, PLUSGRLOG, FULLACCESS, PLUSGOP, OILGAS
  O&G_AUTHOCONCUR, PLUSGDRL, FULLACCESS, WO, OILGAS
  O&G_AUTHOCONCUR, PLUSGSTAG, FULLACCESS, PLANS, OILGAS
  O&G_AUTHOCONCUR, PLUSGLOG, FULLACCESS, PLUSGOP, OILGAS
  O&G_AUTHOCONCUR, PLUSGWO, FULLACCESS, WO, OILGAS
  O&G_AUTHOCONCUR, PLUSGQRP, FULLACCESS, WO, OILGAS
  O&G_AUTHOCONCUR, PLUSGORG, FULLACCESS, SETUP, OILGAS
  O&G_AUTHOCONCUR, PLUSGINC, FULLACCESS, PLUSGSD, OILGAS
  O&G_AUTHOCONCUR, PLUSGMOC, FULLACCESS, PLUSGCHG, OILGAS
  O&G_AUTHOCONCUR, PLUSGREG, FULLACCESS, PLANS, OILGAS
  O&G_AUTHOCONCUR, PLUSGDEF, FULLACCESS, PLUSGSD, OILGAS
  O&G_AUTHOCONCUR, INCIDENT, NOACCESS, SD, OILGAS
  O&G_AUTHOCONCUR, PLUSGOPACT, FULLACCESS, PLUSGOP, OILGAS
  O&G_AUTHOCONCUR, PLUSGLOGBK, FULLACCESS, PLUSGOP, OILGAS
  O&G_AUTHOCONCUR, PLUSGCERT, FULLACCESS, PLUSGSD, OILGAS
  O&G_AUTHOCONCUR, PLUSGTGLCK, FULLACCESS, PLANS, OILGAS
  O&G_AUTHOCONCUR, PLUSGPR, FULLACCESS, PURCHASE, OILGAS
  O&G_AUTHOCONCUR, PLUSGITEM, FULLACCESS, INVENTOR, OILGAS
  O&G_AUTHOCONCUR, PLUSGPOL, FULLACCESS, PLUSGOP, OILGAS
  O&G_AUTHOCONCUR, PLUSGSR, FULLACCESS, PLUSGSD, OILGAS
  O&G_AUTHOCONCUR, PLUSGPCT, FULLACCESS, PLANS, OILGAS
  O&G_AUTHOCONCUR, PLUSGSTA, FULLACCESS, PLANS, OILGAS
  O&G_AUTHOCONCUR, PLUSGROU, FULLACCESS, PLANS, OILGAS
  O&G_AUTHOCONCUR, PLUSGPM, FULLACCESS, PM, OILGAS
  O&G_AUTHOCONCUR, PLUSGJP, FULLACCESS, PLANS, OILGAS
  O&G_AUTHOCONCUR, PLUSGAL, FULLACCESS, PLANS, OILGAS
  O&G_AUTHOCONCUR, PLUSGACT, FULLACCESS, WO, OILGAS
  O&G_AUTHOCONCUR, PLUSGRFW, FULLACCESS, PLANS, OILGAS
  O&G_AUTHOCONCUR, PLUSGIMP, FULLACCESS, PLUSGCHG, OILGAS
  O&G_AUTHOCONCUR, PLUSGBEN, FULLACCESS, PLANS, OILGAS
  O&G_AUTHOCONCUR, PROBLEM, NOACCESS, SD, OILGAS
  O&G_AUTHOCONCUR, ACTIVITY, FULLACCESS, WO, MAXIMO
  O&G_AUTHOCONCUR, ASSET, FULLACCESS, ASSET, MAXIMO
  O&G_AUTHOCONCUR, PLUSCTMPLT, FULLACCESS, ASSET, MAXIMO
  O&G_AUTHOCONCUR, WORKMAN, FULLACCESS, WO, MAXIMO
  O&G_AUTHOCONCUR, AUTOSCRIPT, FULLACCESS, UTIL, MAXIMO
  O&G_AUTHOCONCUR, COLLECTION, FULLACCESS, CI, MAXIMO
  O&G_AUTHOCONCUR, COMPANY, FULLACCESS, PURCHASE, MAXIMO
  O&G_AUTHOCONCUR, COMPMASTER, FULLACCESS, PURCHASE, MAXIMO
  O&G_AUTHOCONCUR, CONDCODE, FULLACCESS, INVENTOR, MAXIMO
  O&G_AUTHOCONCUR, COND, FULLACCESS, ASSET, MAXIMO
  O&G_AUTHOCONCUR, CONDEXPMGR, FULLACCESS, SETUP, MAXIMO
  O&G_AUTHOCONCUR, FINCNTRL, FULLACCESS, FINANCIAL, MAXIMO
  O&G_AUTHOCONCUR, CREATEINT, FULLACCESS, INT, MAXIMO
  O&G_AUTHOCONCUR, CRAFT, FULLACCESS, SETUP, MAXIMO
  O&G_AUTHOCONCUR, CREATEDR, FULLACCESS, SSDR, MAXIMO
  O&G_AUTHOCONCUR, CREATESR, FULLACCESS, SSDR, MAXIMO
  O&G_AUTHOCONCUR, ENDPOINT, FULLACCESS, INT, MAXIMO
  O&G_AUTHOCONCUR, INTSRV, FULLACCESS, INT, MAXIMO
  O&G_AUTHOCONCUR, EXTSYSTEM, FULLACCESS, INT, MAXIMO
  O&G_AUTHOCONCUR, FAILURE, FULLACCESS, ASSET, MAXIMO
  O&G_AUTHOCONCUR, HAZARDS, FULLACCESS, PLANS, MAXIMO
  O&G_AUTHOCONCUR, IM, FULLACCESS, INT, MAXIMO
  O&G_AUTHOCONCUR, INVENTOR, FULLACCESS, INVENTOR, MAXIMO
  O&G_AUTHOCONCUR, INVUSAGE, FULLACCESS, INVENTOR, MAXIMO
  O&G_AUTHOCONCUR, INVOKE, FULLACCESS, INT, MAXIMO
  O&G_AUTHOCONCUR, INVOICE, FULLACCESS, PURCHASE, MAXIMO
  O&G_AUTHOCONCUR, ITEM, FULLACCESS, INVENTOR, MAXIMO
  O&G_AUTHOCONCUR, JOBPLAN, FULLACCESS, PLANS, MAXIMO
  O&G_AUTHOCONCUR, LABOR, FULLACCESS, SETUP, MAXIMO
  O&G_AUTHOCONCUR, CONTLABOR, FULLACCESS, CONTRACT, MAXIMO
  O&G_AUTHOCONCUR, LABREP, FULLACCESS, WO, MAXIMO
  O&G_AUTHOCONCUR, LAUNCH, FULLACCESS, INT, MAXIMO
  O&G_AUTHOCONCUR, CONTLEASE, FULLACCESS, CONTRACT, MAXIMO
  O&G_AUTHOCONCUR, LOCATION, FULLACCESS, ASSET, MAXIMO
  O&G_AUTHOCONCUR, TAGLOCKS, FULLACCESS, PLANS, MAXIMO
  O&G_AUTHOCONCUR, LMO, FULLACCESS, INT, MAXIMO
  O&G_AUTHOCONCUR, MANAGEINT, FULLACCESS, INT, MAXIMO
  O&G_AUTHOCONCUR, CONTMASTER, FULLACCESS, CONTRACT, MAXIMO
  O&G_AUTHOCONCUR, MASTERPM, FULLACCESS, PM, MAXIMO
  O&G_AUTHOCONCUR, INTERROR, FULLACCESS, INT, MAXIMO
  O&G_AUTHOCONCUR, INTMSGTRK, FULLACCESS, INT, MAXIMO
  O&G_AUTHOCONCUR, METERGRP, FULLACCESS, ASSET, MAXIMO
  O&G_AUTHOCONCUR, METER, FULLACCESS, ASSET, MAXIMO
  O&G_AUTHOCONCUR, DEPLGROUPS, FULLACCESS, UTIL, MAXIMO
  O&G_AUTHOCONCUR, DM, FULLACCESS, UTIL, MAXIMO
  O&G_AUTHOCONCUR, DEPLCOLLS, FULLACCESS, UTIL, MAXIMO
  O&G_AUTHOCONCUR, PRECAUTN, FULLACCESS, PLANS, MAXIMO
  O&G_AUTHOCONCUR, PM, FULLACCESS, PM, MAXIMO
  O&G_AUTHOCONCUR, PUBLISH, FULLACCESS, INT, MAXIMO
  O&G_AUTHOCONCUR, CONTPURCH, FULLACCESS, CONTRACT, MAXIMO
  O&G_AUTHOCONCUR, PO, FULLACCESS, PURCHASE, MAXIMO
  O&G_AUTHOCONCUR, PR, FULLACCESS, PURCHASE, MAXIMO
  O&G_AUTHOCONCUR, QUAL, FULLACCESS, SETUP, MAXIMO
  O&G_AUTHOCONCUR, QUICKREP, FULLACCESS, WO, MAXIMO
  O&G_AUTHOCONCUR, RECEIPTS, FULLACCESS, PURCHASE, MAXIMO
  O&G_AUTHOCONCUR, RELATION, FULLACCESS, ASSET, MAXIMO
  O&G_AUTHOCONCUR, RPTOUTPUT, FULLACCESS, ANALYTICS, MAXIMO
  O&G_AUTHOCONCUR, RFQ, FULLACCESS, PURCHASE, MAXIMO
  O&G_AUTHOCONCUR, ROUTES, FULLACCESS, PLANS, MAXIMO
  O&G_AUTHOCONCUR, SAFEPLAN, FULLACCESS, PLANS, MAXIMO
  O&G_AUTHOCONCUR, ECOMMADAPT, FULLACCESS, -, MAXIMO
  O&G_AUTHOCONCUR, SRVCOMMOD, FULLACCESS, SLA, MAXIMO
  O&G_AUTHOCONCUR, SRVITEM, FULLACCESS, INVENTOR, MAXIMO
  O&G_AUTHOCONCUR, SLA, FULLACCESS, SLA, MAXIMO
  O&G_AUTHOCONCUR, SHIPREC, FULLACCESS, INVENTOR, MAXIMO
  O&G_AUTHOCONCUR, TOOLINV, FULLACCESS, INVENTOR, MAXIMO
  O&G_AUTHOCONCUR, STOREROOM, FULLACCESS, INVENTOR, MAXIMO
  O&G_AUTHOCONCUR, TERMCOND, FULLACCESS, PURCHASE, MAXIMO
  O&G_AUTHOCONCUR, TKTEMPLATE, FULLACCESS, SD, MAXIMO
  O&G_AUTHOCONCUR, TOOL, FULLACCESS, INVENTOR, MAXIMO
  O&G_AUTHOCONCUR, VIEWDRFT, FULLACCESS, SSDR, MAXIMO
