ENVIRONMENT,LICENSENUM,APPNAME,ACCESSLEVEL,MODULE,MAXPRODID
BASE,O&G_AUTHORIZED,SRVITEM,FULLACCESS,INVENTOR,MAXIMO
BASE,O&G_AUTHORIZED,SLA,FULLACCESS,SLA,MAXIMO
BASE,O&G_AUTHORIZED,SHIPREC,FULLACCESS,INVENTOR,MAXIMO
BASE,O&G_AUTHORIZED,TOOLINV,FULLACCESS,INVENTOR,MAXIMO
BASE,O&G_AUTHORIZED,STOREROOM,FULLACCESS,INVENTOR,MAXIMO
BASE,O&G_AUTHORIZED,TERMCOND,FULLACCESS,PURCHASE,MAXIMO
BASE,O&G_AUTHORIZED,TKTEMPLATE,FULLACCESS,SD,MAXIMO
BASE,O&G_AUTHORIZED,TOOL,FULLACCESS,INVENTOR,MAXIMO
BASE,O&G_AUTHORIZED,VIEWDRFT,FULLACCESS,SSDR,MAXIMO
BASE,O&G_AUTHORIZED,VIEWDR,FULLACCESS,SSDR,MAXIMO
BASE,O&G_AUTHORIZED,VIEWSR,FULLACCESS,SSDR,MAXIMO
BASE,O&G_AUTHORIZED,VIEWTMPL,FULLACCESS,SSDR,MAXIMO
BASE,O&G_AUTHORIZED,CONTWARRTY,FULLACCESS,CONTRACT,MAXIMO
BASE,O&G_AUTHORIZED,WSREGISTRY,FULLACCESS,INT,MAXIMO
BASE,O&G_AUTHORIZED,WOTRACK,FULLACCESS,WO,MAXIMO
BASE,O&G_AUTHORIZED,AMCREW,FULLACCESS,SETUP,MAXIMO
BASE,O&G_AUTHORIZED,AMCREWT,FULLACCESS,SETUP,MAXIMO
BASE,O&G_AUTHORIZED,SEARCHSOL,FULLACCESS,SSDR,MAXIMO
BASE,O&G_AUTHORIZED,SOLUTION,FULLACCESS,SD,MAXIMO
BASE,O&G_AUTHORIZED,CI,FULLACCESS,CI,MAXIMO
BASE,O&G_AUTHORIZED,JSONRES,FULLACCESS,INT,MAXIMO
BASE,O&G_AUTHORIZED,BIMPROJECT,FULLACCESS,-,MAXIMO
BASE,O&G_AUTHORIZED,PRODUCT,FULLACCESS,-,MAXIMO
BASE,O&G_AUTHORIZED,DESIGNSPEC,FULLACCESS,-,MAXIMO
BASE,O&G_AUTHORIZED,BIMMODELS,FULLACCESS,-,MAXIMO
BASE,O&G_AUTHORIZED,LICTRACK,FULLACCESS,SETUP,MAXIMO
BASE,O&G_AUTHORIZED,MFMAILCFG,FULLACCESS,UTIL,MAXIMO
BASE,O&G_AUTHORIZED,ACTION,FULLACCESS,UTIL,MAXIMO
BASE,O&G_AUTHORIZED,DESIGNER,FULLACCESS,UTIL,MAXIMO
BASE,O&G_AUTHORIZED,BBOARD,FULLACCESS,SETUP,MAXIMO
BASE,O&G_AUTHORIZED,CALENDR,FULLACCESS,SETUP,MAXIMO
BASE,O&G_AUTHORIZED,CHANGEPSWD,FULLACCESS,-,MAXIMO
BASE,O&G_AUTHORIZED,CHRTACCT,FULLACCESS,FINANCIAL,MAXIMO
BASE,O&G_AUTHORIZED,CITYPE,FULLACCESS,SETUP,MAXIMO
BASE,O&G_AUTHORIZED,ASSETCAT,FULLACCESS,SETUP,MAXIMO
BASE,O&G_AUTHORIZED,COGNOSHOME,FULLACCESS,ANALYTICS,MAXIMO
BASE,O&G_AUTHORIZED,COMMTMPLT,FULLACCESS,UTIL,MAXIMO
BASE,O&G_AUTHORIZED,CRONTASK,FULLACCESS,UTIL,MAXIMO
BASE,O&G_AUTHORIZED,CURRENCY,FULLACCESS,FINANCIAL,MAXIMO
BASE,O&G_AUTHORIZED,CONFIGUR,FULLACCESS,UTIL,MAXIMO
BASE,O&G_AUTHORIZED,DOMAINADM,FULLACCESS,UTIL,MAXIMO
BASE,O&G_AUTHORIZED,EMAILSTNER,FULLACCESS,UTIL,MAXIMO
BASE,O&G_AUTHORIZED,ESCALATION,FULLACCESS,UTIL,MAXIMO
BASE,O&G_AUTHORIZED,EXCHANGE,FULLACCESS,FINANCIAL,MAXIMO
BASE,O&G_AUTHORIZED,FACONFIG,FULLACCESS,-,MAXIMO
BASE,O&G_AUTHORIZED,FORGOTPSWD,FULLACCESS,-,MAXIMO
BASE,O&G_AUTHORIZED,INBXCONFIG,FULLACCESS,-,MAXIMO
BASE,O&G_AUTHORIZED,INVISSUE,FULLACCESS,INVENTOR,MAXIMO
BASE,O&G_AUTHORIZED,KPIGCONFIG,FULLACCESS,-,MAXIMO
BASE,O&G_AUTHORIZED,KPILCONFIG,FULLACCESS,-,MAXIMO
BASE,O&G_AUTHORIZED,KPI,FULLACCESS,SETUP,MAXIMO
BASE,O&G_AUTHORIZED,KPITPL,FULLACCESS,SETUP,MAXIMO
BASE,O&G_AUTHORIZED,KPIVIEWER,FULLACCESS,ANALYTICS,MAXIMO
BASE,O&G_AUTHORIZED,SCCONFIG,FULLACCESS,-,MAXIMO
BASE,O&G_AUTHORIZED,LOGGING,FULLACCESS,UTIL,MAXIMO
BASE,O&G_AUTHORIZED,INTOBJECT,FULLACCESS,INT,MAXIMO
BASE,O&G_AUTHORIZED,MULTISITE,FULLACCESS,SETUP,MAXIMO
BASE,O&G_AUTHORIZED,PERSON,FULLACCESS,SETUP,MAXIMO
BASE,O&G_AUTHORIZED,PERSONGR,FULLACCESS,SETUP,MAXIMO
BASE,O&G_AUTHORIZED,ACTIONSCFG,FULLACCESS,-,MAXIMO
BASE,O&G_AUTHORIZED,RLADMIN,FULLACCESS,SETUP,MAXIMO
BASE,O&G_AUTHORIZED,REPORT,FULLACCESS,SETUP,MAXIMO
BASE,O&G_AUTHORIZED,REPLISTCFG,FULLACCESS,-,MAXIMO
BASE,O&G_AUTHORIZED,RSCONFIG,FULLACCESS,-,MAXIMO
BASE,O&G_AUTHORIZED,ROLE,FULLACCESS,UTIL,MAXIMO
BASE,O&G_AUTHORIZED,SECURGROUP,FULLACCESS,SECURITY,MAXIMO
BASE,O&G_AUTHORIZED,SR,FULLACCESS,SD,MAXIMO
BASE,O&G_AUTHORIZED,SETS,FULLACCESS,SETUP,MAXIMO
BASE,O&G_AUTHORIZED,STARTCNTR,FULLACCESS,-,MAXIMO
BASE,O&G_AUTHORIZED,PROPMAINT,FULLACCESS,UTIL,MAXIMO
BASE,O&G_AUTHORIZED,SELFREG,FULLACCESS,-,MAXIMO
BASE,O&G_AUTHORIZED,USER,FULLACCESS,SECURITY,MAXIMO
BASE,O&G_AUTHORIZED,WORKVIEW,FULLACCESS,SETUP,MAXIMO
BASE,O&G_AUTHORIZED,WFADMIN,FULLACCESS,UTIL,MAXIMO
BASE,O&G_AUTHORIZED,WFDESIGN,FULLACCESS,UTIL,MAXIMO
BASE,O&G_AUTHORIZED,SRVAD,FULLACCESS,SETUP,MAXIMO
BASE,O&G_AUTHORIZED,MPMAN,FULLACCESS,SETUP,MAXIMO
BASE,O&G_AUTHORIZED,TECHTABLET,FULLACCESS,WO,MAXIMO
BASE,O&G_AUTHORIZED,TECHPHONE,FULLACCESS,WO,MAXIMO
BASE,O&G_AUTHORIZED,TECHLITE,FULLACCESS,WO,MAXIMO
BASE,O&G_AUTHORIZED,SCHSUPER,FULLACCESS,WO,MAXIMO
BASE,O&G_AUTHORIZED,OSLCPROV,FULLACCESS,INT,MAXIMO
BASE,O&G_AUTHORIZED,OSLCRES,FULLACCESS,INT,MAXIMO
BASE,OCY_EXPRESSCUR,CREATESR,FULLACCESS,SSDR,MAXIMO
BASE,OCY_EXPRESSCUR,ENDPOINT,READONLY,INT,MAXIMO
BASE,OCY_EXPRESSCUR,INTSRV,READONLY,INT,MAXIMO
BASE,OCY_EXPRESSCUR,EXTSYSTEM,READONLY,INT,MAXIMO
BASE,OCY_EXPRESSCUR,FAILURE,READONLY,ASSET,MAXIMO
BASE,OCY_EXPRESSCUR,HAZARDS,READONLY,PLANS,MAXIMO
BASE,OCY_EXPRESSCUR,IM,READONLY,INT,MAXIMO
BASE,OCY_EXPRESSCUR,INVENTOR,READSAVE,INVENTOR,MAXIMO
BASE,OCY_EXPRESSCUR,INVUSAGE,READSAVE,INVENTOR,MAXIMO
BASE,OCY_EXPRESSCUR,INVOKE,READONLY,INT,MAXIMO
BASE,OCY_EXPRESSCUR,INVOICE,READSAVE,PURCHASE,MAXIMO
BASE,OCY_EXPRESSCUR,ITEM,READSAVE,INVENTOR,MAXIMO
BASE,OCY_EXPRESSCUR,JOBPLAN,READSAVE,PLANS,MAXIMO
BASE,OCY_EXPRESSCUR,LABOR,READSAVE,SETUP,MAXIMO
BASE,OCY_EXPRESSCUR,CONTLABOR,READSAVE,CONTRACT,MAXIMO
BASE,OCY_EXPRESSCUR,LABREP,FULLACCESS,WO,MAXIMO
BASE,OCY_EXPRESSCUR,LAUNCH,READONLY,INT,MAXIMO
BASE,OCY_EXPRESSCUR,CONTLEASE,READSAVE,CONTRACT,MAXIMO
BASE,OCY_EXPRESSCUR,LOCATION,READSAVE,ASSET,MAXIMO
BASE,OCY_EXPRESSCUR,TAGLOCKS,READONLY,PLANS,MAXIMO
BASE,OCY_EXPRESSCUR,LMO,READONLY,INT,MAXIMO
BASE,OCY_EXPRESSCUR,MANAGEINT,READONLY,INT,MAXIMO
BASE,OCY_EXPRESSCUR,CONTMASTER,READSAVE,CONTRACT,MAXIMO
BASE,OCY_EXPRESSCUR,MASTERPM,READONLY,PM,MAXIMO
BASE,OCY_EXPRESSCUR,INTERROR,READONLY,INT,MAXIMO
BASE,OCY_EXPRESSCUR,INTMSGTRK,READONLY,INT,MAXIMO
BASE,OCY_EXPRESSCUR,METERGRP,READONLY,ASSET,MAXIMO
BASE,OCY_EXPRESSCUR,METER,READONLY,ASSET,MAXIMO
BASE,OCY_EXPRESSCUR,DEPLGROUPS,READONLY,UTIL,MAXIMO
BASE,OCY_EXPRESSCUR,DM,READONLY,UTIL,MAXIMO
BASE,OCY_EXPRESSCUR,DEPLCOLLS,READONLY,UTIL,MAXIMO
BASE,OCY_EXPRESSCUR,PRECAUTN,READONLY,PLANS,MAXIMO
BASE,OCY_EXPRESSCUR,PM,READSAVE,PM,MAXIMO
BASE,OCY_EXPRESSCUR,PUBLISH,READONLY,INT,MAXIMO
BASE,OCY_EXPRESSCUR,CONTPURCH,READSAVE,CONTRACT,MAXIMO
BASE,OCY_EXPRESSCUR,PO,READSAVE,PURCHASE,MAXIMO
BASE,OCY_EXPRESSCUR,PR,READSAVE,PURCHASE,MAXIMO
BASE,OCY_EXPRESSCUR,QUAL,READSAVE,SETUP,MAXIMO
BASE,OCY_EXPRESSCUR,QUICKREP,FULLACCESS,WO,MAXIMO
BASE,OCY_EXPRESSCUR,RECEIPTS,READONLY,PURCHASE,MAXIMO
BASE,OCY_EXPRESSCUR,RELATION,READONLY,ASSET,MAXIMO
BASE,OCY_EXPRESSCUR,RPTOUTPUT,FULLACCESS,ANALYTICS,MAXIMO
BASE,OCY_EXPRESSCUR,RFQ,READSAVE,PURCHASE,MAXIMO
BASE,OCY_EXPRESSCUR,ROUTES,READONLY,PLANS,MAXIMO
BASE,OCY_EXPRESSCUR,SAFEPLAN,READONLY,PLANS,MAXIMO
BASE,OCY_EXPRESSCUR,ECOMMADAPT,FULLACCESS,-,MAXIMO
BASE,OCY_EXPRESSCUR,SRVCOMMOD,READONLY,SLA,MAXIMO
BASE,OCY_EXPRESSCUR,SRVITEM,READSAVE,INVENTOR,MAXIMO
BASE,OCY_EXPRESSCUR,SLA,READSAVE,SLA,MAXIMO
BASE,OCY_EXPRESSCUR,SHIPREC,READONLY,INVENTOR,MAXIMO
BASE,OCY_EXPRESSCUR,TOOLINV,READSAVE,INVENTOR,MAXIMO
BASE,OCY_EXPRESSCUR,STOREROOM,READONLY,INVENTOR,MAXIMO
BASE,OCY_EXPRESSCUR,TERMCOND,READONLY,PURCHASE,MAXIMO
BASE,OCY_EXPRESSCUR,TKTEMPLATE,READSAVE,SD,MAXIMO
BASE,OCY_EXPRESSCUR,TOOL,READSAVE,INVENTOR,MAXIMO
BASE,OCY_EXPRESSCUR,VIEWDRFT,FULLACCESS,SSDR,MAXIMO
BASE,OCY_EXPRESSCUR,VIEWDR,FULLACCESS,SSDR,MAXIMO
BASE,OCY_EXPRESSCUR,VIEWSR,FULLACCESS,SSDR,MAXIMO
BASE,OCY_EXPRESSCUR,VIEWTMPL,FULLACCESS,SSDR,MAXIMO
BASE,OCY_EXPRESSCUR,CONTWARRTY,READSAVE,CONTRACT,MAXIMO
BASE,OCY_EXPRESSCUR,WSREGISTRY,READONLY,INT,MAXIMO
BASE,OCY_EXPRESSCUR,WOTRACK,FULLACCESS,WO,MAXIMO
BASE,OCY_EXPRESSCUR,AMCREW,READONLY,SETUP,MAXIMO
BASE,OCY_EXPRESSCUR,AMCREWT,READONLY,SETUP,MAXIMO
BASE,OCY_EXPRESSCUR,SEARCHSOL,FULLACCESS,SSDR,MAXIMO
BASE,OCY_EXPRESSCUR,SOLUTION,READSAVE,SD,MAXIMO
BASE,OCY_EXPRESSCUR,CI,READONLY,CI,MAXIMO
BASE,OCY_EXPRESSCUR,JSONRES,READONLY,INT,MAXIMO
BASE,OCY_EXPRESSCUR,BIMPROJECT,READONLY,-,MAXIMO
BASE,OCY_EXPRESSCUR,PRODUCT,READONLY,-,MAXIMO
BASE,OCY_EXPRESSCUR,DESIGNSPEC,READONLY,-,MAXIMO
BASE,OCY_EXPRESSCUR,BIMMODELS,READONLY,-,MAXIMO
BASE,OCY_EXPRESSCUR,LICTRACK,READONLY,SETUP,MAXIMO
BASE,OCY_EXPRESSCUR,MFMAILCFG,READONLY,UTIL,MAXIMO
BASE,OCY_EXPRESSCUR,ACTION,READONLY,UTIL,MAXIMO
BASE,OCY_EXPRESSCUR,DESIGNER,READONLY,UTIL,MAXIMO
BASE,OCY_EXPRESSCUR,BBOARD,FULLACCESS,SETUP,MAXIMO
BASE,OCY_EXPRESSCUR,CALENDR,READONLY,SETUP,MAXIMO
BASE,OCY_EXPRESSCUR,CHANGEPSWD,FULLACCESS,-,MAXIMO
BASE,OCY_EXPRESSCUR,CHRTACCT,READONLY,FINANCIAL,MAXIMO
BASE,OCY_EXPRESSCUR,CITYPE,READSAVE,SETUP,MAXIMO
BASE,OCY_EXPRESSCUR,ASSETCAT,READONLY,SETUP,MAXIMO
BASE,OCY_EXPRESSCUR,COGNOSHOME,READONLY,ANALYTICS,MAXIMO
BASE,OCY_EXPRESSCUR,COMMTMPLT,READONLY,UTIL,MAXIMO
BASE,OCY_EXPRESSCUR,CRONTASK,READONLY,UTIL,MAXIMO
BASE,OCY_EXPRESSCUR,CURRENCY,READONLY,FINANCIAL,MAXIMO
BASE,OCY_EXPRESSCUR,CONFIGUR,READONLY,UTIL,MAXIMO
BASE,OCY_EXPRESSCUR,DOMAINADM,READONLY,UTIL,MAXIMO
BASE,OCY_EXPRESSCUR,EMAILSTNER,READONLY,UTIL,MAXIMO
BASE,OCY_EXPRESSCUR,ESCALATION,READONLY,UTIL,MAXIMO
BASE,OCY_EXPRESSCUR,EXCHANGE,READONLY,FINANCIAL,MAXIMO
BASE,OCY_EXPRESSCUR,FACONFIG,FULLACCESS,-,MAXIMO
BASE,OCY_EXPRESSCUR,FORGOTPSWD,FULLACCESS,-,MAXIMO
BASE,OCY_EXPRESSCUR,INBXCONFIG,FULLACCESS,-,MAXIMO
BASE,OCY_EXPRESSCUR,INVISSUE,READSAVE,INVENTOR,MAXIMO
BASE,OCY_EXPRESSCUR,KPIGCONFIG,FULLACCESS,-,MAXIMO
BASE,OCY_EXPRESSCUR,KPILCONFIG,FULLACCESS,-,MAXIMO
BASE,OCY_EXPRESSCUR,KPI,READONLY,SETUP,MAXIMO
BASE,OCY_EXPRESSCUR,KPITPL,READONLY,SETUP,MAXIMO
BASE,OCY_EXPRESSCUR,KPIVIEWER,FULLACCESS,ANALYTICS,MAXIMO
BASE,OCY_EXPRESSCUR,SCCONFIG,FULLACCESS,-,MAXIMO
BASE,OCY_EXPRESSCUR,LOGGING,READONLY,UTIL,MAXIMO
BASE,OCY_EXPRESSCUR,INTOBJECT,READONLY,INT,MAXIMO
BASE,OCY_EXPRESSCUR,MULTISITE,READONLY,SETUP,MAXIMO
BASE,OCY_EXPRESSCUR,PERSON,READSAVE,SETUP,MAXIMO
BASE,O&G_LIMITED,SUPERVISOR,FULLACCESS,WO,OILGAS
BASE,O&G_LIMITED,BUSINESSANALYST,NOACCESS,ANALYTICS,OILGAS
BASE,O&G_LIMITED,JSONMAP,READONLY,INT,OILGAS
BASE,O&G_AUTHOCONCUR,TZRULE,FULLACCESS,SETUP,OILGAS
BASE,O&G_AUTHOCONCUR,MMIUI,FULLACCESS,UTIL,OILGAS
BASE,O&G_AUTHOCONCUR,ADMINISTRATOR,FULLACCESS,SETUP,OILGAS
BASE,O&G_AUTHOCONCUR,MAP,FULLACCESS,SETUP,OILGAS
BASE,O&G_AUTHOCONCUR,TOKENLIC,FULLACCESS,SETUP,OILGAS
BASE,OCY_EXPRESSCUR,SELFSERVICE,READONLY,SSDR,MAXIMO
BASE,OCY_EXPRESSCUR,DATASETDESIGNER,READONLY,ANALYTICS,MAXIMO
BASE,O&G_AUTHORIZED,OOG_ALERT,FULLACCESS,PLUSGSD,OILGAS
BASE,O&G_AUTHORIZED,OOG_AMREAD,FULLACCESS,ASSET,OILGAS
BASE,O&G_AUTHORIZED,OOG_CMISS,FULLACCESS,PURCHASE,OILGAS
BASE,O&G_AUTHORIZED,OOG_CMRCV,FULLACCESS,PURCHASE,OILGAS
BASE,O&G_AUTHORIZED,OOG_COMPSH,FULLACCESS,ASSET,OILGAS
BASE,O&G_AUTHORIZED,OOG_DEPART,FULLACCESS,SETUP,OILGAS
BASE,O&G_AUTHORIZED,OOG_EVCODE,FULLACCESS,PLANS,OILGAS
BASE,O&G_AUTHORIZED,OOG_MAREA,FULLACCESS,PLUSGCHG,OILGAS
BASE,O&G_AUTHORIZED,OOG_MOCDOC,FULLACCESS,PLUSGCHG,OILGAS
BASE,O&G_AUTHORIZED,OOG_MOCENG,FULLACCESS,PLUSGCHG,OILGAS
BASE,O&G_AUTHORIZED,OOG_MOCPEO,FULLACCESS,PLUSGCHG,OILGAS
BASE,O&G_AUTHORIZED,OOG_PLSRSR,FULLACCESS,PLUSGSD,OILGAS
BASE,O&G_AUTHORIZED,OOG_PRTRK,FULLACCESS,PURCHASE,OILGAS
BASE,O&G_AUTHORIZED,OOG_RES,FULLACCESS,PLUSGCHG,OILGAS
BASE,O&G_AUTHORIZED,OOG_TECACC,FULLACCESS,ASSET,OILGAS
BASE,O&G_AUTHORIZED,ASSETCOUNT,FULLACCESS,ASSET,OILGAS
BASE,O&G_LIMITED,OOG_ALERT,FULLACCESS,PLUSGSD,OILGAS
BASE,O&G_LIMITED,OOG_AMREAD,FULLACCESS,ASSET,OILGAS
BASE,O&G_LIMITED,OOG_CMISS,FULLACCESS,PURCHASE,OILGAS
BASE,O&G_LIMITED,OOG_CMRCV,FULLACCESS,PURCHASE,OILGAS
BASE,O&G_LIMITED,OOG_COMPSH,FULLACCESS,ASSET,OILGAS
BASE,O&G_LIMITED,OOG_DEPART,READONLY,SETUP,OILGAS
BASE,O&G_LIMITED,OOG_EVCODE,FULLACCESS,PLANS,OILGAS
BASE,O&G_LIMITED,OOG_MAREA,FULLACCESS,PLUSGCHG,OILGAS
BASE,O&G_LIMITED,OOG_MOCDOC,FULLACCESS,PLUSGCHG,OILGAS
BASE,O&G_LIMITED,OOG_MOCENG,FULLACCESS,PLUSGCHG,OILGAS
BASE,O&G_LIMITED,OOG_MOCPEO,FULLACCESS,PLUSGCHG,OILGAS
BASE,O&G_LIMITED,OOG_PLSRSR,FULLACCESS,PLUSGSD,OILGAS
BASE,O&G_LIMITED,OOG_PRTRK,FULLACCESS,PURCHASE,OILGAS
BASE,O&G_LIMITED,OOG_RES,FULLACCESS,PLUSGCHG,OILGAS
BASE,O&G_LIMITED,OOG_TECACC,FULLACCESS,ASSET,OILGAS
BASE,O&G_LIMITED,ASSETCOUNT,FULLACCESS,ASSET,OILGAS
BASE,OCY_EXPRESSCUR,OOG_ALERT,READSAVE,PLUSGSD,MAXIMO
BASE,OCY_EXPRESSCUR,OOG_AMREAD,READSAVE,ASSET,MAXIMO
BASE,OCY_EXPRESSCUR,OOG_CMISS,READONLY,PURCHASE,MAXIMO
BASE,OCY_EXPRESSCUR,OOG_CMRCV,READONLY,PURCHASE,MAXIMO
BASE,OCY_EXPRESSCUR,OOG_COMPSH,READONLY,ASSET,MAXIMO
BASE,OCY_EXPRESSCUR,OOG_DEPART,READONLY,SETUP,MAXIMO
BASE,OCY_EXPRESSCUR,OOG_EVCODE,READONLY,PLANS,MAXIMO
BASE,OCY_EXPRESSCUR,OOG_MAREA,READONLY,PLUSGCHG,MAXIMO
BASE,OCY_EXPRESSCUR,OOG_MOCDOC,READSAVE,PLUSGCHG,MAXIMO
BASE,OCY_EXPRESSCUR,OOG_MOCENG,READSAVE,PLUSGCHG,MAXIMO
BASE,OCY_EXPRESSCUR,OOG_MOCPEO,READSAVE,PLUSGCHG,MAXIMO
BASE,OCY_EXPRESSCUR,OOG_PLSRSR,FULLACCESS,PLUSGSD,MAXIMO
BASE,OCY_EXPRESSCUR,OOG_PRTRK,READONLY,PURCHASE,MAXIMO
BASE,OCY_EXPRESSCUR,OOG_RES,READONLY,PLUSGCHG,MAXIMO
BASE,OCY_EXPRESSCUR,OOG_TECACC,READONLY,ASSET,MAXIMO
BASE,OCY_EXPRESSCUR,ASSETCOUNT,FULLACCESS,ASSET,MAXIMO
BASE,OCY_EXPRESSCUR,PLUSGORG,READONLY,SETUP,MAXIMO
BASE,OCY_EXPRESSCUR,PLUSGPRS,READSAVE,SETUP,MAXIMO
BASE,OCY_EXPRESSCUR,PLUSGQUAL,READSAVE,SETUP,MAXIMO
BASE,OCY_EXPRESSCUR,PLUSGASS,READSAVE,ASSET,MAXIMO
BASE,OCY_EXPRESSCUR,PLUSGLPROF,READSAVE,ASSET,MAXIMO
BASE,OCY_EXPRESSCUR,PLUSGLOC,READSAVE,ASSET,MAXIMO
BASE,OCY_EXPRESSCUR,PLUSGIMP,READSAVE,PLUSGCHG,MAXIMO
BASE,OCY_EXPRESSCUR,PLUSGMOC,READSAVE,PLUSGCHG,MAXIMO
BASE,OCY_EXPRESSCUR,PLUSGMCR,READSAVE,PLUSGCHG,MAXIMO
BASE,OCY_EXPRESSCUR,PLUSGITEM,READSAVE,INVENTOR,MAXIMO
BASE,OCY_EXPRESSCUR,PLUSGBYP,READSAVE,PLUSGOP,MAXIMO
BASE,OCY_EXPRESSCUR,PLUSGLOGBK,READSAVE,PLUSGOP,MAXIMO
BASE,OCY_EXPRESSCUR,PLUSGPOL,READSAVE,PLUSGOP,MAXIMO
BASE,OCY_EXPRESSCUR,PLUSGPROC,READSAVE,PLUSGOP,MAXIMO
BASE,OCY_EXPRESSCUR,PLUSGOPACT,READSAVE,PLUSGOP,MAXIMO
BASE,OCY_EXPRESSCUR,PLUSGLOG,READSAVE,PLUSGOP,MAXIMO
BASE,OCY_EXPRESSCUR,PLUSGOPTSK,FULLACCESS,PLUSGOP,MAXIMO
BASE,OCY_EXPRESSCUR,PLUSGRLOG,READSAVE,PLUSGOP,MAXIMO
BASE,OCY_EXPRESSCUR,PLUSGAL,READONLY,PLANS,MAXIMO
BASE,OCY_EXPRESSCUR,PLUSGBEN,READSAVE,PLANS,MAXIMO
BASE,OCY_EXPRESSCUR,PLUSGCFW,READSAVE,PLANS,MAXIMO
BASE,OCY_EXPRESSCUR,PLUSGHAZ,READONLY,PLANS,MAXIMO
BASE,OCY_EXPRESSCUR,PLUSGISO,READSAVE,PLANS,MAXIMO
BASE,OCY_EXPRESSCUR,PLUSGJP,READSAVE,PLANS,MAXIMO
BASE,OCY_EXPRESSCUR,PLUSGTGLCK,READONLY,PLANS,MAXIMO
BASE,OCY_EXPRESSCUR,PLUSGPCT,READSAVE,PLANS,MAXIMO
BASE,OCY_EXPRESSCUR,PLUSGPTW,READSAVE,PLANS,MAXIMO
BASE,OCY_EXPRESSCUR,PLUSGPREC,READONLY,PLANS,MAXIMO
BASE,OCY_EXPRESSCUR,PLUSGRFW,READSAVE,PLANS,MAXIMO
BASE,OCY_EXPRESSCUR,PLUSGREG,READSAVE,PLANS,MAXIMO
BASE,OCY_EXPRESSCUR,PLUSGRSK,READSAVE,PLANS,MAXIMO
BASE,OCY_EXPRESSCUR,PLUSGCON,READSAVE,PLANS,MAXIMO
BASE,OCY_EXPRESSCUR,PLUSGROU,READONLY,PLANS,MAXIMO
BASE,OCY_EXPRESSCUR,PLUSGSTAG,READSAVE,PLANS,MAXIMO
BASE,OCY_EXPRESSCUR,PLUSGSTA,READSAVE,PLANS,MAXIMO
BASE,OCY_EXPRESSCUR,PLUSGPM,READSAVE,PM,MAXIMO
BASE,OCY_EXPRESSCUR,PLUSGPO,READSAVE,PURCHASE,MAXIMO
BASE,OCY_EXPRESSCUR,PLUSGPR,READSAVE,PURCHASE,MAXIMO
BASE,OCY_EXPRESSCUR,PLUSGAUDIT,READSAVE,PLUSGSD,MAXIMO
BASE,OCY_EXPRESSCUR,PLUSGCERT,READSAVE,PLUSGSD,MAXIMO
BASE,OCY_EXPRESSCUR,PLUSGDEF,READSAVE,PLUSGSD,MAXIMO
BASE,OCY_EXPRESSCUR,PLUSGINC,READSAVE,PLUSGSD,MAXIMO
BASE,OCY_EXPRESSCUR,PLUSGINV,READSAVE,PLUSGSD,MAXIMO
BASE,OCY_EXPRESSCUR,PLUSGSR,READSAVE,PLUSGSD,MAXIMO
BASE,OCY_EXPRESSCUR,PLUSGSOL,FULLACCESS,PLUSGSD,MAXIMO
BASE,OCY_EXPRESSCUR,PLUSGTKTMP,READSAVE,PLUSGSD,MAXIMO
BASE,OCY_EXPRESSCUR,PLUSGCRINC,FULLACCESS,SSDR,MAXIMO
BASE,OCY_EXPRESSCUR,PLUSGVWINC,FULLACCESS,SSDR,MAXIMO
BASE,OCY_EXPRESSCUR,PLUSGACT,READSAVE,WO,MAXIMO
BASE,OCY_EXPRESSCUR,PLUSGDRL,READSAVE,WO,MAXIMO
BASE,OCY_EXPRESSCUR,PLUSGQRP,FULLACCESS,WO,MAXIMO
BASE,OCY_EXPRESSCUR,PLUSGWO,FULLACCESS,WO,MAXIMO
BASE,OCY_EXPRESSCUR,CHANGE,NOACCESS,CHANGE,MAXIMO
BASE,OCY_EXPRESSCUR,RELEASE,NOACCESS,RELEASE,MAXIMO
BASE,OCY_EXPRESSCUR,INCIDENT,NOACCESS,SD,MAXIMO
BASE,OCY_EXPRESSCUR,PROBLEM,NOACCESS,SD,MAXIMO
BASE,O&G_LIMITED,INSPECTOR,FULLACCESS,WO,OILGAS
BASE,O&G_LIMITED,MAP,READONLY,SETUP,OILGAS
BASE,O&G_LIMITED,PLUSGCRF,READONLY,SETUP,OILGAS
BASE,O&G_LIMITED,PLUSGAP,READSAVE,PLANS,OILGAS
BASE,O&G_LIMITED,PLUSGTRAMOD,READONLY,SETUP,OILGAS
BASE,O&G_LIMITED,PLUSGLKBOX,READSAVE,PLANS,OILGAS
BASE,SCH_AUTHORIZED,SCHEDDM,FULLACCESS,SCHEDULER,SCHED
BASE,SCH_AUTHORIZED,SCHTTMGR,FULLACCESS,SETUP,SCHED
BASE,CONCURRENT,TZRULE,FULLACCESS,SETUP,OILGAS
BASE,CONCURRENT,TECHNICIAN,READONLY,WO,OILGAS
BASE,CONCURRENT,SELFSERVICE,READONLY,SSDR,OILGAS
BASE,CONCURRENT,DATASETDESIGNER,FULLACCESS,ANALYTICS,OILGAS
BASE,CONCURRENT,RESLEVEL,FULLACCESS,PLANS,OILGAS
BASE,CONCURRENT,WCDESIGNER,FULLACCESS,UTIL,OILGAS
