ENVIRONMENT,APPNAME,MODULE,SELFSERVICE,LIMITEDUSE,AUTHORIZEDUSE
N06,CURRENCY,FINANCIAL,NOACCESS,READONLY,FULLACCESS
N06,EXCHANGE,FINANCIAL,NOACCESS,READONLY,FULLACCESS
N06,FINCNTRL,FINANCIAL,NOACCESS,READONLY,FULLACCESS
N06,CREATEINT,INT,NOACCESS,READONLY,FULLACCESS
N06,ENDPOINT,INT,NOACCESS,READONLY,FULLACCESS
N06,EXTSYSTEM,INT,NOACCESS,READONLY,FULLACCESS
N06,IM,INT,NOACCESS,READONLY,FULLACCESS
N06,INTERROR,INT,NOACCESS,READONLY,FULLACCESS
N06,INTMSGTRK,INT,NOACCESS,READONLY,FULLACCESS
N06,INTOBJECT,INT,NOACCESS,READONLY,FULLACCESS
N06,INTSRV,INT,NOACCESS,READONLY,FULLACCESS
N06,INVOKE,INT,NOACCESS,READONLY,FULLACCESS
N06,LAUNCH,INT,NOACCESS,READONLY,FULLACCESS
N06,LMO,INT,NOACCESS,READONLY,FULLACCESS
N06,MANAGEINT,INT,NOACCESS,READONLY,FULLACCESS
N06,OSLCPROV,INT,NOACCESS,READONLY,FULLACCESS
N06,OSLCRES,INT,NOACCESS,READONLY,FULLACCESS
N06,PUBLISH,INT,NOACCESS,READONLY,FULLACCESS
N06,WSREGISTRY,INT,NOACCESS,READONLY,FULLACCESS
N06,CONDCODE,INVENTOR,NOACCESS,READSAVE,FULLACCESS
N06,INVENTOR,INVENTOR,NOACCESS,READSAVE,FULLACCESS
N06,INVISSUE,INVENTOR,NOACCESS,READSAVE,FULLACCESS
N06,INVUSAGE,INVENTOR,NOACCESS,READSAVE,FULLACCESS
N06,ITEM,INVENTOR,NOACCESS,READSAVE,FULLACCESS
N06,SHIPREC,INVENTOR,NOACCESS,READONLY,FULLACCESS
N06,SRVITEM,INVENTOR,NOACCESS,READSAVE,FULLACCESS
N06,STOREROOM,INVENTOR,NOACCESS,READONLY,FULLACCESS
N06,TOOL,INVENTOR,NOACCESS,READSAVE,FULLACCESS
N06,TOOLINV,INVENTOR,NOACCESS,READSAVE,FULLACCESS
N06,HAZARDS,PLANS,NOACCESS,READONLY,FULLACCESS
N06,JOBPLAN,PLANS,NOACCESS,READSAVE,FULLACCESS
N06,PRECAUTN,PLANS,NOACCESS,READONLY,FULLACCESS
N06,ROUTES,PLANS,NOACCESS,READONLY,FULLACCESS
N06,SAFEPLAN,PLANS,NOACCESS,READONLY,FULLACCESS
N06,TAGLOCKS,PLANS,NOACCESS,READONLY,FULLACCESS
N06,MASTERPM,PM,NOACCESS,READONLY,FULLACCESS
N06,PM,PM,NOACCESS,READSAVE,FULLACCESS
N06,COMPANY,PURCHASE,NOACCESS,READONLY,FULLACCESS
N06,COMPMASTER,PURCHASE,NOACCESS,READONLY,FULLACCESS
N06,INVOICE,PURCHASE,NOACCESS,READSAVE,FULLACCESS
N06,PO,PURCHASE,NOACCESS,READSAVE,FULLACCESS
N06,PR,PURCHASE,NOACCESS,READSAVE,FULLACCESS
N06,RECEIPTS,PURCHASE,NOACCESS,READONLY,FULLACCESS
N06,RFQ,PURCHASE,NOACCESS,READSAVE,FULLACCESS
N06,TERMCOND,PURCHASE,NOACCESS,READONLY,FULLACCESS
N06,RELEASE,RELEASE,NOACCESS,FULLACCESS,FULLACCESS
N06,INCIDENT,SD,NOACCESS,READSAVE,FULLACCESS
N06,PROBLEM,SD,NOACCESS,READSAVE,FULLACCESS
N06,SOLUTION,SD,NOACCESS,READSAVE,FULLACCESS
N06,SR,SD,NOACCESS,READSAVE,FULLACCESS
N06,TKTEMPLATE,SD,NOACCESS,READSAVE,FULLACCESS
N06,SECURGROUP,SECURITY,NOACCESS,READONLY,FULLACCESS
N06,USER,SECURITY,NOACCESS,READSAVE,FULLACCESS
N06,AMCREW,SETUP,NOACCESS,READONLY,FULLACCESS
N06,AMCREWT,SETUP,NOACCESS,READONLY,FULLACCESS
N06,ASSETCAT,SETUP,NOACCESS,READONLY,FULLACCESS
N06,BBOARD,SETUP,FULLACCESS,FULLACCESS,FULLACCESS
N06,CALENDR,SETUP,NOACCESS,READONLY,FULLACCESS
N06,CGRPASSIGN,SCHEDULER,NOACCESS,READONLY,FULLACCESS
N06,CITYPE,SETUP,NOACCESS,READSAVE,FULLACCESS
N06,CONDEXPMGR,SETUP,NOACCESS,READSAVE,FULLACCESS
N06,CRAFT,SETUP,NOACCESS,READONLY,FULLACCESS
N06,DPAMADPT,SETUP,NOACCESS,READONLY,FULLACCESS
N06,DPAMMANU,SETUP,NOACCESS,READONLY,FULLACCESS
N06,DPAMOS,SETUP,NOACCESS,READONLY,FULLACCESS
N06,DPAMPROC,SETUP,NOACCESS,READONLY,FULLACCESS
N06,DPAMSW,SETUP,NOACCESS,READONLY,FULLACCESS
N06,DPAMSWS,SETUP,NOACCESS,READONLY,FULLACCESS
N06,DPAMSWUSG,SETUP,NOACCESS,READONLY,FULLACCESS
N06,KPI,SETUP,NOACCESS,READONLY,FULLACCESS
N06,KPITPL,SETUP,NOACCESS,READONLY,FULLACCESS
N06,LABOR,SETUP,NOACCESS,READSAVE,FULLACCESS
N06,MPMAN,SETUP,NOACCESS,READONLY,FULLACCESS
N06,MULTISITE,SETUP,NOACCESS,READONLY,FULLACCESS
N06,PERSON,SETUP,NOACCESS,READSAVE,FULLACCESS
N06,PERSONGR,SETUP,NOACCESS,READONLY,FULLACCESS
N06,QUAL,SETUP,NOACCESS,READSAVE,FULLACCESS
N06,RCNASTLINK,SETUP,NOACCESS,READONLY,FULLACCESS
N06,RCNASTRSLT,SETUP,NOACCESS,READONLY,FULLACCESS
N06,RCNCILINK,SETUP,NOACCESS,READONLY,FULLACCESS
N06,RCNCIRSLT,SETUP,NOACCESS,READONLY,FULLACCESS
N06,RCNCMPRULE,SETUP,NOACCESS,READONLY,FULLACCESS
N06,RCNLNKRULE,SETUP,NOACCESS,READONLY,FULLACCESS
N06,RCNTSKFLTR,SETUP,NOACCESS,READONLY,FULLACCESS
N06,RECONTASK,SETUP,NOACCESS,READONLY,FULLACCESS
N06,REPORT,SETUP,NOACCESS,READONLY,FULLACCESS
N06,RLADMIN,SETUP,NOACCESS,READONLY,FULLACCESS
N06,SETS,SETUP,NOACCESS,READONLY,FULLACCESS
N06,SRVAD,SETUP,NOACCESS,READONLY,FULLACCESS
N06,TLOAMSWCTG,SETUP,NOACCESS,NOACCESS,NOACCESS
N06,WORKVIEW,SETUP,NOACCESS,FULLACCESS,FULLACCESS
N06,WORKZONE,SETUP,NOACCESS,READONLY,FULLACCESS
N06,SLA,SLA,NOACCESS,READSAVE,FULLACCESS
N06,SRVCOMMOD,SLA,NOACCESS,READONLY,FULLACCESS
N06,CREATEDR,SSDR,FULLACCESS,FULLACCESS,FULLACCESS
N06,CREATESR,SSDR,FULLACCESS,FULLACCESS,FULLACCESS
N06,SEARCHSOL,SSDR,FULLACCESS,FULLACCESS,FULLACCESS
N06,VIEWDR,SSDR,FULLACCESS,FULLACCESS,FULLACCESS
N06,VIEWDRFT,SSDR,FULLACCESS,FULLACCESS,FULLACCESS
N06,VIEWSR,SSDR,FULLACCESS,FULLACCESS,FULLACCESS
N06,VIEWTMPL,SSDR,FULLACCESS,FULLACCESS,FULLACCESS
N06,ACTION,UTIL,NOACCESS,READONLY,FULLACCESS
N06,AUTOSCRIPT,UTIL,NOACCESS,READONLY,FULLACCESS
N06,COMMTMPLT,UTIL,NOACCESS,READONLY,FULLACCESS
N06,CONFIGUR,UTIL,NOACCESS,READONLY,FULLACCESS
N06,CRONTASK,UTIL,NOACCESS,READONLY,FULLACCESS
N06,DEPLCOLLS,UTIL,NOACCESS,READONLY,FULLACCESS
N06,DEPLGROUPS,UTIL,NOACCESS,READONLY,FULLACCESS
N06,DESIGNER,UTIL,NOACCESS,READONLY,FULLACCESS
N06,DM,UTIL,NOACCESS,READONLY,FULLACCESS
N06,DOMAINADM,UTIL,NOACCESS,READONLY,FULLACCESS
N06,EMAILSTNER,UTIL,NOACCESS,READONLY,FULLACCESS
N06,ESCALATION,UTIL,NOACCESS,READONLY,FULLACCESS
N06,IBMCONTENT,UTIL,NOACCESS,READONLY,FULLACCESS
N06,IMICONF,UTIL,NOACCESS,READONLY,FULLACCESS
N06,LOGGING,UTIL,NOACCESS,READONLY,FULLACCESS
N06,MFMAILCFG,UTIL,NOACCESS,READONLY,FULLACCESS
N06,PROPMAINT,UTIL,NOACCESS,READONLY,FULLACCESS
N06,ROLE,UTIL,NOACCESS,READONLY,FULLACCESS
N06,WFADMIN,UTIL,NOACCESS,READONLY,FULLACCESS
N06,WFDESIGN,UTIL,NOACCESS,READONLY,FULLACCESS
N06,LABREP,WO,NOACCESS,FULLACCESS,FULLACCESS
N06,QUICKREP,WO,NOACCESS,FULLACCESS,FULLACCESS
N06,WORKMAN,WO,NOACCESS,READONLY,FULLACCESS
N06,WOTRACK,WO,NOACCESS,FULLACCESS,FULLACCESS
N06,PLUSTASCAT,SETUP,NOACCESS,READONLY,FULLACCESS
N06,PLUSTORG,SETUP,NOACCESS,READONLY,FULLACCESS
N06,PLUSTPOS,SETUP,NOACCESS,READONLY,FULLACCESS
N06,PLUSTCOMP,SETUP,NOACCESS,READONLY,FULLACCESS
N06,PLUSTAXCFG,SETUP,NOACCESS,READONLY,FULLACCESS
N06,PLUSTASSET,ASSET,NOACCESS,READSAVE,FULLACCESS
N06,PLUSTTMPLT,ASSET,NOACCESS,READSAVE,FULLACCESS
N06,PLUSTLOC,ASSET,NOACCESS,READSAVE,FULLACCESS
N06,PLUSTLOGS,ASSET,NOACCESS,READSAVE,FULLACCESS
N06,PLUSTPOCON,CONTRACT,NOACCESS,READSAVE,FULLACCESS
N06,PLUSTIWC,PLUSTWARR,NOACCESS,READSAVE,FULLACCESS
N06,PLUSTCLAIM,PLUSTWARR,NOACCESS,READSAVE,FULLACCESS
N06,PLUSTAWC,PLUSTWARR,NOACCESS,READSAVE,FULLACCESS
N06,PLUSTCLIP,WO,NOACCESS,READONLY,FULLACCESS
N06,PLUSTQRP,WO,NOACCESS,FULLACCESS,FULLACCESS
N06,PLUSTWO,WO,NOACCESS,FULLACCESS,FULLACCESS
N06,PLUSTLRP,WO,NOACCESS,FULLACCESS,FULLACCESS
N06,PLUSTCMP,WO,NOACCESS,READONLY,FULLACCESS
N06,PLUSTWRKMN,WO,NOACCESS,READONLY,FULLACCESS
N06,PLUSTINSP,WO,NOACCESS,READONLY,FULLACCESS
N06,PLUSTPR,PURCHASE,NOACCESS,READSAVE,FULLACCESS
N06,PLUSTPO,PURCHASE,NOACCESS,READSAVE,FULLACCESS
N06,PLUSTREC,PURCHASE,NOACCESS,READSAVE,FULLACCESS
N06,PLUSTIVO,PURCHASE,NOACCESS,READSAVE,FULLACCESS
N06,PLUSTRFQ,PURCHASE,NOACCESS,READSAVE,FULLACCESS
N06,PLUSTPM,PM,NOACCESS,READSAVE,FULLACCESS
N06,PLUSTMASPM,PM,NOACCESS,READONLY,FULLACCESS
N06,PLUSTJP,PLANS,NOACCESS,READSAVE,FULLACCESS
N06,PLUSTASLT,PLANS,NOACCESS,READSAVE,FULLACCESS
N06,PLUSTRS,PLUSTMP,NOACCESS,READONLY,FULLACCESS
N06,PLUSTVS,PLUSTMP,NOACCESS,READONLY,FULLACCESS
N06,PLUSTVR,PLUSTMP,NOACCESS,READONLY,FULLACCESS
N06,PLUSTITM,INVENTOR,NOACCESS,READSAVE,FULLACCESS
N06,PLUSTINV,INVENTOR,NOACCESS,READSAVE,FULLACCESS
N06,PLUSTISS,INVENTOR,NOACCESS,READSAVE,FULLACCESS
N06,PLUSTFLISS,INVENTOR,NOACCESS,READSAVE,FULLACCESS
N06,PLUSTCOUNT,INVENTOR,NOACCESS,READSAVE,FULLACCESS
N06,PLUSTSTKRG,INVENTOR,NOACCESS,READSAVE,FULLACCESS
N06,PLUSTINVUS,INVENTOR,NOACCESS,READSAVE,FULLACCESS
N06,PLUSTDTIMP,PLUSTDTIMP,NOACCESS,READONLY,FULLACCESS
N06,PLUSTTLMCD,PLUSTDTIMP,NOACCESS,READONLY,FULLACCESS
N06,PLUSTVEND,PLUSTDTIMP,NOACCESS,READONLY,FULLACCESS
N06,PLUSTCONST,PLUSTCONST,NOACCESS,READSAVE,FULLACCESS
N06,PLUSTCNTMP,PLUSTCONST,NOACCESS,READSAVE,FULLACCESS
N06,GRPASSIGN,SCHEDULER,NOACCESS,READONLY,FULLACCESS
N06,SCHEDULER,SCHEDULER,NOACCESS,READONLY,FULLACCESS
N06,RLASSIGN,SCHEDULER,NOACCESS,READONLY,FULLACCESS
N06,RLCAPACITY,SCHEDULER,NOACCESS,READONLY,FULLACCESS
N06,PLUSDSPLAN,PLANS,NOACCESS,READONLY,FULLACCESS
N06,LICTRACK,SETUP,NOACCESS,READONLY,FULLACCESS
N06,ACTIONSCFG,-,NOACCESS,FULLACCESS,FULLACCESS
N06,CHANGEPSWD,-,FULLACCESS,FULLACCESS,FULLACCESS
N06,ECOMMADAPT,-,FULLACCESS,FULLACCESS,FULLACCESS
N06,FACONFIG,-,FULLACCESS,FULLACCESS,FULLACCESS
N06,FORGOTPSWD,-,FULLACCESS,FULLACCESS,FULLACCESS
N06,INBXCONFIG,-,NOACCESS,FULLACCESS,FULLACCESS
N06,KPIGCONFIG,-,NOACCESS,FULLACCESS,FULLACCESS
N06,KPILCONFIG,-,NOACCESS,FULLACCESS,FULLACCESS
N06,RSCONFIG,-,FULLACCESS,FULLACCESS,FULLACCESS
N06,SCCONFIG,-,FULLACCESS,FULLACCESS,FULLACCESS
N06,SELFREG,-,FULLACCESS,FULLACCESS,FULLACCESS
N06,STARTCNTR,-,FULLACCESS,FULLACCESS,FULLACCESS
N06,SCHSUPER,WO,NOACCESS,READONLY,FULLACCESS
N06,TECHLITE,WO,NOACCESS,FULLACCESS,FULLACCESS
N06,TECHPHONE,-,NOACCESS,FULLACCESS,FULLACCESS
N06,TECHTABLET,WO,NOACCESS,FULLACCESS,FULLACCESS
N06,REPLISTCFG,-,NOACCESS,FULLACCESS,FULLACCESS
N06,JSONRES,INT,NOACCESS,READONLY,FULLACCESS
N06,SCHEDACM,SCHEDULER,NOACCESS,READONLY,FULLACCESS
N06,PLUSPASSET,ASSET,NOACCESS,READSAVE,FULLACCESS
N06,PLUSPLOC,ASSET,NOACCESS,READSAVE,FULLACCESS
N06,PLUSPCI,CI,NOACCESS,READONLY,FULLACCESS
N06,PLUSPITEM,INVENTOR,NOACCESS,READSAVE,FULLACCESS
N06,PLUSPSRVIT,INVENTOR,NOACCESS,READSAVE,FULLACCESS
N06,PLUSPTOOL,INVENTOR,NOACCESS,READSAVE,FULLACCESS
N06,PLUSPJP,PLANS,NOACCESS,READSAVE,FULLACCESS
N06,PLUSPCOMP,PURCHASE,NOACCESS,READONLY,FULLACCESS
N06,PLUSPCOMPM,PURCHASE,NOACCESS,READONLY,FULLACCESS
N06,PLUSPSOLUT,SD,NOACCESS,READSAVE,FULLACCESS
N06,PLUSPSR,SD,NOACCESS,READSAVE,FULLACCESS
N06,PLUSPSECGR,SECURITY,NOACCESS,READONLY,FULLACCESS
N06,PLUSPCLAS,SETUP,NOACCESS,READONLY,FULLACCESS
N06,PLUSPBBRD,SETUP,FULLACCESS,FULLACCESS,FULLACCESS
N06,PLUSPORG,SETUP,NOACCESS,READONLY,FULLACCESS
N06,PLUSPPER,SETUP,NOACCESS,READSAVE,FULLACCESS
N06,PLUSPVISR,SSDR,FULLACCESS,FULLACCESS,FULLACCESS
N06,PLUSPDMADM,UTIL,NOACCESS,READONLY,FULLACCESS
N06,PLUSPESC,UTIL,NOACCESS,READONLY,FULLACCESS
N06,PLUSPACTVT,WO,NOACCESS,FULLACCESS,FULLACCESS
N06,PLUSPWO,WO,NOACCESS,FULLACCESS,FULLACCESS
N06,PLUSPPBILL,PLUSPSP,NOACCESS,READONLY,FULLACCESS
N06,PLUSPAGREE,PLUSPSP,NOACCESS,READONLY,FULLACCESS
N06,PLUSPBILL,PLUSPSP,NOACCESS,READONLY,FULLACCESS
N06,PLUSPCUSOB,SECURITY,NOACCESS,READONLY,FULLACCESS
N06,PLUSPCUST,PLUSPSP,NOACCESS,READONLY,FULLACCESS
N06,PLUSPPBOOK,INVENTOR,NOACCESS,READONLY,FULLACCESS
N06,PLUSPRESP,SLA,NOACCESS,READONLY,FULLACCESS
N06,PLUSPSO,PLUSPSP,NOACCESS,READONLY,FULLACCESS
N06,PLUSPSLABR,SLA,NOACCESS,READONLY,FULLACCESS
N06,AWADMIN,SETUP,NOACCESS,READONLY,FULLACCESS
N06,BIMPROJECT,-,NOACCESS,READONLY,FULLACCESS
N06,BIMMODELS,-,NOACCESS,READONLY,FULLACCESS
N06,PRODUCT,-,NOACCESS,READONLY,FULLACCESS
N06,DESIGNSPEC,-,NOACCESS,READONLY,FULLACCESS
N06,PLUSDCONTP,CONTRACT,NOACCESS,READSAVE,FULLACCESS
N06,PLUSDCULIB,PLANS,NOACCESS,READSAVE,FULLACCESS
N06,PLUSDCUEST,WO,NOACCESS,READSAVE,FULLACCESS
N06,PLUSDORG,SETUP,NOACCESS,READONLY,FULLACCESS
N06,PLUSDASSET,ASSET,NOACCESS,READSAVE,FULLACCESS
N06,PLUSDRECPT,PURCHASE,NOACCESS,READONLY,FULLACCESS
N06,PLUSDACTVT,WO,NOACCESS,FULLACCESS,FULLACCESS
N06,PLUSDWOTRK,WO,NOACCESS,READSAVE,FULLACCESS
N06,PLUSDJOBPL,PLANS,NOACCESS,READSAVE,FULLACCESS
N06,PLUSGORG,SETUP,NOACCESS,READONLY,FULLACCESS
N06,PLUSGPRS,SETUP,NOACCESS,READSAVE,FULLACCESS
N06,PLUSGQUAL,SETUP,NOACCESS,READSAVE,FULLACCESS
N06,PLUSGASS,ASSET,NOACCESS,READSAVE,FULLACCESS
N06,PLUSGLPROF,ASSET,NOACCESS,READSAVE,FULLACCESS
N06,PLUSGLOC,ASSET,NOACCESS,READSAVE,FULLACCESS
N06,PLUSGIMP,PLUSGCHG,NOACCESS,READSAVE,FULLACCESS
N06,PLUSGMOC,PLUSGCHG,NOACCESS,READSAVE,FULLACCESS
N06,PLUSGMCR,PLUSGCHG,NOACCESS,READSAVE,FULLACCESS
N06,PLUSGITEM,INVENTOR,NOACCESS,READSAVE,FULLACCESS
N06,PLUSGBYP,PLUSGOP,NOACCESS,READSAVE,FULLACCESS
N06,PLUSGLOGBK,PLUSGOP,NOACCESS,READSAVE,FULLACCESS
N06,PLUSGPOL,PLUSGOP,NOACCESS,READSAVE,FULLACCESS
N06,PLUSGPROC,PLUSGOP,NOACCESS,READSAVE,FULLACCESS
N06,PLUSGOPACT,PLUSGOP,NOACCESS,READSAVE,FULLACCESS
N06,PLUSGLOG,PLUSGOP,NOACCESS,READSAVE,FULLACCESS
N06,PLUSGOPTSK,PLUSGOP,NOACCESS,FULLACCESS,FULLACCESS
N06,PLUSGRLOG,PLUSGOP,NOACCESS,READSAVE,FULLACCESS
N06,PLUSGAL,PLANS,NOACCESS,READONLY,FULLACCESS
N06,PLUSGBEN,PLANS,NOACCESS,READSAVE,FULLACCESS
N06,PLUSGCFW,PLANS,NOACCESS,READSAVE,FULLACCESS
N06,PLUSGHAZ,PLANS,NOACCESS,READONLY,FULLACCESS
N06,PLUSGISO,PLANS,NOACCESS,READSAVE,FULLACCESS
N06,PLUSGJP,PLANS,NOACCESS,READSAVE,FULLACCESS
N06,PLUSGTGLCK,PLANS,NOACCESS,READONLY,FULLACCESS
N06,PLUSGPCT,PLANS,NOACCESS,READSAVE,FULLACCESS
N06,PLUSGPTW,PLANS,NOACCESS,READSAVE,FULLACCESS
N06,PLUSGPREC,PLANS,NOACCESS,READONLY,FULLACCESS
N06,PLUSGRFW,PLANS,NOACCESS,READSAVE,FULLACCESS
N06,PLUSGREG,PLANS,NOACCESS,READSAVE,FULLACCESS
N06,PLUSGRSK,PLANS,NOACCESS,READSAVE,FULLACCESS
N06,PLUSGCON,PLANS,NOACCESS,READSAVE,FULLACCESS
N06,PLUSGROU,PLANS,NOACCESS,READONLY,FULLACCESS
N06,PLUSGSTAG,PLANS,NOACCESS,READSAVE,FULLACCESS
N06,PLUSGSTA,PLANS,NOACCESS,READSAVE,FULLACCESS
N06,PLUSGPM,PM,NOACCESS,READSAVE,FULLACCESS
N06,PLUSGPO,PURCHASE,NOACCESS,READSAVE,FULLACCESS
N06,PLUSGPR,PURCHASE,NOACCESS,READSAVE,FULLACCESS
N06,PLUSGAUDIT,PLUSGSD,NOACCESS,READSAVE,FULLACCESS
N06,PLUSGCERT,PLUSGSD,NOACCESS,READSAVE,FULLACCESS
N06,PLUSGDEF,PLUSGSD,NOACCESS,READSAVE,FULLACCESS
N06,PLUSGINC,PLUSGSD,NOACCESS,READSAVE,FULLACCESS
N06,PLUSGINV,PLUSGSD,NOACCESS,READSAVE,FULLACCESS
N06,PLUSGSR,PLUSGSD,NOACCESS,READSAVE,FULLACCESS
N06,PLUSGSOL,PLUSGSD,FULLACCESS,FULLACCESS,FULLACCESS
N06,PLUSGTKTMP,PLUSGSD,NOACCESS,READSAVE,FULLACCESS
N06,PLUSGCRINC,SSDR,FULLACCESS,FULLACCESS,FULLACCESS
N06,PLUSGVWINC,SSDR,FULLACCESS,FULLACCESS,FULLACCESS
N06,PLUSGACT,WO,NOACCESS,READSAVE,FULLACCESS
N06,PLUSGDRL,WO,NOACCESS,READSAVE,FULLACCESS
N06,PLUSGQRP,WO,NOACCESS,FULLACCESS,FULLACCESS
N06,PLUSGWO,WO,NOACCESS,FULLACCESS,FULLACCESS
N06,SCHOVAVAIL,SCHEDULER,NOACCESS,READONLY,FULLACCESS
N06,SCHEDMAX,SCHEDULER,NOACCESS,READONLY,FULLACCESS
N06,APPTBKMGR,SETUP,NOACCESS,READONLY,FULLACCESS
N06,TWCCFGMGR,SETUP,NOACCESS,READONLY,FULLACCESS
N06,APPTBOOK,SCHEDULER,NOACCESS,READONLY,FULLACCESS
N06,WEATHERADMIN,SETUP,NOACCESS,READONLY,FULLACCESS
N06,TZRULE,SETUP,NOACCESS,READONLY,FULLACCESS
N06,JSONMAP,INT,NOACCESS,READONLY,FULLACCESS
N06,NOTIF,INT,NOACCESS,READONLY,FULLACCESS
N06,INSPECTORSUP,PLANS,NOACCESS,READSAVE,FULLACCESS
N06,INSPECTOR,WO,NOACCESS,FULLACCESS,FULLACCESS
N06,TOKENLIC,SETUP,NOACCESS,READONLY,FULLACCESS
N06,DATASETDESIGNER,ANALYTICS,NOACCESS,READONLY,FULLACCESS
N06,BUSINESSANALYST,ANALYTICS,NOACCESS,NOACCESS,READONLY
N06,SELFSERVICE,SSDR,READONLY,READONLY,READONLY
N06,SUPERVISOR,WO,NOACCESS,FULLACCESS,FULLACCESS
N06,TECHNICIAN,WO,NOACCESS,READONLY,READONLY
N06,ADMINISTRATOR,SETUP,NOACCESS,READONLY,FULLACCESS
N06,MMIUI,UTIL,NOACCESS,READONLY,FULLACCESS
N06,MANAGEASSETS,ASSET,NOACCESS,READSAVE,FULLACCESS
N06,WCDESIGNER,UTIL,NOACCESS,READONLY,FULLACCESS
N06,INVENTORY,INVENTOR,NOACCESS,READSAVE,FULLACCESS
N06,BUDGET,FINANCIAL,NOACCESS,READONLY,FULLACCESS
N06,TENANTREG,SETUP,NOACCESS,READONLY,FULLACCESS
N06,RESLEVEL,PLANS,NOACCESS,READONLY,FULLACCESS
N06,DBINFO,SETUP,NOACCESS,READONLY,FULLACCESS
N06,SCHEDDM,SCHEDULER,NOACCESS,NOACCESS,FULLACCESS
N06,MAP,SETUP,NOACCESS,READONLY,FULLACCESS
N06,SCHTTMGR,SETUP,NOACCESS,READONLY,FULLACCESS
N06,PLUSACM,AVIATION,NOACCESS,READSAVE,FULLACCESS
N06,PLUSANEWAS,ASSET,NOACCESS,READSAVE,FULLACCESS
N06,PLUSATR,AVIATION,NOACCESS,READSAVE,FULLACCESS
N06,PLUSAASSET,ASSET,NOACCESS,READSAVE,FULLACCESS
N06,PLUSAMASPM,PM,NOACCESS,READONLY,FULLACCESS
N06,PLUSAORG,SETUP,NOACCESS,READONLY,FULLACCESS
N06,PLUSAPM,PM,NOACCESS,READSAVE,FULLACCESS
N06,PLUSAWO,WO,NOACCESS,FULLACCESS,FULLACCESS
N06,PLUSABITMA,AVIATION,NOACCESS,READSAVE,FULLACCESS
N06,PLUSACAPAB,PURCHASE,NOACCESS,READSAVE,FULLACCESS
N06,PLUSACMDVL,AVIATION,NOACCESS,READSAVE,FULLACCESS
N06,PLUSACMSER,AVIATION,NOACCESS,READSAVE,FULLACCESS
N06,PLUSACOMP,PURCHASE,NOACCESS,READSAVE,FULLACCESS
N06,PLUSAEVMNG,AVIATION,NOACCESS,READSAVE,FULLACCESS
N06,PLUSAINV,INVENTOR,NOACCESS,READSAVE,FULLACCESS
N06,PLUSAINVIS,INVENTOR,NOACCESS,READSAVE,FULLACCESS
N06,PLUSAITEM,INVENTOR,NOACCESS,READSAVE,FULLACCESS
N06,PLUSAJP,PLANS,NOACCESS,READSAVE,FULLACCESS
N06,PLUSAMNTFO,PM,NOACCESS,READSAVE,FULLACCESS
N06,PLUSAMNTPL,PM,NOACCESS,READSAVE,FULLACCESS
N06,PLUSANAREC,ASSET,NOACCESS,READSAVE,FULLACCESS
N06,PLUSAPO,PURCHASE,NOACCESS,READSAVE,FULLACCESS
N06,PLUSAPR,PURCHASE,NOACCESS,READSAVE,FULLACCESS
N06,PLUSARCPTS,PURCHASE,NOACCESS,READONLY,FULLACCESS
N06,PLUSARFQ,PURCHASE,NOACCESS,READSAVE,FULLACCESS
N06,PLUSASCGRP,SECURITY,NOACCESS,READSAVE,FULLACCESS
N06,PLUSACMATC,ASSET,NOACCESS,READSAVE,FULLACCESS
N06,PLUSACMATT,ASSET,NOACCESS,READSAVE,FULLACCESS
N06,PLUSACMFLE,AVIATION,NOACCESS,READSAVE,FULLACCESS
N06,PLUSAFLEUL,AVIATION,NOACCESS,READSAVE,FULLACCESS
N06,PLUSAPMGRP,PM,NOACCESS,READSAVE,FULLACCESS
N06,PLUSABDIQ,AVIATION,NOACCESS,READSAVE,FULLACCESS
N06,PLUSALOGBK,ASSET,NOACCESS,READSAVE,FULLACCESS
N06,PLUSACMPMS,PURCHASE,NOACCESS,READONLY,FULLACCESS
N06,FetchAll:,466,rows,fetched.,
N06,>,,,,
N08,KPI,SETUP,NOACCESS,READONLY,FULLACCESS
N08,KPITPL,SETUP,NOACCESS,READONLY,FULLACCESS
N08,LABOR,SETUP,NOACCESS,READSAVE,FULLACCESS
N08,MPMAN,SETUP,NOACCESS,READONLY,FULLACCESS
N08,MULTISITE,SETUP,NOACCESS,READONLY,FULLACCESS
N08,PERSON,SETUP,NOACCESS,READSAVE,FULLACCESS
N08,PERSONGR,SETUP,NOACCESS,READONLY,FULLACCESS
N08,QUAL,SETUP,NOACCESS,READSAVE,FULLACCESS
N08,RCNASTLINK,SETUP,NOACCESS,READONLY,FULLACCESS
N08,RCNASTRSLT,SETUP,NOACCESS,READONLY,FULLACCESS
N08,RCNCILINK,SETUP,NOACCESS,READONLY,FULLACCESS
N08,RCNCIRSLT,SETUP,NOACCESS,READONLY,FULLACCESS
N08,RCNCMPRULE,SETUP,NOACCESS,READONLY,FULLACCESS
N08,RCNLNKRULE,SETUP,NOACCESS,READONLY,FULLACCESS
N08,RCNTSKFLTR,SETUP,NOACCESS,READONLY,FULLACCESS
N08,RECONTASK,SETUP,NOACCESS,READONLY,FULLACCESS
N08,REPORT,SETUP,NOACCESS,READONLY,FULLACCESS
N08,RLADMIN,SETUP,NOACCESS,READONLY,FULLACCESS
N08,SETS,SETUP,NOACCESS,READONLY,FULLACCESS
