ENVIRONMENT,APPNAME,MODULE,SELFSERVICE,LIMITEDUSE,AUTHORIZEDUSE
BASE,PLUSSGISAD,SETUP,NOACCESS,READONLY,FULLACCESS
BASE,PLUSSASSET,ASSET,NOACCESS,READSAVE,FULLACCESS
BASE,PLUSSLOC,ASSET,NOACCESS,READSAVE,FULLACCESS
BASE,PLUSSORG,SETUP,NOACCESS,READONLY,FULLACCESS
BASE,PLUSSSR,SD,NOACCESS,READSAVE,FULLACCESS
BASE,PLUSSWOTRK,WO,NOACCESS,READSAVE,FULLACCESS
BASE,PLUSSSRVAD,SETUP,NOACCESS,READONLY,FULLACCESS
BASE,PLUSSMNGR,SETUP,NOACCESS,READONLY,FULLACCESS
BASE,MAPS,-,NOACCESS,READONLY,FULLACCESS
BASE,PLUSAMPD,PM,NOACCESS,READSAVE,FULLACCESS
BASE,PLUSAOMP,PM,NOACCESS,READSAVE,FULLACCESS
BASE,PLUSMRECPT,PURCHASE,NOACCESS,READONLY,FULLACCESS
BASE,PLUSMSHIP,INVENTOR,NOACCESS,READSAVE,FULLACCESS
BASE,PLUSMACASS,ASSET,NOACCESS,READSAVE,FULLACCESS
BASE,PLUSMEO,PLUSMEO,NOACCESS,READSAVE,FULLACCESS
BASE,PLUSMJBCAR,PLANS,NOACCESS,READSAVE,FULLACCESS
BASE,PLUSMMROLC,ASSET,NOACCESS,READSAVE,FULLACCESS
BASE,PLUSMMTCAR,PM,NOACCESS,READONLY,FULLACCESS
BASE,PLUSMTCARD,PM,NOACCESS,READSAVE,FULLACCESS
BASE,RELENGINEER,-,NOACCESS,NOACCESS,FULLACCESS
BASE,PLUSGAP,PLANS,NOACCESS,READSAVE,FULLACCESS
BASE,PLUSGCRF,SETUP,NOACCESS,READONLY,FULLACCESS
BASE,PLUSGLKBOX,PLANS,NOACCESS,READSAVE,FULLACCESS
BASE,PLUSGTRAIN,SETUP,NOACCESS,READSAVE,FULLACCESS
BASE,PLUSGTRAMOD,SETUP,NOACCESS,READONLY,FULLACCESS
BASE,GRESOURCE,SCHEDULER,NOACCESS,READONLY,FULLACCESS
BASE,GWORKASSIGN,SCHEDULER,NOACCESS,READONLY,FULLACCESS
BASE,PUSHNOTIFICATION,SETUP,NOACCESS,READONLY,FULLACCESS
BASE,PLUSTINVUS,INVENTOR,NOACCESS,READSAVE,FULLACCESS
BASE,PLUSTDTIMP,PLUSTDTIMP,NOACCESS,READONLY,FULLACCESS
BASE,PLUSTTLMCD,PLUSTDTIMP,NOACCESS,READONLY,FULLACCESS
BASE,PLUSTVEND,PLUSTDTIMP,NOACCESS,READONLY,FULLACCESS
BASE,PLUSTCONST,PLUSTCONST,NOACCESS,READSAVE,FULLACCESS
BASE,PLUSTCNTMP,PLUSTCONST,NOACCESS,READSAVE,FULLACCESS
BASE,GRPASSIGN,SCHEDULER,NOACCESS,READONLY,FULLACCESS
BASE,SCHEDULER,SCHEDULER,NOACCESS,READONLY,FULLACCESS
BASE,RLASSIGN,SCHEDULER,NOACCESS,READONLY,FULLACCESS
BASE,RLCAPACITY,SCHEDULER,NOACCESS,READONLY,FULLACCESS
BASE,PLUSDSPLAN,PLANS,NOACCESS,READONLY,FULLACCESS
BASE,LICTRACK,SETUP,NOACCESS,READONLY,FULLACCESS
BASE,ACTIONSCFG,-,NOACCESS,FULLACCESS,FULLACCESS
BASE,CHANGEPSWD,-,FULLACCESS,FULLACCESS,FULLACCESS
BASE,ECOMMADAPT,-,FULLACCESS,FULLACCESS,FULLACCESS
BASE,FACONFIG,-,FULLACCESS,FULLACCESS,FULLACCESS
BASE,FORGOTPSWD,-,FULLACCESS,FULLACCESS,FULLACCESS
BASE,INBXCONFIG,-,NOACCESS,FULLACCESS,FULLACCESS
BASE,KPIGCONFIG,-,NOACCESS,FULLACCESS,FULLACCESS
BASE,KPILCONFIG,-,NOACCESS,FULLACCESS,FULLACCESS
BASE,RSCONFIG,-,FULLACCESS,FULLACCESS,FULLACCESS
BASE,SCCONFIG,-,FULLACCESS,FULLACCESS,FULLACCESS
BASE,SELFREG,-,FULLACCESS,FULLACCESS,FULLACCESS
BASE,STARTCNTR,-,FULLACCESS,FULLACCESS,FULLACCESS
BASE,SCHSUPER,WO,NOACCESS,READONLY,FULLACCESS
BASE,TECHLITE,WO,NOACCESS,FULLACCESS,FULLACCESS
BASE,TECHPHONE,-,NOACCESS,FULLACCESS,FULLACCESS
BASE,TECHTABLET,WO,NOACCESS,FULLACCESS,FULLACCESS
BASE,REPLISTCFG,-,NOACCESS,FULLACCESS,FULLACCESS
BASE,JSONRES,INT,NOACCESS,READONLY,FULLACCESS
BASE,SCHEDACM,SCHEDULER,NOACCESS,READONLY,FULLACCESS
BASE,PLUSPASSET,ASSET,NOACCESS,READSAVE,FULLACCESS
BASE,PLUSPLOC,ASSET,NOACCESS,READSAVE,FULLACCESS
BASE,PLUSPCI,CI,NOACCESS,READONLY,FULLACCESS
BASE,PLUSPITEM,INVENTOR,NOACCESS,READSAVE,FULLACCESS
BASE,PLUSPSRVIT,INVENTOR,NOACCESS,READSAVE,FULLACCESS
BASE,PLUSPTOOL,INVENTOR,NOACCESS,READSAVE,FULLACCESS
BASE,PLUSPJP,PLANS,NOACCESS,READSAVE,FULLACCESS
BASE,PLUSPCOMP,PURCHASE,NOACCESS,READONLY,FULLACCESS
BASE,PLUSPCOMPM,PURCHASE,NOACCESS,READONLY,FULLACCESS
BASE,PLUSPSOLUT,SD,NOACCESS,READSAVE,FULLACCESS
BASE,PLUSPSR,SD,NOACCESS,READSAVE,FULLACCESS
BASE,PLUSPSECGR,SECURITY,NOACCESS,READONLY,FULLACCESS
BASE,PLUSPCLAS,SETUP,NOACCESS,READONLY,FULLACCESS
BASE,PLUSPBBRD,SETUP,FULLACCESS,FULLACCESS,FULLACCESS
BASE,PLUSPORG,SETUP,NOACCESS,READONLY,FULLACCESS
BASE,PLUSPPER,SETUP,NOACCESS,READSAVE,FULLACCESS
BASE,PLUSPVISR,SSDR,FULLACCESS,FULLACCESS,FULLACCESS
BASE,PLUSPDMADM,UTIL,NOACCESS,READONLY,FULLACCESS
BASE,PLUSPESC,UTIL,NOACCESS,READONLY,FULLACCESS
BASE,PLUSPACTVT,WO,NOACCESS,FULLACCESS,FULLACCESS
BASE,PLUSPWO,WO,NOACCESS,FULLACCESS,FULLACCESS
BASE,PLUSPPBILL,PLUSPSP,NOACCESS,READONLY,FULLACCESS
BASE,PLUSPAGREE,PLUSPSP,NOACCESS,READONLY,FULLACCESS
BASE,PLUSPBILL,PLUSPSP,NOACCESS,READONLY,FULLACCESS
BASE,PLUSPCUSOB,SECURITY,NOACCESS,READONLY,FULLACCESS
BASE,PLUSPCUST,PLUSPSP,NOACCESS,READONLY,FULLACCESS
BASE,PLUSPPBOOK,INVENTOR,NOACCESS,READONLY,FULLACCESS
BASE,PLUSPRESP,SLA,NOACCESS,READONLY,FULLACCESS
BASE,PLUSPSO,PLUSPSP,NOACCESS,READONLY,FULLACCESS
BASE,PLUSPSLABR,SLA,NOACCESS,READONLY,FULLACCESS
BASE,AWADMIN,SETUP,NOACCESS,READONLY,FULLACCESS
BASE,BIMPROJECT,-,NOACCESS,READONLY,FULLACCESS
BASE,BIMMODELS,-,NOACCESS,READONLY,FULLACCESS
BASE,PRODUCT,-,NOACCESS,READONLY,FULLACCESS
BASE,DESIGNSPEC,-,NOACCESS,READONLY,FULLACCESS
BASE,PLUSDCONTP,CONTRACT,NOACCESS,READSAVE,FULLACCESS
BASE,PLUSDCULIB,PLANS,NOACCESS,READSAVE,FULLACCESS
BASE,PLUSDCUEST,WO,NOACCESS,READSAVE,FULLACCESS
BASE,PLUSDORG,SETUP,NOACCESS,READONLY,FULLACCESS
BASE,PLUSDASSET,ASSET,NOACCESS,READSAVE,FULLACCESS
BASE,PLUSDRECPT,PURCHASE,NOACCESS,READONLY,FULLACCESS
BASE,PLUSDACTVT,WO,NOACCESS,FULLACCESS,FULLACCESS
BASE,PLUSDWOTRK,WO,NOACCESS,READSAVE,FULLACCESS
BASE,PLUSDJOBPL,PLANS,NOACCESS,READSAVE,FULLACCESS
BASE,PLUSGORG,SETUP,NOACCESS,READONLY,FULLACCESS
BASE,PLUSGPRS,SETUP,NOACCESS,READSAVE,FULLACCESS
BASE,PLUSGQUAL,SETUP,NOACCESS,READSAVE,FULLACCESS
BASE,PLUSGASS,ASSET,NOACCESS,READSAVE,FULLACCESS
BASE,PLUSGLPROF,ASSET,NOACCESS,READSAVE,FULLACCESS
BASE,PLUSGLOC,ASSET,NOACCESS,READSAVE,FULLACCESS
BASE,PLUSGIMP,PLUSGCHG,NOACCESS,READSAVE,FULLACCESS
BASE,PLUSGMOC,PLUSGCHG,NOACCESS,READSAVE,FULLACCESS
BASE,PLUSGMCR,PLUSGCHG,NOACCESS,READSAVE,FULLACCESS
BASE,PLUSGITEM,INVENTOR,NOACCESS,READSAVE,FULLACCESS
BASE,PLUSGBYP,PLUSGOP,NOACCESS,READSAVE,FULLACCESS
BASE,PLUSGLOGBK,PLUSGOP,NOACCESS,READSAVE,FULLACCESS
BASE,PLUSGPOL,PLUSGOP,NOACCESS,READSAVE,FULLACCESS
BASE,PLUSGPROC,PLUSGOP,NOACCESS,READSAVE,FULLACCESS
BASE,PLUSGOPACT,PLUSGOP,NOACCESS,READSAVE,FULLACCESS
BASE,PLUSGLOG,PLUSGOP,NOACCESS,READSAVE,FULLACCESS
BASE,PLUSGOPTSK,PLUSGOP,NOACCESS,FULLACCESS,FULLACCESS
BASE,PLUSGRLOG,PLUSGOP,NOACCESS,READSAVE,FULLACCESS
BASE,PLUSGAL,PLANS,NOACCESS,READONLY,FULLACCESS
BASE,FetchAll:,466,rows,fetched.,
BASE,>,,,,
HTQ,PLUSTTLMCD,PLUSTDTIMP,NOACCESS,READONLY,FULLACCESS
HTQ,PLUSTVEND,PLUSTDTIMP,NOACCESS,READONLY,FULLACCESS
HTQ,PLUSTCONST,PLUSTCONST,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSTCNTMP,PLUSTCONST,NOACCESS,READSAVE,FULLACCESS
HTQ,GRPASSIGN,SCHEDULER,NOACCESS,READONLY,FULLACCESS
HTQ,SCHEDULER,SCHEDULER,NOACCESS,READONLY,FULLACCESS
HTQ,RLASSIGN,SCHEDULER,NOACCESS,READONLY,FULLACCESS
HTQ,RLCAPACITY,SCHEDULER,NOACCESS,READONLY,FULLACCESS
HTQ,PLUSDSPLAN,PLANS,NOACCESS,READONLY,FULLACCESS
HTQ,LICTRACK,SETUP,NOACCESS,READONLY,FULLACCESS
HTQ,ACTIONSCFG,-,NOACCESS,FULLACCESS,FULLACCESS
HTQ,CHANGEPSWD,-,FULLACCESS,FULLACCESS,FULLACCESS
HTQ,ECOMMADAPT,-,FULLACCESS,FULLACCESS,FULLACCESS
HTQ,FACONFIG,-,FULLACCESS,FULLACCESS,FULLACCESS
HTQ,FORGOTPSWD,-,FULLACCESS,FULLACCESS,FULLACCESS
HTQ,INBXCONFIG,-,NOACCESS,FULLACCESS,FULLACCESS
HTQ,KPIGCONFIG,-,NOACCESS,FULLACCESS,FULLACCESS
HTQ,KPILCONFIG,-,NOACCESS,FULLACCESS,FULLACCESS
HTQ,RSCONFIG,-,FULLACCESS,FULLACCESS,FULLACCESS
HTQ,SCCONFIG,-,FULLACCESS,FULLACCESS,FULLACCESS
HTQ,SELFREG,-,FULLACCESS,FULLACCESS,FULLACCESS
HTQ,STARTCNTR,-,FULLACCESS,FULLACCESS,FULLACCESS
HTQ,SCHSUPER,WO,NOACCESS,READONLY,FULLACCESS
HTQ,TECHLITE,WO,NOACCESS,FULLACCESS,FULLACCESS
HTQ,TECHPHONE,-,NOACCESS,FULLACCESS,FULLACCESS
HTQ,TECHTABLET,WO,NOACCESS,FULLACCESS,FULLACCESS
HTQ,REPLISTCFG,-,NOACCESS,FULLACCESS,FULLACCESS
HTQ,JSONRES,INT,NOACCESS,READONLY,FULLACCESS
HTQ,SCHEDACM,SCHEDULER,NOACCESS,READONLY,FULLACCESS
HTQ,PLUSPASSET,ASSET,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSPLOC,ASSET,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSPCI,CI,NOACCESS,READONLY,FULLACCESS
HTQ,PLUSPITEM,INVENTOR,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSPSRVIT,INVENTOR,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSPTOOL,INVENTOR,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSPJP,PLANS,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSPCOMP,PURCHASE,NOACCESS,READONLY,FULLACCESS
HTQ,PLUSPCOMPM,PURCHASE,NOACCESS,READONLY,FULLACCESS
HTQ,PLUSPSOLUT,SD,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSPSR,SD,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSPSECGR,SECURITY,NOACCESS,READONLY,FULLACCESS
HTQ,PLUSPCLAS,SETUP,NOACCESS,READONLY,FULLACCESS
HTQ,PLUSPBBRD,SETUP,FULLACCESS,FULLACCESS,FULLACCESS
HTQ,PLUSPORG,SETUP,NOACCESS,READONLY,FULLACCESS
HTQ,PLUSPPER,SETUP,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSPVISR,SSDR,FULLACCESS,FULLACCESS,FULLACCESS
HTQ,PLUSPDMADM,UTIL,NOACCESS,READONLY,FULLACCESS
HTQ,PLUSPESC,UTIL,NOACCESS,READONLY,FULLACCESS
HTQ,PLUSPACTVT,WO,NOACCESS,FULLACCESS,FULLACCESS
HTQ,PLUSPWO,WO,NOACCESS,FULLACCESS,FULLACCESS
HTQ,PLUSPPBILL,PLUSPSP,NOACCESS,READONLY,FULLACCESS
HTQ,PLUSPAGREE,PLUSPSP,NOACCESS,READONLY,FULLACCESS
HTQ,PLUSPBILL,PLUSPSP,NOACCESS,READONLY,FULLACCESS
HTQ,PLUSPCUSOB,SECURITY,NOACCESS,READONLY,FULLACCESS
HTQ,PLUSPCUST,PLUSPSP,NOACCESS,READONLY,FULLACCESS
HTQ,PLUSPPBOOK,INVENTOR,NOACCESS,READONLY,FULLACCESS
HTQ,PLUSPRESP,SLA,NOACCESS,READONLY,FULLACCESS
HTQ,PLUSPSO,PLUSPSP,NOACCESS,READONLY,FULLACCESS
HTQ,PLUSPSLABR,SLA,NOACCESS,READONLY,FULLACCESS
HTQ,AWADMIN,SETUP,NOACCESS,READONLY,FULLACCESS
HTQ,BIMPROJECT,-,NOACCESS,READONLY,FULLACCESS
HTQ,BIMMODELS,-,NOACCESS,READONLY,FULLACCESS
HTQ,PRODUCT,-,NOACCESS,READONLY,FULLACCESS
HTQ,DESIGNSPEC,-,NOACCESS,READONLY,FULLACCESS
HTQ,PLUSDCONTP,CONTRACT,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSDCULIB,PLANS,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSDCUEST,WO,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSDORG,SETUP,NOACCESS,READONLY,FULLACCESS
HTQ,PLUSDASSET,ASSET,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSDRECPT,PURCHASE,NOACCESS,READONLY,FULLACCESS
HTQ,PLUSDACTVT,WO,NOACCESS,FULLACCESS,FULLACCESS
HTQ,PLUSDWOTRK,WO,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSDJOBPL,PLANS,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSGORG,SETUP,NOACCESS,READONLY,FULLACCESS
HTQ,PLUSGPRS,SETUP,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSGQUAL,SETUP,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSGASS,ASSET,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSGLPROF,ASSET,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSGLOC,ASSET,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSGIMP,PLUSGCHG,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSGMOC,PLUSGCHG,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSGMCR,PLUSGCHG,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSGITEM,INVENTOR,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSGBYP,PLUSGOP,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSGLOGBK,PLUSGOP,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSGPOL,PLUSGOP,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSGPROC,PLUSGOP,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSGOPACT,PLUSGOP,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSGLOG,PLUSGOP,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSGOPTSK,PLUSGOP,NOACCESS,FULLACCESS,FULLACCESS
HTQ,PLUSGRLOG,PLUSGOP,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSGAL,PLANS,NOACCESS,READONLY,FULLACCESS
HTQ,PLUSGBEN,PLANS,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSGCFW,PLANS,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSGHAZ,PLANS,NOACCESS,READONLY,FULLACCESS
HTQ,PLUSGISO,PLANS,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSGJP,PLANS,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSGTGLCK,PLANS,NOACCESS,READONLY,FULLACCESS
HTQ,PLUSGPCT,PLANS,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSGPTW,PLANS,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSGPREC,PLANS,NOACCESS,READONLY,FULLACCESS
HTQ,PLUSGRFW,PLANS,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSGREG,PLANS,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSGRSK,PLANS,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSGCON,PLANS,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSGROU,PLANS,NOACCESS,READONLY,FULLACCESS
HTQ,PLUSGSTAG,PLANS,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSGSTA,PLANS,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSGPM,PM,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSGPO,PURCHASE,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSGPR,PURCHASE,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSGAUDIT,PLUSGSD,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSGCERT,PLUSGSD,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSGDEF,PLUSGSD,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSGINC,PLUSGSD,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSGINV,PLUSGSD,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSGSR,PLUSGSD,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSGSOL,PLUSGSD,FULLACCESS,FULLACCESS,FULLACCESS
HTQ,PLUSGTKTMP,PLUSGSD,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSGCRINC,SSDR,FULLACCESS,FULLACCESS,FULLACCESS
HTQ,PLUSGVWINC,SSDR,FULLACCESS,FULLACCESS,FULLACCESS
HTQ,PLUSGACT,WO,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSGDRL,WO,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSGQRP,WO,NOACCESS,FULLACCESS,FULLACCESS
HTQ,PLUSGWO,WO,NOACCESS,FULLACCESS,FULLACCESS
HTQ,COGNOSHOME,ANALYTICS,NOACCESS,READONLY,FULLACCESS
HTQ,KPIVIEWER,ANALYTICS,NOACCESS,FULLACCESS,FULLACCESS
HTQ,RPTOUTPUT,ANALYTICS,READONLY,FULLACCESS,FULLACCESS
HTQ,ASSET,ASSET,NOACCESS,READSAVE,FULLACCESS
HTQ,COND,ASSET,NOACCESS,READONLY,FULLACCESS
HTQ,DPLDASSET,ASSET,NOACCESS,NOACCESS,NOACCESS
HTQ,FAILURE,ASSET,NOACCESS,READONLY,FULLACCESS
HTQ,FEATURE,ASSET,NOACCESS,READSAVE,FULLACCESS
HTQ,LOCATION,ASSET,NOACCESS,READSAVE,FULLACCESS
HTQ,METER,ASSET,NOACCESS,READONLY,FULLACCESS
HTQ,METERGRP,ASSET,NOACCESS,READONLY,FULLACCESS
HTQ,NDASSET,ASSET,NOACCESS,NOACCESS,NOACCESS
HTQ,NPASSET,ASSET,NOACCESS,NOACCESS,NOACCESS
HTQ,PLUSCTMPLT,ASSET,NOACCESS,READSAVE,FULLACCESS
HTQ,RELATION,ASSET,NOACCESS,READONLY,FULLACCESS
HTQ,SFWLICVIEW,ASSET,NOACCESS,NOACCESS,NOACCESS
HTQ,ACTIVITY,WO,NOACCESS,FULLACCESS,FULLACCESS
HTQ,CHANGE,CHANGE,NOACCESS,FULLACCESS,FULLACCESS
HTQ,ACTUALCI,CI,NOACCESS,READSAVE,FULLACCESS
HTQ,CI,CI,NOACCESS,READONLY,FULLACCESS
HTQ,COLLECTION,CI,NOACCESS,READONLY,FULLACCESS
HTQ,CONTLABOR,CONTRACT,NOACCESS,READSAVE,FULLACCESS
HTQ,CONTLEASE,CONTRACT,NOACCESS,READSAVE,FULLACCESS
HTQ,CONTMASTER,CONTRACT,NOACCESS,READSAVE,FULLACCESS
HTQ,CONTPURCH,CONTRACT,NOACCESS,READSAVE,FULLACCESS
HTQ,CONTSFW,CONTRACT,NOACCESS,NOACCESS,NOACCESS
HTQ,CONTWARRTY,CONTRACT,NOACCESS,READSAVE,FULLACCESS
HTQ,CHRTACCT,FINANCIAL,NOACCESS,READONLY,FULLACCESS
HTQ,CURRENCY,FINANCIAL,NOACCESS,READONLY,FULLACCESS
HTQ,EXCHANGE,FINANCIAL,NOACCESS,READONLY,FULLACCESS
HTQ,FINCNTRL,FINANCIAL,NOACCESS,READONLY,FULLACCESS
HTQ,CREATEINT,INT,NOACCESS,READONLY,FULLACCESS
HTQ,ENDPOINT,INT,NOACCESS,READONLY,FULLACCESS
HTQ,EXTSYSTEM,INT,NOACCESS,READONLY,FULLACCESS
HTQ,IM,INT,NOACCESS,READONLY,FULLACCESS
HTQ,INTERROR,INT,NOACCESS,READONLY,FULLACCESS
HTQ,INTMSGTRK,INT,NOACCESS,READONLY,FULLACCESS
HTQ,INTOBJECT,INT,NOACCESS,READONLY,FULLACCESS
HTQ,INTSRV,INT,NOACCESS,READONLY,FULLACCESS
HTQ,INVOKE,INT,NOACCESS,READONLY,FULLACCESS
HTQ,LAUNCH,INT,NOACCESS,READONLY,FULLACCESS
HTQ,LMO,INT,NOACCESS,READONLY,FULLACCESS
HTQ,MANAGEINT,INT,NOACCESS,READONLY,FULLACCESS
HTQ,OSLCPROV,INT,NOACCESS,READONLY,FULLACCESS
HTQ,OSLCRES,INT,NOACCESS,READONLY,FULLACCESS
HTQ,PUBLISH,INT,NOACCESS,READONLY,FULLACCESS
HTQ,WSREGISTRY,INT,NOACCESS,READONLY,FULLACCESS
HTQ,CONDCODE,INVENTOR,NOACCESS,READSAVE,FULLACCESS
HTQ,INVENTOR,INVENTOR,NOACCESS,READSAVE,FULLACCESS
HTQ,INVISSUE,INVENTOR,NOACCESS,READSAVE,FULLACCESS
HTQ,INVUSAGE,INVENTOR,NOACCESS,READSAVE,FULLACCESS
HTQ,ITEM,INVENTOR,NOACCESS,READSAVE,FULLACCESS
HTQ,SHIPREC,INVENTOR,NOACCESS,READONLY,FULLACCESS
HTQ,SRVITEM,INVENTOR,NOACCESS,READSAVE,FULLACCESS
HTQ,STOREROOM,INVENTOR,NOACCESS,READONLY,FULLACCESS
HTQ,TOOL,INVENTOR,NOACCESS,READSAVE,FULLACCESS
HTQ,TOOLINV,INVENTOR,NOACCESS,READSAVE,FULLACCESS
HTQ,HAZARDS,PLANS,NOACCESS,READONLY,FULLACCESS
HTQ,JOBPLAN,PLANS,NOACCESS,READSAVE,FULLACCESS
HTQ,PRECAUTN,PLANS,NOACCESS,READONLY,FULLACCESS
HTQ,ROUTES,PLANS,NOACCESS,READONLY,FULLACCESS
HTQ,SAFEPLAN,PLANS,NOACCESS,READONLY,FULLACCESS
HTQ,TAGLOCKS,PLANS,NOACCESS,READONLY,FULLACCESS
HTQ,MASTERPM,PM,NOACCESS,READONLY,FULLACCESS
HTQ,PM,PM,NOACCESS,READSAVE,FULLACCESS
HTQ,COMPANY,PURCHASE,NOACCESS,READONLY,FULLACCESS
HTQ,COMPMASTER,PURCHASE,NOACCESS,READONLY,FULLACCESS
HTQ,INVOICE,PURCHASE,NOACCESS,READSAVE,FULLACCESS
HTQ,PO,PURCHASE,NOACCESS,READSAVE,FULLACCESS
HTQ,PR,PURCHASE,NOACCESS,READSAVE,FULLACCESS
HTQ,RECEIPTS,PURCHASE,NOACCESS,READONLY,FULLACCESS
HTQ,RFQ,PURCHASE,NOACCESS,READSAVE,FULLACCESS
HTQ,TERMCOND,PURCHASE,NOACCESS,READONLY,FULLACCESS
HTQ,RELEASE,RELEASE,NOACCESS,FULLACCESS,FULLACCESS
HTQ,INCIDENT,SD,NOACCESS,READSAVE,FULLACCESS
HTQ,PROBLEM,SD,NOACCESS,READSAVE,FULLACCESS
HTQ,SOLUTION,SD,NOACCESS,READSAVE,FULLACCESS
HTQ,SR,SD,NOACCESS,READSAVE,FULLACCESS
HTQ,TKTEMPLATE,SD,NOACCESS,READSAVE,FULLACCESS
HTQ,SECURGROUP,SECURITY,NOACCESS,READONLY,FULLACCESS
HTQ,USER,SECURITY,NOACCESS,READSAVE,FULLACCESS
HTQ,AMCREW,SETUP,NOACCESS,READONLY,FULLACCESS
HTQ,AMCREWT,SETUP,NOACCESS,READONLY,FULLACCESS
HTQ,ASSETCAT,SETUP,NOACCESS,READONLY,FULLACCESS
HTQ,BBOARD,SETUP,FULLACCESS,FULLACCESS,FULLACCESS
HTQ,CALENDR,SETUP,NOACCESS,READONLY,FULLACCESS
HTQ,CGRPASSIGN,SCHEDULER,NOACCESS,READONLY,FULLACCESS
HTQ,CITYPE,SETUP,NOACCESS,READSAVE,FULLACCESS
HTQ,CONDEXPMGR,SETUP,NOACCESS,READSAVE,FULLACCESS
HTQ,CRAFT,SETUP,NOACCESS,READONLY,FULLACCESS
HTQ,DPAMADPT,SETUP,NOACCESS,READONLY,FULLACCESS
HTQ,DPAMMANU,SETUP,NOACCESS,READONLY,FULLACCESS
HTQ,DPAMOS,SETUP,NOACCESS,READONLY,FULLACCESS
HTQ,DPAMPROC,SETUP,NOACCESS,READONLY,FULLACCESS
HTQ,DPAMSW,SETUP,NOACCESS,READONLY,FULLACCESS
HTQ,DPAMSWS,SETUP,NOACCESS,READONLY,FULLACCESS
HTQ,DPAMSWUSG,SETUP,NOACCESS,READONLY,FULLACCESS
HTQ,KPI,SETUP,NOACCESS,READONLY,FULLACCESS
HTQ,KPITPL,SETUP,NOACCESS,READONLY,FULLACCESS
HTQ,LABOR,SETUP,NOACCESS,READSAVE,FULLACCESS
HTQ,MPMAN,SETUP,NOACCESS,READONLY,FULLACCESS
HTQ,MULTISITE,SETUP,NOACCESS,READONLY,FULLACCESS
HTQ,PERSON,SETUP,NOACCESS,READSAVE,FULLACCESS
HTQ,PERSONGR,SETUP,NOACCESS,READONLY,FULLACCESS
HTQ,QUAL,SETUP,NOACCESS,READSAVE,FULLACCESS
HTQ,RCNASTLINK,SETUP,NOACCESS,READONLY,FULLACCESS
