ENV_DB,USERID,PERSONID,LOGINID,STATUS,TYPE,LICENSENUM,ISLATEST,ISUNLICUSER,ISSELFSERVICEUSER
HTQ,ERIKVANNOUHUYS,,,,,O&G_LIMITED,0,0,0
HTQ,ELENILDOBRITTO,,,,,O&G_LIMITED,0,0,0
HTQ,GUILHERMEFSILVA,,,,,O&G_LIMITED,0,0,0
HTQ,FLAVIOFIALHO,FLAVIOFIALHO,flaviofialho,INACTIVE,TYPE 3,O&G_AUTHORIZED,0,0,0
HTQ,ALINEAMANCIO,,,,,O&G_LIMITED,0,0,0
HTQ,RODRIGOGOES,,,,,O&G_LIMITED,0,0,0
HTQ,VANESSAPESSANHA,,,,,O&G_LIMITED,0,0,0
HTQ,ASANTANA,,,,,O&G_LIMITED,0,0,0
HTQ,HELCIOYASSUO,,,,,O&G_LIMITED,0,0,0
HTQ,RAFAELHORTA,,,,,O&G_LIMITED,0,0,0
HTQ,ANDREJKUEHN,ANDREJKUEHN,andrejkuehn,INACTIVE,TYPE 1,O&G_LIMITED,0,0,0
HTQ,RODRIGOVELLASCO,,,,,O&G_AUTHORIZED,0,0,0
HTQ,ISAACOLIVEIRA,,,,,O&G_AUTHORIZED,0,0,0
HTQ,RAFAELAUAD,RAFAELAUAD,rafaelauad,INACTIVE,TYPE 1,O&G_LIMITED,0,0,0
HTQ,JOSESILVA,JOSESILVA,josesilva,ACTIVE,TYPE 1,O&G_LIMITED,0,0,0
HTQ,MARCELLOQUEIROZ,,,,,-,0,1,0
HTQ,LISTESIVICA,,,,,-,0,1,0
HTQ,PARTHUR,,,,,-,0,1,0
HTQ,RODRIGOSOUZA,,,,,-,0,1,0
HTQ,MARCOSMAUMESSO,MARCOSMAUMESSO,marcosmaumesso,INACTIVE,TYPE 1,-,0,1,0
HTQ,MAUROSILVA,,,,,-,0,1,0
HTQ,NICOLESILVEIRA,,,,,-,0,1,0
HTQ,FELIPEBASDONI,,,,,-,0,1,0
HTQ,CYANO,,,,,-,0,1,0
HTQ,FERNANDOSANTOS,,,,,-,0,1,0
HTQ,ROBERTOSILVA,,,,,-,0,1,0
HTQ,USERTESTE4,,,,,-,0,1,0
HTQ,CARLOSALVARENGA,,,,,-,0,1,0
HTQ,GABRIELALINO,GABRIELALINO,gabrielalino,ACTIVE,TYPE 1,O&G_AUTHORIZED,0,0,0
HTQ,LEONARDOVARGAS,,,,,O&G_LIMITED,0,0,0
HTQ,MICHELABIFADEL,MICHELABIFADEL,michelabifadel,INACTIVE,TYPE 1,O&G_LIMITED,0,0,0
HTQ,ANDREDIAS,,,,,O&G_LIMITED,0,0,0
HTQ,PIETERWALT,,,,,O&G_LIMITED,0,0,0
HTQ,WALDENIRFIGUEIRA,WALDENIRFIGUEIRA,waldenirfigueira,INACTIVE,TYPE 1,-,0,1,0
HTQ,IURICAMPOS,,,,,O&G_LIMITED,0,0,0
HTQ,AUGUSTOPEREIRA,,,,,O&G_LIMITED,0,0,0
HTQ,HELPDESK,HELPDESK,helpdesk,ACTIVE,TYPE 4,O&G_LIMITED,0,0,0
HTQ,RENATOVILLELA,,,,,O&G_LIMITED,0,0,0
HTQ,MURILOBRAZ,,,,,-,0,1,0
HTQ,ELENILDOBRITTO,,,,,O&G_LIMITED,0,0,0
HTQ,MARCOSMAUMESSO,MARCOSMAUMESSO,marcosmaumesso,INACTIVE,TYPE 1,-,0,1,0
HTQ,BRUNOJESUS,,,,,O&G_LIMITED,0,0,0
HTQ,ARLANFERREIRA,,,,,O&G_LIMITED,0,0,0
HTQ,RAFAELABREU,,,,,O&G_LIMITED,0,0,0
HTQ,RICARDOFABRI,,,,,O&G_LIMITED,0,0,0
HTQ,LUISAUGUSTO,,,,,O&G_LIMITED,0,0,0
HTQ,EDIMARFERREIRA,,,,,O&G_LIMITED,0,0,0
HTQ,EVERALDOLEAL,,,,,O&G_LIMITED,0,0,0
HTQ,EDUARDOBEZERRA,,,,,O&G_LIMITED,0,0,0
HTQ,EDWINVILLAGARAY,EDWINVILLAGARAY,edwinvillagaray,INACTIVE,TYPE 1,O&G_LIMITED,0,0,0
HTQ,VITORMONTEIRO,VITORMONTEIRO,vitormonteiro,ACTIVE,TYPE 1,O&G_LIMITED,0,0,0
HTQ,JURANDIRJUNIOR,,,,,O&G_LIMITED,0,0,0
HTQ,DAYANESOUZA,,,,,O&G_LIMITED,0,0,0
HTQ,NACIBHADDAD,NACIBHADDAD,nacibhaddad,INACTIVE,TYPE 1,O&G_LIMITED,0,0,0
HTQ,AUGUSTOAMORIM,,,,,O&G_LIMITED,0,0,0
HTQ,ANDERSONPAES,,,,,O&G_LIMITED,0,0,0
HTQ,NILDACUNHA,,,,,O&G_LIMITED,0,0,0
HTQ,ANDERSONARAUJO,ANDERSONARAUJO,andersonaraujo,ACTIVE,TYPE 1,-,0,1,0
HTQ,FELIPEPINTO,,,,,-,0,1,0
HTQ,JOAILTONBUENO,,,,,-,0,1,0
HTQ,MAZENELNAWASRA,MAZENELNAWASRA,mazenelnawasra,INACTIVE,TYPE 1,-,0,1,0
HTQ,RODRIGOMETZ,,,,,-,0,1,0
HTQ,LUISAUGUSTO,,,,,-,0,1,0
HTQ,ERIKVANNOUHUYS,,,,,-,0,1,0
HTQ,WALDEIRSILVA,,,,,-,0,1,0
HTQ,FELIPEBASDONI,,,,,-,0,1,0
HTQ,BRUNOMARINS,,,,,-,0,1,0
HTQ,EUCIRLEICARVALHO,,,,,-,0,1,0
HTQ,FLAVIOPEREIRA,,,,,-,0,1,0
HTQ,GUSTAVOANDRADE,,,,,-,0,1,0
HTQ,RAFAELMAIA,RAFAELMAIA,rafaelmaia,ACTIVE,TYPE 1,-,0,1,0
HTQ,ALEXANDRECARVALHO,,,,,-,0,1,0
HTQ,WILLAMISSILVA,,,,,-,0,1,0
HTQ,JARBASARAUJO,,,,,-,0,1,0
HTQ,VINICIUSMAUES,,,,,-,0,1,0
HTQ,SERGIORAMALHO,,,,,-,0,1,0
HTQ,LEONARDOMOREIRA,LEONARDOMOREIRA,leonardomoreira,ACTIVE,TYPE 5,-,0,1,0
HTQ,FELIPPEGABRIEL,,,,,-,0,1,0
HTQ,GEORGEMEDEIROS,GEORGEMEDEIROS,georgemedeiros,ACTIVE,TYPE 1,-,0,1,0
HTQ,ANDERSONPAES,,,,,-,0,1,0
HTQ,REBECABRETAS,,,,,-,0,1,0
HTQ,HELIORUBEM,,,,,-,0,1,0
HTQ,DIEGOVALENTE,,,,,-,0,1,0
HTQ,FABBIOLEITE,,,,,-,0,1,0
HTQ,VINICIUSSOUZA,,,,,-,0,1,0
HTQ,ANDERSONGUIMARAES,ANDERSONGUIMARAES,andersonguimaraes,ACTIVE,TYPE 1,-,0,1,0
HTQ,ANGELASAVI,,,,,-,0,1,0
HTQ,BRUNOROSA,,,,,-,0,1,0
HTQ,MARKUSSILVA,,,,,-,0,1,0
HTQ,RODRIGOCUSANDEI,,,,,-,0,1,0
HTQ,VANIASANTOS,,,,,-,0,1,0
HTQ,FLAVIOFIALHO,FLAVIOFIALHO,flaviofialho,INACTIVE,TYPE 3,-,0,1,0
HTQ,RENANCARVALHO,,,,,O&G_LIMITED,0,0,0
HTQ,LEOSANDOVAL,,,,,O&G_LIMITED,0,0,0
HTQ,STEVEWENTWORTH,,,,,O&G_LIMITED,0,0,0
HTQ,FLAVIOLEMOS,,,,,O&G_LIMITED,0,0,0
HTQ,RODRIGOSOUZA,,,,,O&G_LIMITED,0,0,0
HTQ,RAFAELPASCOAL,,,,,O&G_LIMITED,0,0,0
HTQ,ROGERIOGOMES,ROGERIOGOMES,rogeriogomes,INACTIVE,TYPE 1,O&G_AUTHORIZED,0,0,0
HTQ,EMANUELLYBARRETO,,,,,O&G_LIMITED,0,0,0
HTQ,FERNANDOFARIAS,,,,,O&G_LIMITED,0,0,0
HTQ,LEONARDOFRANCISCO,,,,,O&G_LIMITED,0,0,0
HTQ,GILSONLOUREIRO,,,,,O&G_LIMITED,0,0,0
HTQ,PAULOPENNA,,,,,O&G_LIMITED,0,0,0
HTQ,ANDERSONARAUJO,ANDERSONARAUJO,andersonaraujo,ACTIVE,TYPE 1,O&G_LIMITED,0,0,0
HTQ,WENDELLLINHARES,,,,,O&G_LIMITED,0,0,0
HTQ,JOCELLERANGEL,,,,,O&G_LIMITED,0,0,0
HTQ,MARLONSANTOS,,,,,O&G_LIMITED,0,0,0
HTQ,MARCELLOQUEIROZ,,,,,O&G_LIMITED,0,0,0
HTQ,VICTORBARBOSA,,,,,O&G_LIMITED,0,0,0
HTQ,ALEXANDREBONAVITA,ALEXANDREBONAVITA,alexandrebonavita,INACTIVE,TYPE 1,O&G_LIMITED,0,0,0
HTQ,DIEGOROCHA,,,,,O&G_LIMITED,0,0,0
HTQ,HASSLERLEAL,HASSLERLEAL,hasslerleal,INACTIVE,TYPE 3,-,0,1,0
HTQ,EMANUELLYBARRETO,,,,,-,0,1,0
HTQ,PETRONIOJUNIOR,,,,,O&G_LIMITED,0,0,0
HTQ,FABIOOLIVIEIRA,,,,,O&G_LIMITED,0,0,0
HTQ,MAICOOLIVEIRA,,,,,O&G_LIMITED,0,0,0
HTQ,MARLONTEIXEIRA,,,,,O&G_LIMITED,0,0,0
HTQ,IARLENKLEIN,,,,,O&G_LIMITED,0,0,0
HTQ,LEONARDORIBEIRO,,,,,O&G_LIMITED,0,0,0
HTQ,GABRIELALINO,GABRIELALINO,gabrielalino,ACTIVE,TYPE 1,O&G_LIMITED,0,0,0
HTQ,EMANUELLYBARRETO,,,,,-,0,1,0
HTQ,HELIORUBEM,,,,,O&G_LIMITED,0,0,0
HTQ,EVERALDOLEAL,,,,,O&G_LIMITED,0,0,0
HTQ,RAPHAELNFILHO,,,,,-,0,1,0
HTQ,FELIPERIBEIRO,FELIPERIBEIRO,feliperibeiro,INACTIVE,TYPE 4,-,0,1,0
HTQ,ADRIANOCALIXTO,ADRIANOCALIXTO,adrianocalixto,ACTIVE,TYPE 2,-,0,1,0
HTQ,CELSOROCHA,,,,,-,0,1,0
HTQ,GILCIMARCARLOS,,,,,-,0,1,0
HTQ,VANDERSONLOBO,VANDERSONLOBO,vandersonlobo,ACTIVE,TYPE 1,-,0,1,0
HTQ,RAFAELMAIA,RAFAELMAIA,rafaelmaia,ACTIVE,TYPE 1,-,0,1,0
HTQ,ALEXANDRECARVALHO,,,,,-,0,1,0
HTQ,LUIZCARLOS,,,,,-,0,1,0
HTQ,VICTORIASILVA,,,,,-,0,1,0
HTQ,FABRICIOROCHA,,,,,-,0,1,0
HTQ,PEDROMACHADO,,,,,-,0,1,0
HTQ,MARCIOMARINHO,,,,,-,0,1,0
HTQ,ADRIANOCALIXTO,ADRIANOCALIXTO,adrianocalixto,ACTIVE,TYPE 2,-,0,1,0
HTQ,ALEXANDREBONAVITA,ALEXANDREBONAVITA,alexandrebonavita,INACTIVE,TYPE 1,-,0,1,0
HTQ,UELITONJUNIOR,,,,,-,0,1,0
HTQ,PARTHUR,,,,,-,0,1,0
HTQ,PLACIDONETO,,,,,-,0,1,0
HTQ,VCARVALHO,,,,,-,0,1,0
HTQ,PEDROMACHADO,,,,,-,0,1,0
HTQ,GEORGEMEDEIROS,GEORGEMEDEIROS,georgemedeiros,ACTIVE,TYPE 1,-,0,1,0
HTQ,HUGOSILVA,,,,,O&G_LIMITED,0,0,0
HTQ,WESLEYALVES,,,,,O&G_LIMITED,0,0,0
HTQ,VANESSAPESSANHA,,,,,O&G_LIMITED,0,0,0
HTQ,WALDEIRSILVA,,,,,O&G_LIMITED,0,0,0
HTQ,AURELIOMARTINS,,,,,O&G_LIMITED,0,0,0
HTQ,BRUNOMARINS,,,,,O&G_LIMITED,0,0,0
HTQ,RENANASSEF,,,,,O&G_LIMITED,0,0,0
HTQ,VICTORCOSTA,VICTORCOSTA,victorcosta,ACTIVE,TYPE 1,O&G_LIMITED,0,0,0
HTQ,ROBERTOSILVA,,,,,O&G_LIMITED,0,0,0
HTQ,FERNANDAALMEIDA,,,,,O&G_LIMITED,0,0,0
HTQ,ANDERSONSCHWENCK,,,,,O&G_LIMITED,0,0,0
HTQ,CASSIOPOLI,,,,,O&G_LIMITED,0,0,0
HTQ,RENATOVILLELA,,,,,O&G_LIMITED,0,0,0
HTQ,ANDERSONMACEDO,,,,,O&G_LIMITED,0,0,0
HTQ,WESSELVRIESWIJK,,,,,O&G_LIMITED,0,0,0
HTQ,LEANDRODASILVA,,,,,O&G_LIMITED,0,0,0
HTQ,ERIKVANNOUHUYS,,,,,O&G_LIMITED,0,0,0
HTQ,FELIPEBASDONI,,,,,O&G_LIMITED,0,0,0
HTQ,SAVIOROBERTO,,,,,O&G_LIMITED,0,0,0
HTQ,WALACESILVA,,,,,O&G_AUTHORIZED,0,0,0
HTQ,AARONCAMPBELL,AARONCAMPBELL,aaroncampbell,INACTIVE,TYPE 1,O&G_LIMITED,0,0,0
HTQ,FABIANAALVES,FABIANAALVES,fabianaalves,INACTIVE,TYPE 1,O&G_LIMITED,0,0,0
HTQ,MAUROSILVA,,,,,O&G_AUTHORIZED,0,0,0
HTQ,WENDELLLINHARES,,,,,O&G_LIMITED,0,0,0
HTQ,MARCIODARLAN,,,,,O&G_LIMITED,0,0,0
HTQ,ERNESTOJUNIOR,ERNESTOJUNIOR,ernestojunior,INACTIVE,TYPE 1,O&G_LIMITED,0,0,0
HTQ,EMERSONBASTOS,,,,,O&G_LIMITED,0,0,0
HTQ,EDUARDOFRANCISQUINI,,,,,O&G_LIMITED,0,0,0
HTQ,DANIELSILVA,,,,,O&G_LIMITED,0,0,0
HTQ,ULISSESMARCON,,,,,O&G_LIMITED,0,0,0
HTQ,ARTHURONIAS,,,,,-,0,1,0
HTQ,MARLONTEIXEIRA,,,,,O&G_LIMITED,0,0,0
HTQ,AURELIOMARTINS,,,,,O&G_LIMITED,0,0,0
HTQ,MARCOSSAMPAIO,,,,,O&G_LIMITED,0,0,0
HTQ,DANIELFERNANDES,,,,,-,0,1,0
HTQ,LUIZCSILVA,,,,,O&G_LIMITED,0,0,0
HTQ,FLAVIOLEMOS,,,,,O&G_LIMITED,0,0,0
HTQ,VICTORBARBOSA,,,,,O&G_LIMITED,0,0,0
HTQ,LUCASANGELIM,,,,,O&G_LIMITED,0,0,0
HTQ,LEONARDOVARGAS,,,,,O&G_LIMITED,0,0,0
HTQ,EMANUELLYBARRETO,,,,,-,0,1,0
HTQ,ERICALISBOA,,,,,O&G_LIMITED,0,0,0
HTQ,MARLONTEIXEIRA,,,,,O&G_LIMITED,0,0,0
HTQ,JACIANOFERREIRA,,,,,O&G_LIMITED,0,0,0
HTQ,EUCIRLEICARVALHO,,,,,O&G_LIMITED,0,0,0
HTQ,MAURICIOMORAES,,,,,O&G_LIMITED,0,0,0
HTQ,KLEITONXAVIER,KLEITONXAVIER,KLEITONXAVIER,ACTIVE,TYPE 5,O&G_AUTHORIZED,0,0,0
HTQ,JARBASARAUJO,,,,,O&G_LIMITED,0,0,0
HTQ,GEORGEMEDEIROS,GEORGEMEDEIROS,georgemedeiros,ACTIVE,TYPE 1,O&G_LIMITED,0,0,0
HTQ,RAFAELPASCOAL,,,,,-,0,1,0
HTQ,GILSIMARPEREIRA,,,,,-,0,1,0
HTQ,MARCIOSOUZA,,,,,-,0,1,0
HTQ,JOAOCOSTA,,,,,-,0,1,0
HTQ,IGORCOUTO,,,,,-,0,1,0
HTQ,CAROLINESEGURASSE,,,,,O&G_LIMITED,0,0,0
HTQ,RAFAELMOLLES,,,,,-,0,1,0
HTQ,LEONARDOMOREIRA,LEONARDOMOREIRA,leonardomoreira,ACTIVE,TYPE 5,-,0,1,0
HTQ,FLAVIOPEREIRA,,,,,-,0,1,0
HTQ,DIEGOESMITE,,,,,-,0,1,0
HTQ,PIETROMACHADO,PIETROMACHADO,pietromachado,ACTIVE,TYPE 1,-,0,1,0
HTQ,CLAUDIOFARIAS,,,,,-,0,1,0
HTQ,WENDELLLINHARES,,,,,-,0,1,0
HTQ,EMANUELLYBARRETO,,,,,-,0,1,0
HTQ,DANILODELIMA,,,,,-,0,1,0
HTQ,FERNANDOFARIAS,,,,,-,0,1,0
HTQ,JEFFERSONSOUZA,,,,,-,0,1,0
HTQ,HUDSONSILVEIRA,,,,,O&G_LIMITED,0,0,0
HTQ,MARLONTEIXEIRA,,,,,O&G_LIMITED,0,0,0
HTQ,TIAGOALMENDRO,,,,,O&G_LIMITED,0,0,0
HTQ,LUCASANGELIM,,,,,O&G_LIMITED,0,0,0
HTQ,PEDROCOELHO,,,,,O&G_LIMITED,0,0,0
HTQ,BASE_COORD,,,,,O&G_LIMITED,0,0,0
HTQ,JEFFERSONSOUZA,,,,,O&G_LIMITED,0,0,0
HTQ,ALEXANDREZEFERINO,,,,,O&G_LIMITED,0,0,0
HTQ,RODIONSERDYUKOV,,,,,O&G_LIMITED,0,0,0
HTQ,IARLENKLEIN,,,,,O&G_LIMITED,0,0,0
HTQ,NATHALIAMACHADO,NATHALIAMACHADO,nathaliamachado,INACTIVE,TYPE 1,O&G_LIMITED,0,0,0
HTQ,OSMAELROZARIO,,,,,O&G_LIMITED,0,0,0
HTQ,VICTORJESUS,,,,,O&G_LIMITED,0,0,0
HTQ,JOAOBARROS,JOAOBARROS,joaobarros,INACTIVE,TYPE 1,O&G_LIMITED,0,0,0
HTQ,MUHAMMADSAIFUDIN,MUHAMMADSAIFUDIN,muhammadsaifudin,INACTIVE,TYPE 1,O&G_LIMITED,0,0,0
HTQ,ALBERTOGOMES,,,,,O&G_LIMITED,0,0,0
HTQ,ADRIANOCALIXTO,ADRIANOCALIXTO,adrianocalixto,ACTIVE,TYPE 2,-,0,1,0
HTQ,LUISAUGUSTO,,,,,O&G_LIMITED,0,0,0
HTQ,IGORRODRIGUES,,,,,O&G_LIMITED,0,0,0
HTQ,MARCELOLEONARDO,,,,,O&G_LIMITED,0,0,0
HTQ,WESLEYALVES,,,,,O&G_LIMITED,0,0,0
HTQ,IURICAMPOS,,,,,O&G_LIMITED,0,0,0
HTQ,LEONARDOFRANCISCO,,,,,O&G_LIMITED,0,0,0
HTQ,UELITONJUNIOR,,,,,O&G_LIMITED,0,0,0
HTQ,FABIOOLIVIEIRA,,,,,O&G_LIMITED,0,0,0
HTQ,JOAOALVARENGA,,,,,O&G_LIMITED,0,0,0
HTQ,RENATOALBUQUERQUE,,,,,O&G_LIMITED,0,0,0
HTQ,RENIVALDOMARQUES,,,,,O&G_LIMITED,0,0,0
HTQ,RALPHVELASCO,,,,,O&G_LIMITED,0,0,0
HTQ,WALDENIRFIGUEIRA,WALDENIRFIGUEIRA,waldenirfigueira,INACTIVE,TYPE 1,-,0,1,0
HTQ,DANIELREIS,,,,,O&G_LIMITED,0,0,0
HTQ,WALDENIRFIGUEIRA,WALDENIRFIGUEIRA,waldenirfigueira,INACTIVE,TYPE 1,-,0,1,0
HTQ,ROBERTAROMAES,ROBERTAROMAES,robertaromaes,INACTIVE,TYPE 1,-,0,1,0
HTQ,UELITONJUNIOR,,,,,O&G_LIMITED,0,0,0
HTQ,FELIPEBASDONI,,,,,O&G_LIMITED,0,0,0
HTQ,VINICIUSRAMOS,,,,,O&G_LIMITED,0,0,0
HTQ,JARBASARAUJO,,,,,O&G_LIMITED,0,0,0
HTQ,PAULOOLIVEIRA,,,,,-,0,1,0
HTQ,FELIPERIBEIRO,FELIPERIBEIRO,feliperibeiro,INACTIVE,TYPE 4,O&G_LIMITED,0,0,0
HTQ,MARCONICARMO,,,,,-,0,1,0
HTQ,ALEXANDREBONAVITA,ALEXANDREBONAVITA,alexandrebonavita,INACTIVE,TYPE 1,-,0,1,0
HTQ,IURYLONGO,IURYLONGO,iurylongo,ACTIVE,TYPE 1,-,0,1,0
HTQ,DANIELREIS,,,,,-,0,1,0
HTQ,EMANUELLYBARRETO,,,,,-,0,1,0
HTQ,LAILASACABRAL,,,,,-,0,1,0
HTQ,OSMAELROZARIO,,,,,-,0,1,0
HTQ,RENANASSEF,,,,,-,0,1,0
HTQ,CLAUDIOFARIAS,,,,,-,0,1,0
HTQ,ITEAM,ITEAM,iteam,ACTIVE,TYPE 2,-,0,1,0
HTQ,FREDERICOBENEVENUTT,,,,,-,0,1,0
HTQ,VINICIUSMAUES,,,,,-,0,1,0
HTQ,RODRIGOBASTOS,RODRIGOBASTOS,rodrigobastos,INACTIVE,TYPE 3,-,0,1,0
HTQ,BASE_COORD,,,,,-,0,1,0
HTQ,PEDROVIEIRA,,,,,O&G_LIMITED,0,0,0
HTQ,MAXMORAES,MAXMORAES,maxmoraes,ACTIVE,TYPE 1,O&G_AUTHORIZED,0,0,0
HTQ,WESLEYALVES,,,,,O&G_LIMITED,0,0,0
HTQ,LEONARDOVARGAS,,,,,O&G_LIMITED,0,0,0
HTQ,SILVERIOMAIA,,,,,O&G_AUTHORIZED,0,0,0
HTQ,MARKRAINEY,,,,,O&G_LIMITED,0,0,0
HTQ,MARCIODARLAN,,,,,O&G_AUTHORIZED,0,0,0
HTQ,LEONARDOFRANCISCO,,,,,O&G_AUTHORIZED,0,0,0
HTQ,RAFAELMARCHIORI,,,,,O&G_LIMITED,0,0,0
HTQ,WALDENIRFIGUEIRA,WALDENIRFIGUEIRA,waldenirfigueira,INACTIVE,TYPE 1,-,0,1,0
HTQ,ARTHURONIAS,,,,,-,0,1,0
HTQ,LEONARDOFRANCISCO,,,,,O&G_AUTHORIZED,0,0,0
HTQ,EUCIRLEICARVALHO,,,,,O&G_LIMITED,0,0,0
HTQ,VALTENCIFARIA,,,,,O&G_LIMITED,0,0,0
HTQ,EDIMARFERREIRA,,,,,O&G_LIMITED,0,0,0
HTQ,MARCOSILVA,,,,,O&G_LIMITED,0,0,0
HTQ,LEANDROPIAO,,,,,O&G_LIMITED,0,0,0
HTQ,JOSEHAMILTON,JOSEHAMILTON,josehamilton,INACTIVE,TYPE 1,O&G_LIMITED,0,0,0
HTQ,FELIPPEGABRIEL,,,,,O&G_LIMITED,0,0,0
HTQ,RENATOALBUQUERQUE,,,,,O&G_LIMITED,0,0,0
HTQ,CARLOSGURGEL,,,,,O&G_LIMITED,0,0,0
HTQ,IARLENKLEIN,,,,,O&G_AUTHORIZED,0,0,0
HTQ,MATEUSLUIZ,MATEUSLUIZ,mateusluiz,INACTIVE,TYPE 1,-,0,1,0
HTQ,RAPHAELNFILHO,,,,,-,0,1,0
HTQ,RICARDOBASTOS,RICARDOBASTOS,ricardobastos,INACTIVE,TYPE 1,-,0,1,0
HTQ,JULIANAMANHAES,,,,,-,0,1,0
HTQ,RENATAPEREIRA,,,,,-,0,1,0
HTQ,HENRIQUEROQUE,,,,,-,0,1,0
HTQ,LEILTONMARQUES,,,,,-,0,1,0
HTQ,RAFAELRIOS,,,,,-,0,1,0
HTQ,JEFERSONWILLIAMS,,,,,-,0,1,0
HTQ,GAGUIAR,,,,,-,0,1,0
HTQ,GUILHERMEPEREIRA,,,,,-,0,1,0
HTQ,BRUNOSTOGMULLER,,,,,-,0,1,0
HTQ,RAFAELSOUZA,,,,,-,0,1,0
HTQ,VANESSAPESSANHA,,,,,-,0,1,0
HTQ,MAXMORAES,MAXMORAES,maxmoraes,ACTIVE,TYPE 1,O&G_AUTHORIZED,0,0,0
HTQ,HUGOPEIXOTO,,,,,O&G_LIMITED,0,0,0
HTQ,ALESSANDROBRAGATTI,,,,,O&G_LIMITED,0,0,0
HTQ,JOAOHORA,,,,,O&G_LIMITED,0,0,0
HTQ,RODRIGOMETZ,,,,,O&G_AUTHORIZED,0,0,0
HTQ,ISMAELHERINGER,,,,,O&G_AUTHORIZED,0,0,0
HTQ,ANDREROSA,,,,,O&G_LIMITED,0,0,0
HTQ,DARIOBARISIC,,,,,O&G_LIMITED,0,0,0
HTQ,VITORMONTEIRO,VITORMONTEIRO,vitormonteiro,ACTIVE,TYPE 1,O&G_LIMITED,0,0,0
HTQ,WLADMIRSILVA,WLADMIRSILVA,wladmirsilva,ACTIVE,TYPE 1,O&G_LIMITED,0,0,0
HTQ,JOSESANTOS,,,,,O&G_AUTHORIZED,0,0,0
HTQ,LEONARDOMOREIRA,LEONARDOMOREIRA,leonardomoreira,ACTIVE,TYPE 5,O&G_LIMITED,0,0,0
HTQ,MARCELLOQUEIROZ,,,,,O&G_LIMITED,0,0,0
HTQ,SERGIORAMALHO,,,,,O&G_LIMITED,0,0,0
HTQ,EDILSONVIANA,EDILSONVIANA,edilsonviana,INACTIVE,TYPE 1,O&G_AUTHORIZED,0,0,0
HTQ,FLAVIOFIALHO,FLAVIOFIALHO,flaviofialho,INACTIVE,TYPE 3,-,0,1,0
HTQ,VITORMONTEIRO,VITORMONTEIRO,vitormonteiro,ACTIVE,TYPE 1,O&G_LIMITED,0,0,0
HTQ,JOAOHORA,,,,,O&G_LIMITED,0,0,0
HTQ,REBECABRETAS,,,,,O&G_LIMITED,0,0,0
HTQ,MARCOSMAUMESSO,MARCOSMAUMESSO,marcosmaumesso,INACTIVE,TYPE 1,O&G_LIMITED,0,0,0
HTQ,WESSELVRIESWIJK,,,,,O&G_LIMITED,0,0,0
HTQ,FELIPEPINTO,,,,,O&G_LIMITED,0,0,0
HTQ,ALESSANDROLEITE,,,,,O&G_LIMITED,0,0,0
HTQ,MARCIOPORTUGAL,MARCIOPORTUGAL,marcioportugal,ACTIVE,TYPE 1,O&G_LIMITED,0,0,0
HTQ,GUSTAVOANDRADE,,,,,O&G_LIMITED,0,0,0
HTQ,DIEGODIAS,,,,,O&G_LIMITED,0,0,0
HTQ,ALEXANDRECARVALHO,,,,,O&G_LIMITED,0,0,0
HTQ,MOSVENESILVA,,,,,O&G_LIMITED,0,0,0
HTQ,GLAUCOCUNHA,,,,,O&G_LIMITED,0,0,0
HTQ,JOAOJUNIOR,JOAOJUNIOR,joaojunior,ACTIVE,TYPE 1,O&G_LIMITED,0,0,0
HTQ,LENIELJUNIOR,,,,,-,0,1,0
HTQ,JOAOALVARENGA,,,,,O&G_LIMITED,0,0,0
HTQ,DIEGOESMITE,,,,,-,0,1,0
HTQ,CLEYDSONSOUZA,,,,,O&G_LIMITED,0,0,0
HTQ,EMANUELLYBARRETO,,,,,-,0,1,0
HTQ,PIETROMACHADO,PIETROMACHADO,pietromachado,ACTIVE,TYPE 1,-,0,1,0
HTQ,KLEITONXAVIER,KLEITONXAVIER,KLEITONXAVIER,ACTIVE,TYPE 5,O&G_LIMITED,0,0,0
HTQ,HUDSONSILVEIRA,,,,,-,0,1,0
HTQ,ANDERSONSCHWENCK,,,,,-,0,1,0
HTQ,IURICAMPOS,,,,,-,0,1,0
HTQ,CASSIOPOLI,,,,,-,0,1,0
HTQ,WESLEYALVES,,,,,-,0,1,0
HTQ,JOAOHORA,,,,,-,0,1,0
HTQ,DARIOBARISIC,,,,,-,0,1,0
HTQ,PEDROCOELHO,,,,,-,0,1,0
HTQ,DOGONCALVES,DOGONCALVES,dogoncalves,ACTIVE,TYPE 1,-,0,1,0
HTQ,ALEXANDREZEFERINO,,,,,-,0,1,0
HTQ,UANDERSONNOGUEIRA,,,,,-,0,1,0
HTQ,SAVIOROBERTO,,,,,-,0,1,0
HTQ,IARLENKLEIN,,,,,-,0,1,0
HTQ,MAUROSILVA,,,,,-,0,1,0
HTQ,SILVERIOMAIA,,,,,-,0,1,0
HTQ,JOAOALVARENGA,,,,,-,0,1,0
HTQ,DANIELREIS,,,,,-,0,1,0
HTQ,MIGUELBRAZUNA,,,,,-,0,1,0
HTQ,UELITONJUNIOR,,,,,-,0,1,0
HTQ,RALPHVELASCO,,,,,-,0,1,0
HTQ,MARCOSILVA,,,,,-,0,1,0
HTQ,DAYANESOUZA,,,,,-,0,1,0
HTQ,RAFAELPASCOAL,,,,,-,0,1,0
HTQ,DANIELSILVA,,,,,-,0,1,0
