ENVIRONMENT,PERSONGROUP,DESCRIPTION,ISCREWWORKGROUP,OOG_DEPARTMENT,OOG_USEINMOC,OOG_ISTOPSIDE
N06,MOB_N09,Person group for Mobile - N09,0,0,0,-
N06,MOB_N06,Person group for Mobile - N06,0,0,0,-
N06,MOB_ODN3,Person group for Mobile - ODN3,0,0,0,-
N06,MOB_POL,For site POL,0,0,0,-
N06,MOB_PGA,For site PGA,0,0,0,-
N06,MOB_PGB,For site PGB,0,0,0,-
N06,MOB_PGC,For dite PGC,0,0,0,-
N06,YARD,Yard Onshore,0,1,0,-
N06,ENGON,Engenharia / Engineering,0,0,1,-
N06,OOG_MACR,Group people to macrostructre,0,0,0,-
N06,QUAENG,Quality Engineer,0,0,0,-
N06,OOG_OIMC,Department for OIM/Captain and Chief Mate/Imediatos.,0,0,0,-
N06,FSPON,Fornecedor / Supplier OnShore,0,0,1,-
N06,APREDIAL,Adm Predial - Base UNP Only,0,1,0,-
N06,NAUTICAL,Nautical,0,1,0,-
N06,OOG_QAEG,Aprovadores final de MOC PEO (ajustado para MOCPEO com P&O),0,0,0,-
N06,OOG_RMG,Risk Assessment Manager,0,0,0,-
N06,TECON,Tecnologia & Inovação / Technology & Innovation,0,0,1,-
N06,CSDON,Centro de Suporte a Decisão e Controle de Poço / Decision Support Center and Well Control,0,0,1,-
N06,GMAON,Gestão Marítima / Maritime Management,0,0,1,-
N06,ADMON,Administração Contratual / Contractual Administration Onshore,0,0,1,-
N06,CEION,Confiabilidade & Integridade /  Reliability and Integrity,0,0,1,-
N06,PERCO,VPE Perfuração / VPE Drilling,0,0,1,-
N06,FEICO,VP Finanças & Investimentos / VP Finance & Investments,0,0,1,-
N06,CEACO,VP Controladoria & Administração / VP Controllership & Administration,0,0,1,-
N06,JEGCO,VP Jurídico & Governança / VP Legal & Governance,0,0,1,-
N06,SSTCO,VP Sustentabilidade / VP Sustainability,0,0,1,-
N06,CFMCO,VP Conformidade / VP Compliance,0,0,1,-
N06,CFMON,Conformidade / Compliance,0,0,1,-
N06,CTRON,Controladoria / Controllership,0,0,1,-
N06,1079,Governança & Proteção de Dados / Governance & Data Protection,0,0,1,-
N06,GEPON,Governança & Proteção de Dados / Governance & Data Protection,0,0,1,-
N06,PIMON,Planejamento Estratégico & Inteligência de Mercado / Strategic Planning & Market Intelligence,0,0,1,-
N06,RINON,Relação com Investidores / Investor Relations,0,0,1,-
N06,TESON,Tesouraria / Treasury,0,0,1,-
N06,OOG_COOD,Person Group of Additional Service Coordinators,0,0,0,-
N06,CONF,Confiabilidade Aplicada,0,1,0,-
N06,AB_ANENG,Person group to Analyst Engineers used in workflow of Alerts & Bulletins,0,0,0,-
N06,AB_ANPLA,Person group to Analyst Planners used in workflow of Alerts & Bulletins,0,0,0,-
N06,T&D,T&D,0,0,0,-
N06,OOG_ARM,Assistant Rig Manager / Rig Coordinator,0,0,0,-
N06,OOG_PH,Profissional Habilitado,0,0,0,-
N06,OOG_FIMA,Financial Managers,0,0,0,-
N06,PROON,Processo / Process Onshore,0,0,1,-
N06,ESTON,Estrutura / Stucture Onshore,0,0,1,-
N06,MANON,Manutenção /Maintenance Onshore,0,0,1,-
N06,HSEON,Sustentabilidade / Sustainability Onshore.,0,0,1,-
N06,OOG_FMEC,Grupo FMECA,0,0,0,-
N06,OOG_HSE,Person Group for PTWs approval (Safety Technician),0,0,0,-
N06,OOG_PTWA,PTW - Group for PT Administrator users,0,0,0,-
N06,OOG_OIMP,Person Group for PTWs approval (OIM/Capitão),0,0,0,-
N06,TERCEIRO,Grupo terceiros da PTW,0,1,0,-
N06,OOG_ESUP,PTW - Entry Supervisor Group,0,0,0,-
N06,OOG_EP,Planning Engineering Coordinator (PR with AFE CAPEX),0,0,0,-
N06,OOG_LBAP,Log Book Approvers in WF OOG_LOGBOO,0,0,0,-
N06,SST_ANALYS,Person Group of persons to preliminary applicability analysis in Alert & Bulletins SST,0,0,0,-
N06,SST_SUSTEN,Group with sustentability persons,0,0,0,-
N06,OOG_QA_RSK,Quality Assurance used in initial approval from Risk Assessment,0,0,0,-
N06,FetchAll:,156,rows,fetched.,,
N06,>,,,,,
N08,NAUTICAL,Nautical,0,1,0,-
N08,INTOFF,Internalização / Internalization,0,0,1,-
N08,ASSETENG,Asset/Planning Engineer,0,1,0,-
N08,OOG_CM,CM Approval Group,1,0,0,-
N08,OOG_CMML,CM Group Mail,0,0,0,-
N08,YARD,Yard Onshore,0,1,0,-
N08,OOG_RMG,Risk Assessment Manager,0,0,0,-
N08,MKTON,Marketing,0,0,1,-
N08,OOG_RIGS,RIG Superintendentes Aprovadores,0,0,0,-
N08,OOG_SQP,SQP Person Group to send WOREF communications revisions,0,0,0,-
N08,OOG_OIMP,Person Group for PTWs approval (OIM/Capitão),0,0,0,-
N08,TERCEIRO,Grupo terceiros da PTW,0,1,0,-
N08,OOG_HSE,Person Group for PTWs approval (Safety Technician),0,0,0,-
N08,OOG_PTWA,PTW - Group for PT Administrator users,0,0,0,-
N08,OOG_ESUP,PTW - Entry Supervisor Group,0,0,0,-
N08,OOG_COOD,Person Group of Additional Service Coordinators,0,0,0,-
N08,CONF,Confiabilidade Aplicada,0,1,0,-
N08,OOG_LBAP,Log Book Approvers in WF OOG_LOGBOO,0,0,0,-
N08,AB_ANENG,Person group to Analyst Engineers used in workflow of Alerts & Bulletins,0,0,0,-
N08,AB_ANPLA,Person group to Analyst Planners used in workflow of Alerts & Bulletins,0,0,0,-
N08,MOB_BAUN,Person group for Mobile - BASE-UNP,0,0,0,-
N08,MOB_HTQ,Person group for Mobile - HTQ,0,0,0,-
N08,MOB_ODN4,Person group for Mobile - ODN4,0,0,0,-
N08,MOB_ODN1,Person group for Mobile - ODN1,0,0,0,-
N08,MOB_OPBA,Person group for Mobile - OP-BASE,0,0,0,-
N08,MOB_ODN2,Person group for Mobile - ODN2,0,0,0,-
N08,MOB_N08,Person group for Mobile - N08,0,0,0,-
N08,MOB_N09,Person group for Mobile - N09,0,0,0,-
N08,MOB_N06,Person group for Mobile - N06,0,0,0,-
N08,MOB_ODN3,Person group for Mobile - ODN3,0,0,0,-
N08,MOB_POL,For site POL,0,0,0,-
N08,MOB_PGA,For site PGA,0,0,0,-
N08,MOB_PGB,For site PGB,0,0,0,-
N08,MOB_PGC,For dite PGC,0,0,0,-
N08,OOG_PH,Profissional Habilitado,0,0,0,-
N08,OOG_FIMA,Financial Managers,0,0,0,-
N08,ADMON,Administração Contratual / Contractual Administration Onshore,0,0,1,-
N08,CEION,Confiabilidade & Integridade /  Reliability and Integrity,0,0,1,-
N08,GMAON,Gestão Marítima / Maritime Management,0,0,1,-
N08,ROV,ROV,0,1,0,-
N08,ET,ET,0,1,0,-
N08,OOG_MACO,Materials Coordinators,0,0,0,-
N08,HSE,HSE - Safety,0,1,0,-
N08,RADIO,Radio,0,1,0,-
N08,SUBSEA,Subsea,0,1,0,-
N08,ENGINEER,Engineering,0,1,0,-
N08,MARINE,Marine,0,1,0,-
N08,ELECTRIC,Electrical,0,1,0,-
N08,MAINTENA,-,0,1,0,-
N08,MATERIAL,Material,0,1,0,-
N08,OOG_MNCO,Maintenance Coordinators,0,0,0,-
N08,OOG_AMGR,Asset Managers,0,0,0,-
N08,DRILLING,DRILLING,0,1,0,-
N08,HOSPITAL,Hospital,0,1,0,-
N08,MCHNIC,Mechanical,0,1,0,-
N08,OOG_DCSD,Drilling CSD Person Group,0,0,0,-
N08,OOG_MCSD,Marine CSD Person Group,0,0,0,-
N08,OOG_NR13,NR13 Speciality Offshore,0,0,0,-
N08,OOG_SUBS,Subsea Coordination Person Group,0,0,0,-
N08,OOG_PRWF,Group of people notified when cancelling some PR,0,0,0,-
N08,OOG_MPO,MOC People Openers,0,0,0,-
N08,OOG_AENG,Asset Engineers,0,0,0,-
N08,OOG_MOCO,Person group contaning people that can create MOC O&F records,0,0,0,-
N08,OOG_ASMG,Asset Manager Approval Group - MOCs Only,0,0,0,-
N08,OOG_AC,Asset Coordinator Person Group,0,0,0,-
N08,OOG_EC,Engineering Coordinator person group,0,0,0,-
N08,OOG_PJEN,Person group for all the project engineers,0,0,0,-
N08,OOG_DEPT,Person group of deputy people,0,0,0,-
N08,RELIABIL,Realibility Department to Engineers from the Base,0,1,0,-
N08,TUBOFF,Tubulação/Piping,0,0,1,-
N08,OOG_COEQ,Equipment Coordination Team,0,0,0,-
N08,PROOFF,Processo / Process,0,0,1,1
N08,ESTOFF,Estrutura / Structure,0,0,1,1
N08,VACOFF,HVAC (Condicionador de Ar de Ventilação de Aquecimento - Heating Ventilation Air Conditioner),0,0,1,1
N08,NR-13,NR-13,0,0,1,-
N08,HSEOFF,Sustentabilidade HSE / Sustainability HSE,0,0,1,-
N08,HOSOFF,Sustentabilidade Hospital / Sustainability Hospital,0,0,1,-
N08,RADOFF,Marinha Radio,0,0,1,-
N08,ATVON,Gestão de Ativos / Asset Management,0,0,1,-
N08,TDION,Tecnologia da Informação / Information Tecnology Onshore,0,0,1,-
N08,ELEOFF,Eletroeletrônica / Electro Electronic,0,0,1,-
N08,MAQOFF,Máquinas / Engineering,0,0,1,1
N08,NAUOFF,Marinha / Marine,0,0,1,-
N08,DRLOFF,Perfuração / Drilling,0,0,1,-
N08,QUAON,Garantia da Qualidade / Quality Assurance  Onshore,0,0,1,-
N08,OPRON,Operação / Operation Onshore,0,0,1,-
N08,MANOFF,Manutenção / Maintenance,0,0,1,1
N08,MATOFF,Materiais / Materials,0,0,1,1
N08,JURON,Jurídico / Legal Onshore,0,0,1,-
N08,SCPON,Subsea e Construção de Poços / Subsea and Construction of Wells,0,0,1,-
N08,SSTON,Sustentabilidade / Sustainabitity Onshore,0,0,1,-
N08,ETCOFF,Eletroeletrônica / Electroelectronical,0,0,1,1
N08,ACOON,Administração Contratual / Contractual Administration Onshore,0,0,1,-
N08,COMON,Comunicação / Comunication Onshore,0,0,1,-
N08,NAUON,Gestão Marítima / Maritime Management,0,0,1,-
N08,PRJON,Projetos (Engenharia) / Projects (Engineering),0,0,1,-
N08,SBSOFF,Subsea / Subsea,0,0,1,1
N08,SUPON,Suprimentos e Logística de Materiais / Supply and Materials Logistics Onshore,0,0,1,-
N08,FINON,Finanças / Finance Onshore,0,0,1,-
N08,PEOON,Pessoas & Organização / People & Organization Onshore,0,0,1,-
N08,SEVON,Serviços / Services Onshore,0,0,1,-
N08,MCHOFF,Mecânica / Mechanical,0,0,1,1
N08,SSTOFF,Sustentabilidade / Sustainabitity Offshore,0,0,1,-
N08,P&O,P&O,0,0,0,-
N08,OOG_SUDI,Department for the Superintendent Director,0,0,0,-
N08,OOG_RIGM,Rig Managers,0,0,0,-
N08,OOG_COND,Contract Director,0,0,0,-
N08,OOG_OIM,Department for OIM/Captain,0,0,0,-
N08,MOC_AAPR,Análise de risco e Aprovação da MOC,0,0,0,-
N08,R&R,Repair & Return,0,1,0,-
N08,T&D,T&D,0,0,0,-
N08,OOG_ARM,Assistant Rig Manager / Rig Coordinator,0,0,0,-
N08,PROON,Processo / Process Onshore,0,0,1,-
N08,ESTON,Estrutura / Stucture Onshore,0,0,1,-
N08,MANON,Manutenção /Maintenance Onshore,0,0,1,-
N08,HSEON,Sustentabilidade / Sustainability Onshore.,0,0,1,-
N08,OOG_MACR,Group people to macrostructre,0,0,0,-
N08,QUAENG,Quality Engineer,0,0,0,-
N08,OOG_OIMC,Department for OIM/Captain and Chief Mate/Imediatos.,0,0,0,-
N08,PERCO,VPE Perfuração / VPE Drilling,0,0,1,-
N08,FEICO,VP Finanças & Investimentos / VP Finance & Investments,0,0,1,-
N08,CEACO,VP Controladoria & Administração / VP Controllership & Administration,0,0,1,-
N08,JEGCO,VP Jurídico & Governança / VP Legal & Governance,0,0,1,-
N08,SSTCO,VP Sustentabilidade / VP Sustainability,0,0,1,-
N08,CFMCO,VP Conformidade / VP Compliance,0,0,1,-
N08,CFMON,Conformidade / Compliance,0,0,1,-
N08,CTRON,Controladoria / Controllership,0,0,1,-
N08,1079,Governança & Proteção de Dados / Governance & Data Protection,0,0,1,-
N08,GEPON,Governança & Proteção de Dados / Governance & Data Protection,0,0,1,-
N08,PIMON,Planejamento Estratégico & Inteligência de Mercado / Strategic Planning & Market Intelligence,0,0,1,-
N08,RINON,Relação com Investidores / Investor Relations,0,0,1,-
N08,TESON,Tesouraria / Treasury,0,0,1,-
N08,SPIE,Serviço Próprio de Inspeção de Equipamentos,0,1,0,-
N08,OOG_PD,Person Group Performance Director,0,0,0,-
N08,OOG_AM,Asset Manager,0,0,0,-
N08,SAU,Saúde / Health,0,0,1,-
N08,SPI,SPIE – Serviço Próprio e Inspeção de Equipamentos / Own Service and Equipment Inspection,0,0,1,-
N08,OOG_QA,Quality Assurance,0,0,0,-
N08,OOG_SUT,Sustainability,0,0,0,-
N08,OOG_TI,Information Technology,0,0,0,-
N08,RSTC,Aprovadores de Risk Assessment,0,0,0,-
N08,OOG_QAEG,Aprovadores final de MOC PEO (ajustado para MOCPEO com P&O),0,0,0,-
N08,ENGON,Engenharia / Engineering,0,0,1,-
N08,TECON,Tecnologia & Inovação / Technology & Innovation,0,0,1,-
N08,CSDON,Centro de Suporte a Decisão e Controle de Poço / Decision Support Center and Well Control,0,0,1,-
N08,FSPON,Fornecedor / Supplier OnShore,0,0,1,-
N08,APREDIAL,Adm Predial - Base UNP Only,0,1,0,-
N08,OOG_FMEC,Grupo FMECA,0,0,0,-
N08,MOVCAR,Movimentação de cargas - Base UNP Only,0,1,0,-
N08,DDNON,Desenvolvimento de Negócios / Business Development,0,0,1,-
N08,INTEGRIT,Integrity,0,1,0,-
N08,OOG_EP,Planning Engineering Coordinator (PR with AFE CAPEX),0,0,0,-
N08,OOG_MEET,Group for Planning and Simultaneity Meeting,0,0,0,-
N08,SST_ANALYS,Person Group of persons to preliminary applicability analysis in Alert & Bulletins SST,0,0,0,-
N08,SST_SUSTEN,Group with sustentability persons,0,0,0,-
N08,OOG_QA_RSK,Quality Assurance used in initial approval from Risk Assessment,0,0,0,-
N08,FetchAll:,156,rows,fetched.,,
N08,>,,,,,
N09,ET,ET,0,1,0,-
N09,OOG_MACO,Materials Coordinators,0,0,0,-
N09,HSE,HSE - Safety,0,1,0,-
N09,RADIO,Radio,0,1,0,-
N09,SUBSEA,Subsea,0,1,0,-
N09,ENGINEER,Engineering,0,1,0,-
N09,MARINE,Marine,0,1,0,-
N09,ELECTRIC,Electrical,0,1,0,-
N09,MAINTENA,-,0,1,0,-
N09,MATERIAL,Material,0,1,0,-
N09,OOG_MNCO,Maintenance Coordinators,0,0,0,-
N09,OOG_AMGR,Asset Managers,0,0,0,-
N09,DRILLING,DRILLING,0,1,0,-
N09,HOSPITAL,Hospital,0,1,0,-
N09,MCHNIC,Mechanical,0,1,0,-
N09,TDION,Tecnologia da Informação / Information Tecnology Onshore,0,0,1,-
N09,ROV,ROV,0,1,0,-
N09,ATVON,Gestão de Ativos / Asset Management,0,0,1,-
N09,ELEOFF,Eletroeletrônica / Electro Electronic,0,0,1,-
N09,MAQOFF,Máquinas / Engineering,0,0,1,1
N09,NAUOFF,Marinha / Marine,0,0,1,-
N09,DRLOFF,Perfuração / Drilling,0,0,1,-
N09,QUAON,Garantia da Qualidade / Quality Assurance  Onshore,0,0,1,-
N09,OPRON,Operação / Operation Onshore,0,0,1,-
N09,MANOFF,Manutenção / Maintenance,0,0,1,1
N09,MATOFF,Materiais / Materials,0,0,1,1
N09,JURON,Jurídico / Legal Onshore,0,0,1,-
N09,SCPON,Subsea e Construção de Poços / Subsea and Construction of Wells,0,0,1,-
N09,SSTON,Sustentabilidade / Sustainabitity Onshore,0,0,1,-
N09,ETCOFF,Eletroeletrônica / Electroelectronical,0,0,1,1
N09,ACOON,Administração Contratual / Contractual Administration Onshore,0,0,1,-
N09,COMON,Comunicação / Comunication Onshore,0,0,1,-
N09,NAUON,Gestão Marítima / Maritime Management,0,0,1,-
N09,PRJON,Projetos (Engenharia) / Projects (Engineering),0,0,1,-
N09,SBSOFF,Subsea / Subsea,0,0,1,1
N09,SUPON,Suprimentos e Logística de Materiais / Supply and Materials Logistics Onshore,0,0,1,-
N09,FINON,Finanças / Finance Onshore,0,0,1,-
N09,PEOON,Pessoas & Organização / People & Organization Onshore,0,0,1,-
N09,SEVON,Serviços / Services Onshore,0,0,1,-
N09,MCHOFF,Mecânica / Mechanical,0,0,1,1
N09,SSTOFF,Sustentabilidade / Sustainabitity Offshore,0,0,1,-
N09,OOG_MOCO,Person group contaning people that can create MOC O&F records,0,0,0,-
N09,OOG_PRWF,Group of people notified when cancelling some PR,0,0,0,-
N09,OOG_DEPT,Person group of deputy people,0,0,0,-
N09,OOG_AC,Asset Coordinator Person Group,0,0,0,-
N09,OOG_EC,Engineering Coordinator person group,0,0,0,-
N09,OOG_PJEN,Person group for all the project engineers,0,0,0,-
N09,TUBOFF,Tubulação/Piping,0,0,1,-
N09,PROOFF,Processo / Process,0,0,1,1
N09,ESTOFF,Estrutura / Structure,0,0,1,1
N09,VACOFF,HVAC (Condicionador de Ar de Ventilação de Aquecimento - Heating Ventilation Air Conditioner),0,0,1,1
N09,NR-13,NR-13,0,0,1,-
N09,HSEOFF,Sustentabilidade HSE / Sustainability HSE,0,0,1,-
N09,HOSOFF,Sustentabilidade Hospital / Sustainability Hospital,0,0,1,-
N09,RADOFF,Marinha Radio,0,0,1,-
N09,RELIABIL,Realibility Department to Engineers from the Base,0,1,0,-
N09,OOG_COEQ,Equipment Coordination Team,0,0,0,-
N09,OOG_MPO,MOC People Openers,0,0,0,-
N09,OOG_AENG,Asset Engineers,0,0,0,-
N09,OOG_DCSD,Drilling CSD Person Group,0,0,0,-
N09,OOG_MCSD,Marine CSD Person Group,0,0,0,-
N09,OOG_NR13,NR13 Speciality Offshore,0,0,0,-
N09,OOG_SUBS,Subsea Coordination Person Group,0,0,0,-
N09,OOG_ASMG,Asset Manager Approval Group - MOCs Only,0,0,0,-
N09,P&O,P&O,0,0,0,-
N09,OOG_SUDI,Department for the Superintendent Director,0,0,0,-
N09,OOG_RIGM,Rig Managers,0,0,0,-
N09,OOG_COND,Contract Director,0,0,0,-
N09,OOG_OIM,Department for OIM/Captain,0,0,0,-
N09,MOC_AAPR,Análise de risco e Aprovação da MOC,0,0,0,-
N09,SPIE,Serviço Próprio de Inspeção de Equipamentos,0,1,0,-
N09,OOG_PD,Person Group Performance Director,0,0,0,-
N09,OOG_AM,Asset Manager,0,0,0,-
N09,SAU,Saúde / Health,0,0,1,-
N09,SPI,SPIE – Serviço Próprio e Inspeção de Equipamentos / Own Service and Equipment Inspection,0,0,1,-
N09,OOG_QA,Quality Assurance,0,0,0,-
N09,OOG_SUT,Sustainability,0,0,0,-
N09,OOG_TI,Information Technology,0,0,0,-
N09,OOG_MACR,Group people to macrostructre,0,0,0,-
N09,QUAENG,Quality Engineer,0,0,0,-
N09,ADMON,Administração Contratual / Contractual Administration Onshore,0,0,1,-
N09,CEION,Confiabilidade & Integridade /  Reliability and Integrity,0,0,1,-
N09,GMAON,Gestão Marítima / Maritime Management,0,0,1,-
N09,OOG_OIMP,Person Group for PTWs approval (OIM/Capitão),0,0,0,-
N09,TERCEIRO,Grupo terceiros da PTW,0,1,0,-
N09,OOG_HSE,Person Group for PTWs approval (Safety Technician),0,0,0,-
N09,OOG_PTWA,PTW - Group for PT Administrator users,0,0,0,-
N09,OOG_ESUP,PTW - Entry Supervisor Group,0,0,0,-
N09,OOG_EP,Planning Engineering Coordinator (PR with AFE CAPEX),0,0,0,-
N09,OOG_COOD,Person Group of Additional Service Coordinators,0,0,0,-
N09,NAUTICAL,Nautical,0,1,0,-
N09,INTOFF,Internalização / Internalization,0,0,1,-
N09,R&R,Repair & Return,0,1,0,-
N09,OOG_CM,CM Approval Group,1,0,0,-
N09,OOG_CMML,CM Group Mail,0,0,0,-
N09,YARD,Yard Onshore,0,1,0,-
N09,ENGON,Engenharia / Engineering,0,0,1,-
N09,MOB_BAUN,Person group for Mobile - BASE-UNP,0,0,0,-
N09,MOB_HTQ,Person group for Mobile - HTQ,0,0,0,-
N09,MOB_ODN4,Person group for Mobile - ODN4,0,0,0,-
N09,MOB_ODN1,Person group for Mobile - ODN1,0,0,0,-
N09,OOG_FMEC,Grupo FMECA,0,0,0,-
N09,MOB_OPBA,Person group for Mobile - OP-BASE,0,0,0,-
N09,MOB_ODN2,Person group for Mobile - ODN2,0,0,0,-
N09,MOB_N08,Person group for Mobile - N08,0,0,0,-
N09,MOB_N09,Person group for Mobile - N09,0,0,0,-
N09,MOB_N06,Person group for Mobile - N06,0,0,0,-
N09,MOB_ODN3,Person group for Mobile - ODN3,0,0,0,-
N09,MOB_POL,For site POL,0,0,0,-
N09,MOB_PGA,For site PGA,0,0,0,-
N09,MOB_PGB,For site PGB,0,0,0,-
N09,MOB_PGC,For dite PGC,0,0,0,-
N09,OOG_RMG,Risk Assessment Manager,0,0,0,-
N09,PROON,Processo / Process Onshore,0,0,1,-
N09,ESTON,Estrutura / Stucture Onshore,0,0,1,-
N09,MANON,Manutenção /Maintenance Onshore,0,0,1,-
N09,HSEON,Sustentabilidade / Sustainability Onshore.,0,0,1,-
N09,TECON,Tecnologia & Inovação / Technology & Innovation,0,0,1,-
N09,CSDON,Centro de Suporte a Decisão e Controle de Poço / Decision Support Center and Well Control,0,0,1,-
N09,OOG_RIGS,RIG Superintendentes Aprovadores,0,0,0,-
N09,OOG_SQP,SQP Person Group to send WOREF communications revisions,0,0,0,-
N09,PERCO,VPE Perfuração / VPE Drilling,0,0,1,-
N09,FEICO,VP Finanças & Investimentos / VP Finance & Investments,0,0,1,-
N09,CEACO,VP Controladoria & Administração / VP Controllership & Administration,0,0,1,-
N09,JEGCO,VP Jurídico & Governança / VP Legal & Governance,0,0,1,-
N09,SSTCO,VP Sustentabilidade / VP Sustainability,0,0,1,-
N09,CFMCO,VP Conformidade / VP Compliance,0,0,1,-
N09,CFMON,Conformidade / Compliance,0,0,1,-
N09,CTRON,Controladoria / Controllership,0,0,1,-
N09,1079,Governança & Proteção de Dados / Governance & Data Protection,0,0,1,-
N09,GEPON,Governança & Proteção de Dados / Governance & Data Protection,0,0,1,-
N09,PIMON,Planejamento Estratégico & Inteligência de Mercado / Strategic Planning & Market Intelligence,0,0,1,-
N09,RINON,Relação com Investidores / Investor Relations,0,0,1,-
N09,TESON,Tesouraria / Treasury,0,0,1,-
N09,OOG_MEET,Group for Planning and Simultaneity Meeting,0,0,0,-
N09,OOG_LBAP,Log Book Approvers in WF OOG_LOGBOO,0,0,0,-
N09,AB_ANENG,Person group to Analyst Engineers used in workflow of Alerts & Bulletins,0,0,0,-
N09,AB_ANPLA,Person group to Analyst Planners used in workflow of Alerts & Bulletins,0,0,0,-
N09,ASSETENG,Asset/Planning Engineer,0,1,0,-
N09,T&D,T&D,0,0,0,-
N09,OOG_ARM,Assistant Rig Manager / Rig Coordinator,0,0,0,-
N09,RSTC,Aprovadores de Risk Assessment,0,0,0,-
N09,OOG_QAEG,Aprovadores final de MOC PEO (ajustado para MOCPEO com P&O),0,0,0,-
N09,OOG_PH,Profissional Habilitado,0,0,0,-
N09,OOG_FIMA,Financial Managers,0,0,0,-
N09,OOG_OIMC,Department for OIM/Captain and Chief Mate/Imediatos.,0,0,0,-
N09,MKTON,Marketing,0,0,1,-
N09,FSPON,Fornecedor / Supplier OnShore,0,0,1,-
N09,APREDIAL,Adm Predial - Base UNP Only,0,1,0,-
N09,INTEGRIT,Integrity,0,1,0,-
N09,MOVCAR,Movimentação de cargas - Base UNP Only,0,1,0,-
N09,DDNON,Desenvolvimento de Negócios / Business Development,0,0,1,-
N09,CONF,Confiabilidade Aplicada,0,1,0,-
N09,SST_ANALYS,Person Group of persons to preliminary applicability analysis in Alert & Bulletins SST,0,0,0,-
N09,SST_SUSTEN,Group with sustentability persons,0,0,0,-
N09,OOG_QA_RSK,Quality Assurance used in initial approval from Risk Assessment,0,0,0,-
N09,FetchAll:,156,rows,fetched.,,
N09,>,,,,,
ODN1,ROV,ROV,0,1,0,-
ODN1,ET,ET,0,1,0,-
ODN1,OOG_MACO,Materials Coordinators,0,0,0,-
ODN1,HSE,HSE - Safety,0,1,0,-
ODN1,RADIO,Radio,0,1,0,-
ODN1,SUBSEA,Subsea,0,1,0,-
ODN1,ENGINEER,Engineering,0,1,0,-
ODN1,MARINE,Marine,0,1,0,-
ODN1,ELECTRIC,Electrical,0,1,0,-
ODN1,MAINTENA,-,0,1,0,-
ODN1,MATERIAL,Material,0,1,0,-
ODN1,OOG_MNCO,Maintenance Coordinators,0,0,0,-
ODN1,OOG_AMGR,Asset Managers,0,0,0,-
ODN1,DRILLING,DRILLING,0,1,0,-
ODN1,HOSPITAL,Hospital,0,1,0,-
ODN1,MCHNIC,Mechanical,0,1,0,-
ODN1,OOG_AC,Asset Coordinator Person Group,0,0,0,-
ODN1,OOG_EC,Engineering Coordinator person group,0,0,0,-
ODN1,OOG_PJEN,Person group for all the project engineers,0,0,0,-
ODN1,OOG_MOCO,Person group contaning people that can create MOC O&F records,0,0,0,-
ODN1,OOG_MPO,MOC People Openers,0,0,0,-
ODN1,OOG_ASMG,Asset Manager Approval Group - MOCs Only,0,0,0,-
ODN1,OOG_AENG,Asset Engineers,0,0,0,-
ODN1,RELIABIL,Realibility Department to Engineers from the Base,0,1,0,-
ODN1,OOG_COEQ,Equipment Coordination Team,0,0,0,-
ODN1,TUBOFF,Tubulação/Piping,0,0,1,-
ODN1,PROOFF,Processo / Process,0,0,1,1
ODN1,ESTOFF,Estrutura / Structure,0,0,1,1
ODN1,VACOFF,HVAC (Condicionador de Ar de Ventilação de Aquecimento - Heating Ventilation Air Conditioner),0,0,1,1
ODN1,NR-13,NR-13,0,0,1,-
ODN1,HSEOFF,Sustentabilidade HSE / Sustainability HSE,0,0,1,-
ODN1,HOSOFF,Sustentabilidade Hospital / Sustainability Hospital,0,0,1,-
ODN1,RADOFF,Marinha Radio,0,0,1,-
ODN1,P&O,P&O,0,0,0,-
ODN1,OOG_SUDI,Department for the Superintendent Director,0,0,0,-
ODN1,OOG_RIGM,Rig Managers,0,0,0,-
ODN1,OOG_COND,Contract Director,0,0,0,-
ODN1,OOG_OIM,Department for OIM/Captain,0,0,0,-
ODN1,MOC_AAPR,Análise de risco e Aprovação da MOC,0,0,0,-
ODN1,ATVON,Gestão de Ativos / Asset Management,0,0,1,-
ODN1,TDION,Tecnologia da Informação / Information Tecnology Onshore,0,0,1,-
ODN1,ELEOFF,Eletroeletrônica / Electro Electronic,0,0,1,-
ODN1,MAQOFF,Máquinas / Engineering,0,0,1,1
ODN1,NAUOFF,Marinha / Marine,0,0,1,-
ODN1,DRLOFF,Perfuração / Drilling,0,0,1,-
ODN1,QUAON,Garantia da Qualidade / Quality Assurance  Onshore,0,0,1,-
ODN1,OPRON,Operação / Operation Onshore,0,0,1,-
ODN1,MANOFF,Manutenção / Maintenance,0,0,1,1
ODN1,MATOFF,Materiais / Materials,0,0,1,1
ODN1,JURON,Jurídico / Legal Onshore,0,0,1,-
ODN1,SCPON,Subsea e Construção de Poços / Subsea and Construction of Wells,0,0,1,-
ODN1,SSTON,Sustentabilidade / Sustainabitity Onshore,0,0,1,-
ODN1,ETCOFF,Eletroeletrônica / Electroelectronical,0,0,1,1
ODN1,ACOON,Administração Contratual / Contractual Administration Onshore,0,0,1,-
ODN1,COMON,Comunicação / Comunication Onshore,0,0,1,-
ODN1,NAUON,Gestão Marítima / Maritime Management,0,0,1,-
ODN1,PRJON,Projetos (Engenharia) / Projects (Engineering),0,0,1,-
ODN1,SBSOFF,Subsea / Subsea,0,0,1,1
ODN1,SUPON,Suprimentos e Logística de Materiais / Supply and Materials Logistics Onshore,0,0,1,-
