ENVIRONMENT,GROUPNAME,DESCRIPTION,INDEPENDENT,AUTHALLSITES,AUTHALLGLS,AUTHALLSTOREROOMS,AUTHLABORALL,AUTHLABORCREW,AUTHLABORSELF,AUTHLABORSUPER,AUTHPERSONGROUP,DFLTAPP,WORKCENTER
ODN2,OOG_TRANSPORTADOR,Grupo para acessar aplicaoes de transportador,1,0,0,0,0,0,0,0,0,-,-
ODN2,OOG_REQUISITANTET,Grupo para acessar aplicaoes de transporte como requisitante,1,1,0,0,0,0,0,0,0,-,-
ODN2,OOG_LOGISTICA_ADM,Grupo para Administrar aplica��es de Transporte,1,1,0,0,0,0,0,0,0,-,-
ODN2,OOG_LOGISTICA,Grupo para acessar aplica��es de Transporte,1,1,0,0,0,0,0,0,0,-,-
ODN2,OOG_SUPERVISOR,Grupo de supervisores,0,0,0,0,1,0,0,0,0,-,-
ODN2,MGUEST,Guest Group,0,1,0,0,0,0,0,0,0,SELFSERVICE,-
ODN2,OOG_REGISTER_HTQ,HTQ Item Registration,0,0,0,0,1,0,0,0,0,-,-
ODN2,HTQ_MATERIALS_COORDINATOR,HTQ Materials Coordinator,0,0,1,0,0,0,0,0,0,-,-
ODN2,OOG_USERS_HTQ,HTQ Users,0,0,0,1,0,0,0,0,0,-,-
ODN2,Inv_ready,Inventory Read Only,0,0,0,0,0,0,0,0,0,-,-
ODN2,OOG_MATERIALS_COORDINATOR_YARD,Materials Coordinator Yard,0,0,1,1,0,0,0,0,0,-,-
ODN2,OOG_MACRO_ACTIONS,Atualizacao de acoes em  MACROESTRUTURA,0,1,0,0,0,0,0,0,0,-,-
ODN2,MOBILE,Security Group for Mobile,0,0,0,0,0,0,0,0,0,-,-
ODN2,OOG_AB_SST,Grupo de seguran�a para acesso a aplica��o Alert & Bulletins SST,0,0,0,0,0,0,0,0,0,-,-
ODN2,FetchAll:,74,rows,fetched.,,,,,,,,,
ODN2,>,,,,,,,,,,,,
