ENVIRONMENT,GROUPNAME,APP,OPTIONNAME
N08,OOG_ASSET_COORDINATOR,PLUSGPR,APPROVE
N08,OOG_ASSET_COORDINATOR,PLUSGPR,SAVE
N08,OOG_ASSET_COORDINATOR,PLUSGPR,INSERT
N08,OOG_ASSET_ENGINEER,PLUSGPR,CANCEL
N08,OOG_ASSET_ENGINEER,PLUSGPR,APPROVE
N08,OOG_DEPARTMENT_LEADER,PLUSGPR,INSERT
N08,OOG_DEPARTMENT_LEADER,PLUSGPR,SAVE
N08,OOG_ENGINEER_COORDINATOR,PLUSGPR,SAVE
N08,OOG_ENGINEER_COORDINATOR,PLUSGPR,INSERT
N08,OOG_ENGINEER_COORDINATOR,PLUSGPR,CANCEL
N08,OOG_ENGINEER_COORDINATOR,PLUSGPR,APPROVE
N08,OOG_MAINTENANCE_COORDINATOR,PLUSGPR,APPROVE
N08,OOG_MAINTENANCE_COORDINATOR,PLUSGPR,CANCEL
N08,OOG_MAINTENANCE_COORDINATOR,PLUSGPR,COMPLETE
N08,OOG_MAINTENANCE_COORDINATOR,PLUSGPR,INSERT
N08,OOG_MAINTENANCE_COORDINATOR,PLUSGPR,SAVE
N08,OOG_MATERIALS_COORDINATOR,PLUSGPR,INSERT
N08,OOG_MATERIALS_COORDINATOR,PLUSGPR,SAVE
N08,OOG_MATERIALS_COORDINATOR,PLUSGPR,CANCEL
N08,OOG_MATERIALS_COORDINATOR_YARD,PLUSGPR,INSERT
N08,OOG_MATERIALS_COORDINATOR_YARD,PLUSGPR,SAVE
N08,OOG_MATERIALS_COORDINATOR_YARD,PLUSGPR,CANCEL
N08,OOG_MAXIMO_COORDINATOR,PLUSGPR,CANCEL
N08,OOG_MAXIMO_COORDINATOR,PLUSGPR,INSERT
N08,OOG_MAXIMO_COORDINATOR,PLUSGPR,SAVE
N08,OOG_PROJECT_ENGINEER,PLUSGPR,CANCEL
N08,OOG_PROJECT_ENGINEER,PLUSGPR,APPROVE
N08,OOG_PROJECT_ENGINEER,PLUSGPR,SAVE
N08,OOG_PROJECT_ENGINEER,PLUSGPR,INSERT
N08,OOG_PR_CREATOR,PLUSGPR,SAVE
N08,OOG_PR_CREATOR,PLUSGPR,INSERT
N08,OOG_QUALIFIED_PROFESSIONAL,PLUSGPR,INSERT
N08,OOG_QUALIFIED_PROFESSIONAL,PLUSGPR,SAVE
N08,OOG_QUALIFIED_PROFESSIONAL,PLUSGPR,APPROVE
N08,OOG_QUALIFIED_PROFESSIONAL,PLUSGPR,CANCEL
N08,OOG_QUALIFIED_PROFESSIONAL,PLUSGPR,COMPLETE
N08,OOG_REPAIR_RETURN,PLUSGPR,CANCEL
N08,OOG_REPAIR_RETURN,PLUSGPR,SAVE
N08,OOG_REPAIR_RETURN,PLUSGPR,INSERT
N08,OOG_SUP_REPAIR_RETURN,PLUSGPR,CANCEL
N08,OOG_SUP_REPAIR_RETURN,PLUSGPR,SAVE
N08,OOG_SUP_REPAIR_RETURN,PLUSGPR,INSERT
N08,PLSV_DEPUTY_PROJECT_MANAGER,PLUSGPR,SAVE
N08,FetchAll:,105,rows fetched.
N08,>,,
N09,OOG_MAINTENANCE_COORDINATOR,PLUSGPR,SAVE
N09,MAXADMIN,PLUSGPO,INSERT
N09,MAXADMIN,PLUSGPO,SAVE
N09,MAXADMIN,PLUSGPR,INSERT
N09,MAXADMIN,PLUSGPR,SAVE
N09,OOG_MATERIALS_COORDINATOR,PLUSGPO,SAVE
N09,OOG_MATERIALS_COORDINATOR,PLUSGPR,INSERT
N09,OOG_MATERIALS_COORDINATOR,PLUSGPR,SAVE
N09,OOG_MATERIALS_COORDINATOR,PLUSGPR,CANCEL
N09,OOG_MAINTENANCE_COORDINATOR,PLUSGPR,APPROVE
N09,OOG_MAINTENANCE_COORDINATOR,PLUSGPR,CANCEL
N09,OOG_MAXIMO_COORDINATOR,PLUSGPR,CANCEL
N09,OOG_MAXIMO_COORDINATOR,PLUSGPR,INSERT
N09,OOG_MAXIMO_COORDINATOR,PLUSGPR,SAVE
N09,MAXADMIN,PLUSGPR,UNAPPROVE
N09,MAXADMIN,PLUSGPR,COMPLETE
N09,MAXADMIN,PLUSGPR,CANCEL
N09,MAXADMIN,PLUSGPR,APPROVE
N09,MAXADMIN,PLUSGPO,UNAPPROVE
N09,MAXADMIN,PLUSGPO,CANCEL
N09,MAXADMIN,PLUSGPO,APPROVE
N09,OOG_MAINTENANCE_COORDINATOR,PLUSGPR,INSERT
N09,OOG_PR_CREATOR,PLUSGPR,SAVE
N09,OOG_PR_CREATOR,PLUSGPR,INSERT
N09,OOG_DEPARTMENT_LEADER,PLUSGPR,INSERT
N09,OOG_DEPARTMENT_LEADER,PLUSGPR,SAVE
N09,PLSV_DEPUTY_PROJECT_MANAGER,PLUSGPR,SAVE
N09,OOG_SUP_REPAIR_RETURN,PLUSGPR,SAVE
N09,OOG_SUP_REPAIR_RETURN,PLUSGPR,INSERT
N09,OOG_REPAIR_RETURN,PLUSGPR,CANCEL
N09,OOG_REPAIR_RETURN,PLUSGPR,SAVE
N09,OOG_REPAIR_RETURN,PLUSGPR,INSERT
N09,OOG_SUP_REPAIR_RETURN,PLUSGPR,CANCEL
N09,OOG_ENGINEER_COORDINATOR,PLUSGPR,SAVE
N09,OOG_ENGINEER_COORDINATOR,PLUSGPR,INSERT
N09,OOG_ASSET_COORDINATOR,PLUSGPR,CANCEL
N09,OOG_ASSET_COORDINATOR,PLUSGPR,APPROVE
N09,OOG_ASSET_COORDINATOR,PLUSGPR,SAVE
N09,OOG_ASSET_COORDINATOR,PLUSGPR,INSERT
N09,OOG_ENGINEER_COORDINATOR,PLUSGPR,CANCEL
N09,OOG_ENGINEER_COORDINATOR,PLUSGPR,APPROVE
N09,OOG_PROJECT_ENGINEER,PLUSGPR,CANCEL
N09,OOG_PROJECT_ENGINEER,PLUSGPR,APPROVE
N09,OOG_PROJECT_ENGINEER,PLUSGPR,SAVE
N09,OOG_PROJECT_ENGINEER,PLUSGPR,INSERT
N09,OOG_ASSET_ENGINEER,PLUSGPR,CANCEL
N09,OOG_ASSET_ENGINEER,PLUSGPR,APPROVE
N09,OOG_ASSET_ENGINEER,PLUSGPR,SAVE
N09,OOG_QUALIFIED_PROFESSIONAL,PLUSGPR,APPROVE
N09,OOG_QUALIFIED_PROFESSIONAL,PLUSGPR,CANCEL
N09,OOG_QUALIFIED_PROFESSIONAL,PLUSGPR,COMPLETE
N09,OOG_QUALIFIED_PROFESSIONAL,PLUSGPO,APPROVE
N09,OOG_QUALIFIED_PROFESSIONAL,PLUSGPO,CANCEL
N09,OOG_DEPARTMENT_LEADER,CREATEDR,CANCEL
N09,OOG_DEPARTMENT_LEADER,CREATEDR,INSERT
N09,OOG_DEPARTMENT_LEADER,CREATEDR,SAVE
N09,OOG_DEPARTMENT_LEADER,CREATEDR,APPR
N09,OOG_DEPARTMENT_LEADER,CREATEDR,WAPPR
N09,OOG_MATERIALS_COORDINATOR,CREATEDR,INSERT
N09,OOG_MATERIALS_COORDINATOR,CREATEDR,SAVE
N09,OOG_MATERIALS_COORDINATOR,CREATEDR,APPR
N09,OOG_MATERIALS_COORDINATOR,CREATEDR,CANCEL
N09,OOG_MATERIALS_COORDINATOR,CREATEDR,WAPPR
N09,OOG_MATERIALS_COORDINATOR_YARD,CREATEDR,INSERT
N09,OOG_MATERIALS_COORDINATOR_YARD,CREATEDR,SAVE
N09,OOG_MATERIALS_COORDINATOR_YARD,CREATEDR,APPR
N09,OOG_MATERIALS_COORDINATOR_YARD,CREATEDR,CANCEL
N09,OOG_MATERIALS_COORDINATOR_YARD,CREATEDR,WAPPR
N09,MAXADMIN,CREATEDR,INSERT
N09,MAXADMIN,CREATEDR,SAVE
N09,MAXADMIN,CREATEDR,WAPPR
N09,MAXADMIN,CREATEDR,CANCEL
N09,MAXADMIN,CREATEDR,APPR
N09,OOG_MATERIALS_COORDINATOR_YARD,PLUSGPO,SAVE
N09,OOG_MATERIALS_COORDINATOR_YARD,PLUSGPR,INSERT
N09,OOG_MATERIALS_COORDINATOR_YARD,PLUSGPR,SAVE
N09,OOG_MAINTENANCE_COORDINATOR,PLUSGPO,APPROVE
N09,OOG_MAINTENANCE_COORDINATOR,PLUSGPO,SAVE
N09,OOG_MAINTENANCE_COORDINATOR,PLUSGPO,CANCEL
N09,OOG_QUALIFIED_PROFESSIONAL,PLUSGPO,SAVE
N09,OOG_QUALIFIED_PROFESSIONAL,PLUSGPR,INSERT
N09,OOG_QUALIFIED_PROFESSIONAL,PLUSGPR,SAVE
N09,OOG_MATERIALS_COORDINATOR_YARD,PLUSGPR,CANCEL
N09,OOG_MAINTENANCE_COORDINATOR,PLUSGPR,COMPLETE
N09,HTQ_MATERIALS_COORDINATOR,CREATEDR,WAPPR
N09,HTQ_MATERIALS_COORDINATOR,CREATEDR,CANCEL
N09,HTQ_MATERIALS_COORDINATOR,CREATEDR,APPR
N09,HTQ_MATERIALS_COORDINATOR,PLUSGPR,CANCEL
N09,HTQ_MATERIALS_COORDINATOR,PLUSGPR,SAVE
N09,HTQ_MATERIALS_COORDINATOR,PLUSGPR,INSERT
N09,HTQ_MATERIALS_COORDINATOR,PLUSGPO,SAVE
N09,HTQ_MATERIALS_COORDINATOR,CREATEDR,SAVE
N09,HTQ_MATERIALS_COORDINATOR,CREATEDR,INSERT
N09,HTQ_MATERIALS_COORDINATOR,PLUSGPO,APPROVE
N09,HTQ_MATERIALS_COORDINATOR,PLUSGPO,CANCEL
N09,HTQ_MATERIALS_COORDINATOR,PLUSGPO,INSERT
N09,FetchAll:,96,rows fetched.
N09,>,,
ODN1,OOG_MAINTENANCE_COORDINATOR,PLUSGPR,SAVE
ODN1,MAXADMIN,PLUSGPO,INSERT
ODN1,MAXADMIN,PLUSGPO,SAVE
ODN1,MAXADMIN,PLUSGPR,INSERT
ODN1,MAXADMIN,PLUSGPR,SAVE
ODN1,OOG_MATERIALS_COORDINATOR,PLUSGPO,SAVE
ODN1,OOG_MATERIALS_COORDINATOR,PLUSGPR,INSERT
ODN1,OOG_MATERIALS_COORDINATOR,PLUSGPR,SAVE
ODN1,OOG_MATERIALS_COORDINATOR,PLUSGPR,CANCEL
ODN1,OOG_MAINTENANCE_COORDINATOR,PLUSGPR,APPROVE
ODN1,OOG_MAINTENANCE_COORDINATOR,PLUSGPR,CANCEL
ODN1,OOG_MAXIMO_COORDINATOR,PLUSGPR,CANCEL
ODN1,OOG_MAXIMO_COORDINATOR,PLUSGPR,INSERT
ODN1,OOG_MAXIMO_COORDINATOR,PLUSGPR,SAVE
ODN1,MAXADMIN,PLUSGPR,UNAPPROVE
ODN1,MAXADMIN,PLUSGPR,COMPLETE
ODN1,MAXADMIN,PLUSGPR,CANCEL
ODN1,MAXADMIN,PLUSGPR,APPROVE
ODN1,MAXADMIN,PLUSGPO,UNAPPROVE
ODN1,MAXADMIN,PLUSGPO,CANCEL
ODN1,MAXADMIN,PLUSGPO,APPROVE
ODN1,OOG_MAINTENANCE_COORDINATOR,PLUSGPR,INSERT
ODN1,OOG_PR_CREATOR,PLUSGPR,SAVE
ODN1,OOG_PR_CREATOR,PLUSGPR,INSERT
ODN1,OOG_DEPARTMENT_LEADER,PLUSGPR,INSERT
ODN1,OOG_DEPARTMENT_LEADER,PLUSGPR,SAVE
ODN1,PLSV_DEPUTY_PROJECT_MANAGER,PLUSGPR,SAVE
ODN1,OOG_SUP_REPAIR_RETURN,PLUSGPR,CANCEL
ODN1,OOG_SUP_REPAIR_RETURN,PLUSGPR,SAVE
ODN1,OOG_SUP_REPAIR_RETURN,PLUSGPR,INSERT
ODN1,OOG_REPAIR_RETURN,PLUSGPR,CANCEL
ODN1,OOG_REPAIR_RETURN,PLUSGPR,SAVE
ODN1,OOG_REPAIR_RETURN,PLUSGPR,INSERT
ODN1,OOG_ASSET_COORDINATOR,PLUSGPR,CANCEL
ODN1,OOG_ASSET_COORDINATOR,PLUSGPR,APPROVE
ODN1,OOG_ASSET_COORDINATOR,PLUSGPR,SAVE
ODN1,OOG_ASSET_COORDINATOR,PLUSGPR,INSERT
ODN1,OOG_ENGINEER_COORDINATOR,PLUSGPR,CANCEL
ODN1,OOG_ENGINEER_COORDINATOR,PLUSGPR,APPROVE
ODN1,OOG_PROJECT_ENGINEER,PLUSGPR,CANCEL
ODN1,OOG_PROJECT_ENGINEER,PLUSGPR,APPROVE
ODN1,OOG_ENGINEER_COORDINATOR,PLUSGPR,SAVE
ODN1,OOG_ENGINEER_COORDINATOR,PLUSGPR,INSERT
ODN1,OOG_PROJECT_ENGINEER,PLUSGPR,SAVE
ODN1,OOG_PROJECT_ENGINEER,PLUSGPR,INSERT
ODN1,OOG_ASSET_ENGINEER,PLUSGPR,CANCEL
ODN1,OOG_ASSET_ENGINEER,PLUSGPR,APPROVE
ODN1,OOG_MATERIALS_COORDINATOR_YARD,PLUSGPO,SAVE
ODN1,OOG_MATERIALS_COORDINATOR_YARD,PLUSGPR,INSERT
ODN1,OOG_MATERIALS_COORDINATOR_YARD,PLUSGPR,SAVE
ODN1,OOG_MATERIALS_COORDINATOR_YARD,PLUSGPR,CANCEL
ODN1,OOG_QUALIFIED_PROFESSIONAL,PLUSGPO,SAVE
ODN1,OOG_QUALIFIED_PROFESSIONAL,PLUSGPR,INSERT
ODN1,OOG_QUALIFIED_PROFESSIONAL,PLUSGPR,SAVE
ODN1,OOG_QUALIFIED_PROFESSIONAL,PLUSGPR,APPROVE
ODN1,OOG_QUALIFIED_PROFESSIONAL,PLUSGPR,CANCEL
ODN1,OOG_QUALIFIED_PROFESSIONAL,PLUSGPR,COMPLETE
ODN1,OOG_MAINTENANCE_COORDINATOR,PLUSGPO,APPROVE
ODN1,OOG_MAINTENANCE_COORDINATOR,PLUSGPO,SAVE
ODN1,OOG_MAINTENANCE_COORDINATOR,PLUSGPO,CANCEL
ODN1,OOG_MAINTENANCE_COORDINATOR,PLUSGPR,COMPLETE
ODN1,MAXADMIN,CREATEDR,INSERT
ODN1,MAXADMIN,CREATEDR,SAVE
ODN1,MAXADMIN,CREATEDR,WAPPR
ODN1,OOG_QUALIFIED_PROFESSIONAL,PLUSGPO,APPROVE
ODN1,OOG_QUALIFIED_PROFESSIONAL,PLUSGPO,CANCEL
ODN1,MAXADMIN,CREATEDR,CANCEL
ODN1,MAXADMIN,CREATEDR,APPR
ODN1,OOG_DEPARTMENT_LEADER,CREATEDR,INSERT
ODN1,OOG_DEPARTMENT_LEADER,CREATEDR,SAVE
ODN1,OOG_DEPARTMENT_LEADER,CREATEDR,APPR
ODN1,OOG_DEPARTMENT_LEADER,CREATEDR,CANCEL
ODN1,OOG_DEPARTMENT_LEADER,CREATEDR,WAPPR
ODN1,OOG_MATERIALS_COORDINATOR,CREATEDR,INSERT
ODN1,OOG_MATERIALS_COORDINATOR,CREATEDR,SAVE
ODN1,OOG_MATERIALS_COORDINATOR,CREATEDR,APPR
ODN1,OOG_MATERIALS_COORDINATOR,CREATEDR,CANCEL
ODN1,OOG_MATERIALS_COORDINATOR,CREATEDR,WAPPR
ODN1,OOG_MATERIALS_COORDINATOR_YARD,CREATEDR,INSERT
ODN1,OOG_MATERIALS_COORDINATOR_YARD,CREATEDR,SAVE
ODN1,OOG_MATERIALS_COORDINATOR_YARD,CREATEDR,APPR
ODN1,OOG_MATERIALS_COORDINATOR_YARD,CREATEDR,CANCEL
ODN1,OOG_MATERIALS_COORDINATOR_YARD,CREATEDR,WAPPR
ODN1,HTQ_MATERIALS_COORDINATOR,PLUSGPR,SAVE
ODN1,HTQ_MATERIALS_COORDINATOR,PLUSGPR,INSERT
ODN1,HTQ_MATERIALS_COORDINATOR,PLUSGPO,SAVE
ODN1,HTQ_MATERIALS_COORDINATOR,CREATEDR,SAVE
ODN1,HTQ_MATERIALS_COORDINATOR,CREATEDR,INSERT
ODN1,HTQ_MATERIALS_COORDINATOR,PLUSGPO,APPROVE
ODN1,HTQ_MATERIALS_COORDINATOR,PLUSGPO,CANCEL
ODN1,HTQ_MATERIALS_COORDINATOR,PLUSGPO,INSERT
ODN1,HTQ_MATERIALS_COORDINATOR,CREATEDR,WAPPR
ODN1,HTQ_MATERIALS_COORDINATOR,CREATEDR,CANCEL
ODN1,HTQ_MATERIALS_COORDINATOR,CREATEDR,APPR
ODN1,HTQ_MATERIALS_COORDINATOR,PLUSGPR,CANCEL
ODN1,OOG_SQP_OPENERS,PLUSGPR,INSERT
ODN1,OOG_SQP_OPENERS,PLUSGPR,SAVE
ODN1,FetchAll:,97,rows fetched.
ODN1,>,,
ODN2,OOG_MAINTENANCE_COORDINATOR,PLUSGPR,SAVE
ODN2,MAXADMIN,PLUSGPO,INSERT
ODN2,MAXADMIN,PLUSGPO,SAVE
ODN2,MAXADMIN,PLUSGPR,INSERT
ODN2,MAXADMIN,PLUSGPR,SAVE
ODN2,OOG_MATERIALS_COORDINATOR,PLUSGPO,SAVE
ODN2,OOG_MATERIALS_COORDINATOR,PLUSGPR,INSERT
ODN2,OOG_MATERIALS_COORDINATOR,PLUSGPR,SAVE
ODN2,OOG_MATERIALS_COORDINATOR,PLUSGPR,CANCEL
ODN2,OOG_MAINTENANCE_COORDINATOR,PLUSGPR,APPROVE
ODN2,OOG_MAINTENANCE_COORDINATOR,PLUSGPR,CANCEL
ODN2,OOG_MAXIMO_COORDINATOR,PLUSGPR,CANCEL
ODN2,OOG_MAXIMO_COORDINATOR,PLUSGPR,INSERT
ODN2,OOG_MAXIMO_COORDINATOR,PLUSGPR,SAVE
ODN2,MAXADMIN,PLUSGPR,UNAPPROVE
ODN2,MAXADMIN,PLUSGPR,COMPLETE
ODN2,MAXADMIN,PLUSGPR,CANCEL
ODN2,MAXADMIN,PLUSGPR,APPROVE
ODN2,MAXADMIN,PLUSGPO,UNAPPROVE
ODN2,MAXADMIN,PLUSGPO,CANCEL
ODN2,MAXADMIN,PLUSGPO,APPROVE
ODN2,OOG_MAINTENANCE_COORDINATOR,PLUSGPR,INSERT
ODN2,OOG_PR_CREATOR,PLUSGPR,SAVE
ODN2,OOG_PR_CREATOR,PLUSGPR,INSERT
ODN2,OOG_DEPARTMENT_LEADER,PLUSGPR,INSERT
ODN2,OOG_DEPARTMENT_LEADER,PLUSGPR,SAVE
ODN2,PLSV_DEPUTY_PROJECT_MANAGER,PLUSGPR,SAVE
ODN2,OOG_SUP_REPAIR_RETURN,PLUSGPR,CANCEL
ODN2,OOG_SUP_REPAIR_RETURN,PLUSGPR,SAVE
ODN2,OOG_SUP_REPAIR_RETURN,PLUSGPR,INSERT
ODN2,OOG_REPAIR_RETURN,PLUSGPR,CANCEL
ODN2,OOG_REPAIR_RETURN,PLUSGPR,SAVE
ODN2,OOG_REPAIR_RETURN,PLUSGPR,INSERT
ODN2,OOG_ENGINEER_COORDINATOR,PLUSGPR,SAVE
ODN2,OOG_ENGINEER_COORDINATOR,PLUSGPR,INSERT
ODN2,OOG_MAINTENANCE_COORDINATOR,PLUSGPO,APPROVE
ODN2,OOG_MAINTENANCE_COORDINATOR,PLUSGPO,SAVE
ODN2,OOG_MAINTENANCE_COORDINATOR,PLUSGPO,CANCEL
ODN2,OOG_MAINTENANCE_COORDINATOR,PLUSGPR,COMPLETE
ODN2,OOG_PROJECT_ENGINEER,PLUSGPR,CANCEL
ODN2,OOG_PROJECT_ENGINEER,PLUSGPR,APPROVE
ODN2,OOG_PROJECT_ENGINEER,PLUSGPR,SAVE
ODN2,OOG_PROJECT_ENGINEER,PLUSGPR,INSERT
ODN2,OOG_ASSET_COORDINATOR,PLUSGPR,CANCEL
ODN2,OOG_ASSET_COORDINATOR,PLUSGPR,APPROVE
ODN2,OOG_ASSET_ENGINEER,PLUSGPR,CANCEL
ODN2,OOG_ASSET_ENGINEER,PLUSGPR,APPROVE
ODN2,OOG_ASSET_COORDINATOR,PLUSGPR,SAVE
ODN2,OOG_ASSET_COORDINATOR,PLUSGPR,INSERT
ODN2,OOG_ENGINEER_COORDINATOR,PLUSGPR,CANCEL
ODN2,OOG_ENGINEER_COORDINATOR,PLUSGPR,APPROVE
ODN2,OOG_MATERIALS_COORDINATOR_YARD,PLUSGPR,CANCEL
ODN2,MAXADMIN,CREATEDR,INSERT
ODN2,MAXADMIN,CREATEDR,SAVE
ODN2,MAXADMIN,CREATEDR,WAPPR
ODN2,MAXADMIN,CREATEDR,CANCEL
ODN2,MAXADMIN,CREATEDR,APPR
ODN2,OOG_DEPARTMENT_LEADER,CREATEDR,INSERT
ODN2,OOG_DEPARTMENT_LEADER,CREATEDR,SAVE
ODN2,OOG_DEPARTMENT_LEADER,CREATEDR,APPR
ODN2,OOG_DEPARTMENT_LEADER,CREATEDR,CANCEL
ODN2,OOG_DEPARTMENT_LEADER,CREATEDR,WAPPR
ODN2,OOG_MATERIALS_COORDINATOR,CREATEDR,INSERT
ODN2,OOG_MATERIALS_COORDINATOR,CREATEDR,SAVE
ODN2,OOG_MATERIALS_COORDINATOR,CREATEDR,APPR
ODN2,OOG_MATERIALS_COORDINATOR,CREATEDR,CANCEL
ODN2,OOG_MATERIALS_COORDINATOR,CREATEDR,WAPPR
ODN2,OOG_MATERIALS_COORDINATOR_YARD,CREATEDR,INSERT
ODN2,OOG_MATERIALS_COORDINATOR_YARD,CREATEDR,SAVE
ODN2,OOG_MATERIALS_COORDINATOR_YARD,CREATEDR,APPR
ODN2,OOG_MATERIALS_COORDINATOR_YARD,CREATEDR,CANCEL
ODN2,OOG_MATERIALS_COORDINATOR_YARD,CREATEDR,WAPPR
ODN2,OOG_MATERIALS_COORDINATOR_YARD,PLUSGPO,SAVE
ODN2,OOG_MATERIALS_COORDINATOR_YARD,PLUSGPR,INSERT
ODN2,OOG_MATERIALS_COORDINATOR_YARD,PLUSGPR,SAVE
ODN2,HTQ_MATERIALS_COORDINATOR,PLUSGPR,SAVE
ODN2,HTQ_MATERIALS_COORDINATOR,PLUSGPR,INSERT
ODN2,HTQ_MATERIALS_COORDINATOR,PLUSGPO,SAVE
ODN2,HTQ_MATERIALS_COORDINATOR,CREATEDR,SAVE
ODN2,HTQ_MATERIALS_COORDINATOR,CREATEDR,INSERT
ODN2,HTQ_MATERIALS_COORDINATOR,PLUSGPO,APPROVE
ODN2,HTQ_MATERIALS_COORDINATOR,PLUSGPO,CANCEL
ODN2,HTQ_MATERIALS_COORDINATOR,PLUSGPO,INSERT
ODN2,HTQ_MATERIALS_COORDINATOR,CREATEDR,WAPPR
ODN2,HTQ_MATERIALS_COORDINATOR,CREATEDR,CANCEL
ODN2,HTQ_MATERIALS_COORDINATOR,CREATEDR,APPR
ODN2,HTQ_MATERIALS_COORDINATOR,PLUSGPR,CANCEL
ODN2,OOG_ASSET_ENGINEER,PLUSGPR,SAVE
ODN2,FetchAll:,88,rows fetched.
ODN2,>,,
