ENVIRONMENT,USERID,LICENSENUM,ISSELFSERVICEUSER,ISUNLICUSER,ISLATEST
N08,PFTEIXEIRA,-,0,1,0
N08,MSDEJESUS,-,0,1,0
N08,APDONASCIMENTO,-,0,1,0
N08,APERES,-,0,1,0
N08,ERALDONUNES,-,0,1,0
N08,MAXREG,-,0,1,0
N08,EMERSONFELIX,-,0,1,0
N08,MCONSTANCIO,-,0,1,0
N08,HOLIVEIRA,-,0,1,0
N08,PTEIXEIRA,-,0,1,0
N08,LUISAUGUSTOSILVA,-,0,1,0
N08,CARLOSCORDEIRO,-,0,1,0
N08,RAFAELBENIGNO,-,0,1,0
N08,MAXREG,-,0,1,0
N08,GREGORYMATOS,-,0,1,0
N08,JWDASILVA,-,0,1,0
N08,MAXREG,-,0,1,0
N08,JAANETO,-,0,1,0
N08,VHGFRACA,-,0,1,0
N08,GEFERSSONQUEIROZ,-,0,1,0
N08,RSALES,-,0,1,0
N08,REGINALDOBUSSADE,-,0,1,0
N08,JULIOCESARSANTOS,-,0,1,0
N08,WAGNERMANHAES,-,0,1,0
N08,MAXREG,-,0,1,0
N08,JONASANTOS,-,0,1,0
N08,FSANTO,-,0,1,0
N08,JORGEPAULO,-,0,1,0
N08,JORGEPAULOFERREIRA,-,0,1,0
N08,PERLAFERNANDES,-,0,1,0
N08,MAXREG,-,0,1,0
N08,DOUGLASCRISTINO,-,0,1,0
N08,THIAGOAZEVEDO,-,0,1,0
N08,GREGORYMATOS,-,0,1,0
N08,SAPMONDAL,-,0,1,0
N08,LEANDROJESUS,-,0,1,0
N08,MAXREG,-,0,1,0
N08,RGOMES,-,0,1,0
N08,FLAVIARIBEIRO,-,0,1,0
N08,ANACAMPOS,-,0,1,0
N08,LEONARDODOURADO,-,0,1,0
N08,FERNANDOOSILVA,-,0,1,0
N08,AROSA,-,0,1,0
N08,LNASCIMENTO,-,0,1,0
N08,GREGORYMATOS,-,0,1,0
N08,ALEXTROMBONI,-,0,1,0
N08,PAULOCSOUZA,-,0,1,1
N08,HEVERTONBARRETO,-,0,1,0
N08,AUREOOLIVEIRA,-,0,1,0
N08,FERNANDOMARTINS,-,0,1,0
N08,LUCIANOBORGES,-,0,1,0
N08,LCRABELLO,-,0,1,0
N08,GEOVANNAWEBER,-,0,1,0
N08,WILIANRENAN,-,0,1,0
N08,RAFAELFREITAS,-,0,1,1
N08,FPLEME,-,0,1,0
N08,MATHEUSDOVALLE,-,0,1,0
N08,VSPVIANA,-,0,1,0
N08,LUCASSANTOSOLIVEIRA,-,0,1,0
N08,FABRICIOAYRAO,-,0,1,0
N08,GREGORYMATOS,-,0,1,0
N08,MAICOOLIVEIRA,-,0,1,0
N08,DAVIPESSANHA,-,0,1,0
N08,MAXREG,-,0,1,0
N08,VINICIOSCAMPELO,-,0,1,0
N08,WGCOELHO,-,0,1,0
N08,LJANTUNES,-,0,1,0
N08,BRUNOROSA,-,0,1,0
N08,MARKUSSILVA,-,0,1,0
N08,RODRIGOCUSANDEI,-,0,1,0
N08,VANIASANTOS,-,0,1,0
N08,FLAVIOFIALHO,-,0,1,0
N08,RENANCARVALHO,O&G_LIMITED,0,0,0
N08,LEOSANDOVAL,O&G_LIMITED,0,0,0
N08,STEVEWENTWORTH,O&G_LIMITED,0,0,0
N08,FLAVIOLEMOS,O&G_LIMITED,0,0,0
N08,RODRIGOSOUZA,O&G_LIMITED,0,0,0
N08,RAFAELPASCOAL,O&G_LIMITED,0,0,0
N08,ROGERIOGOMES,O&G_AUTHORIZED,0,0,0
N08,EMANUELLYBARRETO,O&G_LIMITED,0,0,0
N08,FERNANDOFARIAS,O&G_LIMITED,0,0,0
N08,LEONARDOFRANCISCO,O&G_LIMITED,0,0,0
N08,GILSONLOUREIRO,O&G_LIMITED,0,0,0
N08,PAULOPENNA,O&G_LIMITED,0,0,0
N08,ANDERSONARAUJO,O&G_LIMITED,0,0,0
N08,WENDELLLINHARES,O&G_LIMITED,0,0,0
N08,JOCELLERANGEL,O&G_LIMITED,0,0,0
N08,MARLONSANTOS,O&G_LIMITED,0,0,0
N08,MARCELLOQUEIROZ,O&G_LIMITED,0,0,0
N08,VICTORBARBOSA,O&G_LIMITED,0,0,0
N08,ALEXANDREBONAVITA,O&G_LIMITED,0,0,0
N08,DIEGOROCHA,O&G_LIMITED,0,0,0
N08,HASSLERLEAL,-,0,1,0
N08,EMANUELLYBARRETO,-,0,1,0
N08,PETRONIOJUNIOR,O&G_LIMITED,0,0,0
N08,FABIOOLIVIEIRA,O&G_LIMITED,0,0,0
N08,MAICOOLIVEIRA,O&G_LIMITED,0,0,0
N08,MARLONTEIXEIRA,O&G_LIMITED,0,0,0
N08,IARLENKLEIN,O&G_LIMITED,0,0,0
N08,LEONARDORIBEIRO,O&G_LIMITED,0,0,0
N08,GABRIELALINO,O&G_LIMITED,0,0,0
N08,EMANUELLYBARRETO,-,0,1,0
N08,HELIORUBEM,O&G_LIMITED,0,0,0
N08,EVERALDOLEAL,O&G_LIMITED,0,0,0
N08,RAPHAELNFILHO,-,0,1,0
N08,FELIPERIBEIRO,-,0,1,0
N08,ADRIANOCALIXTO,-,0,1,0
N08,CELSOROCHA,-,0,1,1
N08,GILCIMARCARLOS,-,0,1,1
N08,VANDERSONLOBO,-,0,1,0
N08,RAFAELMAIA,-,0,1,0
N08,ALEXANDRECARVALHO,-,0,1,1
N08,LUIZCARLOS,-,0,1,0
N08,VICTORIASILVA,-,0,1,0
N08,FABRICIOROCHA,-,0,1,0
N08,PEDROMACHADO,-,0,1,0
N08,MARCIOMARINHO,-,0,1,0
N08,ALESSANDROCORREA,O&G_LIMITED,0,0,0
N08,NATHALIAMACHADO,-,0,1,0
N08,GABRIELSILVA,-,0,1,1
N08,VICTORDASILVA,-,0,1,1
N08,ENZOAZEVEDO,-,0,1,0
N08,GABRIELREGIS,-,0,1,0
N08,RAIMUNDONONATO,O&G_LIMITED,0,0,0
N08,ADEMILTONSILVA,-,0,1,0
N08,ADRIANOCUNHA,-,0,1,0
N08,ALEXSANDERTEIXEIRA,-,0,1,0
N08,FRANCISCONASCIMENTO,-,0,1,0
N08,GABRIELBOTELHO,-,0,1,0
N08,GIOVANNISANTOS,-,0,1,0
N08,ANDERSONLUDGERO,-,0,1,0
N08,ARYFILHO,-,0,1,0
N08,CELSOSANTOS_TER,-,0,1,0
N08,GLEIDSONCORREA,-,0,1,0
N08,GUILHERMEFONSECA,-,0,1,0
N08,IRWINGREGO,-,0,1,0
N08,LUCASFERNANDES,-,0,1,0
N08,LUCIANOXAVIER,-,0,1,0
N08,LUCIANOAZEVEDO,-,0,1,0
N08,NILDACUNHA,-,0,1,0
N08,CRISTIANOPEREIRA,-,0,1,0
N08,DENILSONSANTOS,-,0,1,0
N08,DIEGOPTINOCO,-,0,1,0
N08,MARCELLOVASCONCELOS,-,0,1,0
N08,PABLOPEREIRA,-,0,1,0
N08,PAULOCEZAR,-,0,1,0
N08,EDIELSONFURTADO,-,0,1,0
N08,DELORMEFARIA,-,0,1,0
N08,MARCELONERY,-,0,1,0
N08,SILVESTRELIMA,-,0,1,0
N08,ROMULOJUNIOR,-,0,1,0
N08,FABIOSOUZA,O&G_LIMITED,0,0,0
N08,CLEOMARCERCON,O&G_LIMITED,0,0,0
N08,ERNESTOJUNIOR,O&G_AUTHORIZED,0,0,0
N08,FABIORITA,O&G_LIMITED,0,0,0
N08,GUSTAVORODOLFO,O&G_LIMITED,0,0,0
N08,ANDRERICARDO,O&G_LIMITED,0,0,0
N08,MAYCONSILVA,O&G_LIMITED,0,0,0
N08,TORALNES,O&G_LIMITED,0,0,0
N08,ANGELOSILVA,O&G_LIMITED,0,0,0
N08,THIAGOFROES,-,0,1,0
N08,EDSONRAFAEL,O&G_LIMITED,0,0,0
N08,LEONARDOFRANCISCO,O&G_AUTHORIZED,0,0,0
N08,JULIAMELO,O&G_LIMITED,0,0,0
N08,HELTONLIMA,O&G_LIMITED,0,0,0
N08,HERBSONSANTOS,O&G_LIMITED,0,0,0
N08,LEONARDMORAES,O&G_LIMITED,0,0,0
N08,ARLANFERREIRA,O&G_LIMITED,0,0,0
N08,LENIELJUNIOR,O&G_AUTHORIZED,0,0,0
N08,CRISTIANQUINTANILHA,O&G_LIMITED,0,0,0
N08,LEANDROVENANCIO,O&G_LIMITED,0,0,0
N08,LINCOLNSOUZA,O&G_AUTHORIZED,0,0,0
N08,EMERSONBASTOS,O&G_LIMITED,0,0,0
N08,FERNANDOHOLANDA,O&G_LIMITED,0,0,0
N08,MARCOSJUNIOR,O&G_LIMITED,0,0,0
N08,SONIACOSTA,O&G_LIMITED,0,0,0
N08,JACSONH,O&G_LIMITED,0,0,0
N08,RODRIGOACARDOSO,-,0,1,0
N08,MAYCONCOSENDEY,-,0,1,0
N08,HELTONLIMA,-,0,1,0
N08,HENRIQUEROQUE,O&G_AUTHORIZED,0,0,0
N08,VICTORIASILVA,O&G_LIMITED,0,0,0
N08,FABRICIOPIEKALA,-,0,1,0
N08,EDUARDOBEZERRA,-,0,1,0
N08,MARCOSNEVES,-,0,1,0
N08,JOAOHORA,-,0,1,0
N08,RODRIGOMETZ,-,0,1,0
N08,ISMAELHERINGER,-,0,1,0
N08,PEDROSOUZA,-,0,1,0
N08,ANDREROSA,-,0,1,0
N08,DARIOBARISIC,-,0,1,0
N08,LUISAUGUSTO,-,0,1,0
N08,CIDCOSTA,-,0,1,0
N08,LUCASANGELIM,-,0,1,0
N08,RENATOVILLELA,-,0,1,0
N08,ANDERSONMACEDO,-,0,1,0
N08,PEDROCOELHO,-,0,1,0
N08,WLADMYRCALLADO,-,0,1,0
N08,ANDRIJATOMIC,-,0,1,0
N08,LUIZBRITTO,-,0,1,0
N08,RENANSANTO,-,0,1,0
N08,LEONARDOBARBOZA,-,0,1,0
N08,WELLINGTONEMIDIO,-,0,1,0
N08,RAFAELPASCOAL,-,0,1,0
N08,PEDROVINICIUS,-,0,1,0
N08,EDWINVILLAGARAY,-,0,1,0
N08,ROGERIOGOMES,-,0,1,0
N08,ROBERTATOSTES,-,0,1,0
N08,ERNESTOJUNIOR,-,0,1,0
N08,JACSONH,-,0,1,0
N08,GUSTAVORODOLFO,-,0,1,0
N08,ANDRERICARDO,-,0,1,0
N08,HENRIQUEPEREIRA,-,0,1,0
N08,LUCIANOJUNIOR,-,0,1,0
N08,VICTORIASILVA,-,0,1,0
N08,IGORFARDIN,-,0,1,0
N08,PHILIPEOLIVEIRA,-,0,1,0
N08,EDSONRAFAEL,-,0,1,0
N08,LEONARDOFRANCISCO,-,0,1,0
N08,JULIAMELO,-,0,1,0
N08,FERNANDAALMEIDA,-,0,1,0
N08,LEONARDMORAES,-,0,1,0
N08,LINCOLNSOUZA,-,0,1,0
N08,EMERSONBASTOS,-,0,1,0
N08,MUHAMMADSAIFUDIN,-,0,1,0
N08,JOSESANTOS,-,0,1,0
N08,TARIKAMARO,-,0,1,0
N08,AARONCAMPBELL,-,0,1,0
N08,RAFAELBARRA,-,0,1,0
N08,ERICALISBOA,-,0,1,0
N08,RONALDSTOLK,-,0,1,0
N08,GABRIELSANTOS,-,0,1,0
N08,WALDENIRFIGUEIRA,-,0,1,0
N08,EDUARDOGADELHA,-,0,1,0
N08,RAFAELAUAD,-,0,1,0
N08,FREDERICOCARDOSO,-,0,1,0
N08,JOAOROCHA,-,0,1,0
N08,JULIOBARRETO,-,0,1,0
N08,GABRIELDIAS,-,0,1,0
N08,NYKOLASNEVES,-,0,1,0
N08,GABRIELOLIVEIRA,-,0,1,0
N08,DAVIGUIMARAES,-,0,1,0
N08,PAULOCSOUZA,-,0,1,0
N08,DELORMEFARIA,-,0,1,1
N08,CLAUDIONOR,-,0,1,0
N08,WILLIAMOLIVEIRA,-,0,1,0
N08,LEONARDOMOREIRA,-,0,1,0
N08,MARIANASANTOS,-,0,1,0
N08,BRUNOSILVA,-,0,1,0
N08,JEFFERSONPIRES,-,0,1,0
N08,WILLIAMCRUZ,-,0,1,0
N08,VIVIANNEQUEIROZ,-,0,1,0
N08,CLAUDIOMARCODECO,-,0,1,0
N08,MAXINST,-,0,1,0
N08,SAMUELLOPES,-,0,1,0
N08,MARCOSNASCIMENTO,-,0,1,0
N08,SERGIOTUSHOLSKA,-,0,1,0
N08,GABRIELCHAVES,-,0,1,0
N08,JEFERSONTAVARES,-,0,1,0
N08,CLAYTONGIVIGI,-,0,1,0
N08,WAGNERMANHAES,-,0,1,0
N08,SERLONVASCONCELOS,-,0,1,0
N08,RAPHAELNETO,-,0,1,0
N08,REPAN,-,0,1,0
N08,JOAOPAULO,-,0,1,0
N08,CAMILLACOSTA,-,0,1,0
N08,WILBURHUNNICUTT,-,0,1,0
N08,DOUGLASSOUZASOARES,-,0,1,0
N08,HUGOSOUZA,-,0,1,0
N08,GUSTAVOQUEIROZ,-,0,1,0
N08,MATHEUSCORREA,-,0,1,0
N08,JEFFERSONRANGEL,-,0,1,0
N08,WAGNERSARAIVA,-,0,1,0
N08,RAFAELSANTOS,-,0,1,0
N08,ANDREGONCALVES,-,0,1,0
N08,ANDERSONALONSO,-,0,1,0
N08,MICHELNACIF,-,0,1,0
N08,MARCELOBROSEGHINI,-,0,1,0
N08,RAPHAELPEREGRINO,-,0,1,0
N08,GABRIELDUTRA,-,0,1,0
N08,ANDERSONBASILIO,-,0,1,0
N08,GLAUCIOVIEIRA,-,0,1,0
N08,ADIVINOMONTEIRO,-,0,1,0
N08,ADEILSONSOUZA,-,0,1,0
N08,ALCEMARJUNIOR,-,0,1,0
N08,RONALDSANTOS,-,0,1,0
N08,PEDROMOTA,-,0,1,0
N08,HASSLERLEAL,-,0,1,0
N08,VICTORCADE,-,0,1,0
N08,LUCASPINHEIRO,-,0,1,0
N08,MARCELOBENEDITO,-,0,1,0
N08,MARCELOMOTTA,-,0,1,0
N08,AUGUSTOFERREIRASANTOS,-,0,1,0
N08,ROBERTOCARLOSSOUZA,-,0,1,0
N08,JONASSILVA,-,0,1,0
N08,RODRIGOBATISTACONTARATO,-,0,1,0
N08,ADIVINOMONTEIRO,-,0,1,0
N08,JOSEAUGUSTOLIMA,-,0,1,0
N08,ADIVINOMONTEIRO,-,0,1,0
N08,ITEAM,-,0,1,0
N08,LUANSANTOS,-,0,1,0
N08,MAYCONSANTANA,-,0,1,0
N08,FABIOGEREMIAS,-,0,1,0
N08,ALEXHENRIQUE,-,0,1,0
N08,LETICIAMATOS,-,0,1,0
N08,EDUARDOFERREIRARODRIGUES,-,0,1,0
N08,PEDROCHAMASQUINI,-,0,1,0
N08,PABLOCABRAL,-,0,1,0
N08,JDEASSIS,-,0,1,0
N08,CRISTIANOPEREIRA,-,0,1,0
N08,WILSONFARIA,-,0,1,0
N08,LEONARDOBARRETO,-,0,1,0
N08,ADALBERTODASILVA,-,0,1,0
N08,PEDROPESSANHA,-,0,1,0
N08,RAYSSASANTOS,-,0,1,0
N08,TADEUFERREIRA,-,0,1,0
N08,LUCASMSOUZA,-,0,1,0
N08,CAROLINENOGUEIRA,-,0,1,0
N08,RODOLFOVIEIRA,-,0,1,0
N08,ARTURBRUNO,-,0,1,0
N08,GUSTAVOSILVASANTOS,-,0,1,0
N08,JEFERSONANDRE,-,0,1,0
N08,GREGORYMATOS,-,0,1,0
N08,RAFAELDEALMEIDA,-,0,1,1
N08,JULIOFERNANDO,-,0,1,0
N08,VAGNERSOUSA,-,0,1,0
N08,ISARAELSERGIO,-,0,1,0
N08,JONATHANSANTOS,-,0,1,0
N08,ANTONIOTEIXEIRA,-,0,1,0
N08,NATTALIANASCIMENTO,-,0,1,0
N08,RAFAELMARTINS,-,0,1,0
N08,GERILSONCMOREIRA,-,0,1,0
N08,CARLOSESANTOS,-,0,1,0
N08,ELDERTORRES,-,0,1,0
N08,MAYCONFROSSARD,-,0,1,0
N08,FELIPERSILVA,-,0,1,0
N08,GREGORYMATOS,-,0,1,0
N08,FELIPESMACHADO,-,0,1,0
N08,ELMARFERREIRA,-,0,1,0
N08,ERVALVIEIRA,-,0,1,0
N08,LEONARDOVALENTE,-,0,1,0
N08,FABRICIOVIEIRA,-,0,1,0
N08,MARIOSILVADANIEL,-,0,1,0
N08,ALDELINOARAUJO,-,0,1,0
N08,GUIMTROLLY,-,0,1,0
N08,GREGORYMATOS,-,0,1,0
N08,JOSESILVA,-,0,1,0
N08,ITEAM2,-,0,1,0
N08,ELOIORLANDINI,-,0,1,0
N08,GREGORYMATOS,-,0,1,0
N08,CAIOBARBOSA,-,0,1,0
N08,LUISSANTOS,-,0,1,1
N08,ITEAM,-,0,1,0
N08,IRWINGREGO,-,0,1,0
N08,BRUNOSILVA,-,0,1,0
N08,RODRIGOOGANE,-,0,1,0
N08,GUSTAVOSILVASANTOS,-,0,1,1
N08,FRANCISCOGSOUZA,-,0,1,0
N08,ADRIANOFREITAS,-,0,1,0
N08,HELIOBARBOSA,-,0,1,0
N08,JEFERSONANDRE,-,0,1,0
N08,LUCASSANTANA,-,0,1,0
N08,CELSOSANTOS,-,0,1,0
N08,WALLACEOLIVEIRA,-,0,1,0
N08,LUIZHENRIQUE,-,0,1,0
N08,ITEAM,-,0,1,0
N08,MATEUSLEMOS,-,0,1,0
N08,ANDERSONNASCIMENTO,-,0,1,0
N08,FELIPEMACHADO,-,0,1,0
N08,VINICIUSCURITIBA,-,0,1,0
N08,YANNPATRICK,-,0,1,0
N08,JULIANOMONTEIRO,-,0,1,0
N08,ROBSONDASILVA,-,0,1,0
N08,ULISSESSANTIAGO,-,0,1,0
N08,MARCIOFARRIA,-,0,1,0
N08,LUIZVENANCIO,-,0,1,0
N08,JOAOBARROS,-,0,1,0
N08,GREGORYMATOS,-,0,1,0
N08,ALEXTROMBONI,-,0,1,0
N08,APARECIDOBRAZ,-,0,1,0
N08,MAGNOGOMES,-,0,1,0
N08,MATEUSLUIZ,-,0,1,0
N08,RAPHAELAUGUSTO,-,0,1,0
N08,GREGORYMATOS,-,0,1,0
N08,HAMILTONJUNIOR,-,0,1,0
N08,RODRIGOGUIMARAES,-,0,1,0
N08,GREGORYMATOS,-,0,1,0
N08,ANDERSONBARRETO,-,0,1,1
N08,RODOLFOREAL,-,0,1,0
N08,RODRIGOBRANCO,-,0,1,0
N08,ITEAM,-,0,1,0
N08,ALISSONFSILVA,-,0,1,0
N08,GREGORYMATOS,-,0,1,0
N08,FLAVIOSENESI,-,0,1,0
N08,GABRIELDIAS,-,0,1,0
N08,PEIXOTOSDR,-,0,1,0
N08,MARCELODANATIVIDADE,-,0,1,0
N08,PIETROMACHADO,-,0,1,0
N08,CLAUDIOFARIAS,-,0,1,0
N08,WENDELLLINHARES,-,0,1,0
N08,EMANUELLYBARRETO,-,0,1,0
N08,DANILODELIMA,-,0,1,0
N08,FERNANDOFARIAS,-,0,1,0
N08,JEFFERSONSOUZA,-,0,1,0
N08,HUDSONSILVEIRA,O&G_LIMITED,0,0,0
N08,MARLONTEIXEIRA,O&G_LIMITED,0,0,0
N08,TIAGOALMENDRO,O&G_LIMITED,0,0,0
N08,LUCASANGELIM,O&G_LIMITED,0,0,0
N08,PEDROCOELHO,O&G_LIMITED,0,0,0
N08,BASE_COORD,O&G_LIMITED,0,0,0
N08,JEFFERSONSOUZA,O&G_LIMITED,0,0,0
N08,ALEXANDREZEFERINO,O&G_LIMITED,0,0,0
N08,RODIONSERDYUKOV,O&G_LIMITED,0,0,0
N08,IARLENKLEIN,O&G_LIMITED,0,0,0
N08,NATHALIAMACHADO,O&G_LIMITED,0,0,0
N08,OSMAELROZARIO,O&G_LIMITED,0,0,0
N08,VICTORJESUS,O&G_LIMITED,0,0,0
N08,JOAOBARROS,O&G_LIMITED,0,0,0
N08,MUHAMMADSAIFUDIN,O&G_LIMITED,0,0,0
N08,ALBERTOGOMES,O&G_LIMITED,0,0,0
N08,ADRIANOCALIXTO,-,0,1,0
N08,LUISAUGUSTO,O&G_LIMITED,0,0,0
N08,IGORRODRIGUES,O&G_LIMITED,0,0,0
N08,MARCELOLEONARDO,O&G_LIMITED,0,0,0
N08,WESLEYALVES,O&G_LIMITED,0,0,0
N08,IURICAMPOS,O&G_LIMITED,0,0,0
N08,LEONARDOFRANCISCO,O&G_LIMITED,0,0,0
N08,UELITONJUNIOR,O&G_LIMITED,0,0,0
N08,FABIOOLIVIEIRA,O&G_LIMITED,0,0,0
N08,JOAOALVARENGA,O&G_LIMITED,0,0,0
N08,RENATOALBUQUERQUE,O&G_LIMITED,0,0,0
N08,RENIVALDOMARQUES,O&G_LIMITED,0,0,0
N08,RALPHVELASCO,O&G_LIMITED,0,0,0
N08,WALDENIRFIGUEIRA,-,0,1,0
N08,DANIELREIS,O&G_LIMITED,0,0,0
N08,WALDENIRFIGUEIRA,-,0,1,0
N08,ROBERTAROMAES,-,0,1,0
N08,UELITONJUNIOR,O&G_LIMITED,0,0,0
N08,FELIPEBASDONI,O&G_LIMITED,0,0,0
N08,VINICIUSRAMOS,O&G_LIMITED,0,0,0
N08,JARBASARAUJO,O&G_LIMITED,0,0,0
N08,PAULOOLIVEIRA,-,0,1,1
N08,FELIPERIBEIRO,O&G_LIMITED,0,0,0
N08,MARCONICARMO,-,0,1,0
N08,ALEXANDREBONAVITA,-,0,1,0
N08,IURYLONGO,-,0,1,0
N08,DANIELREIS,-,0,1,0
N08,EMANUELLYBARRETO,-,0,1,0
N08,LAILASACABRAL,-,0,1,0
N08,RICARDOINACIO,-,0,1,0
N08,HELPDESK,-,0,1,0
N08,MAXREG,O&G_LIMITED,0,0,0
N08,EVERALDOLEAL,-,0,1,0
N08,FRANKNOGUEIRA,-,0,1,0
N08,GUSTAVOCORGOSINHO,-,0,1,0
N08,ANTONIO.GONCALVES,-,0,1,1
N08,ELMOSANTOS_TER,-,0,1,0
N08,CRISTIANOSCHUMACKER,-,0,1,0
N08,JEHANFERREIRA,-,0,1,0
N08,LUISSANTOS,-,0,1,0
N08,ALBERTOCABRAL_TER,-,0,1,0
N08,RICARDOBISPO,-,0,1,0
N08,ROBSONARCIZO,-,0,1,0
N08,OTAVIOMOREIRA,-,0,1,0
N08,DEJAILSONSILVA,-,0,1,1
N08,RAFAELMIGUEL,-,0,1,0
N08,VICTORQUEIROZ,-,0,1,0
N08,WELLINGTONSILVA,-,0,1,0
N08,RODRIGOROCHA,-,0,1,0
N08,SAULOCUNHA,-,0,1,1
N08,ELVISDESOUZA,-,0,1,0
N08,RODRIGOGUIMARAES,-,0,1,0
N08,RODRIGOSARDINHA,-,0,1,0
N08,LUDMILAPINHEIRO,-,0,1,0
N08,IGORANDRE,-,0,1,0
N08,LUCASDEOLIVEIRA,-,0,1,1
N08,KATIANAGAMA,-,0,1,0
N08,SERGIORAMALHO,-,0,1,1
N08,JOAOBARROS,-,0,1,0
N08,CARLOSGURGEL,-,0,1,0
N08,OSMAELROZARIO,-,0,1,0
N08,RENANASSEF,-,0,1,0
N08,CLAUDIOFARIAS,-,0,1,0
N08,ITEAM,-,0,1,0
N08,FREDERICOBENEVENUTT,-,0,1,0
N08,VINICIUSMAUES,-,0,1,0
N08,RODRIGOBASTOS,-,0,1,0
N08,BASE_COORD,-,0,1,0
N08,PEDROVIEIRA,O&G_LIMITED,0,0,0
N08,MAXMORAES,O&G_AUTHORIZED,0,0,0
N08,WESLEYALVES,O&G_LIMITED,0,0,0
N08,LEONARDOVARGAS,O&G_LIMITED,0,0,0
N08,SILVERIOMAIA,O&G_AUTHORIZED,0,0,0
N08,MARKRAINEY,O&G_LIMITED,0,0,0
N08,MARCIODARLAN,O&G_AUTHORIZED,0,0,0
N08,LEONARDOFRANCISCO,O&G_AUTHORIZED,0,0,0
N08,RAFAELMARCHIORI,O&G_LIMITED,0,0,0
N08,WALDENIRFIGUEIRA,-,0,1,0
N08,ARTHURONIAS,-,0,1,0
N08,LEONARDOFRANCISCO,O&G_AUTHORIZED,0,0,0
N08,EUCIRLEICARVALHO,O&G_LIMITED,0,0,0
N08,VALTENCIFARIA,O&G_LIMITED,0,0,0
N08,EDIMARFERREIRA,O&G_LIMITED,0,0,0
N08,MARCOSILVA,O&G_LIMITED,0,0,0
N08,LEANDROPIAO,O&G_LIMITED,0,0,0
N08,JOSEHAMILTON,O&G_LIMITED,0,0,0
N08,FELIPPEGABRIEL,O&G_LIMITED,0,0,0
N08,RENATOALBUQUERQUE,O&G_LIMITED,0,0,0
N08,CARLOSGURGEL,O&G_LIMITED,0,0,0
N08,IARLENKLEIN,O&G_AUTHORIZED,0,0,0
N08,MATEUSLUIZ,-,0,1,0
N08,RAPHAELNFILHO,-,0,1,0
N08,RICARDOBASTOS,-,0,1,0
N08,JULIANAMANHAES,-,0,1,0
N08,RENATAPEREIRA,-,0,1,0
N08,HENRIQUEROQUE,-,0,1,0
N08,LEILTONMARQUES,-,0,1,1
N08,RAFAELRIOS,-,0,1,0
N08,JEFERSONWILLIAMS,-,0,1,0
N08,ALESSANDROLEITE,-,0,1,0
N08,JOAOJUNIOR,-,0,1,0
N08,ALVAROBURGHARDT,O&G_LIMITED,0,0,0
N08,ALVAROBURGHARDT,-,0,1,0
N08,MAICOOLIVEIRA,-,0,1,0
N08,DIEGOSOUSA,-,0,1,1
N08,OSIELBARRETO,-,0,1,0
N08,JOSESILVA,-,0,1,0
N08,RAFAELDIEGO,-,0,1,0
N08,RAPHAELNFILHO,-,0,1,0
N08,MAICOOLIVEIRA,-,0,1,0
N08,FABIOMORAES,-,0,1,0
N08,FREDERICOCELESTINO,-,0,1,0
N08,JOURDANSOUZA,-,0,1,0
N08,ALLANRIO,-,0,1,0
N08,VITORBERAL,-,0,1,0
N08,ANDERSONPEREIRA,-,0,1,0
N08,ANTONIOASSUNCAO,-,0,1,0
N08,RICARDOINACIO,-,0,1,1
N08,FRANKNOGUEIRA,-,0,1,1
N08,FABIOFIGUEIRA,-,0,1,0
N08,ISMAELARAUJO,-,0,1,0
N08,RALPHLIMA,-,0,1,1
N08,RODRIGOCANDIDO,-,0,1,0
N08,WALDENIRFIGUEIRA,-,0,1,0
N08,HELPDESK,-,0,1,1
N08,RAIMUNDONONATO,-,0,1,0
N08,HAGATAOLIVEIRA,-,0,1,0
N08,ARYGSOUZA,-,0,1,0
N08,BRUNNOSOARES,-,0,1,0
N08,ANDREMATOS,-,0,1,0
N08,GABRIELMADUREIRA,-,0,1,0
N08,JEFFERSONNASCIMENTO,-,0,1,0
N08,LIANAALVARENGA,-,0,1,1
N08,EMERSONBARBOSA,-,0,1,0
N08,PAULOBRITO,-,0,1,0
N08,DIEGOCOSTADESOUZA,-,0,1,0
N08,FABRICIOPELICIONI,-,0,1,0
N08,FABIONASCIMENTO,-,0,1,0
N08,JONASFRAGA,-,0,1,0
N08,ORIELALMEIDA,-,0,1,0
N08,RODRIGOOLIVEIRA,-,0,1,0
N08,HEBERTLEITE,-,0,1,0
N08,SORAYAETIEL,-,0,1,0
N08,MARCOSVINICIUS,-,0,1,0
N08,SAULOEMERICK,-,0,1,0
N08,SAMUELLIMA,-,0,1,0
N08,MAXREG,-,0,1,0
N08,TVSANTOS,-,0,1,0
N08,BRUNOCESAR,-,0,1,1
N08,OTAVIOMARTINS,-,0,1,0
N08,GABRIELDOSSANTOSGUEDES,-,0,1,0
N08,KAYLANEBRAGA,-,0,1,0
N08,JESILVA,-,0,1,0
N08,UCHALITA,-,0,1,0
N08,MARCONESILVA,-,0,1,0
N08,MICHELZERBINATO,-,0,1,0
N08,NICOLESILVA,-,0,1,0
N08,REGGISC,-,0,1,0
N08,MAXREG,-,0,1,0
N08,FABIOPESTANA,-,0,1,0
N08,ITEAM,-,0,1,0
N08,BCRAMOS,-,0,1,0
N08,GSJESUS,-,0,1,0
N08,LFLDOMINGUES,-,0,1,0
N08,SLFMJUNIOR,-,0,1,0
N08,WSILVA,-,0,1,0
N08,THIAGOTINOCO,-,0,1,1
