ENVIRONMENT,USERID,LICENSENUM,ISSELFSERVICEUSER,ISUNLICUSER,ISLATEST
BASE,ITEAM,-,0,1,0
BASE,MAXADOOG,-,0,1,0
BASE,MAUROCUNHA,-,0,1,1
BASE,MAXREG,-,1,0,0
BASE,MARCIOMAGALHAES,-,0,1,0
BASE,MAXREG,-,1,0,0
BASE,ITEAM,-,0,1,0
BASE,MAXADOOG,-,0,1,0
BASE,ELZEVIRBUENO,-,0,1,0
BASE,GUSTAVOCORGOSINHO,-,0,1,0
BASE,DANIELADOURADO,-,0,1,0
BASE,THIAGOHOMEM,-,0,1,0
BASE,SIDNEISCHOTT,-,0,1,0
BASE,ISABELLABARBOSA,-,0,1,0
BASE,VICTORSIQUEIRA,-,0,1,0
BASE,MANOELSOUZA,-,0,1,0
BASE,LOUISEFEIJO,-,0,1,0
BASE,WALDENIRFIGUEIRA,-,0,1,0
BASE,THIAGOHOMEM,-,0,1,0
BASE,WILLIAMCUNHA,-,0,1,0
BASE,WANDERLANSANTO,-,0,1,0
BASE,GYOVANASILVA,-,0,1,0
BASE,FABRIZIOSOBRINHO,-,0,1,0
BASE,BLAYGNERRODRIGUES,-,0,1,0
BASE,ITEAM,-,0,1,0
BASE,DOWGLASAREAS,-,0,1,0
BASE,MAXADOOG,-,0,1,0
BASE,LEANDROBOTELHO,O&G_AUTHORIZED,0,0,0
BASE,ANGELOSILVA,O&G_AUTHORIZED,0,0,0
BASE,ANTONIO.GONCALVES,CONCURRENT,0,0,0
BASE,GUSTAVOCORGOSINHO,CONCURRENT,0,0,0
BASE,RODRIGOGUIMARAES,O&G_AUTHORIZED,0,0,0
BASE,LUCASMACHADO,O&G_AUTHORIZED,0,0,0
BASE,ELOIORLANDINI,CONCURRENT,0,0,0
BASE,GUSTAVOCORGOSINHO,CONCURRENT,0,0,0
BASE,ANGELOSILVA,O&G_AUTHORIZED,0,0,0
BASE,PATRICKJOSE,O&G_AUTHORIZED,0,0,0
BASE,ANDREPONCHIO,CONCURRENT,0,0,0
BASE,ITEAM2,CONCURRENT,0,0,0
BASE,SORAYAMARTINS,CONCURRENT,0,0,0
BASE,GUSTAVOCORGOSINHO,O&G_AUTHORIZED,0,0,0
BASE,ANGELOSILVA,CONCURRENT,0,0,0
BASE,LEONARDOGASPAR,CONCURRENT,0,0,0
BASE,FELIPERIBEIRO,CONCURRENT,0,0,0
BASE,ANGELOSILVA,O&G_AUTHORIZED,0,0,0
BASE,ITEAM,-,0,1,0
BASE,ANDREPONCHIO,O&G_AUTHORIZED,0,0,0
BASE,PIETROMACHADO,O&G_AUTHORIZED,0,0,0
BASE,PATRICKJOSE,CONCURRENT,0,0,0
BASE,THIAGOBASTOS,CONCURRENT,0,0,0
BASE,FABIOFIGUEIRA,-,0,1,1
BASE,SORAYAMARTINS,-,0,1,1
BASE,PERLAFERNANDES,-,0,1,0
BASE,ELOIORLANDINI,-,0,1,1
BASE,IVANBRITO,-,0,1,0
BASE,ISABELAMONTEIRO,-,0,1,1
BASE,LUCASBARCELOS,-,0,1,0
BASE,LUCASBRAGANCA,-,0,1,1
BASE,RICARDOBASTOS,-,0,1,0
BASE,HELPDESK,-,0,1,1
BASE,ISAACOLIVEIRA,-,0,1,1
BASE,MARCELLAARAUJO,-,0,1,0
BASE,GUSTAVOCORGOSINHO,-,0,1,1
BASE,ITEAM2,-,0,1,0
BASE,LEANDROBOTELHO,-,0,1,0
BASE,ITEAM,-,0,1,0
BASE,MAXADOOG,-,0,1,0
BASE,RENATAPEREIRA,-,0,1,1
BASE,ITEAM,-,0,1,0
BASE,VITORRIBEIRO,-,0,1,0
BASE,MAXADOOG,-,0,1,0
BASE,PEDROJUSTUS,-,0,1,1
BASE,NACIBHADDAD,-,0,1,0
BASE,RUTHSILVA,-,0,1,0
BASE,HELENAALMEIDA,-,0,1,0
BASE,EDUARDOOLIVEIRA,-,0,1,1
BASE,ITEAM,-,0,1,0
BASE,HIAGOSOUZA,-,0,1,0
BASE,ITEAM,-,0,1,0
BASE,VINICIUSALVES,-,0,1,1
BASE,DARIELEDACOSTA,-,0,1,1
BASE,MAXADOOG,-,0,1,0
BASE,JOSEDANTAS,-,0,1,0
BASE,JOSESANTOS,-,0,1,1
BASE,FELIPEBERTOLI,-,0,1,0
BASE,MAXADOOG,-,0,1,0
BASE,ISABELLYMELO,-,0,1,0
BASE,MAXREG,-,1,0,0
BASE,USERTESTE,-,0,1,0
BASE,USERMACRO,-,0,1,0
BASE,MAXREG,-,1,0,0
BASE,ITEAM,-,0,1,0
BASE,RUTHSILVA,-,0,1,0
BASE,PEDROCOTTING,-,0,1,0
BASE,DAVISANTO,-,0,1,0
BASE,KLISMANCHAGAS,-,0,1,0
BASE,DAVIPERAL,-,0,1,0
BASE,RODRIGOMENDES,-,0,1,0
BASE,PATRICKSOUSA,-,0,1,0
BASE,JOSESILVA,-,0,1,0
BASE,YKAROSANTOS,-,0,1,0
BASE,ENZOAZEVEDO,-,0,1,0
BASE,GREGORYCONCEICAO,-,0,1,0
BASE,ALEXANDREANDRADE,-,0,1,0
BASE,ROBERIOSERAPHIM,-,0,1,1
BASE,FELIPEESILVA,-,0,1,1
BASE,JULIANALIRIO,-,0,1,0
BASE,DIEGOMOTTA,-,0,1,0
BASE,TARSIANESANTOS,-,0,1,0
BASE,EMERSONGONCALVES,-,0,1,0
BASE,ALESSANDROPASINI,-,0,1,0
BASE,PALOMABASTOS,-,0,1,0
BASE,FABIOMURTEIRA,-,0,1,0
BASE,RAFAELSIMOES,-,0,1,0
BASE,SULAMITAMUNIZ,-,0,1,0
BASE,BRUNOSILVA,-,0,1,0
BASE,MAXADOOG,-,0,1,0
BASE,VENICIOOLIVEIRA,-,0,1,0
BASE,ITEAM,-,0,1,0
BASE,MAXADOOG,-,0,1,0
BASE,MAXADOOG,-,0,1,0
BASE,PATRICKJOSE,-,0,1,0
BASE,PATRICKJOSE,O&G_AUTHORIZED,0,0,0
BASE,HELPDESK,O&G_AUTHORIZED,0,0,0
BASE,ADRIANOCALIXTO,O&G_AUTHORIZED,0,0,0
BASE,CAIOBARBOSA,O&G_AUTHORIZED,0,0,0
BASE,RODRIGOGUIMARAES,O&G_AUTHORIZED,0,0,0
BASE,MARCELLAARAUJO,O&G_LIMITED,0,0,0
BASE,PATRICIACAMACHO,O&G_LIMITED,0,0,0
BASE,LEONARDODOURADO,O&G_LIMITED,0,0,0
BASE,JOSEILSONAUGUSTO,CONCURRENT,0,0,0
BASE,JOSESILVA,O&G_LIMITED,0,0,0
BASE,LEANDROBOTELHO,CONCURRENT,0,0,0
BASE,FERNANDAALMEIDA,O&G_LIMITED,0,0,0
BASE,BRUNOSTOGMULLER,CONCURRENT,0,0,0
BASE,ITEAM2,-,0,1,0
BASE,RENATAPEREIRA,O&G_LIMITED,0,0,0
BASE,JUANRIZZI,CONCURRENT,0,0,0
BASE,GUSTAVOCORGOSINHO,O&G_AUTHORIZED,0,0,0
BASE,NILTONBASTOS,-,0,1,1
BASE,JUANRIZZI,O&G_AUTHORIZED,0,0,0
BASE,LUCASMACHADO,CONCURRENT,0,0,0
BASE,BLAYGNERRODRIGUES,CONCURRENT,0,0,0
BASE,BEATRIZ.ABREU,-,0,1,0
BASE,ITEAM,-,0,1,0
BASE,MAXADOOG,-,0,1,0
BASE,ALEXSANDROHENRIQUE,-,0,1,0
BASE,MAXADOOG,-,0,1,0
BASE,WILLIANCOUTINHO,-,0,1,0
BASE,PEDROPASSALINI,-,0,1,0
BASE,ITEAM,-,0,1,0
BASE,LUCASSANTANA,-,0,1,1
BASE,BRENDAGARCIA,-,0,1,0
BASE,ITEAM,-,0,1,0
BASE,EMERSONGONCALVES,-,0,1,0
BASE,ALESSANDROPASINI,-,0,1,0
BASE,DIEGOOTAVIO,-,0,1,1
BASE,CECILIASARMENTO,-,0,1,0
BASE,RUTHSILVA,-,0,1,0
BASE,CARLOSEDUARDO,-,0,1,1
BASE,PALOMABASTOS,-,0,1,0
BASE,JOAODEUS,-,0,1,0
BASE,JOATAOTABOSA,-,0,1,0
BASE,ALEILTONMEIRELES,-,0,1,0
BASE,ITALOCUNHA,-,0,1,0
BASE,ANDERSONPAZ,-,0,1,0
BASE,CRISTIANOASSUNCAO,-,0,1,0
BASE,BRUNODASILVA,-,0,1,0
BASE,ERALDOANDRADE,-,0,1,0
BASE,LUCINEIMOREIRA,-,0,1,0
BASE,MARCONOGUEIRA,-,0,1,0
BASE,MARCOSSALES,-,0,1,0
BASE,MATHEUSPESSANHA,-,0,1,0
BASE,PAULOVICTOR,-,0,1,0
BASE,RODRIGOBERNARDES,-,0,1,0
BASE,SERGIOLOPES,-,0,1,0
BASE,ANDRELUISSILVA,-,0,1,0
BASE,PEDROFRANCO,-,0,1,0
BASE,GREGORYMATOS,-,0,1,1
BASE,FERNANDAAREAS,-,0,1,0
BASE,JOSETIAGO,-,0,1,0
BASE,PEDROLORA,-,0,1,0
BASE,SERGIOSILVA,-,0,1,0
BASE,NACIBHADDAD,-,0,1,0
BASE,RAMONELIOTERIO,-,0,1,0
BASE,FERNANDAAREAS,-,0,1,0
BASE,MATHEUSPONTE,-,0,1,0
BASE,LIVIAROSW,-,0,1,0
BASE,VIVIANNEVES,-,0,1,0
BASE,ITEAM,-,0,1,0
BASE,MAXADOOG,-,0,1,0
BASE,ANDREPONCHIO,-,0,1,0
BASE,MAXADOOG,-,0,1,0
BASE,CHARLESPEREIRA,-,0,1,0
BASE,NACIBHADDAD,-,0,1,0
BASE,RICARDOVIEIRA,-,0,1,0
BASE,GUILHERMEMOTA,-,0,1,0
BASE,ALLANCAMPINHO,-,0,1,1
BASE,ISABELAMONTEIRO,-,0,1,0
BASE,ANTONIOTEIXEIRA,-,0,1,0
BASE,LUIZTEIXEIRA,-,0,1,0
BASE,EDSONNASCIMENTO,-,0,1,0
BASE,ITEAM,-,0,1,0
BASE,PALOMAFERREIRA,-,0,1,0
BASE,ITEAM2,O&G_AUTHORIZED,0,0,0
BASE,USERTESTE,OCY_EXPRESSCUR,0,0,0
BASE,MANOELSOUZA,O&G_LIMITED,0,0,0
BASE,KARINYMIRANDA,O&G_LIMITED,0,0,0
BASE,ANGELOSILVA,O&G_AUTHORIZED,0,0,0
BASE,FELIPERIBEIRO,O&G_AUTHORIZED,0,0,0
BASE,EWERSONROCHA,O&G_AUTHORIZED,0,0,0
BASE,MARCOSNEVES,O&G_AUTHORIZED,0,0,0
BASE,SIMONEALVES,O&G_LIMITED,0,0,0
BASE,CARLOSDEOLIVEIRA,O&G_AUTHORIZED,0,0,0
BASE,LUCASMACHADO,O&G_AUTHORIZED,0,0,0
BASE,IVANBRITO,O&G_LIMITED,0,0,0
BASE,SARAPENHA,O&G_AUTHORIZED,0,0,0
BASE,ANTONIO.GONCALVES,CONCURRENT,0,0,0
BASE,LUCASANGELIM,CONCURRENT,0,0,0
BASE,DIEGOMOTTA,CONCURRENT,0,0,0
BASE,GABRIELPEREIRA,O&G_LIMITED,0,0,0
BASE,MARLONMELO,CONCURRENT,0,0,0
BASE,VIVIANNEVES,O&G_LIMITED,0,0,0
BASE,ANDREPONCHIO,CONCURRENT,0,0,0
BASE,RICARDOVIEIRA,O&G_LIMITED,0,0,0
BASE,ARTHURONIAS,O&G_LIMITED,0,0,0
BASE,MEQUESILVA,O&G_LIMITED,0,0,0
BASE,BRUNOSTOGMULLER,O&G_AUTHORIZED,0,0,0
BASE,MUNIRAVALENTIM,O&G_LIMITED,0,0,0
BASE,GUSTAVOCORGOSINHO,O&G_AUTHORIZED,0,0,0
BASE,DIEGOMOTTA,O&G_AUTHORIZED,0,0,0
BASE,PIETROMACHADO,CONCURRENT,0,0,0
BASE,PIETROMACHADO,O&G_AUTHORIZED,0,0,0
BASE,BLAYGNERRODRIGUES,CONCURRENT,0,0,0
BASE,ANGELOSILVA,CONCURRENT,0,0,0
BASE,SORAYAMARTINS,O&G_AUTHORIZED,0,0,0
BASE,MATHEUSPONTE,O&G_AUTHORIZED,0,0,0
BASE,RODRIGOGUIMARAES,CONCURRENT,0,0,0
BASE,PATRICKJOSE,CONCURRENT,0,0,0
BASE,MARLONMELO,CONCURRENT,0,0,0
BASE,ITEAM2,O&G_AUTHORIZED,0,0,0
BASE,MARLONMELO,O&G_AUTHORIZED,0,0,0
BASE,PATRICKJOSE,O&G_AUTHORIZED,0,0,0
BASE,ANGELOSILVA,CONCURRENT,0,0,0
BASE,BLAYGNERRODRIGUES,O&G_AUTHORIZED,0,0,0
BASE,ANDREPONCHIO,O&G_AUTHORIZED,0,0,0
BASE,BRUNOSTOGMULLER,O&G_AUTHORIZED,0,0,0
BASE,MAXADOOG,-,0,1,0
BASE,RUTHSILVA,O&G_LIMITED,0,0,0
BASE,BLAYGNERRODRIGUES,CONCURRENT,0,0,0
BASE,ADRIANBALZANA,-,0,1,0
BASE,ITEAM,-,0,1,0
BASE,MAXADOOG,-,0,1,0
BASE,HAMILTONJUNIOR,-,0,1,0
BASE,ITEAM,-,0,1,0
BASE,LUANNACRUZ,-,0,1,1
BASE,ERICKASILVA,-,0,1,0
BASE,RENATOLIMA,-,0,1,0
BASE,EUGENIOCAMPOS,-,0,1,0
BASE,CARLOSMARIANO,-,0,1,0
BASE,FABRICIOAPOLINARIO,-,0,1,0
BASE,VITORRIBEIRO,-,0,1,0
BASE,LICIAAVENA,-,0,1,0
BASE,ERICKASILVA,-,0,1,0
BASE,LEONARDODOURADO,-,0,1,0
BASE,SORAYARANGEL,-,0,1,0
BASE,CARLOSDEOLIVEIRA,-,0,1,0
BASE,ITEAM,-,0,1,0
BASE,BRUNOKATO,-,0,1,0
BASE,MARLONMELO,-,0,1,0
BASE,MARCELLAARAUJO,-,0,1,0
BASE,ITEAM,-,0,1,0
BASE,JULIANAMANHAES,O&G_LIMITED,0,0,0
BASE,PIETROMACHADO,O&G_AUTHORIZED,0,0,0
BASE,LUCASANGELIM,O&G_AUTHORIZED,0,0,0
BASE,MAXADOOG,-,0,1,0
BASE,ITEAM2,O&G_AUTHORIZED,0,0,0
BASE,BLAYGNERRODRIGUES,O&G_AUTHORIZED,0,0,0
BASE,SORAYARANGEL,O&G_LIMITED,0,0,0
BASE,WILLIAMCUNHA,-,0,1,0
BASE,LEONARDOGASPAR,O&G_AUTHORIZED,0,0,0
BASE,FLAVIOCAMPOS,CONCURRENT,0,0,0
BASE,ISABELAMONTEIRO,CONCURRENT,0,0,0
BASE,BRUNOSTOGMULLER,CONCURRENT,0,0,0
BASE,ISABELAMONTEIRO,O&G_AUTHORIZED,0,0,0
BASE,ENZOAZEVEDO,-,0,1,0
BASE,RODRIGOGUIMARAES,O&G_AUTHORIZED,0,0,0
BASE,PIETROMACHADO,CONCURRENT,0,0,0
BASE,EWERSONROCHA,-,0,1,1
BASE,MANOELSOUZA,-,0,1,1
BASE,PIETROMACHADO,-,0,1,1
BASE,RUTHSILVA,-,0,1,0
BASE,ANGELOSILVA,-,0,1,0
BASE,MARCOSNEVES,-,0,1,1
BASE,ARTHURONIAS,-,0,1,1
BASE,RODRIGOGUIMARAES,-,0,1,1
BASE,PATRICKJOSE,-,0,1,1
BASE,FLAVIOCAMPOS,-,0,1,0
BASE,EDSONNASCIMENTO,-,0,1,0
BASE,PATRICIACAMACHO,-,0,1,1
BASE,ISABELLABARBOSA,-,0,1,0
BASE,LEONARDODOURADO,-,0,1,1
BASE,F.SOUZA,-,0,1,0
BASE,ROBERTAROMAES,-,0,1,1
BASE,SORAYARANGEL,-,0,1,0
BASE,JUANRIZZI,-,0,1,0
BASE,LEONARDOGASPAR,-,0,1,1
BASE,MARIAFREITAS,-,0,1,0
BASE,FREDERICOCARDOSO,-,0,1,0
BASE,RENATOLIMA,-,0,1,0
BASE,HEITORGIOPPO,-,0,1,0
BASE,DARIELEDACOSTA,-,0,1,0
BASE,MAXADOOG,-,0,1,0
BASE,BRUNOKATO,-,0,1,0
BASE,KARINERANGEL,-,0,1,0
BASE,LETICIALEITE,-,0,1,1
BASE,MARCELLAAYRES,-,0,1,0
BASE,MAXADOOG,-,0,1,0
BASE,MAXADOOG,-,0,1,0
BASE,ITEAM,-,0,1,0
BASE,ITEAM,-,0,1,0
BASE,ITEAM,-,0,1,0
BASE,ANDRERAFAEL,-,0,1,0
BASE,ANTONIO.GONCALVES,-,0,1,1
BASE,GABRIELCOELHO,-,0,1,0
BASE,ITEAM,-,0,1,0
BASE,MAXADOOG,-,0,1,0
BASE,TARSIANESANTOS,-,0,1,0
BASE,FELIPELEAL,-,0,1,0
BASE,HAMILTONJUNIOR,-,0,1,0
BASE,ITEAM,-,0,1,0
BASE,MAXADOOG,-,0,1,0
BASE,MAXADOOG,-,0,1,0
BASE,MAXADOOG,-,0,1,0
BASE,MAXADOOG,-,0,1,0
BASE,MAXADOOG,-,0,1,0
BASE,ITEAM,-,0,1,0
BASE,MAXADOOG,-,0,1,0
BASE,FLAMARIONBRAGA,-,0,1,0
BASE,ITEAM,-,0,1,0
BASE,CARLOSMARIANO,-,0,1,0
BASE,MAXADOOG,-,0,1,0
BASE,BRUNOCOSTA,-,0,1,0
BASE,JULIOLEOPOLDINO,-,0,1,0
BASE,BRUNOSILVA,-,0,1,0
BASE,MAGNOGOMES,-,0,1,0
BASE,MAXINST,-,0,1,0
BASE,WILLIAMCUNHA,-,0,1,0
BASE,ADRIANOCALIXTO,-,0,1,0
BASE,CAIOLEANDRO,-,0,1,0
BASE,THIAGOBASTOS,-,0,1,0
BASE,IGORLAZARO,-,0,1,0
BASE,FLAMARIONBRAGA,-,0,1,0
BASE,FREDERICOCARDOSO,-,0,1,0
BASE,ITEAM,-,0,1,0
BASE,YASMINBARBOSA,-,0,1,0
BASE,PATRICIALIMA,-,0,1,0
BASE,KARINERANGEL,-,0,1,0
BASE,MAXADOOG,-,0,1,0
BASE,LARAALVES,-,0,1,0
BASE,FABRICIOSARDINHA,-,0,1,1
BASE,DIEGOAGUIAR,-,0,1,0
BASE,ITEAM,-,0,1,0
BASE,LINEUNETO,-,0,1,0
BASE,ITEAM,-,0,1,0
BASE,ARYGSOUZA,O&G_AUTHORIZED,0,0,0
BASE,ROBERTAROMAES,O&G_LIMITED,0,0,0
BASE,RODRIGOVELLASCO,O&G_AUTHORIZED,0,0,0
BASE,ERICACARVALHO,O&G_AUTHORIZED,0,0,0
BASE,BEATRIZ.ABREU,O&G_AUTHORIZED,0,0,0
BASE,ISAACOLIVEIRA,O&G_AUTHORIZED,0,0,0
BASE,FLAVIOCAMPOS,O&G_AUTHORIZED,0,0,0
BASE,THIAGOBASTOS,O&G_AUTHORIZED,0,0,0
BASE,ISABELAMONTEIRO,O&G_AUTHORIZED,0,0,0
BASE,LUCASBRAGANCA,O&G_LIMITED,0,0,0
BASE,GUSTAVOCORGOSINHO,CONCURRENT,0,0,0
BASE,PATRICKPIRES,O&G_LIMITED,0,0,0
BASE,KLISMANCHAGAS,O&G_LIMITED,0,0,0
BASE,ISABELLABARBOSA,O&G_LIMITED,0,0,0
BASE,MATHEUSPONTE,CONCURRENT,0,0,0
BASE,RUTHSILVA,O&G_LIMITED,0,0,0
BASE,GUILHERMEMOTA,O&G_LIMITED,0,0,0
BASE,STENIOFERREIRA,O&G_LIMITED,0,0,0
BASE,PIETROMACHADO,CONCURRENT,0,0,0
BASE,FELIPERIBEIRO,O&G_AUTHORIZED,0,0,0
BASE,ELOIORLANDINI,O&G_AUTHORIZED,0,0,0
BASE,PATRICKJOSE,CONCURRENT,0,0,0
BASE,MARLONMELO,CONCURRENT,0,0,0
BASE,JUANRIZZI,CONCURRENT,0,0,0
BASE,LEANDROBOTELHO,CONCURRENT,0,0,0
BASE,ISABELAMONTEIRO,CONCURRENT,0,0,0
BASE,DIEGOMOTTA,CONCURRENT,0,0,0
BASE,LUCASMACHADO,-,0,1,1
BASE,FELIPERIBEIRO,-,0,1,0
BASE,SARAPENHA,-,0,1,1
BASE,ERICACARVALHO,-,0,1,1
BASE,MEQUESILVA,-,0,1,1
BASE,ARYGSOUZA,-,0,1,1
BASE,KARINYMIRANDA,-,0,1,1
BASE,FABIOMURTEIRA,-,0,1,0
BASE,KLISMANCHAGAS,-,0,1,1
BASE,ADRIANOCALIXTO,-,0,1,1
BASE,CAIOBARBOSA,-,0,1,1
BASE,JOSEILSONAUGUSTO,-,0,1,0
BASE,CHARLESPEREIRA,-,0,1,0
BASE,WALDENIRFIGUEIRA,-,0,1,0
BASE,ANDRESSASILVA,-,0,1,0
BASE,BRUNOSILVA,-,0,1,0
BASE,PATRICKSOUSA,-,0,1,0
BASE,ANA.FREITAS,-,0,1,0
BASE,VANESSASANTOS,-,0,1,0
BASE,MAXADOOG,-,0,1,0
BASE,HIAGOSOUZA,-,0,1,0
BASE,ITEAM,-,0,1,0
BASE,SIDNEISCHOTT,-,0,1,0
BASE,ITEAM,-,0,1,0
BASE,MAXADOOG,-,0,1,0
BASE,ROMULONEVES,-,0,1,0
BASE,RODRIGOSOUZA,-,0,1,0
BASE,PERLAFABIANO,-,0,1,0
BASE,RAFAELPEREIRA,-,0,1,0
BASE,ISOARES,-,0,1,0
BASE,ITEAM,-,0,1,0
BASE,MAXADOOG,-,0,1,0
BASE,WILLIAMCUNHA,-,0,1,0
BASE,JULIOPACHECO,-,0,1,0
BASE,ITEAM,-,0,1,0
BASE,ANDRERIBEIRO,-,0,1,0
BASE,SIMONEALVES,-,0,1,0
BASE,JULIODASILVA,-,0,1,1
BASE,GUSTAVOCORGOSINHO,-,0,1,0
BASE,LUCASIGNACIO,-,0,1,0
BASE,EDSONNASCIMENTO,-,0,1,0
BASE,FREDERICOCARDOSO,-,0,1,0
BASE,ERICKASILVA,-,0,1,0
BASE,RUTHSILVA,-,0,1,0
BASE,LEOSANDOVAL,-,0,1,0
BASE,ISAACOLIVEIRA,-,0,1,0
BASE,MARCOSMAUMESSO,-,0,1,0
BASE,EVELYNFERREIRA,-,0,1,0
BASE,MAXADOOG,-,0,1,0
BASE,IGORRODRIGUES,-,0,1,0
BASE,ITEAM2,-,0,1,0
BASE,BEATRIZ.ABREU,O&G_LIMITED,0,0,0
BASE,ANTONIO.GONCALVES,O&G_AUTHORIZED,0,0,0
BASE,FELIPERIBEIRO,CONCURRENT,0,0,0
BASE,ITEAM2,CONCURRENT,0,0,0
BASE,THIAGOBASTOS,O&G_AUTHORIZED,0,0,0
BASE,LEANDROBOTELHO,CONCURRENT,0,0,0
BASE,FLAVIOCAMPOS,O&G_AUTHORIZED,0,0,0
BASE,MARLONMELO,O&G_AUTHORIZED,0,0,0
BASE,BRUNOSTOGMULLER,CONCURRENT,0,0,0
BASE,LEONARDOGASPAR,O&G_AUTHORIZED,0,0,0
BASE,SORAYAMARTINS,O&G_AUTHORIZED,0,0,0
BASE,LEANDROBOTELHO,O&G_AUTHORIZED,0,0,0
BASE,YKAROSANTOS,-,0,1,1
BASE,MATHEUSPONTE,-,0,1,0
BASE,USERTESTE,-,0,1,0
BASE,MARLONMELO,-,0,1,1
BASE,ANDREPONCHIO,-,0,1,1
BASE,OLIVIAJULIANELLI,-,0,1,0
BASE,DIEGOMOTTA,-,0,1,1
BASE,PATRICKPIRES,-,0,1,0
BASE,FERNANDAALMEIDA,-,0,1,0
BASE,STENIOFERREIRA,-,0,1,0
BASE,RAFAELFONTANA,-,0,1,1
BASE,MAGNOGOMES,-,0,1,0
BASE,CAROLINIGOMES,-,0,1,0
BASE,TIAGOFREITAS,-,0,1,0
BASE,LUCASSOUZA,-,0,1,0
BASE,ITEAM,-,0,1,0
BASE,HEITORGIOPPO,-,0,1,0
BASE,ANDREJKUEHN,-,0,1,0
BASE,MAXADOOG,-,0,1,0
BASE,URSULADIAS,-,0,1,0
BASE,DAVIDARANTES,-,0,1,1
BASE,MAXADOOG,-,0,1,0
BASE,JOSEEFRAIN,-,0,1,0
BASE,MAZENELNAWASRA,-,0,1,1
BASE,USERTESTE,-,0,1,0
BASE,BRENDAGARCIA,-,0,1,0
BASE,MARIAFREITAS,-,0,1,1
BASE,VIVIANNEVES,-,0,1,0
BASE,RAFAELFRANCA,-,0,1,1
BASE,MAXADOOG,-,0,1,0
BASE,ITEAM,-,0,1,0
BASE,MAXADOOG,-,0,1,0
BASE,LUCASVICENTE,-,0,1,0
BASE,ITEAM,-,0,1,0
BASE,CECILIASARMENTO,-,0,1,0
BASE,GUSTAVOPATRICIO,-,0,1,0
BASE,JOSEARAUJO,-,0,1,0
BASE,THIAGOKOBI,-,0,1,0
BASE,JHONATANSANTOS,-,0,1,0
BASE,HERALDOMOTHE,-,0,1,0
BASE,RODRIGOBAPTISTA,-,0,1,0
BASE,JHONATANSANTOS,-,0,1,0
BASE,GILIANOMITTERSTEIN,-,0,1,1
BASE,ITEAM,-,0,1,0
BASE,MAXADOOG,-,0,1,0
BASE,ROBSONCASTRO,-,0,1,0
BASE,ABPOL,-,0,1,0
BASE,RAYANNEOLIVEIRA,-,0,1,1
BASE,ITEAM,-,0,1,0
BASE,VINICIUSCORREA,-,0,1,0
BASE,JHONATANSANTOS,-,0,1,1
BASE,TIMOTEOSILVA,-,0,1,0
BASE,ERICKPESSANHA,-,0,1,0
BASE,WILTONMARCELO,-,0,1,0
BASE,MAXADOOG,-,0,1,0
BASE,FELIPEBERTOLI,-,0,1,0
BASE,ROBERTAMARTINS,-,0,1,0
BASE,ANACAMPOS,-,0,1,0
BASE,MAXREG,-,1,0,0
BASE,RICHARDVILCHEZ,-,0,1,0
BASE,ITEAM2,-,0,1,0
BASE,MAXREG,-,1,0,0
BASE,WALLACECONCEICAO,-,0,1,0
BASE,JOAODEUS,-,0,1,0
BASE,ISABELABARRETO,-,0,1,0
BASE,GUILHERMEMOTA,-,0,1,0
BASE,BIANCAMESSIAS,-,0,1,1
BASE,MAXREG,-,1,0,0
BASE,ITEAM,-,0,1,0
BASE,BRUNOSANTANA,-,0,1,1
BASE,MAXREG,-,1,0,0
BASE,NATHALIACOSTA,-,0,1,0
BASE,ABPOL,-,0,1,0
BASE,LEOSANDOVAL,-,0,1,0
BASE,IANESILVA,-,0,1,0
BASE,MAXREG,-,1,0,0
BASE,MAXADOOG,-,0,1,0
BASE,MAXREG,-,1,0,0
BASE,VICTORIASILVA,-,0,1,0
BASE,MAXADOOG,-,0,1,0
BASE,MAXREG,-,1,0,0
BASE,MAXREG,-,1,0,0
BASE,MAXREG,-,1,0,0
BASE,ITEAM,-,0,1,0
BASE,MAXADOOG,-,0,1,0
BASE,LUCASSOUZA,-,0,1,1
BASE,MAXREG,-,1,0,0
BASE,ITEAM,-,0,1,0
BASE,MAXADOOG,-,0,1,0
BASE,ESDRASSELLOS,-,0,1,0
BASE,MAXREG,-,1,0,0
BASE,ITEAM,-,0,1,0
BASE,MAXADOOG,-,0,1,0
BASE,LUISACALDERON,-,0,1,0
BASE,ITALOCUNHA,-,0,1,0
BASE,MAXREG,-,1,0,0
BASE,THIAGOHOMEM,-,0,1,0
BASE,RAFAELPEREIRA,-,0,1,1
BASE,MAXREG,-,1,0,0
BASE,CLEVERSONALMEIDA,-,0,1,0
BASE,ITEAM,-,0,1,0
BASE,CANDIDONETO,-,0,1,1
BASE,ITEAM,-,0,1,0
BASE,ANDRESSASILVA,-,0,1,0
BASE,MAXADOOG,-,0,1,0
BASE,ITEAM,-,0,1,0
BASE,MAXREG,-,1,0,0
BASE,FABIOMURTEIRA,-,0,1,0
BASE,REBECATAVARES,-,0,1,1
BASE,PATRICIOGOMES,-,0,1,0
BASE,JOSEILSONAUGUSTO,-,0,1,0
BASE,RACHELLEAL,-,0,1,0
BASE,ITEAM,-,0,1,0
BASE,MAXADOOG,-,0,1,0
BASE,ROMULOSTEINBACH,-,0,1,0
BASE,ITEAM,-,0,1,0
BASE,MAXREG,-,1,0,0
BASE,EMANUELSANTOS,-,0,1,0
